"","date","County","Total.Tests","Total.Positive.Tests","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Individuals.Tested","Individuals.Positive","Active","date"
"Adair",2021-04-08,"Adair",11900,958,792,32,22,10,3597,839,15,2021-04-08
"Adams",2021-04-08,"Adams",5287,331,316,4,4,0,1572,321,1,2021-04-08
"Allamakee",2021-04-08,"Allamakee",20348,1541,1411,51,41,10,6164,1489,27,2021-04-08
"Appanoose",2021-04-08,"Appanoose",17044,1429,1191,47,43,4,5966,1259,21,2021-04-08
"Audubon",2021-04-08,"Audubon",11448,509,465,9,8,1,2617,491,17,2021-04-08
"Benton",2021-04-08,"Benton",35548,2640,2384,55,44,11,12705,2485,46,2021-04-08
"Black Hawk",2021-04-08,"Black Hawk",204199,16808,14758,306,283,23,69806,15382,318,2021-04-08
"Boone",2021-04-08,"Boone",42302,2730,2434,31,29,2,13765,2544,79,2021-04-08
"Bremer",2021-04-08,"Bremer",37364,2910,2664,60,51,9,12224,2775,51,2021-04-08
"Buchanan",2021-04-08,"Buchanan",29398,1966,1757,31,26,5,9407,1862,74,2021-04-08
"Buena Vista",2021-04-08,"Buena Vista",43222,4846,4099,40,36,4,14697,4202,63,2021-04-08
"Butler",2021-04-08,"Butler",28232,1705,1558,34,30,4,6987,1615,23,2021-04-08
"Calhoun",2021-04-08,"Calhoun",17608,1379,1293,11,11,0,5271,1329,25,2021-04-08
"Carroll",2021-04-08,"Carroll",34930,2976,2663,50,43,7,11310,2771,58,2021-04-08
"Cass",2021-04-08,"Cass",19889,1413,1259,54,48,6,6300,1337,24,2021-04-08
"Cedar",2021-04-08,"Cedar",29249,1901,1726,23,21,2,9105,1818,69,2021-04-08
"Cerro Gordo",2021-04-08,"Cerro Gordo",72739,5548,4949,86,72,14,24711,5158,123,2021-04-08
"Cherokee",2021-04-08,"Cherokee",20105,1658,1444,38,30,8,5999,1552,70,2021-04-08
"Chickasaw",2021-04-08,"Chickasaw",16686,1282,1193,15,13,2,5405,1216,8,2021-04-08
"Clarke",2021-04-08,"Clarke",12744,1037,939,23,22,1,4849,978,16,2021-04-08
"Clay",2021-04-08,"Clay",28393,2174,1861,25,20,5,8341,2065,179,2021-04-08
"Clayton",2021-04-08,"Clayton",23760,1736,1557,55,46,9,7040,1641,29,2021-04-08
"Clinton",2021-04-08,"Clinton",59442,5739,4975,89,77,12,22518,5276,212,2021-04-08
"Crawford",2021-04-08,"Crawford",26360,2843,2523,39,34,5,8760,2608,46,2021-04-08
"Dallas",2021-04-08,"Dallas",121836,12062,10241,96,84,12,53809,10768,431,2021-04-08
"Davis",2021-04-08,"Davis",10549,867,748,24,23,1,3430,794,22,2021-04-08
"Decatur",2021-04-08,"Decatur",10058,601,573,9,9,0,3532,584,2,2021-04-08
"Delaware",2021-04-08,"Delaware",26340,2031,1831,39,35,4,7988,1986,116,2021-04-08
"Des Moines",2021-04-08,"Des Moines",53490,4710,4253,64,53,11,21027,4373,56,2021-04-08
"Dickinson",2021-04-08,"Dickinson",25205,2536,2045,43,37,6,10350,2352,264,2021-04-08
"Dubuque",2021-04-08,"Dubuque",179589,14170,12283,202,188,14,56713,12925,440,2021-04-08
"Emmet",2021-04-08,"Emmet",16152,1333,1116,40,38,2,5053,1257,101,2021-04-08
"Fayette",2021-04-08,"Fayette",33930,1903,1762,41,36,5,9221,1825,22,2021-04-08
"Floyd",2021-04-08,"Floyd",24250,1703,1451,42,32,10,7664,1536,43,2021-04-08
"Franklin",2021-04-08,"Franklin",18734,1219,1076,21,19,2,5244,1121,24,2021-04-08
"Fremont",2021-04-08,"Fremont",6982,630,554,10,8,2,2628,596,32,2021-04-08
"Greene",2021-04-08,"Greene",14250,810,728,10,10,0,4091,759,21,2021-04-08
"Grundy",2021-04-08,"Grundy",18552,1423,1296,32,27,5,5736,1344,16,2021-04-08
"Guthrie",2021-04-08,"Guthrie",17472,1243,1084,28,23,5,5637,1165,53,2021-04-08
"Hamilton",2021-04-08,"Hamilton",22490,1953,1698,49,45,4,7494,1765,18,2021-04-08
"Hancock",2021-04-08,"Hancock",20084,1519,1351,34,27,7,5960,1420,35,2021-04-08
"Hardin",2021-04-08,"Hardin",32890,1901,1680,40,33,7,8375,1772,52,2021-04-08
"Harrison",2021-04-08,"Harrison",20292,1862,1611,73,69,4,6379,1727,43,2021-04-08
"Henry",2021-04-08,"Henry",34699,2992,2771,37,36,1,10900,2847,39,2021-04-08
"Howard",2021-04-08,"Howard",16166,1064,981,22,18,4,4580,1024,21,2021-04-08
"Humboldt",2021-04-08,"Humboldt",14848,1224,1120,26,23,3,4720,1177,31,2021-04-08
"Ida",2021-04-08,"Ida",11910,989,807,33,31,2,3320,880,40,2021-04-08
"Iowa",2021-04-08,"Iowa",28379,1507,1393,24,22,2,8072,1444,27,2021-04-08
"Jackson",2021-04-08,"Jackson",24546,2293,2070,42,39,3,9079,2165,53,2021-04-08
"Jasper",2021-04-08,"Jasper",49161,4386,3864,69,64,5,18138,4050,117,2021-04-08
"Jefferson",2021-04-08,"Jefferson",19633,1416,1264,35,29,6,7642,1305,6,2021-04-08
"Johnson",2021-04-08,"Johnson",200070,14584,13135,80,75,5,79362,13733,518,2021-04-08
"Jones",2021-04-08,"Jones",24702,3027,2807,55,51,4,9885,2914,52,2021-04-08
"Keokuk",2021-04-08,"Keokuk",14935,1007,900,30,30,0,4211,940,10,2021-04-08
"Kossuth",2021-04-08,"Kossuth",24889,2219,1943,61,54,7,7892,2099,95,2021-04-08
"Lee",2021-04-08,"Lee",51701,3893,3581,55,42,13,15808,3656,20,2021-04-08
"Linn",2021-04-08,"Linn",275058,21373,19225,328,293,35,116207,20031,478,2021-04-08
"Louisa",2021-04-08,"Louisa",16508,1321,1191,48,41,7,5380,1257,18,2021-04-08
"Lucas",2021-04-08,"Lucas",8918,777,710,22,18,4,3786,747,15,2021-04-08
"Lyon",2021-04-08,"Lyon",14917,1531,1430,41,37,4,4582,1524,53,2021-04-08
"Madison",2021-04-08,"Madison",19564,1653,1453,19,15,4,7679,1515,43,2021-04-08
"Mahaska",2021-04-08,"Mahaska",29401,2324,2115,49,44,5,10351,2214,50,2021-04-08
"Marion",2021-04-08,"Marion",40159,3728,3394,75,64,11,15953,3528,59,2021-04-08
"Marshall",2021-04-08,"Marshall",78883,5117,4611,74,66,8,21273,4754,69,2021-04-08
"Mills",2021-04-08,"Mills",20620,1730,1491,20,17,3,7610,1560,49,2021-04-08
"Mitchell",2021-04-08,"Mitchell",17050,1362,1191,41,38,3,5455,1250,18,2021-04-08
"Monona",2021-04-08,"Monona",17430,858,749,30,28,2,3754,804,25,2021-04-08
"Monroe",2021-04-08,"Monroe",9302,967,878,28,21,7,3460,924,18,2021-04-08
"Montgomery",2021-04-08,"Montgomery",13659,1069,934,37,35,2,4230,987,16,2021-04-08
"Muscatine",2021-04-08,"Muscatine",52049,4822,4205,96,87,9,21307,4499,198,2021-04-08
"O'Brien",2021-04-08,"O'Brien",24734,2090,1796,59,54,5,6640,1943,88,2021-04-08
"Osceola",2021-04-08,"Osceola",8186,755,671,16,13,3,2460,726,39,2021-04-08
"Page",2021-04-08,"Page",20433,1944,1797,20,18,2,6335,1881,64,2021-04-08
"Palo Alto",2021-04-08,"Palo Alto",17637,1142,1005,22,20,2,4467,1087,60,2021-04-08
"Pending Investigation",2021-04-08,"Pending Investigation",11368,1023,930,0,0,0,5862,1000,70,2021-04-08
"Plymouth",2021-04-08,"Plymouth",36401,4213,3646,79,71,8,13221,3916,191,2021-04-08
"Pocahontas",2021-04-08,"Pocahontas",12285,875,794,21,21,0,3425,830,15,2021-04-08
"Polk",2021-04-08,"Polk",654430,62170,52080,593,528,65,273726,55082,2409,2021-04-08
"Pottawattamie",2021-04-08,"Pottawattamie",113382,11568,9826,157,139,18,47088,10493,510,2021-04-08
"Poweshiek",2021-04-08,"Poweshiek",40755,1592,1469,33,30,3,8886,1516,14,2021-04-08
"Ringgold",2021-04-08,"Ringgold",9309,553,497,22,18,4,2371,531,12,2021-04-08
"Sac",2021-04-08,"Sac",18912,1328,1188,19,19,0,5328,1254,47,2021-04-08
"Scott",2021-04-08,"Scott",197548,19852,17164,233,213,20,85458,18449,1052,2021-04-08
"Shelby",2021-04-08,"Shelby",16159,1307,1149,35,32,3,5403,1249,65,2021-04-08
"Sioux",2021-04-08,"Sioux",42345,5174,4758,73,70,3,15949,5006,175,2021-04-08
"Story",2021-04-08,"Story",155279,10924,9669,47,41,6,55766,10186,470,2021-04-08
"Tama",2021-04-08,"Tama",31380,2182,1965,69,65,4,8383,2059,25,2021-04-08
"Taylor",2021-04-08,"Taylor",8177,669,632,12,10,2,2494,644,0,2021-04-08
"Union",2021-04-08,"Union",16369,1315,1171,32,26,6,6482,1231,28,2021-04-08
"Van Buren",2021-04-08,"Van Buren",8048,576,521,18,15,3,2728,551,12,2021-04-08
"Wapello",2021-04-08,"Wapello",45003,4587,3999,120,116,4,18306,4231,112,2021-04-08
"Warren",2021-04-08,"Warren",72190,5928,5132,86,76,10,27742,5439,221,2021-04-08
"Washington",2021-04-08,"Washington",38837,2629,2362,49,45,4,11798,2467,56,2021-04-08
"Wayne",2021-04-08,"Wayne",6470,556,463,23,18,5,2434,517,31,2021-04-08
"Webster",2021-04-08,"Webster",66033,5335,4899,90,76,14,21231,5055,66,2021-04-08
"Winnebago",2021-04-08,"Winnebago",16654,1449,1286,31,26,5,6213,1348,31,2021-04-08
