"","date","County","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Active","positivity"
"Mitchell",2020-12-31,"Mitchell",4615,1040,835,29,29,0,176,0.225352112676056
"Monona",2020-12-31,"Monona",3060,542,463,15,14,1,64,0.177124183006536
"Monroe",2020-12-31,"Monroe",2652,649,458,16,15,1,175,0.244720965309201
"Montgomery",2020-12-31,"Montgomery",3494,761,512,15,14,1,234,0.217801946193475
"Muscatine",2020-12-31,"Muscatine",17446,3562,3039,75,68,7,448,0.204172876304024
"O'Brien",2020-12-31,"O'Brien",5550,1589,1374,53,49,4,162,0.286306306306306
"Osceola",2020-12-31,"Osceola",2018,611,550,7,6,1,54,0.302775024777007
"Page",2020-12-31,"Page",5078,1358,1238,13,13,0,107,0.267428121307601
"Palo Alto",2020-12-31,"Palo Alto",3721,808,681,8,8,0,119,0.21714592851384
"Pending Investigation",2020-12-31,"Pending Investigation",9813,669,396,0,0,0,273,0.0681748700703149
"Plymouth",2020-12-31,"Plymouth",11270,3344,2906,51,45,6,387,0.296716947648625
"Pocahontas",2020-12-31,"Pocahontas",2987,718,597,11,11,0,110,0.240374958151992
"Polk",2020-12-31,"Polk",219812,41187,34968,408,372,36,5811,0.187373755754918
"Pottawattamie",2020-12-31,"Pottawattamie",39519,8244,6880,93,84,9,1271,0.208608517422
"Poweshiek",2020-12-31,"Poweshiek",6867,1196,1034,24,22,2,138,0.17416630260667
"Ringgold",2020-12-31,"Ringgold",1939,360,253,7,6,1,100,0.185662712738525
"Sac",2020-12-31,"Sac",4446,1036,904,14,14,0,118,0.233018443544759
"Scott",2020-12-31,"Scott",70019,14063,11886,147,139,8,2030,0.200845484796984
"Shelby",2020-12-31,"Shelby",4274,945,791,24,24,0,130,0.22110435189518
"Sioux",2020-12-31,"Sioux",13262,4333,3862,43,42,1,428,0.326722967878148
"Story",2020-12-31,"Story",45739,7982,7074,29,25,4,879,0.174511904501629
"Tama",2020-12-31,"Tama",6939,1751,1531,55,53,2,165,0.252341835999424
"Taylor",2020-12-31,"Taylor",2121,543,479,9,7,2,55,0.256011315417256
"Union",2020-12-31,"Union",5526,1023,837,18,18,0,168,0.185124864277959
"Van Buren",2020-12-31,"Van Buren",2204,453,395,11,10,1,47,0.205535390199637
"Wapello",2020-12-31,"Wapello",13608,3120,2607,90,88,2,423,0.229276895943563
"Warren",2020-12-31,"Warren",22272,3760,2984,33,31,2,743,0.16882183908046
"Washington",2020-12-31,"Washington",9610,1876,1502,28,27,1,346,0.195213319458897
"Wayne",2020-12-31,"Wayne",1814,373,303,21,17,4,49,0.205622932745314
"Webster",2020-12-31,"Webster",18511,4422,3760,61,55,6,601,0.238884987304846
"Winnebago",2020-12-31,"Winnebago",5004,1099,948,28,23,5,123,0.219624300559552
"Winneshiek",2020-12-31,"Winneshiek",7951,1381,1053,18,16,2,310,0.173688844170545
"Woodbury",2020-12-31,"Woodbury",49724,12235,10766,165,153,12,1304,0.246058241493042
"Worth",2020-12-31,"Worth",2981,521,397,3,2,1,121,0.174773565917477
"Wright",2020-12-31,"Wright",6809,1528,1311,17,15,2,200,0.224408870612425
"Total",2020-12-31,"Totals",1355010,280298,238977,3822,3507,315,37499,0.206860465974421
