"","date","County","Total.Tests","Total.Positive.Tests","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Individuals.Tested","Individuals.Positive","Active","date"
"Adair",2021-06-10,"Adair",12747,994,836,32,22,10,3819,873,5,2021-06-10
"Adams",2021-06-10,"Adams",6123,355,337,4,4,0,1683,344,3,2021-06-10
"Allamakee",2021-06-10,"Allamakee",22645,1583,1463,52,42,10,6558,1525,10,2021-06-10
"Appanoose",2021-06-10,"Appanoose",19102,1469,1230,49,44,5,6420,1290,11,2021-06-10
"Audubon",2021-06-10,"Audubon",13420,546,498,10,9,1,2871,528,20,2021-06-10
"Benton",2021-06-10,"Benton",39776,2748,2512,55,44,11,13618,2586,19,2021-06-10
"Black Hawk",2021-06-10,"Black Hawk",226204,17498,15518,310,287,23,74356,16008,180,2021-06-10
"Boone",2021-06-10,"Boone",46475,2868,2618,34,31,3,14717,2682,30,2021-06-10
"Bremer",2021-06-10,"Bremer",41911,3013,2783,60,51,9,12992,2878,35,2021-06-10
"Buchanan",2021-06-10,"Buchanan",33299,2040,1878,33,27,6,10055,1926,15,2021-06-10
"Buena Vista",2021-06-10,"Buena Vista",46832,4916,4207,40,36,4,15425,4262,15,2021-06-10
"Butler",2021-06-10,"Butler",30901,1752,1612,35,31,4,7453,1659,12,2021-06-10
"Calhoun",2021-06-10,"Calhoun",19598,1440,1373,13,12,1,5602,1389,3,2021-06-10
"Carroll",2021-06-10,"Carroll",38678,3075,2812,52,43,9,11925,2866,2,2021-06-10
"Cass",2021-06-10,"Cass",21730,1476,1340,54,48,6,6714,1392,-2,2021-06-10
"Cedar",2021-06-10,"Cedar",33294,2007,1878,23,21,2,9719,1916,15,2021-06-10
"Cerro Gordo",2021-06-10,"Cerro Gordo",82289,5956,5312,91,76,15,26729,5517,114,2021-06-10
"Cherokee",2021-06-10,"Cherokee",22083,1695,1548,38,30,8,6284,1593,7,2021-06-10
"Chickasaw",2021-06-10,"Chickasaw",18631,1316,1229,16,14,2,5795,1244,-1,2021-06-10
"Clarke",2021-06-10,"Clarke",14256,1069,979,24,22,2,5192,1008,5,2021-06-10
"Clay",2021-06-10,"Clay",32536,2276,2130,27,22,5,8909,2164,7,2021-06-10
"Clayton",2021-06-10,"Clayton",26923,1801,1648,57,48,9,7613,1709,4,2021-06-10
"Clinton",2021-06-10,"Clinton",68603,6091,5470,93,79,14,24761,5610,47,2021-06-10
"Crawford",2021-06-10,"Crawford",29716,2925,2625,40,35,5,9236,2677,12,2021-06-10
"Dallas",2021-06-10,"Dallas",135407,12615,11086,99,85,14,57648,11275,90,2021-06-10
"Davis",2021-06-10,"Davis",11914,924,805,25,23,2,3744,851,21,2021-06-10
"Decatur",2021-06-10,"Decatur",10937,629,605,9,9,0,3755,613,-1,2021-06-10
"Delaware",2021-06-10,"Delaware",30977,2158,2052,42,38,4,8553,2109,15,2021-06-10
"Des Moines",2021-06-10,"Des Moines",60663,5036,4513,69,57,12,22597,4666,84,2021-06-10
"Dickinson",2021-06-10,"Dickinson",28955,2685,2443,44,38,6,11029,2493,6,2021-06-10
"Dubuque",2021-06-10,"Dubuque",204062,14807,13160,211,195,16,60388,13481,110,2021-06-10
"Emmet",2021-06-10,"Emmet",18039,1435,1297,41,39,2,5487,1358,20,2021-06-10
"Fayette",2021-06-10,"Fayette",38215,1943,1814,43,38,5,9835,1860,3,2021-06-10
"Floyd",2021-06-10,"Floyd",27228,1810,1569,42,32,10,8229,1626,15,2021-06-10
"Franklin",2021-06-10,"Franklin",21304,1341,1174,23,21,2,5786,1232,35,2021-06-10
"Fremont",2021-06-10,"Fremont",7985,663,617,9,7,2,2830,626,0,2021-06-10
"Greene",2021-06-10,"Greene",15664,829,766,11,10,1,4363,780,3,2021-06-10
"Grundy",2021-06-10,"Grundy",20172,1449,1333,33,27,6,6081,1369,3,2021-06-10
"Guthrie",2021-06-10,"Guthrie",19863,1313,1192,32,26,6,6114,1228,4,2021-06-10
"Hamilton",2021-06-10,"Hamilton",24439,2003,1752,51,46,5,8014,1814,11,2021-06-10
"Hancock",2021-06-10,"Hancock",22991,1597,1444,34,27,7,6484,1499,21,2021-06-10
"Hardin",2021-06-10,"Hardin",37421,2005,1814,44,34,10,9041,1871,13,2021-06-10
"Harrison",2021-06-10,"Harrison",22326,1936,1722,73,69,4,6771,1799,4,2021-06-10
"Henry",2021-06-10,"Henry",38498,3091,2884,37,36,1,11638,2941,20,2021-06-10
"Howard",2021-06-10,"Howard",17698,1095,1024,22,18,4,4853,1048,2,2021-06-10
"Humboldt",2021-06-10,"Humboldt",16103,1242,1166,26,23,3,4947,1194,2,2021-06-10
"Ida",2021-06-10,"Ida",13152,1029,865,35,32,3,3530,914,14,2021-06-10
"Iowa",2021-06-10,"Iowa",31272,1560,1468,24,22,2,8629,1497,5,2021-06-10
"Jackson",2021-06-10,"Jackson",27455,2382,2180,42,39,3,9776,2250,28,2021-06-10
"Jasper",2021-06-10,"Jasper",55034,4555,4119,72,67,5,19487,4205,14,2021-06-10
"Jefferson",2021-06-10,"Jefferson",22189,1454,1298,35,29,6,8324,1334,1,2021-06-10
"Johnson",2021-06-10,"Johnson",224141,15470,14388,85,77,8,85980,14594,121,2021-06-10
"Jones",2021-06-10,"Jones",28297,3137,2934,57,51,6,10685,3008,17,2021-06-10
"Keokuk",2021-06-10,"Keokuk",16510,1032,929,32,31,1,4522,962,1,2021-06-10
"Kossuth",2021-06-10,"Kossuth",27688,2283,2099,65,56,9,8362,2160,-4,2021-06-10
"Lee",2021-06-10,"Lee",57552,4062,3715,56,43,13,16920,3812,41,2021-06-10
"Linn",2021-06-10,"Linn",311110,22557,20528,338,302,36,125455,21147,281,2021-06-10
"Louisa",2021-06-10,"Louisa",18374,1365,1236,49,42,7,5734,1295,10,2021-06-10
"Lucas",2021-06-10,"Lucas",10061,810,753,23,18,5,4112,779,3,2021-06-10
"Lyon",2021-06-10,"Lyon",17412,1595,1541,41,37,4,5006,1588,6,2021-06-10
"Madison",2021-06-10,"Madison",22287,1786,1609,19,15,4,8349,1644,16,2021-06-10
"Mahaska",2021-06-10,"Mahaska",33288,2429,2248,51,46,5,11144,2321,22,2021-06-10
"Marion",2021-06-10,"Marion",45001,3860,3567,76,65,11,17126,3657,14,2021-06-10
"Marshall",2021-06-10,"Marshall",86475,5236,4760,76,68,8,22777,4862,26,2021-06-10
"Mills",2021-06-10,"Mills",22195,1798,1601,24,21,3,7957,1628,3,2021-06-10
"Mitchell",2021-06-10,"Mitchell",18956,1378,1232,42,39,3,5717,1265,-9,2021-06-10
"Monona",2021-06-10,"Monona",18849,890,800,31,29,2,3966,829,-2,2021-06-10
"Monroe",2021-06-10,"Monroe",10285,1006,924,29,22,7,3745,959,6,2021-06-10
"Montgomery",2021-06-10,"Montgomery",15005,1117,997,38,36,2,4497,1036,1,2021-06-10
"Muscatine",2021-06-10,"Muscatine",59699,5211,4710,106,97,9,22976,4871,55,2021-06-10
"O'Brien",2021-06-10,"O'Brien",27452,2157,1937,61,56,5,6980,1997,-1,2021-06-10
"Osceola",2021-06-10,"Osceola",9700,819,773,16,13,3,2681,790,1,2021-06-10
"Page",2021-06-10,"Page",22677,2012,1907,22,20,2,6644,1945,16,2021-06-10
"Palo Alto",2021-06-10,"Palo Alto",19884,1193,1103,23,22,1,4730,1135,9,2021-06-10
"Pending Investigation",2021-06-10,"Pending Investigation",8140,979,940,0,0,0,4314,957,17,2021-06-10
"Plymouth",2021-06-10,"Plymouth",40345,4337,3931,81,73,8,13892,4029,17,2021-06-10
"Pocahontas",2021-06-10,"Pocahontas",14296,903,837,22,22,0,3618,858,-1,2021-06-10
"Polk",2021-06-10,"Polk",739587,65511,57044,636,558,78,294804,58139,459,2021-06-10
"Pottawattamie",2021-06-10,"Pottawattamie",126226,12334,10969,173,150,23,50074,11206,64,2021-06-10
"Poweshiek",2021-06-10,"Poweshiek",47794,1646,1520,36,33,3,9382,1568,12,2021-06-10
"Ringgold",2021-06-10,"Ringgold",10561,578,539,24,18,6,2518,560,-3,2021-06-10
"Sac",2021-06-10,"Sac",21787,1394,1288,20,19,1,5647,1308,0,2021-06-10
"Scott",2021-06-10,"Scott",229083,21706,19825,244,220,24,93481,20273,204,2021-06-10
"Shelby",2021-06-10,"Shelby",18175,1371,1279,37,33,4,5797,1312,-4,2021-06-10
"Sioux",2021-06-10,"Sioux",48183,5346,5074,74,71,3,16958,5166,18,2021-06-10
"Story",2021-06-10,"Story",169528,11468,10561,48,42,6,58940,10705,96,2021-06-10
"Tama",2021-06-10,"Tama",34378,2238,2023,71,67,4,8905,2113,19,2021-06-10
"Taylor",2021-06-10,"Taylor",9360,689,650,12,10,2,2665,664,2,2021-06-10
"Union",2021-06-10,"Union",18291,1380,1252,35,27,8,6925,1298,11,2021-06-10
"Van Buren",2021-06-10,"Van Buren",9033,587,541,18,15,3,2925,564,5,2021-06-10
"Wapello",2021-06-10,"Wapello",50071,4698,4176,122,118,4,19644,4332,34,2021-06-10
"Warren",2021-06-10,"Warren",82766,6337,5692,90,80,10,29908,5825,43,2021-06-10
"Washington",2021-06-10,"Washington",44132,2733,2496,51,47,4,12614,2565,18,2021-06-10
"Wayne",2021-06-10,"Wayne",7718,584,516,23,18,5,2665,543,4,2021-06-10
"Webster",2021-06-10,"Webster",72159,5427,5034,94,79,15,22199,5141,13,2021-06-10
"Winnebago",2021-06-10,"Winnebago",18880,1556,1393,31,26,5,6718,1442,18,2021-06-10
"Winneshiek",2021-06-10,"Winneshiek",41999,2054,1935,35,30,5,10914,1976,6,2021-06-10
"Woodbury",2021-06-10,"Woodbury",154493,16528,14926,229,210,19,63290,15218,63,2021-06-10
"Worth",2021-06-10,"Worth",14173,802,742,8,7,1,4103,757,7,2021-06-10
"Wright",2021-06-10,"Wright",21680,1930,1809,40,33,7,8216,1857,8,2021-06-10
"Total",2021-06-10,"Totals",5103471,402814,363281,6084,5377,707,1773560,372239,2874,2021-06-10
