"","EventResidentCounty","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Active","positivity","date"
"Adair","Adair","1538","71","48","1","22","0.0461638491547464",2020-09-26
"Adams","Adams","626","33","26","0","7","0.0527156549520767",2020-09-26
"Allamakee","Allamakee","2863","259","175","6","78","0.0904645476772616",2020-09-26
"Appanoose","Appanoose","2555","136","116","3","17","0.0532289628180039",2020-09-26
"Audubon","Audubon","1085","82","37","1","44","0.0755760368663594",2020-09-26
"Benton","Benton","5195","309","198","1","110","0.0594802694898941",2020-09-26
"Black Hawk","Black Hawk","34523","4482","3718","90","674","0.129826492483272",2020-09-26
"Boone","Boone","6174","507","338","8","161","0.0821185617103984",2020-09-26
"Bremer","Bremer","5163","491","312","7","172","0.095099748208406",2020-09-26
"Buchanan","Buchanan","4373","275","173","1","101","0.0628858906928882",2020-09-26
"Buena Vista","Buena Vista","9253","1990","1812","12","166","0.215065384199719",2020-09-26
"Butler","Butler","3272","270","249","2","19","0.082518337408313",2020-09-26
"Calhoun","Calhoun","2543","183","161","3","19","0.0719622493118364",2020-09-26
"Carroll","Carroll","5592","660","388","5","267","0.118025751072961",2020-09-26
"Cass","Cass","2609","163","123","2","38","0.0624760444614795",2020-09-26
"Cedar","Cedar","3791","243","151","1","91","0.0640991822738064",2020-09-26
"Cerro Gordo","Cerro Gordo","11281","1053","818","21","214","0.0933427887598617",2020-09-26
"Cherokee","Cherokee","2678","249","139","2","108","0.0929798356982823",2020-09-26
"Chickasaw","Chickasaw","2555","248","222","0","26","0.0970645792563601",2020-09-26
"Clarke","Clarke","2279","265","236","3","26","0.116279069767442",2020-09-26
"Clay","Clay","3711","323","232","4","87","0.0870385340878469",2020-09-26
"Clayton","Clayton","3216","252","216","3","33","0.0783582089552239",2020-09-26
"Clinton","Clinton","9647","1116","823","21","272","0.11568363221727",2020-09-26
"Crawford","Crawford","5105","1085","826","5","254","0.212536728697356",2020-09-26
"Dallas","Dallas","25401","2780","2340","38","402","0.109444510058659",2020-09-26
"Davis","Davis","1257","124","82","4","38","0.0986475735879077",2020-09-26
"Decatur","Decatur","1496","67","44","0","23","0.0447860962566845",2020-09-26
"Delaware","Delaware","3816","398","301","3","94","0.104297693920335",2020-09-26
"Des Moines","Des Moines","8703","778","566","8","204","0.0893944616798805",2020-09-26
"Dickinson","Dickinson","5172","524","418","6","100","0.101314771848415",2020-09-26
"Dubuque","Dubuque","29394","3203","1996","41","1166","0.108967816561203",2020-09-26
"Emmet","Emmet","2153","263","212","10","41","0.122155132373432",2020-09-26
"Fayette","Fayette","4038","219","137","2","80","0.0542347696879643",2020-09-26
"Floyd","Floyd","3854","347","286","3","58","0.0900363258951739",2020-09-26
"Franklin","Franklin","2517","347","310","18","19","0.137862534763607",2020-09-26
"Fremont","Fremont","1165","115","60","0","55","0.0987124463519313",2020-09-26
"Greene","Greene","2006","101","53","0","48","0.0503489531405783",2020-09-26
"Grundy","Grundy","2760","219","133","3","83","0.0793478260869565",2020-09-26
"Guthrie","Guthrie","2653","245","170","6","69","0.0923482849604222",2020-09-26
"Hamilton","Hamilton","3598","322","307","3","12","0.0894941634241245",2020-09-26
"Hancock","Hancock","2547","184","167","2","15","0.0722418531605811",2020-09-26
"Hardin","Hardin","3706","299","230","1","68","0.0806799784133837",2020-09-26
"Harrison","Harrison","2682","215","156","3","56","0.0801640566741238",2020-09-26
"Henry","Henry","5029","742","286","4","452","0.147544243388348",2020-09-26
"Howard","Howard","2008","187","131","6","50","0.0931274900398406",2020-09-26
"Humboldt","Humboldt","2221","188","165","3","20","0.0846465556055831",2020-09-26
"Ida","Ida","1486","122","43","1","78","0.0820995962314939",2020-09-26
"Iowa","Iowa","3865","208","111","1","96","0.0538163001293661",2020-09-26
"Jackson","Jackson","3849","345","208","3","134","0.0896336710833983",2020-09-26
"Jasper","Jasper","7758","836","559","32","245","0.107759731889662",2020-09-26
"Jefferson","Jefferson","2750","138","115","1","22","0.0501818181818182",2020-09-26
"Johnson","Johnson","39118","5114","3795","27","1292","0.130732655043714",2020-09-26
"Jones","Jones","3822","269","168","3","98","0.0703819989534275",2020-09-26
"Keokuk","Keokuk","1699","109","59","1","49","0.0641553855208946",2020-09-26
