"","date","County","Total.Tests","Total.Positive.Tests","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Individuals.Tested","Individuals.Positive","Active","date"
"Adair",2021-04-13,"Adair",12008,960,800,32,22,10,3622,840,8,2021-04-13
"Adams",2021-04-13,"Adams",5384,336,315,4,4,0,1587,326,7,2021-04-13
"Allamakee",2021-04-13,"Allamakee",20473,1542,1423,51,41,10,6187,1490,16,2021-04-13
"Appanoose",2021-04-13,"Appanoose",17187,1432,1195,47,43,4,6012,1258,16,2021-04-13
"Audubon",2021-04-13,"Audubon",11767,512,465,9,8,1,2631,492,18,2021-04-13
"Benton",2021-04-13,"Benton",35953,2646,2393,55,44,11,12775,2489,41,2021-04-13
"Black Hawk",2021-04-13,"Black Hawk",206245,16885,14799,306,283,23,70198,15466,361,2021-04-13
"Boone",2021-04-13,"Boone",42802,2754,2449,31,29,2,13852,2564,84,2021-04-13
"Bremer",2021-04-13,"Bremer",37808,2914,2676,60,51,9,12286,2782,46,2021-04-13
"Buchanan",2021-04-13,"Buchanan",29784,1980,1766,31,26,5,9477,1873,76,2021-04-13
"Buena Vista",2021-04-13,"Buena Vista",43668,4857,4112,40,36,4,14758,4211,59,2021-04-13
"Butler",2021-04-13,"Butler",28500,1712,1561,34,30,4,7032,1618,23,2021-04-13
"Calhoun",2021-04-13,"Calhoun",17759,1378,1302,11,11,0,5293,1330,17,2021-04-13
"Carroll",2021-04-13,"Carroll",35287,2981,2683,50,43,7,11375,2779,46,2021-04-13
"Cass",2021-04-13,"Cass",20006,1419,1264,54,48,6,6334,1339,21,2021-04-13
"Cedar",2021-04-13,"Cedar",29566,1911,1735,23,21,2,9151,1827,69,2021-04-13
"Cerro Gordo",2021-04-13,"Cerro Gordo",73506,5580,4967,86,72,14,24884,5193,140,2021-04-13
"Cherokee",2021-04-13,"Cherokee",20306,1666,1462,38,30,8,6034,1564,64,2021-04-13
"Chickasaw",2021-04-13,"Chickasaw",16833,1285,1196,15,13,2,5445,1220,9,2021-04-13
"Clarke",2021-04-13,"Clarke",12901,1039,945,23,22,1,4872,980,12,2021-04-13
"Clay",2021-04-13,"Clay",28990,2197,1878,25,20,5,8420,2084,181,2021-04-13
"Clayton",2021-04-13,"Clayton",24016,1743,1563,55,46,9,7097,1654,36,2021-04-13
"Clinton",2021-04-13,"Clinton",60318,5786,5003,89,77,12,22733,5311,219,2021-04-13
"Crawford",2021-04-13,"Crawford",26580,2851,2535,39,34,5,8811,2614,40,2021-04-13
"Dallas",2021-04-13,"Dallas",123138,12132,10317,96,84,12,54181,10823,410,2021-04-13
"Davis",2021-04-13,"Davis",10654,868,751,24,23,1,3467,798,23,2021-04-13
"Decatur",2021-04-13,"Decatur",10182,602,574,9,9,0,3546,588,5,2021-04-13
"Delaware",2021-04-13,"Delaware",26942,2054,1843,39,35,4,8054,2010,128,2021-04-13
"Des Moines",2021-04-13,"Des Moines",53983,4728,4265,65,54,11,21174,4394,64,2021-04-13
"Dickinson",2021-04-13,"Dickinson",25584,2564,2079,43,37,6,10443,2387,265,2021-04-13
"Dubuque",2021-04-13,"Dubuque",181833,14283,12310,202,188,14,57126,13033,521,2021-04-13
"Emmet",2021-04-13,"Emmet",16385,1349,1124,40,38,2,5114,1272,108,2021-04-13
"Fayette",2021-04-13,"Fayette",34430,1904,1767,41,36,5,9270,1826,18,2021-04-13
"Floyd",2021-04-13,"Floyd",24503,1716,1456,42,32,10,7704,1545,47,2021-04-13
"Franklin",2021-04-13,"Franklin",18939,1222,1079,21,19,2,5286,1124,24,2021-04-13
"Fremont",2021-04-13,"Fremont",7058,642,557,10,8,2,2646,604,37,2021-04-13
"Greene",2021-04-13,"Greene",14407,812,734,10,10,0,4118,763,19,2021-04-13
"Grundy",2021-04-13,"Grundy",18722,1426,1297,32,27,5,5773,1347,18,2021-04-13
"Guthrie",2021-04-13,"Guthrie",17767,1251,1086,28,23,5,5680,1167,53,2021-04-13
"Hamilton",2021-04-13,"Hamilton",22677,1958,1707,49,45,4,7529,1770,14,2021-04-13
"Hancock",2021-04-13,"Hancock",20407,1524,1356,34,27,7,6002,1427,37,2021-04-13
"Hardin",2021-04-13,"Hardin",33199,1913,1685,42,34,8,8436,1786,59,2021-04-13
"Harrison",2021-04-13,"Harrison",20482,1882,1620,73,69,4,6428,1747,54,2021-04-13
"Henry",2021-04-13,"Henry",35046,2999,2774,37,36,1,10951,2853,42,2021-04-13
"Howard",2021-04-13,"Howard",16311,1068,990,22,18,4,4618,1026,14,2021-04-13
"Humboldt",2021-04-13,"Humboldt",14950,1223,1123,26,23,3,4733,1179,30,2021-04-13
"Ida",2021-04-13,"Ida",12090,997,820,33,31,2,3342,886,33,2021-04-13
"Iowa",2021-04-13,"Iowa",28626,1512,1403,24,22,2,8124,1448,21,2021-04-13
"Jackson",2021-04-13,"Jackson",24817,2306,2076,42,39,3,9139,2171,53,2021-04-13
"Jasper",2021-04-13,"Jasper",49654,4401,3877,70,65,5,18261,4064,117,2021-04-13
"Jefferson",2021-04-13,"Jefferson",19795,1413,1269,35,29,6,7681,1305,1,2021-04-13
"Johnson",2021-04-13,"Johnson",202227,14727,13179,80,75,5,80041,13871,612,2021-04-13
"Jones",2021-04-13,"Jones",25086,3038,2810,55,51,4,9947,2921,56,2021-04-13
"Keokuk",2021-04-13,"Keokuk",15096,1011,902,30,30,0,4232,942,10,2021-04-13
"Kossuth",2021-04-13,"Kossuth",25242,2231,1964,61,54,7,7940,2114,89,2021-04-13
"Lee",2021-04-13,"Lee",52006,3901,3583,55,42,13,15904,3667,29,2021-04-13
"Linn",2021-04-13,"Linn",278448,21502,19287,329,293,36,117061,20164,548,2021-04-13
"Louisa",2021-04-13,"Louisa",16696,1326,1193,49,42,7,5414,1261,19,2021-04-13
"Lucas",2021-04-13,"Lucas",9026,777,716,22,18,4,3817,748,10,2021-04-13
"Lyon",2021-04-13,"Lyon",15295,1541,1441,41,37,4,4631,1535,53,2021-04-13
