"","date","County","Total.Tests","Total.Positive.Tests","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Individuals.Tested","Individuals.Positive","Active","date"
"Adair",2021-05-15,"Adair",12525,985,816,32,22,10,3740,865,17,2021-05-15
"Adams",2021-05-15,"Adams",5856,349,330,4,4,0,1652,338,4,2021-05-15
"Allamakee",2021-05-15,"Allamakee",22015,1570,1442,51,41,10,6414,1514,21,2021-05-15
"Appanoose",2021-05-15,"Appanoose",18521,1454,1220,49,44,5,6272,1280,11,2021-05-15
"Audubon",2021-05-15,"Audubon",12664,529,482,10,9,1,2777,510,18,2021-05-15
"Benton",2021-05-15,"Benton",38427,2724,2453,55,44,11,13335,2566,58,2021-05-15
"Black Hawk",2021-05-15,"Black Hawk",220699,17295,15271,308,285,23,72912,15812,233,2021-05-15
"Boone",2021-05-15,"Boone",45437,2838,2559,34,31,3,14438,2646,53,2021-05-15
"Bremer",2021-05-15,"Bremer",40617,2985,2732,60,51,9,12739,2846,54,2021-05-15
"Buchanan",2021-05-15,"Buchanan",32277,2020,1856,32,26,6,9850,1912,24,2021-05-15
"Buena Vista",2021-05-15,"Buena Vista",45882,4894,4182,40,36,4,15192,4247,25,2021-05-15
"Butler",2021-05-15,"Butler",30272,1740,1588,34,30,4,7332,1649,27,2021-05-15
"Calhoun",2021-05-15,"Calhoun",19004,1434,1319,13,12,1,5520,1384,52,2021-05-15
"Carroll",2021-05-15,"Carroll",37624,3070,2743,52,43,9,11741,2856,61,2021-05-15
"Cass",2021-05-15,"Cass",21239,1468,1296,54,48,6,6597,1385,35,2021-05-15
"Cedar",2021-05-15,"Cedar",32294,1991,1818,23,21,2,9560,1901,60,2021-05-15
"Cerro Gordo",2021-05-15,"Cerro Gordo",78830,5823,5141,89,74,15,26063,5403,173,2021-05-15
"Cherokee",2021-05-15,"Cherokee",21361,1691,1531,38,30,8,6195,1589,20,2021-05-15
"Chickasaw",2021-05-15,"Chickasaw",18154,1313,1217,16,14,2,5661,1241,8,2021-05-15
"Clarke",2021-05-15,"Clarke",13830,1063,962,24,22,2,5071,1001,15,2021-05-15
"Clay",2021-05-15,"Clay",31601,2266,2092,25,20,5,8779,2156,39,2021-05-15
"Clayton",2021-05-15,"Clayton",25948,1784,1623,56,47,9,7433,1694,15,2021-05-15
"Clinton",2021-05-15,"Clinton",65534,6038,5289,93,79,14,24033,5555,173,2021-05-15
"Crawford",2021-05-15,"Crawford",28821,2904,2586,40,35,5,9081,2664,38,2021-05-15
"Dallas",2021-05-15,"Dallas",131667,12519,10811,98,85,13,56479,11181,272,2021-05-15
"Davis",2021-05-15,"Davis",11532,902,775,24,23,1,3636,830,31,2021-05-15
"Decatur",2021-05-15,"Decatur",10676,624,587,9,9,0,3688,608,12,2021-05-15
"Delaware",2021-05-15,"Delaware",29901,2139,1993,41,37,4,8406,2096,62,2021-05-15
"Des Moines",2021-05-15,"Des Moines",57894,4936,4364,66,55,11,22023,4570,140,2021-05-15
"Dickinson",2021-05-15,"Dickinson",27689,2674,2381,43,37,6,10851,2483,59,2021-05-15
"Dubuque",2021-05-15,"Dubuque",197468,14665,12951,208,193,15,59226,13371,212,2021-05-15
"Emmet",2021-05-15,"Emmet",17557,1414,1246,40,38,2,5389,1342,56,2021-05-15
"Fayette",2021-05-15,"Fayette",37448,1932,1798,41,36,5,9646,1851,12,2021-05-15
"Floyd",2021-05-15,"Floyd",26483,1789,1513,42,32,10,8062,1609,54,2021-05-15
"Franklin",2021-05-15,"Franklin",20209,1309,1106,21,19,2,5591,1205,78,2021-05-15
"Fremont",2021-05-15,"Fremont",7478,660,609,9,7,2,2753,622,4,2021-05-15
"Greene",2021-05-15,"Greene",15364,824,758,10,10,0,4282,777,9,2021-05-15
"Grundy",2021-05-15,"Grundy",19788,1441,1323,33,27,6,5985,1363,7,2021-05-15
"Guthrie",2021-05-15,"Guthrie",19104,1300,1157,30,24,6,5966,1215,28,2021-05-15
"Hamilton",2021-05-15,"Hamilton",23945,1988,1741,49,45,4,7849,1799,9,2021-05-15
"Hancock",2021-05-15,"Hancock",22098,1581,1405,34,27,7,6353,1482,43,2021-05-15
"Hardin",2021-05-15,"Hardin",36023,1986,1762,43,34,9,8831,1856,51,2021-05-15
"Harrison",2021-05-15,"Harrison",21915,1933,1690,73,69,4,6671,1795,32,2021-05-15
"Henry",2021-05-15,"Henry",37222,3062,2826,37,36,1,11422,2918,55,2021-05-15
"Howard",2021-05-15,"Howard",17301,1095,1009,22,18,4,4774,1046,15,2021-05-15
"Humboldt",2021-05-15,"Humboldt",15768,1240,1158,26,23,3,4876,1191,7,2021-05-15
"Ida",2021-05-15,"Ida",12885,1012,860,35,32,3,3474,905,10,2021-05-15
"Iowa",2021-05-15,"Iowa",30478,1549,1436,24,22,2,8481,1488,28,2021-05-15
"Jackson",2021-05-15,"Jackson",26462,2350,2146,42,39,3,9545,2221,33,2021-05-15
"Jasper",2021-05-15,"Jasper",53560,4536,4043,72,66,6,19051,4192,77,2021-05-15
"Jefferson",2021-05-15,"Jefferson",21043,1438,1287,35,29,6,7948,1324,2,2021-05-15
"Johnson",2021-05-15,"Johnson",217218,15353,13947,83,77,6,83931,14484,454,2021-05-15
"Jones",2021-05-15,"Jones",27513,3112,2876,57,51,6,10474,2989,56,2021-05-15
"Keokuk",2021-05-15,"Keokuk",16124,1027,922,31,31,0,4423,959,6,2021-05-15
"Kossuth",2021-05-15,"Kossuth",26927,2274,2071,64,56,8,8236,2153,18,2021-05-15
"Lee",2021-05-15,"Lee",55404,3999,3641,55,42,13,16529,3758,62,2021-05-15
"Linn",2021-05-15,"Linn",300863,22271,19955,335,299,36,122749,20869,579,2021-05-15
"Louisa",2021-05-15,"Louisa",17856,1342,1226,49,42,7,5627,1281,6,2021-05-15
"Lucas",2021-05-15,"Lucas",9682,800,729,23,18,5,4010,773,21,2021-05-15
"Lyon",2021-05-15,"Lyon",16961,1589,1507,41,37,4,4905,1580,32,2021-05-15
"Madison",2021-05-15,"Madison",21474,1764,1528,19,15,4,8147,1623,76,2021-05-15
"Mahaska",2021-05-15,"Mahaska",32307,2411,2193,51,46,5,10899,2303,59,2021-05-15
"Marion",2021-05-15,"Marion",43576,3830,3488,75,64,11,16743,3625,62,2021-05-15
"Marshall",2021-05-15,"Marshall",84668,5201,4704,75,67,8,22323,4830,51,2021-05-15
"Mills",2021-05-15,"Mills",21755,1792,1570,22,19,3,7865,1623,31,2021-05-15
"Mitchell",2021-05-15,"Mitchell",18410,1378,1222,42,39,3,5627,1263,-1,2021-05-15
"Monona",2021-05-15,"Monona",18531,884,785,30,28,2,3911,827,12,2021-05-15
"Monroe",2021-05-15,"Monroe",10011,997,915,29,22,7,3661,952,8,2021-05-15
"Montgomery",2021-05-15,"Montgomery",14707,1109,977,38,36,2,4439,1033,18,2021-05-15
"Muscatine",2021-05-15,"Muscatine",57655,5148,4541,99,90,9,22489,4810,170,2021-05-15
"O'Brien",2021-05-15,"O'Brien",26788,2148,1912,60,55,5,6893,1996,24,2021-05-15
"Osceola",2021-05-15,"Osceola",9344,815,741,16,13,3,2632,787,30,2021-05-15
"Page",2021-05-15,"Page",21960,1994,1885,22,20,2,6564,1926,19,2021-05-15
"Palo Alto",2021-05-15,"Palo Alto",19372,1185,1087,23,22,1,4666,1128,18,2021-05-15
"Pending Investigation",2021-05-15,"Pending Investigation",8959,997,931,0,0,0,4844,971,40,2021-05-15
"Plymouth",2021-05-15,"Plymouth",39323,4316,3900,80,72,8,13702,4012,32,2021-05-15
"Pocahontas",2021-05-15,"Pocahontas",13635,899,823,22,22,0,3560,855,10,2021-05-15
"Polk",2021-05-15,"Polk",715508,64950,55488,625,551,74,288378,57635,1522,2021-05-15
