"","County","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Active","positivity","date"
"1","Adair",4341,1053,946,35,72,0.242570836212854,2021-10-15
"2","Adams",2022,509,426,5,78,0.251730959446093,2021-10-15
"3","Allamakee",7742,1947,1772,53,122,0.251485404288298,2021-10-15
"4","Appanoose",7749,1808,1526,50,232,0.23332042844238,2021-10-15
"5","Audubon",3345,668,588,14,66,0.199701046337818,2021-10-15
"6","Benton",16109,3592,3202,57,333,0.222980942330374,2021-10-15
"7","Black Hawk",88309,20335,19096,358,881,0.230270980307783,2021-10-15
"8","Boone",17185,3509,3155,37,317,0.204189700320047,2021-10-15
"9","Bremer",15114,3571,3258,68,245,0.236271007013365,2021-10-15
"10","Buchanan",11988,2790,2427,39,324,0.232732732732733,2021-10-15
"11","Buena Vista",18091,4917,4754,46,117,0.271792604057266,2021-10-15
"12","Butler",8654,2066,1889,38,139,0.238733533626069,2021-10-15
"13","Calhoun",6526,1861,1706,16,139,0.285167024210849,2021-10-15
"14","Carroll",13446,3463,3204,53,206,0.257548713372007,2021-10-15
"15","Cass",7814,2015,1593,57,365,0.257870488866138,2021-10-15
"16","Cedar",11390,2495,2258,26,211,0.219051799824407,2021-10-15
"17","Cerro Gordo",30730,6951,6320,110,521,0.22619589977221,2021-10-15
"18","Cherokee",7231,1938,1799,44,95,0.268012722998202,2021-10-15
"19","Chickasaw",6826,1593,1407,18,168,0.233372399648403,2021-10-15
"20","Clarke",6192,1413,1273,28,112,0.228197674418605,2021-10-15
"21","Clay",10344,2791,2512,33,246,0.269818252126837,2021-10-15
"22","Clayton",9118,2145,1959,58,128,0.235248958104848,2021-10-15
"23","Clinton",29058,6929,6282,101,546,0.238454126230298,2021-10-15
"24","Crawford",10587,3393,3227,47,119,0.320487390195523,2021-10-15
"25","Dallas",68215,14109,12982,108,1019,0.206831342080188,2021-10-15
"26","Davis",4496,1152,1025,25,102,0.256227758007117,2021-10-15
"27","Decatur",4335,826,760,12,54,0.190542099192618,2021-10-15
"28","Delaware",9875,2585,2358,46,181,0.261772151898734,2021-10-15
"29","Des Moines",26797,6675,6187,94,394,0.249095047953129,2021-10-15
"30","Dickinson",12334,3010,2729,52,229,0.244040862656073,2021-10-15
"31","Dubuque",69012,15834,14584,229,1021,0.22943835854634,2021-10-15
"32","Emmet",6250,1671,1489,46,136,0.26736,2021-10-15
"33","Fayette",11700,2606,2237,49,320,0.222735042735043,2021-10-15
"34","Floyd",9658,2218,1928,45,245,0.229654172706565,2021-10-15
"35","Franklin",6907,1646,1493,28,125,0.238308961922687,2021-10-15
"36","Fremont",3523,861,757,11,93,0.244393982401362,2021-10-15
"37","Greene",5227,1163,1014,15,134,0.222498565142529,2021-10-15
"38","Grundy",7082,1685,1580,37,68,0.237927139226207,2021-10-15
"39","Guthrie",7338,1554,1410,34,110,0.211774325429272,2021-10-15
"40","Hamilton",9512,2339,2120,54,165,0.245899915895711,2021-10-15
"41","Hancock",7499,1876,1668,39,169,0.250166688891852,2021-10-15
"42","Hardin",10908,2702,2403,49,250,0.247708104143748,2021-10-15
"43","Harrison",7836,2177,1991,77,109,0.277820316488004,2021-10-15
"44","Henry",13978,3898,3518,47,333,0.278866790671055,2021-10-15
"45","Howard",5627,1282,1165,22,95,0.227830104851608,2021-10-15
"46","Humboldt",5819,1677,1507,27,143,0.288193847740162,2021-10-15
"47","Ida",4168,1186,1054,41,91,0.284548944337812,2021-10-15
"48","Iowa",10264,2080,1845,29,206,0.202650038971161,2021-10-15
"49","Jackson",11364,2735,2499,46,190,0.240672298486448,2021-10-15
"50","Jasper",23247,5782,5259,79,444,0.248720264980428,2021-10-15
"51","Jefferson",11064,2010,1763,40,207,0.181670281995662,2021-10-15
"52","Johnson",103388,17988,16883,100,1005,0.173985375478779,2021-10-15
"53","Jones",12455,3708,3359,61,288,0.29771176234444,2021-10-15
"54","Keokuk",5651,1396,1187,35,174,0.247035922845514,2021-10-15
"55","Kossuth",9800,2718,2513,73,132,0.27734693877551,2021-10-15
"56","Lee",20965,5656,5284,89,283,0.269782971619366,2021-10-15
"57","Linn",149663,29194,26256,394,2544,0.195064912503424,2021-10-15
