"","EventResidentCounty","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Active","positivity","date"
"Adair","Adair","1292","49","30","1","18","0.0379256965944272",2020-09-04
"Adams","Adams","510","23","17","0","6","0.0450980392156863",2020-09-04
"Allamakee","Allamakee","2417","185","152","5","28","0.0765411667356227",2020-09-04
"Appanoose","Appanoose","2008","90","69","3","18","0.0448207171314741",2020-09-04
"Audubon","Audubon","874","39","27","1","11","0.0446224256292906",2020-09-04
"Benton","Benton","4189","216","151","1","64","0.0515636190021485",2020-09-04
"Black Hawk","Black Hawk","29709","3904","3048","76","780","0.131407990844525",2020-09-04
"Boone","Boone","4960","361","257","4","100","0.0727822580645161",2020-09-04
"Bremer","Bremer","4350","366","220","7","139","0.0841379310344828",2020-09-04
"Buchanan","Buchanan","3607","180","124","1","55","0.049902966454117",2020-09-04
"Buena Vista","Buena Vista","8419","1838","1777","12","49","0.218315714455398",2020-09-04
"Butler","Butler","2765","217","178","2","37","0.0784810126582278",2020-09-04
"Calhoun","Calhoun","1995","131","93","2","36","0.0656641604010025",2020-09-04
"Carroll","Carroll","4491","442","218","3","221","0.098419060342908",2020-09-04
"Cass","Cass","2091","116","105","2","9","0.0554758488761358",2020-09-04
"Cedar","Cedar","3005","162","129","1","32","0.053910149750416",2020-09-04
"Cerro Gordo","Cerro Gordo","9750","862","592","20","250","0.0884102564102564",2020-09-04
"Cherokee","Cherokee","2037","147","128","2","17","0.0721649484536082",2020-09-04
"Chickasaw","Chickasaw","2030","115","83","0","32","0.0566502463054187",2020-09-04
"Clarke","Clarke","1886","244","192","3","49","0.129374337221633",2020-09-04
"Clay","Clay","3075","241","187","3","51","0.0783739837398374",2020-09-04
"Clayton","Clayton","2760","186","160","3","23","0.0673913043478261",2020-09-04
"Clinton","Clinton","8015","891","390","13","488","0.111166562694947",2020-09-04
"Crawford","Crawford","4239","857","725","3","129","0.202170323189431",2020-09-04
"Dallas","Dallas","21547","2436","1860","38","538","0.113055181695828",2020-09-04
"Davis","Davis","1040","86","57","3","26","0.0826923076923077",2020-09-04
"Decatur","Decatur","1179","48","24","0","24","0.0407124681933842",2020-09-04
"Delaware","Delaware","3174","244","180","3","61","0.0768746061751733",2020-09-04
"Des Moines","Des Moines","7109","595","170","5","420","0.0836967224644816",2020-09-04
"Dickinson","Dickinson","4495","436","370","6","60","0.0969966629588432",2020-09-04
"Dubuque","Dubuque","24705","2110","1656","36","418","0.0854078121837685",2020-09-04
"Emmet","Emmet","1831","225","191","8","26","0.122883670125614",2020-09-04
"Fayette","Fayette","3330","150","85","1","64","0.045045045045045",2020-09-04
"Floyd","Floyd","3280","227","186","3","38","0.0692073170731707",2020-09-04
"Franklin","Franklin","2196","304","257","17","30","0.138433515482696",2020-09-04
"Fremont","Fremont","868","61","41","0","20","0.0702764976958525",2020-09-04
"Greene","Greene","1535","60","41","0","19","0.0390879478827362",2020-09-04
"Grundy","Grundy","2284","135","79","1","55","0.0591068301225919",2020-09-04
"Guthrie","Guthrie","2163","174","135","5","34","0.0804438280166436",2020-09-04
"Hamilton","Hamilton","3171","287","242","2","43","0.0905077262693157",2020-09-04
"Hancock","Hancock","2179","160","135","2","23","0.0734281780633318",2020-09-04
"Hardin","Hardin","3089","242","179","1","62","0.0783425056652638",2020-09-04
"Harrison","Harrison","2015","152","131","2","19","0.0754342431761787",2020-09-04
"Henry","Henry","3766","310","124","4","182","0.082315454062666",2020-09-04
"Howard","Howard","1611","142","70","3","69","0.0881440099317194",2020-09-04
"Humboldt","Humboldt","1845","153","95","2","56","0.0829268292682927",2020-09-04
"Ida","Ida","1142","47","29","0","18","0.0411558669001751",2020-09-04
"Iowa","Iowa","3116","122","96","1","25","0.0391527599486521",2020-09-04
"Jackson","Jackson","3205","222","152","2","68","0.0692667706708268",2020-09-04
"Jasper","Jasper","6176","605","451","30","124","0.0979598445595855",2020-09-04
"Jefferson","Jefferson","2389","120","84","0","36","0.0502302218501465",2020-09-04
"Johnson","Johnson","33387","4316","2060","26","2230","0.12927187228562",2020-09-04
"Jones","Jones","3124","179","135","2","42","0.0572983354673496",2020-09-04
"Keokuk","Keokuk","1308","70","33","1","36","0.0535168195718654",2020-09-04
"Kossuth","Kossuth","2592","123","84","0","39","0.0474537037037037",2020-09-04
"Lee","Lee","4954","462","110","6","346","0.0932579733548648",2020-09-04
"Linn","Linn","42225","3058","2537","94","427","0.0724215512137359",2020-09-04
"Louisa","Louisa","2143","399","363","14","22","0.186187587494167",2020-09-04
"Lucas","Lucas","1196","97","60","5","32","0.0811036789297659",2020-09-04
"Lyon","Lyon","1341","161","133","2","26","0.120059656972409",2020-09-04
"Madison","Madison","2869","167","122","2","43","0.0582084349947717",2020-09-04
"Mahaska","Mahaska","3831","242","158","18","66","0.0631688854085095",2020-09-04
"Marion","Marion","5422","543","217","2","324","0.100147547030616",2020-09-04
"Marshall","Marshall","9704","1686","1421","32","233","0.173742786479802",2020-09-04
"Mills","Mills","3144","135","89","1","45","0.0429389312977099",2020-09-04
"Mitchell","Mitchell","2311","125","78","0","47","0.0540891389009087",2020-09-04
"Monona","Monona","1372","108","92","1","15","0.0787172011661808",2020-09-04
"Monroe","Monroe","1094","118","65","8","45","0.107861060329068",2020-09-04
"Montgomery","Montgomery","1606","80","68","5","7","0.049813200498132",2020-09-04
"Muscatine","Muscatine","8034","983","802","52","129","0.12235499128703",2020-09-04
"O'Brien","O'Brien","2370","214","133","8","73","0.090295358649789",2020-09-04
"Osceola","Osceola","764","99","84","0","15","0.129581151832461",2020-09-04
"Page","Page","2274","117","109","0","8","0.0514511873350923",2020-09-04
"Palo Alto","Palo Alto","1737","119","82","0","37","0.0685089234312032",2020-09-04
"Pending Investigation","Pending Investigation","8208","36","0","0","36","0.0043859649122807",2020-09-04
"Plymouth","Plymouth","5264","804","441","18","345","0.15273556231003",2020-09-04
"Pocahontas","Pocahontas","1417","134","112","2","20","0.0945659844742414",2020-09-04
"Polk","Polk","111440","13749","10122","227","3400","0.123375807609476",2020-09-04
"Pottawattamie","Pottawattamie","17978","1688","1422","34","232","0.0938925353209478",2020-09-04
"Poweshiek","Poweshiek","2857","191","165","8","18","0.0668533426671334",2020-09-04
"Ringgold","Ringgold","873","31","27","1","3","0.0355097365406644",2020-09-04
"Sac","Sac","2076","123","86","0","37","0.0592485549132948",2020-09-04
"Scott","Scott","30862","2301","1726","21","554","0.0745577085088458",2020-09-04
"Shelby","Shelby","1946","220","210","1","9","0.113052415210689",2020-09-04
"Sioux","Sioux","5717","939","629","3","307","0.164246982683225",2020-09-04
"Story","Story","25657","2737","1227","16","1494","0.106676540515259",2020-09-04
"Tama","Tama","3822","645","523","29","93","0.168759811616954",2020-09-04
"Taylor","Taylor","1041","114","102","1","11","0.109510086455331",2020-09-04
"Union","Union","2601","92","73","3","16","0.0353710111495579",2020-09-04
"Van Buren","Van Buren","987","106","35","1","70","0.107396149949341",2020-09-04
"Wapello","Wapello","6945","1106","962","51","93","0.159251259899208",2020-09-04
"Warren","Warren","10329","813","556","6","251","0.0787104269532385",2020-09-04
"Washington","Washington","3836","353","303","11","39","0.0920229405630865",2020-09-04
"Wayne","Wayne","756","58","34","2","22","0.0767195767195767",2020-09-04
"Webster","Webster","10422","1056","651","9","396","0.101324122049511",2020-09-04
"Winnebago","Winnebago","2452","167","85","10","72","0.0681076672104405",2020-09-04
"Winneshiek","Winneshiek","3212","229","115","4","110","0.0712951432129514",2020-09-04
"Woodbury","Woodbury","24987","4231","3665","56","510","0.169328050586305",2020-09-04
"Worth","Worth","1369","82","67","0","15","0.0598977355734112",2020-09-04
"Wright","Wright","3833","523","449","1","73","0.136446647534568",2020-09-04
"Total","Totals","654603","67844","48994","1137","17713","0.103641443745293",2020-09-04
