"","County","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Active","positivity","date"
"1","Adair",4426,1073,974,36,63,0.242431089019431,2021-11-10
"2","Adams",2059,530,478,8,44,0.257406508013599,2021-11-10
"3","Allamakee",7851,1979,1852,54,73,0.252069800025474,2021-11-10
"4","Appanoose",7917,1913,1656,52,205,0.241631931287104,2021-11-10
"5","Audubon",3422,698,615,14,69,0.203974284044418,2021-11-10
"6","Benton",16420,3742,3395,57,290,0.2278928136419,2021-11-10
"7","Black Hawk",90302,20978,19769,364,845,0.232309361918894,2021-11-10
"8","Boone",17500,3654,3334,38,282,0.2088,2021-11-10
"9","Bremer",15379,3661,3412,70,179,0.238051888939463,2021-11-10
"10","Buchanan",12220,2903,2642,39,222,0.237561374795417,2021-11-10
"11","Buena Vista",18428,4955,4832,47,76,0.268884306490124,2021-11-10
"12","Butler",8843,2152,1964,39,149,0.243356327038335,2021-11-10
"13","Calhoun",6601,1909,1809,18,82,0.289198606271777,2021-11-10
"14","Carroll",13627,3548,3328,53,167,0.260365450942981,2021-11-10
"15","Cass",8034,2196,1764,59,373,0.273338312173264,2021-11-10
"16","Cedar",11594,2562,2375,27,160,0.220976367086424,2021-11-10
"17","Cerro Gordo",31362,7239,6639,117,483,0.230820738473312,2021-11-10
"18","Cherokee",7345,1991,1847,45,99,0.271068754254595,2021-11-10
"19","Chickasaw",6945,1645,1515,18,112,0.236861051115911,2021-11-10
"20","Clarke",6328,1482,1358,29,95,0.234197218710493,2021-11-10
"21","Clay",10479,2865,2679,35,151,0.27340395075866,2021-11-10
"22","Clayton",9322,2247,2020,58,169,0.241042694700708,2021-11-10
"23","Clinton",29648,7212,6565,104,543,0.243254182406908,2021-11-10
"24","Crawford",10703,3441,3306,47,88,0.321498645239652,2021-11-10
"25","Dallas",69361,14503,13572,108,823,0.209094447888583,2021-11-10
"26","Davis",4562,1189,1097,25,67,0.2606313020605,2021-11-10
"27","Decatur",4410,864,787,13,64,0.195918367346939,2021-11-10
"28","Delaware",10083,2701,2450,50,201,0.267876624020629,2021-11-10
"29","Des Moines",27184,6864,6384,100,380,0.252501471453796,2021-11-10
"30","Dickinson",12472,3060,2875,52,133,0.245349583066068,2021-11-10
"31","Dubuque",70319,16638,15051,236,1351,0.236607460288116,2021-11-10
"32","Emmet",6357,1712,1562,46,104,0.269309422683656,2021-11-10
"33","Fayette",11927,2688,2426,52,210,0.225371006959001,2021-11-10
"34","Floyd",9905,2352,2074,46,232,0.237455830388693,2021-11-10
