"","date","County","Total.Tests","Total.Positive.Tests","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Individuals.Tested","Individuals.Positive","Active","date"
"Adair",2021-05-29,"Adair",12643,995,830,32,22,10,3791,871,9,2021-05-29
"Adams",2021-05-29,"Adams",6021,352,336,4,4,0,1671,343,3,2021-05-29
"Allamakee",2021-05-29,"Allamakee",22455,1577,1451,51,41,10,6499,1521,19,2021-05-29
"Appanoose",2021-05-29,"Appanoose",18808,1463,1229,49,44,5,6363,1286,8,2021-05-29
"Audubon",2021-05-29,"Audubon",13034,536,488,10,9,1,2842,516,18,2021-05-29
"Benton",2021-05-29,"Benton",39264,2736,2490,55,44,11,13494,2573,28,2021-05-29
"Black Hawk",2021-05-29,"Black Hawk",223947,17401,15432,309,286,23,73725,15913,172,2021-05-29
"Boone",2021-05-29,"Boone",46061,2865,2590,34,31,3,14619,2675,51,2021-05-29
"Bremer",2021-05-29,"Bremer",41527,3001,2759,60,51,9,12879,2866,47,2021-05-29
"Buchanan",2021-05-29,"Buchanan",32965,2027,1869,33,27,6,9964,1921,19,2021-05-29
"Buena Vista",2021-05-29,"Buena Vista",46445,4911,4200,40,36,4,15312,4256,16,2021-05-29
"Butler",2021-05-29,"Butler",30649,1752,1597,35,31,4,7406,1657,25,2021-05-29
"Calhoun",2021-05-29,"Calhoun",19362,1440,1340,13,12,1,5562,1388,35,2021-05-29
"Carroll",2021-05-29,"Carroll",38367,3077,2788,52,43,9,11858,2869,29,2021-05-29
"Cass",2021-05-29,"Cass",21497,1474,1325,54,48,6,6658,1389,10,2021-05-29
"Cedar",2021-05-29,"Cedar",32875,2000,1856,23,21,2,9657,1912,33,2021-05-29
"Cerro Gordo",2021-05-29,"Cerro Gordo",81029,5929,5245,89,74,15,26440,5496,162,2021-05-29
"Cherokee",2021-05-29,"Cherokee",21594,1692,1543,38,30,8,6242,1591,10,2021-05-29
"Chickasaw",2021-05-29,"Chickasaw",18438,1312,1221,16,14,2,5748,1244,7,2021-05-29
"Clarke",2021-05-29,"Clarke",14099,1064,969,24,22,2,5146,1004,11,2021-05-29
"Clay",2021-05-29,"Clay",32182,2264,2121,27,22,5,8859,2160,12,2021-05-29
"Clayton",2021-05-29,"Clayton",26569,1796,1638,56,47,9,7539,1704,10,2021-05-29
"Clinton",2021-05-29,"Clinton",67454,6072,5405,93,79,14,24459,5595,97,2021-05-29
"Crawford",2021-05-29,"Crawford",29358,2922,2598,40,35,5,9176,2675,37,2021-05-29
"Dallas",2021-05-29,"Dallas",133983,12583,10985,99,85,14,57223,11243,159,2021-05-29
"Davis",2021-05-29,"Davis",11788,919,784,24,23,1,3700,843,35,2021-05-29
"Decatur",2021-05-29,"Decatur",10810,628,595,9,9,0,3731,611,7,2021-05-29
"Delaware",2021-05-29,"Delaware",30709,2153,2032,41,37,4,8498,2108,35,2021-05-29
"Des Moines",2021-05-29,"Des Moines",59327,5010,4443,67,55,12,22362,4636,126,2021-05-29
"Dickinson",2021-05-29,"Dickinson",28532,2683,2434,44,38,6,10943,2490,12,2021-05-29
"Dubuque",2021-05-29,"Dubuque",202037,14749,13077,209,193,16,59920,13444,158,2021-05-29
"Emmet",2021-05-29,"Emmet",17863,1431,1280,40,38,2,5438,1351,31,2021-05-29
"Fayette",2021-05-29,"Fayette",37961,1935,1809,42,37,5,9762,1854,3,2021-05-29
"Floyd",2021-05-29,"Floyd",26915,1803,1554,42,32,10,8157,1622,26,2021-05-29
"Franklin",2021-05-29,"Franklin",20877,1330,1132,21,19,2,5704,1224,71,2021-05-29
"Fremont",2021-05-29,"Fremont",7942,661,614,9,7,2,2821,626,3,2021-05-29
"Greene",2021-05-29,"Greene",15569,827,763,10,10,0,4341,779,6,2021-05-29
"Grundy",2021-05-29,"Grundy",20025,1446,1329,33,27,6,6052,1366,4,2021-05-29
"Guthrie",2021-05-29,"Guthrie",19546,1304,1181,32,26,6,6052,1223,10,2021-05-29
"Hamilton",2021-05-29,"Hamilton",24211,1996,1745,50,45,5,7921,1808,13,2021-05-29
"Hancock",2021-05-29,"Hancock",22737,1595,1427,34,27,7,6434,1496,35,2021-05-29
"Hardin",2021-05-29,"Hardin",37070,2000,1804,44,34,10,8955,1866,18,2021-05-29
"Harrison",2021-05-29,"Harrison",22148,1930,1717,73,69,4,6719,1797,7,2021-05-29
"Henry",2021-05-29,"Henry",37940,3083,2864,37,36,1,11549,2933,32,2021-05-29
"Howard",2021-05-29,"Howard",17513,1094,1020,22,18,4,4821,1047,5,2021-05-29
"Humboldt",2021-05-29,"Humboldt",15981,1241,1161,26,23,3,4916,1194,7,2021-05-29
"Ida",2021-05-29,"Ida",13030,1024,865,35,32,3,3497,911,11,2021-05-29
"Iowa",2021-05-29,"Iowa",30958,1559,1458,24,22,2,8572,1496,14,2021-05-29
"Jackson",2021-05-29,"Jackson",27125,2375,2164,42,39,3,9687,2244,38,2021-05-29
"Jasper",2021-05-29,"Jasper",54507,4551,4083,72,67,5,19331,4204,49,2021-05-29
"Jefferson",2021-05-29,"Jefferson",21747,1454,1297,35,29,6,8221,1332,0,2021-05-29
"Johnson",2021-05-29,"Johnson",221533,15443,14264,85,77,8,85133,14561,212,2021-05-29
"Jones",2021-05-29,"Jones",27984,3130,2904,57,51,6,10609,3003,42,2021-05-29
"Keokuk",2021-05-29,"Keokuk",16343,1035,924,31,31,0,4486,963,8,2021-05-29
"Kossuth",2021-05-29,"Kossuth",27372,2279,2090,65,56,9,8297,2158,3,2021-05-29
"Lee",2021-05-29,"Lee",56584,4040,3671,55,42,13,16744,3790,64,2021-05-29
"Linn",2021-05-29,"Linn",307152,22433,20311,338,302,36,124378,21044,395,2021-05-29
"Louisa",2021-05-29,"Louisa",18158,1356,1233,49,42,7,5694,1291,9,2021-05-29
"Lucas",2021-05-29,"Lucas",9911,808,748,23,18,5,4066,779,8,2021-05-29
"Lyon",2021-05-29,"Lyon",17267,1597,1531,41,37,4,4972,1585,13,2021-05-29
"Madison",2021-05-29,"Madison",22029,1782,1571,19,15,4,8256,1638,48,2021-05-29
"Mahaska",2021-05-29,"Mahaska",32840,2427,2229,51,46,5,11046,2316,36,2021-05-29
"Marion",2021-05-29,"Marion",44394,3849,3536,76,65,11,16958,3647,35,2021-05-29
"Marshall",2021-05-29,"Marshall",85791,5232,4737,76,68,8,22611,4855,42,2021-05-29
"Mills",2021-05-29,"Mills",22024,1794,1593,23,20,3,7917,1628,12,2021-05-29
"Mitchell",2021-05-29,"Mitchell",18758,1378,1226,42,39,3,5679,1265,-3,2021-05-29
"Monona",2021-05-29,"Monona",18747,886,801,31,29,2,3947,827,-5,2021-05-29
"Monroe",2021-05-29,"Monroe",10178,1002,922,29,22,7,3707,958,7,2021-05-29
"Montgomery",2021-05-29,"Montgomery",14893,1113,988,38,36,2,4464,1035,9,2021-05-29
"Muscatine",2021-05-29,"Muscatine",58985,5198,4642,104,95,9,22793,4858,112,2021-05-29
"O'Brien",2021-05-29,"O'Brien",27245,2149,1930,61,56,5,6946,1998,7,2021-05-29
"Osceola",2021-05-29,"Osceola",9575,815,762,16,13,3,2670,789,11,2021-05-29
"Page",2021-05-29,"Page",22481,2000,1898,22,20,2,6610,1934,14,2021-05-29
"Palo Alto",2021-05-29,"Palo Alto",19659,1193,1095,23,22,1,4699,1134,16,2021-05-29
"Pending Investigation",2021-05-29,"Pending Investigation",8247,992,938,0,0,0,4356,967,29,2021-05-29
"Plymouth",2021-05-29,"Plymouth",39983,4325,3918,80,72,8,13814,4023,25,2021-05-29
"Pocahontas",2021-05-29,"Pocahontas",14081,905,834,22,22,0,3590,858,2,2021-05-29
"Polk",2021-05-29,"Polk",730901,65356,56463,635,557,78,292265,57988,890,2021-05-29
"Pottawattamie",2021-05-29,"Pottawattamie",124977,12296,10851,171,149,22,49751,11177,155,2021-05-29
"Poweshiek",2021-05-29,"Poweshiek",47467,1642,1515,35,32,3,9320,1564,14,2021-05-29
"Ringgold",2021-05-29,"Ringgold",10467,579,538,24,18,6,2507,559,-3,2021-05-29
"Sac",2021-05-29,"Sac",21564,1392,1278,19,19,0,5614,1307,10,2021-05-29
"Scott",2021-05-29,"Scott",225263,21649,19444,244,220,24,92519,20207,519,2021-05-29
"Shelby",2021-05-29,"Shelby",18076,1376,1270,37,33,4,5767,1312,5,2021-05-29
"Sioux",2021-05-29,"Sioux",47841,5334,5036,74,71,3,16870,5160,50,2021-05-29
"Story",2021-05-29,"Story",168247,11444,10459,48,42,6,58613,10686,179,2021-05-29
"Tama",2021-05-29,"Tama",33759,2235,2013,71,67,4,8844,2109,25,2021-05-29
"Taylor",2021-05-29,"Taylor",9181,688,646,12,10,2,2648,663,5,2021-05-29
"Union",2021-05-29,"Union",18085,1372,1244,34,26,8,6876,1290,12,2021-05-29
"Van Buren",2021-05-29,"Van Buren",8909,588,540,18,15,3,2901,563,5,2021-05-29
"Wapello",2021-05-29,"Wapello",49435,4694,4152,122,118,4,19493,4326,52,2021-05-29
"Warren",2021-05-29,"Warren",81654,6313,5620,90,80,10,29651,5809,99,2021-05-29
"Washington",2021-05-29,"Washington",43656,2727,2474,51,47,4,12506,2551,26,2021-05-29
"Wayne",2021-05-29,"Wayne",7583,584,507,23,18,5,2642,543,13,2021-05-29
"Webster",2021-05-29,"Webster",71526,5421,5012,94,79,15,22084,5133,27,2021-05-29
"Winnebago",2021-05-29,"Winnebago",18603,1545,1374,31,26,5,6651,1434,29,2021-05-29
"Winneshiek",2021-05-29,"Winneshiek",41714,2049,1929,35,30,5,10816,1972,8,2021-05-29
"Woodbury",2021-05-29,"Woodbury",152870,16503,14860,229,210,19,62871,15197,108,2021-05-29
"Worth",2021-05-29,"Worth",13936,798,728,8,7,1,4060,755,19,2021-05-29
"Wright",2021-05-29,"Wright",21541,1925,1792,38,31,7,8169,1850,20,2021-05-29
"Total",2021-05-29,"Totals",5044963,401693,359978,6053,5351,702,1759116,371232,5201,2021-05-29
