"","date","County","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Active","positivity"
"Adair",2020-12-29,"Adair",2929,591,447,17,13,4,127,0.201775349948788
"Adams",2020-12-29,"Adams",1265,254,178,2,2,0,74,0.200790513833992
"Allamakee",2020-12-29,"Allamakee",4900,1156,852,20,16,4,284,0.235918367346939
"Appanoose",2020-12-29,"Appanoose",4771,953,816,34,34,0,103,0.199748480402431
"Audubon",2020-12-29,"Audubon",2047,368,303,7,7,0,58,0.179775280898876
"Benton",2020-12-29,"Benton",10253,1966,1717,36,32,4,213,0.191748756461523
"Black Hawk",2020-12-29,"Black Hawk",56885,12600,11096,215,202,13,1289,0.221499516568515
"Boone",2020-12-29,"Boone",10779,1854,1427,15,13,2,412,0.172001113275814
"Bremer",2020-12-29,"Bremer",9431,2234,2002,41,38,3,191,0.236878379811261
"Buchanan",2020-12-29,"Buchanan",7591,1421,1194,16,15,1,211,0.187195362929785
"Buena Vista",2020-12-29,"Buena Vista",12778,3660,3114,25,22,3,521,0.286429801220848
"Butler",2020-12-29,"Butler",5570,1249,1056,18,17,1,175,0.224236983842011
"Calhoun",2020-12-29,"Calhoun",4556,1171,1080,9,9,0,82,0.25702370500439
"Carroll",2020-12-29,"Carroll",9526,2346,2000,27,21,6,319,0.246273357127861
"Cass",2020-12-29,"Cass",5091,1019,813,38,36,2,168,0.200157140051071
"Cedar",2020-12-29,"Cedar",7270,1357,1104,18,17,1,235,0.18665749656121
"Cerro Gordo",2020-12-29,"Cerro Gordo",19661,4281,3629,59,50,9,593,0.217740704948884
"Cherokee",2020-12-29,"Cherokee",4841,1217,929,20,18,2,268,0.251394340012394
"Chickasaw",2020-12-29,"Chickasaw",4302,1021,898,10,9,1,113,0.237331473733147
"Clarke",2020-12-29,"Clarke",3753,669,493,6,6,0,170,0.178257394084732
"Clay",2020-12-29,"Clay",6841,1521,1207,11,8,3,303,0.222335915801783
"Clayton",2020-12-29,"Clayton",5599,1352,1137,39,35,4,176,0.24147169137346
"Clinton",2020-12-29,"Clinton",17670,4072,3396,53,47,6,623,0.230447085455574
"Crawford",2020-12-29,"Crawford",7339,2092,1796,21,18,3,275,0.285052459463142
"Dallas",2020-12-29,"Dallas",43056,7795,6481,64,54,10,1250,0.181043292456336
"Davis",2020-12-29,"Davis",2569,628,508,18,17,1,102,0.244453094589334
"Decatur",2020-12-29,"Decatur",2729,417,332,3,3,0,82,0.152803224624405
"Delaware",2020-12-29,"Delaware",6543,1615,1449,29,28,1,137,0.24682867186306
"Des Moines",2020-12-29,"Des Moines",17185,3458,2971,32,29,3,455,0.20122199592668
"Dickinson",2020-12-29,"Dickinson",8618,1676,1430,15,13,2,231,0.194476676723138
"Dubuque",2020-12-29,"Dubuque",47625,10504,9321,135,127,8,1048,0.220556430446194
"Emmet",2020-12-29,"Emmet",4114,991,804,23,22,1,164,0.240884783665532
