"","date","County","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Active","positivity"
"Fayette",2020-12-29,"Fayette",7281,1364,1072,16,15,1,276,0.187336904271391
"Floyd",2020-12-29,"Floyd",6284,1264,1077,33,25,8,154,0.201145767027371
"Franklin",2020-12-29,"Franklin",4115,874,742,17,16,1,115,0.212393681652491
"Fremont",2020-12-29,"Fremont",2187,457,382,5,3,2,70,0.208962048468221
"Greene",2020-12-29,"Greene",3470,637,533,7,7,0,97,0.1835734870317
"Grundy",2020-12-29,"Grundy",4614,1056,876,15,12,3,165,0.228868660598179
"Guthrie",2020-12-29,"Guthrie",4598,935,768,22,17,5,145,0.203349282296651
"Hamilton",2020-12-29,"Hamilton",6129,1449,1181,22,22,0,246,0.236417033773862
"Hancock",2020-12-29,"Hancock",4806,1152,893,24,19,5,235,0.239700374531835
"Hardin",2020-12-29,"Hardin",6788,1435,1206,25,23,2,204,0.211402474955804
"Harrison",2020-12-29,"Harrison",5343,1407,1095,52,49,3,260,0.263335204941044
"Henry",2020-12-29,"Henry",9098,2448,2026,24,24,0,398,0.269070125302264
"Howard",2020-12-29,"Howard",3507,697,561,15,11,4,121,0.198745366410037
"Humboldt",2020-12-29,"Humboldt",3908,955,797,18,15,3,140,0.244370522006141
"Ida",2020-12-29,"Ida",2630,686,525,22,21,1,139,0.260836501901141
"Iowa",2020-12-29,"Iowa",6561,1128,972,20,19,1,136,0.171925011431184
"Jackson",2020-12-29,"Jackson",7251,1759,1537,29,28,1,193,0.242587229347676
"Jasper",2020-12-29,"Jasper",14378,2834,2259,52,50,2,523,0.197106690777577
"Jefferson",2020-12-29,"Jefferson",6016,979,740,20,19,1,219,0.162732712765957
"Johnson",2020-12-29,"Johnson",64504,10955,9673,47,43,4,1235,0.169834428872628
"Jones",2020-12-29,"Jones",8156,2569,2360,44,43,1,165,0.314982834722903
"Keokuk",2020-12-29,"Keokuk",3307,780,639,23,23,0,118,0.235863320229816
"Kossuth",2020-12-29,"Kossuth",6241,1480,1158,28,27,1,294,0.237141483736581
"Lee",2020-12-29,"Lee",12844,2819,2108,24,20,4,687,0.219479912799751
"Linn",2020-12-29,"Linn",94717,16430,14455,240,225,15,1735,0.173464108871691
"Louisa",2020-12-29,"Louisa",4442,1049,874,24,20,4,151,0.236154885186853
"Lucas",2020-12-29,"Lucas",3020,559,326,7,7,0,226,0.185099337748344
"Lyon",2020-12-29,"Lyon",3736,1234,1048,24,22,2,162,0.330299785867238
"Madison",2020-12-29,"Madison",5869,941,736,8,7,1,197,0.160333958084853
"Mahaska",2020-12-29,"Mahaska",8368,1697,1289,32,30,2,376,0.202796367112811
"Marion",2020-12-29,"Marion",12370,2654,2079,46,40,6,529,0.214551333872272
"Marshall",2020-12-29,"Marshall",16798,3970,3529,54,51,3,387,0.236337659245148
"Mills",2020-12-29,"Mills",6526,1260,1095,14,13,1,151,0.193073858412504
"Mitchell",2020-12-29,"Mitchell",4557,1012,813,27,27,0,172,0.222075927145052
"Monona",2020-12-29,"Monona",3045,538,452,15,14,1,71,0.176683087027915
"Monroe",2020-12-29,"Monroe",2564,621,447,16,15,1,158,0.24219968798752
"Montgomery",2020-12-29,"Montgomery",3449,730,482,15,14,1,233,0.21165555233401
"Muscatine",2020-12-29,"Muscatine",17304,3503,2971,73,66,7,459,0.202438742487286
"O'Brien",2020-12-29,"O'Brien",5526,1577,1352,50,46,4,175,0.28537821208831
"Osceola",2020-12-29,"Osceola",2011,608,540,7,6,1,61,0.302337145698657
"Page",2020-12-29,"Page",5042,1346,1219,13,13,0,114,0.266957556525188
"Palo Alto",2020-12-29,"Palo Alto",3680,791,668,8,8,0,115,0.214945652173913
"Pending Investigation",2020-12-29,"Pending Investigation",9740,641,395,0,0,0,246,0.0658110882956879
"Plymouth",2020-12-29,"Plymouth",11204,3320,2821,51,45,6,448,0.296322741877901
"Pocahontas",2020-12-29,"Pocahontas",2967,705,585,11,11,0,109,0.237613751263903
"Polk",2020-12-29,"Polk",218590,40783,34216,406,370,36,6161,0.186573036277963
"Pottawattamie",2020-12-29,"Pottawattamie",39221,8107,6659,90,82,8,1358,0.206700492083323
"Poweshiek",2020-12-29,"Poweshiek",6818,1178,1002,24,22,2,152,0.172777940745087
"Ringgold",2020-12-29,"Ringgold",1928,355,239,7,6,1,109,0.184128630705394
"Sac",2020-12-29,"Sac",4418,1026,879,14,14,0,133,0.232231779085559
"Scott",2020-12-29,"Scott",69516,13852,11609,147,139,8,2096,0.19926347891133
"Shelby",2020-12-29,"Shelby",4240,929,771,23,23,0,135,0.219103773584906
"Sioux",2020-12-29,"Sioux",13186,4293,3807,41,40,1,445,0.32557257697558
"Story",2020-12-29,"Story",45524,7909,6956,29,25,4,924,0.173732536683947
"Tama",2020-12-29,"Tama",6912,1744,1517,55,53,2,172,0.252314814814815
"Taylor",2020-12-29,"Taylor",2107,532,468,8,7,1,56,0.252491694352159
"Union",2020-12-29,"Union",5495,1008,803,16,16,0,189,0.18343949044586
"Van Buren",2020-12-29,"Van Buren",2192,450,388,11,10,1,51,0.20529197080292
"Wapello",2020-12-29,"Wapello",13542,3083,2555,90,88,2,438,0.227662088317826
"Warren",2020-12-29,"Warren",22108,3688,2893,33,31,2,762,0.166817441650081
"Washington",2020-12-29,"Washington",9573,1856,1477,27,26,1,352,0.193878616943487
"Wayne",2020-12-29,"Wayne",1799,366,299,21,17,4,46,0.203446359088382
"Webster",2020-12-29,"Webster",18458,4382,3666,61,55,6,655,0.237403835735183
"Winnebago",2020-12-29,"Winnebago",4983,1093,926,28,23,5,139,0.219345775637166
"Winneshiek",2020-12-29,"Winneshiek",7891,1350,1010,17,15,2,323,0.171080978329743
"Woodbury",2020-12-29,"Woodbury",49442,12126,10575,163,151,12,1388,0.245257068888799
"Worth",2020-12-29,"Worth",2963,509,385,2,2,0,122,0.171785352683091
"Wright",2020-12-29,"Wright",6766,1514,1289,16,14,2,209,0.223765888264854
"Total",2020-12-29,"Totals",1346710,276946,233725,3744,3438,306,39477,0.20564635296389
