"","EventResidentCounty","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Active","positivity","date"
"Palo Alto","Palo Alto","2060","176","106","0","70","0.0854368932038835",2020-09-24
"Pending Investigation","Pending Investigation","2286","7","0","0","7","0.00306211723534558",2020-09-24
"Plymouth","Plymouth","6337","1094","676","20","398","0.172636894429541",2020-09-24
"Pocahontas","Pocahontas","1649","156","122","2","32","0.094602789569436",2020-09-24
"Polk","Polk","128129","15594","12267","261","3066","0.121705468707318",2020-09-24
"Pottawattamie","Pottawattamie","20564","2041","1668","38","335","0.0992511184594437",2020-09-24
"Poweshiek","Poweshiek","3447","273","193","8","72","0.0791993037423847",2020-09-24
"Ringgold","Ringgold","1090","48","37","2","9","0.0440366972477064",2020-09-24
"Sac","Sac","2549","233","105","0","128","0.0914083954491958",2020-09-24
"Scott","Scott","35920","2888","2133","28","727","0.0804008908685969",2020-09-24
"Shelby","Shelby","2296","250","233","1","16","0.108885017421603",2020-09-24
"Sioux","Sioux","7143","1483","871","3","609","0.207615847683046",2020-09-24
"Story","Story","29353","3374","2054","17","1303","0.11494566143154",2020-09-24
"Tama","Tama","4287","701","608","31","62","0.163517611383252",2020-09-24
"Taylor","Taylor","1201","127","112","1","14","0.105745212323064",2020-09-24
"Union","Union","3004","126","86","3","37","0.0419440745672437",2020-09-24
"Van Buren","Van Buren","1175","112","52","1","59","0.0953191489361702",2020-09-24
"Wapello","Wapello","8047","1297","1150","57","90","0.161178078787126",2020-09-24
"Warren","Warren","12229","945","699","6","240","0.0772753291356611",2020-09-24
"Washington","Washington","4799","450","330","11","109","0.0937695353198583",2020-09-24
"Wayne","Wayne","1068","85","62","2","21","0.0795880149812734",2020-09-24
"Webster","Webster","11581","1213","733","14","466","0.104740523270875",2020-09-24
"Winnebago","Winnebago","2916","284","146","13","125","0.0973936899862826",2020-09-24
"Winneshiek","Winneshiek","4029","316","234","6","76","0.0784313725490196",2020-09-24
"Woodbury","Woodbury","29514","5179","4022","63","1094","0.175476045266653",2020-09-24
"Worth","Worth","1605","104","78","0","26","0.064797507788162",2020-09-24
"Wright","Wright","4252","571","497","1","73","0.134289746001881",2020-09-24
"Total","Totals","757067","83098","61452","1298","20348","0.109763072488961",2020-09-24
