"","EventResidentCounty","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Active","positivity","date"
"Henry","Henry","6468","1181","841","6","334","0.182591218305504",2020-11-02
"Howard","Howard","2526","293","190","9","94","0.115993665874901",2020-11-02
"Humboldt","Humboldt","2929","396","255","3","138","0.135199726869239",2020-11-02
"Ida","Ida","1890","252","147","2","103","0.133333333333333",2020-11-02
"Iowa","Iowa","4905","488","250","10","228","0.0994903160040775",2020-11-02
"Jackson","Jackson","5212","777","406","3","368","0.149079048349962",2020-11-02
"Jasper","Jasper","10162","1325","883","34","408","0.130387718952962",2020-11-02
"Jefferson","Jefferson","3720","282","151","1","130","0.0758064516129032",2020-11-02
"Johnson","Johnson","47924","6275","5252","31","992","0.130936482764377",2020-11-02
"Jones","Jones","5242","601","322","4","275","0.114650896604349",2020-11-02
"Keokuk","Keokuk","2153","214","126","1","87","0.0993961913608918",2020-11-02
"Kossuth","Kossuth","4471","519","343","0","176","0.116081413554015",2020-11-02
"Lee","Lee","8880","1096","688","13","395","0.123423423423423",2020-11-02
"Linn","Linn","66562","6771","4315","135","2321","0.101724707791232",2020-11-02
"Louisa","Louisa","3273","562","434","15","113","0.171707913229453",2020-11-02
"Lucas","Lucas","2092","223","156","6","61","0.1065965583174",2020-11-02
"Lyon","Lyon","2614","600","433","8","159","0.229533282325937",2020-11-02
"Madison","Madison","4341","400","275","3","122","0.09214466712739",2020-11-02
"Mahaska","Mahaska","6236","789","463","25","301","0.126523412443874",2020-11-02
"Marion","Marion","8758","1158","970","11","177","0.132221968485956",2020-11-02
"Marshall","Marshall","13297","2254","1791","36","427","0.169511919981951",2020-11-02
"Mills","Mills","4717","484","233","3","248","0.102607589569642",2020-11-02
"Mitchell","Mitchell","3338","325","202","1","122","0.097363690832834",2020-11-02
"Monona","Monona","2332","272","186","2","84","0.11663807890223",2020-11-02
"Monroe","Monroe","1833","280","156","12","112","0.152755046372068",2020-11-02
"Montgomery","Montgomery","2438","213","162","7","44","0.0873666940114848",2020-11-02
"Muscatine","Muscatine","12207","1628","1119","58","451","0.13336610141722",2020-11-02
"O'Brien","O'Brien","3971","822","457","14","351","0.20700075547721",2020-11-02
"Osceola","Osceola","1441","319","197","0","122","0.221374045801527",2020-11-02
"Page","Page","3588","445","356","0","89","0.124024526198439",2020-11-02
"Palo Alto","Palo Alto","2668","353","246","2","105","0.132308845577211",2020-11-02
"Pending Investigation","Pending Investigation","5730","50","0","0","50","0.0087260034904014",2020-11-02
"Plymouth","Plymouth","8441","1849","1251","31","567","0.219049875607156",2020-11-02
"Pocahontas","Pocahontas","2163","267","178","2","87","0.123439667128988",2020-11-02
"Polk","Polk","160712","20801","16275","290","4236","0.129430285230723",2020-11-02
"Pottawattamie","Pottawattamie","27773","3580","2552","45","983","0.128902171173442",2020-11-02
"Poweshiek","Poweshiek","4949","539","372","11","156","0.108910891089109",2020-11-02
"Ringgold","Ringgold","1438","105","82","2","21","0.0730180806675939",2020-11-02
"Sac","Sac","3341","431","292","4","135","0.129003292427417",2020-11-02
"Scott","Scott","48487","5292","3346","45","1901","0.109142656794605",2020-11-02
"Shelby","Shelby","3052","429","360","2","67","0.140563564875491",2020-11-02
"Sioux","Sioux","9975","2669","1887","17","765","0.267568922305764",2020-11-02
"Story","Story","34426","4256","3565","18","673","0.123627490849939",2020-11-02
"Tama","Tama","5413","1056","757","38","261","0.195085904304452",2020-11-02
"Taylor","Taylor","1587","273","191","2","80","0.172022684310019",2020-11-02
"Union","Union","3962","292","232","5","55","0.0737001514386673",2020-11-02
"Van Buren","Van Buren","1539","202","122","2","78","0.131254061078622",2020-11-02
"Wapello","Wapello","9892","1665","1414","62","189","0.168317832591994",2020-11-02
"Warren","Warren","15755","1440","992","7","441","0.0913995556966043",2020-11-02
"Washington","Washington","6675","729","519","12","198","0.109213483146067",2020-11-02
"Wayne","Wayne","1394","162","103","4","55","0.116212338593974",2020-11-02
"Webster","Webster","14472","2047","1446","15","586","0.14144555002764",2020-11-02
"Winnebago","Winnebago","3742","544","329","20","195","0.14537680384821",2020-11-02
"Winneshiek","Winneshiek","5582","544","384","9","151","0.0974561089215335",2020-11-02
"Woodbury","Woodbury","38818","7758","5925","100","1733","0.199855737029213",2020-11-02
"Worth","Worth","2055","161","114","0","47","0.078345498783455",2020-11-02
"Wright","Wright","5234","807","621","1","185","0.15418418035919",2020-11-02
"Total","Totals","983754","131372","93807","1733","35832","0.133541515460166",2020-11-02
