"","EventResidentCounty","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Active","positivity","date"
"Adair","Adair","1974","155","70","1","84","0.0785207700101317",2020-10-24
"Adams","Adams","830","79","38","0","41","0.0951807228915663",2020-10-24
"Allamakee","Allamakee","3323","358","256","8","94","0.107733975323503",2020-10-24
"Appanoose","Appanoose","3131","221","137","3","81","0.070584477802619",2020-10-24
"Audubon","Audubon","1432","141","83","1","57","0.098463687150838",2020-10-24
"Benton","Benton","6754","565","324","2","239","0.0836541308854012",2020-10-24
"Black Hawk","Black Hawk","40625","5498","4410","98","990","0.135335384615385",2020-10-24
"Boone","Boone","7444","709","509","9","191","0.0952444922084901",2020-10-24
"Bremer","Bremer","6234","660","489","9","162","0.105871029836381",2020-10-24
"Buchanan","Buchanan","5253","436","284","4","148","0.0830001903674091",2020-10-24
"Buena Vista","Buena Vista","10233","2245","1983","12","250","0.219388253689045",2020-10-24
"Butler","Butler","3877","362","323","2","37","0.09337116327057",2020-10-24
"Calhoun","Calhoun","3058","299","238","4","57","0.0977763243950294",2020-10-24
"Carroll","Carroll","6898","1114","669","12","433","0.161496085821977",2020-10-24
"Cass","Cass","3544","379","259","2","118","0.106941309255079",2020-10-24
"Cedar","Cedar","4832","444","248","5","191","0.091887417218543",2020-10-24
"Cerro Gordo","Cerro Gordo","13264","1351","1041","25","285","0.101854644149578",2020-10-24
"Cherokee","Cherokee","3310","390","257","2","131","0.117824773413897",2020-10-24
"Chickasaw","Chickasaw","2952","345","317","1","27","0.116869918699187",2020-10-24
"Clarke","Clarke","2714","342","258","3","81","0.126013264554164",2020-10-24
"Clay","Clay","4586","523","326","4","193","0.11404273877017",2020-10-24
"Clayton","Clayton","3799","405","304","3","98","0.10660700184259",2020-10-24
"Clinton","Clinton","11645","1451","1107","26","318","0.124602833834264",2020-10-24
"Crawford","Crawford","5990","1350","1083","14","253","0.225375626043406",2020-10-24
"Dallas","Dallas","29987","3414","2770","44","600","0.113849334711708",2020-10-24
"Davis","Davis","1581","166","123","4","39","0.104996837444655",2020-10-24
"Decatur","Decatur","1896","148","65","0","83","0.0780590717299578",2020-10-24
"Delaware","Delaware","4656","759","524","12","223","0.163015463917526",2020-10-24
"Des Moines","Des Moines","11431","1351","797","10","544","0.118187385180649",2020-10-24
"Dickinson","Dickinson","6134","724","521","7","196","0.118030648842517",2020-10-24
"Dubuque","Dubuque","35406","5073","3293","57","1723","0.14328079986443",2020-10-24
"Emmet","Emmet","2737","423","279","17","127","0.154548776032152",2020-10-24
"Fayette","Fayette","4884","367","225","4","138","0.0751433251433251",2020-10-24
"Floyd","Floyd","4395","428","386","11","31","0.0973833902161547",2020-10-24
"Franklin","Franklin","2815","380","340","18","22","0.134991119005329",2020-10-24
"Fremont","Fremont","1537","197","119","1","77","0.128171763175016",2020-10-24
"Greene","Greene","2482","184","106","0","78","0.0741337630942788",2020-10-24
"Grundy","Grundy","3218","298","224","5","69","0.0926041019266625",2020-10-24
"Guthrie","Guthrie","3200","383","245","15","123","0.1196875",2020-10-24
"Hamilton","Hamilton","4265","464","411","4","49","0.108792497069168",2020-10-24
"Hancock","Hancock","3028","309","245","4","60","0.102047556142668",2020-10-24
"Hardin","Hardin","4543","468","303","6","159","0.103015628439357",2020-10-24
"Harrison","Harrison","3654","643","267","11","365","0.175971538040504",2020-10-24
"Henry","Henry","6135","1044","761","5","278","0.170171149144254",2020-10-24
"Howard","Howard","2426","266","182","9","75","0.10964550700742",2020-10-24
"Humboldt","Humboldt","2747","319","240","3","76","0.116126683654896",2020-10-24
"Ida","Ida","1804","187","125","2","60","0.103658536585366",2020-10-24
"Iowa","Iowa","4641","394","208","8","178","0.0848954966602025",2020-10-24
"Jackson","Jackson","4832","593","356","3","234","0.122723509933775",2020-10-24
"Jasper","Jasper","9508","1072","834","34","204","0.112747160286075",2020-10-24
"Jefferson","Jefferson","3455","232","137","1","94","0.0671490593342981",2020-10-24
"Johnson","Johnson","45664","5797","5106","30","661","0.126949018920813",2020-10-24
"Jones","Jones","4771","431","278","4","149","0.0903374554600713",2020-10-24
"Keokuk","Keokuk","2019","158","117","1","40","0.0782565626547796",2020-10-24
"Kossuth","Kossuth","4241","455","285","0","170","0.107286017448715",2020-10-24
"Lee","Lee","8315","939","643","10","286","0.112928442573662",2020-10-24
"Linn","Linn","61847","5402","3994","129","1279","0.0873445761314211",2020-10-24
"Louisa","Louisa","3095","516","415","15","86","0.166720516962843",2020-10-24
"Lucas","Lucas","1992","199","152","6","41","0.0998995983935743",2020-10-24
"Lyon","Lyon","2464","540","333","7","200","0.219155844155844",2020-10-24
"Madison","Madison","4154","355","236","3","116","0.0854597977852672",2020-10-24
"Mahaska","Mahaska","5946","677","429","24","224","0.113858055835856",2020-10-24
"Marion","Marion","8198","981","877","10","94","0.119663332520127",2020-10-24
"Marshall","Marshall","12710","1992","1754","36","202","0.156726986624705",2020-10-24
"Mills","Mills","4497","381","188","1","192","0.0847231487658439",2020-10-24
"Mitchell","Mitchell","3187","261","195","0","66","0.0818951992469407",2020-10-24
"Monona","Monona","2224","240","168","1","71","0.107913669064748",2020-10-24
"Monroe","Monroe","1754","258","150","11","97","0.14709236031927",2020-10-24
"Montgomery","Montgomery","2266","165","144","7","14","0.0728155339805825",2020-10-24
"Muscatine","Muscatine","11525","1417","1065","58","294","0.12295010845987",2020-10-24
"O'Brien","O'Brien","3654","632","387","14","231","0.17296113847838",2020-10-24
"Osceola","Osceola","1343","269","176","0","93","0.200297840655249",2020-10-24
"Page","Page","3463","388","291","0","97","0.112041582442969",2020-10-24
"Palo Alto","Palo Alto","2534","310","215","2","93","0.122336227308603",2020-10-24
"Pending Investigation","Pending Investigation","5227","15","0","0","15","0.00286971494164913",2020-10-24
"Plymouth","Plymouth","7984","1629","1137","27","465","0.204033066132265",2020-10-24
"Pocahontas","Pocahontas","2037","219","162","2","55","0.107511045655376",2020-10-24
"Polk","Polk","152284","18736","15738","286","2712","0.123033279924352",2020-10-24
"Pottawattamie","Pottawattamie","26393","3193","2338","44","811","0.120979047474709",2020-10-24
"Poweshiek","Poweshiek","4696","453","326","11","116","0.0964650766609881",2020-10-24
"Ringgold","Ringgold","1375","88","69","2","17","0.064",2020-10-24
