"","EventResidentCounty","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Active","positivity","date"
"Adair","Adair","2114","220","77","1","142","0.10406811731315",2020-11-01
"Adams","Adams","868","86","50","1","35","0.0990783410138249",2020-11-01
"Allamakee","Allamakee","3482","430","266","9","155","0.123492245835727",2020-11-01
"Appanoose","Appanoose","3310","281","157","3","121","0.0848942598187311",2020-11-01
"Audubon","Audubon","1513","191","104","1","86","0.126239259748843",2020-11-01
"Benton","Benton","7197","722","364","3","355","0.100319577601779",2020-11-01
"Black Hawk","Black Hawk","42645","6415","4555","102","1758","0.15042795169422",2020-11-01
"Boone","Boone","7796","796","560","9","227","0.102103642893792",2020-11-01
"Bremer","Bremer","6509","781","520","9","252","0.119987709325549",2020-11-01
"Buchanan","Buchanan","5551","549","315","5","229","0.0989010989010989",2020-11-01
"Buena Vista","Buena Vista","10489","2355","2049","12","294","0.224520926685099",2020-11-01
"Butler","Butler","4045","435","348","3","84","0.107540173053152",2020-11-01
"Calhoun","Calhoun","3175","347","266","4","77","0.109291338582677",2020-11-01
"Carroll","Carroll","7313","1258","759","13","486","0.172022425817038",2020-11-01
"Cass","Cass","3739","476","306","3","167","0.127306766515111",2020-11-01
"Cedar","Cedar","5143","540","279","7","254","0.10499708341435",2020-11-01
"Cerro Gordo","Cerro Gordo","13906","1600","1097","27","476","0.115058248238171",2020-11-01
"Cherokee","Cherokee","3440","445","302","2","141","0.129360465116279",2020-11-01
"Chickasaw","Chickasaw","3063","389","353","1","35","0.12699967352269",2020-11-01
"Clarke","Clarke","2832","369","267","3","99","0.130296610169492",2020-11-01
"Clay","Clay","4807","594","372","4","218","0.123569794050343",2020-11-01
"Clayton","Clayton","4093","556","361","3","192","0.135841680918642",2020-11-01
"Clinton","Clinton","12330","1632","1185","28","419","0.132360097323601",2020-11-01
"Crawford","Crawford","6145","1410","1139","15","256","0.229454841334418",2020-11-01
"Dallas","Dallas","31351","3764","2891","47","826","0.120059966189276",2020-11-01
"Davis","Davis","1679","204","131","4","69","0.121500893388922",2020-11-01
"Decatur","Decatur","2000","174","74","0","100","0.087",2020-11-01
"Delaware","Delaware","4898","875","544","14","317","0.178644344630461",2020-11-01
"Des Moines","Des Moines","12304","1633","895","11","727","0.132721066319896",2020-11-01
"Dickinson","Dickinson","6447","842","570","9","263","0.130603381417714",2020-11-01
"Dubuque","Dubuque","37079","5819","3719","59","2041","0.15693519242698",2020-11-01
"Emmet","Emmet","2913","469","316","21","132","0.161002403020941",2020-11-01
"Fayette","Fayette","5105","445","255","4","186","0.0871694417238002",2020-11-01
"Floyd","Floyd","4580","483","412","11","60","0.105458515283843",2020-11-01
"Franklin","Franklin","2955","411","347","18","46","0.139086294416244",2020-11-01
"Fremont","Fremont","1599","222","149","2","71","0.138836772983114",2020-11-01
"Greene","Greene","2573","210","136","0","74","0.0816167897396036",2020-11-01
"Grundy","Grundy","3365","372","240","6","126","0.110549777117385",2020-11-01
"Guthrie","Guthrie","3320","427","282","15","130","0.128614457831325",2020-11-01
"Hamilton","Hamilton","4443","504","446","5","53","0.113436866981769",2020-11-01
"Hancock","Hancock","3229","410","270","6","134","0.126974295447507",2020-11-01
"Hardin","Hardin","4810","549","321","7","221","0.114137214137214",2020-11-01
"Harrison","Harrison","3875","738","350","17","371","0.190451612903226",2020-11-01
"Henry","Henry","6459","1174","837","5","332","0.181761882644372",2020-11-01
"Howard","Howard","2520","293","190","9","94","0.116269841269841",2020-11-01
"Humboldt","Humboldt","2920","395","254","3","138","0.13527397260274",2020-11-01
"Ida","Ida","1884","247","147","2","98","0.131104033970276",2020-11-01
"Iowa","Iowa","4883","477","248","10","219","0.0976858488634036",2020-11-01
