"","EventResidentCounty","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Active","positivity","date"
"Adair","Adair","1191","43","20","1","22","0.0361041141897565",2020-08-25
"Adams","Adams","461","20","17","0","3","0.0433839479392625",2020-08-25
"Allamakee","Allamakee","2298","168","141","4","23","0.0731070496083551",2020-08-25
"Appanoose","Appanoose","1803","67","55","3","9","0.0371602884082085",2020-08-25
"Audubon","Audubon","800","36","24","1","11","0.045",2020-08-25
"Benton","Benton","3878","182","132","1","49","0.0469314079422383",2020-08-25
"Black Hawk","Black Hawk","27661","3523","2847","71","605","0.127363435884458",2020-08-25
"Boone","Boone","4623","322","224","3","95","0.0696517412935323",2020-08-25
"Bremer","Bremer","4034","265","167","7","91","0.0656916212196331",2020-08-25
"Buchanan","Buchanan","3346","164","96","1","67","0.0490137477585176",2020-08-25
"Buena Vista","Buena Vista","8237","1817","1765","12","40","0.220590020638582",2020-08-25
"Butler","Butler","2534","163","135","2","26","0.0643251775848461",2020-08-25
"Calhoun","Calhoun","1860","104","81","2","21","0.0559139784946237",2020-08-25
"Carroll","Carroll","3985","306","181","2","123","0.0767879548306148",2020-08-25
"Cass","Cass","1945","104","94","2","8","0.0534704370179949",2020-08-25
"Cedar","Cedar","2770","146","110","1","35","0.0527075812274368",2020-08-25
"Cerro Gordo","Cerro Gordo","9165","723","538","20","165","0.0788870703764321",2020-08-25
"Cherokee","Cherokee","1919","126","112","1","13","0.0656591974986972",2020-08-25
"Chickasaw","Chickasaw","1852","87","73","0","14","0.0469762419006479",2020-08-25
"Clarke","Clarke","1757","216","168","3","45","0.122936824132043",2020-08-25
"Clay","Clay","2913","231","168","2","61","0.0792996910401648",2020-08-25
"Clayton","Clayton","2585","162","107","3","52","0.0626692456479691",2020-08-25
"Clinton","Clinton","7142","680","269","7","404","0.0952114253710445",2020-08-25
"Crawford","Crawford","4014","795","701","3","91","0.198056801195815",2020-08-25
"Dallas","Dallas","20040","2128","1689","36","403","0.106187624750499",2020-08-25
"Davis","Davis","960","77","48","2","27","0.0802083333333333",2020-08-25
"Decatur","Decatur","1088","36","24","0","12","0.0330882352941176",2020-08-25
"Delaware","Delaware","2830","174","132","2","40","0.0614840989399293",2020-08-25
"Des Moines","Des Moines","5844","432","130","3","299","0.0739219712525667",2020-08-25
"Dickinson","Dickinson","4248","402","359","5","38","0.0946327683615819",2020-08-25
"Dubuque","Dubuque","23152","1911","1405","35","471","0.0825414651002073",2020-08-25
"Emmet","Emmet","1713","214","172","7","35","0.124927028604787",2020-08-25
"Fayette","Fayette","3094","126","75","1","50","0.0407239819004525",2020-08-25
"Floyd","Floyd","3072","184","163","3","18","0.0598958333333333",2020-08-25
"Franklin","Franklin","2064","275","239","16","20","0.133236434108527",2020-08-25
"Fremont","Fremont","816","54","27","0","27","0.0661764705882353",2020-08-25
"Greene","Greene","1417","48","38","0","10","0.0338743824982357",2020-08-25
"Grundy","Grundy","2110","113","68","1","44","0.0535545023696682",2020-08-25
"Guthrie","Guthrie","2038","157","122","5","30","0.077036310107949",2020-08-25
"Hamilton","Hamilton","3016","248","228","2","18","0.0822281167108753",2020-08-25
"Hancock","Hancock","2040","137","124","2","11","0.067156862745098",2020-08-25
"Hardin","Hardin","2903","214","148","1","65","0.0737168446434723",2020-08-25
"Harrison","Harrison","1861","137","108","1","28","0.0736163353036002",2020-08-25
"Henry","Henry","3149","205","104","4","97","0.065100031756113",2020-08-25
"Howard","Howard","1461","89","51","0","38","0.0609171800136893",2020-08-25
"Humboldt","Humboldt","1743","100","86","2","12","0.057372346528973",2020-08-25
"Ida","Ida","1061","36","29","0","7","0.0339302544769086",2020-08-25
"Iowa","Iowa","2965","107","80","1","26","0.0360876897133221",2020-08-25
"Jackson","Jackson","2994","180","125","1","54","0.0601202404809619",2020-08-25
"Jasper","Jasper","5644","524","419","30","75","0.0928419560595322",2020-08-25
"Jefferson","Jefferson","2228","105","73","0","32","0.0471274685816876",2020-08-25
"Johnson","Johnson","28869","2639","1816","24","799","0.0914129342893761",2020-08-25
"Jones","Jones","2899","155","116","2","37","0.0534667126595378",2020-08-25
"Keokuk","Keokuk","1227","48","27","1","20","0.039119804400978",2020-08-25
"Kossuth","Kossuth","2408","113","76","0","37","0.0469269102990033",2020-08-25
"Lee","Lee","4161","276","82","5","189","0.0663302090843547",2020-08-25
"Linn","Linn","38964","2762","2272","91","399","0.0708859460014372",2020-08-25
"Louisa","Louisa","2023","382","360","14","8","0.188828472565497",2020-08-25
"Lucas","Lucas","1070","83","36","4","43","0.0775700934579439",2020-08-25
"Lyon","Lyon","1242","136","120","2","14","0.109500805152979",2020-08-25
"Madison","Madison","2663","150","93","2","55","0.0563274502440856",2020-08-25
"Mahaska","Mahaska","2415","166","123","18","25","0.0687370600414079",2020-08-25
"Marion","Marion","4528","325","197","0","128","0.0717756183745583",2020-08-25
"Marshall","Marshall","9258","1571","1331","28","212","0.169691077986606",2020-08-25
"Mills","Mills","2989","118","75","1","42","0.0394780863164938",2020-08-25
"Mitchell","Mitchell","2100","93","76","0","17","0.0442857142857143",2020-08-25
"Monona","Monona","1302","105","88","1","16","0.0806451612903226",2020-08-25
"Monroe","Monroe","975","93","58","8","27","0.0953846153846154",2020-08-25
"Montgomery","Montgomery","1501","68","58","4","6","0.0453031312458361",2020-08-25
