"","date","County","Total.Tests","Total.Positive.Tests","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Individuals.Tested","Individuals.Positive","Active","date"
"Adair",2021-07-01,"Adair",12889,996,842,32,22,10,3863,876,2,2021-07-01
"Adams",2021-07-01,"Adams",6267,359,342,4,4,0,1705,348,2,2021-07-01
"Allamakee",2021-07-01,"Allamakee",23003,1591,1472,52,42,10,6647,1529,5,2021-07-01
"Appanoose",2021-07-01,"Appanoose",19435,1469,1241,49,44,5,6496,1291,1,2021-07-01
"Audubon",2021-07-01,"Audubon",14064,555,507,11,10,1,2909,534,16,2021-07-01
"Benton",2021-07-01,"Benton",40636,2785,2524,55,44,11,13824,2614,35,2021-07-01
"Black Hawk",2021-07-01,"Black Hawk",231377,17832,15661,315,291,24,75486,16293,317,2021-07-01
"Boone",2021-07-01,"Boone",47010,2873,2651,34,31,3,14845,2685,0,2021-07-01
"Bremer",2021-07-01,"Bremer",43172,3035,2809,62,52,10,13147,2891,20,2021-07-01
"Buchanan",2021-07-01,"Buchanan",34051,2058,1889,34,27,7,10175,1943,20,2021-07-01
"Buena Vista",2021-07-01,"Buena Vista",47473,4977,4222,40,36,4,15588,4274,12,2021-07-01
"Butler",2021-07-01,"Butler",31438,1762,1622,35,31,4,7546,1667,10,2021-07-01
"Calhoun",2021-07-01,"Calhoun",19898,1447,1375,13,12,1,5649,1392,4,2021-07-01
"Carroll",2021-07-01,"Carroll",39363,3089,2819,52,43,9,12018,2873,2,2021-07-01
"Cass",2021-07-01,"Cass",21899,1477,1341,55,49,6,6745,1391,-5,2021-07-01
"Cedar",2021-07-01,"Cedar",34101,2017,1889,23,21,2,9856,1924,12,2021-07-01
"Cerro Gordo",2021-07-01,"Cerro Gordo",84651,6005,5410,97,80,17,27122,5550,43,2021-07-01
"Cherokee",2021-07-01,"Cherokee",22451,1703,1554,38,30,8,6362,1599,7,2021-07-01
"Chickasaw",2021-07-01,"Chickasaw",18955,1324,1233,17,14,3,5869,1251,1,2021-07-01
"Clarke",2021-07-01,"Clarke",14470,1074,985,24,22,2,5257,1013,4,2021-07-01
"Clay",2021-07-01,"Clay",33002,2281,2136,27,22,5,8991,2168,5,2021-07-01
"Clayton",2021-07-01,"Clayton",27479,1798,1657,57,48,9,7754,1712,-2,2021-07-01
"Clinton",2021-07-01,"Clinton",69983,6098,5520,93,79,14,25102,5617,4,2021-07-01
"Crawford",2021-07-01,"Crawford",30104,2933,2647,41,35,6,9302,2687,-1,2021-07-01
"Dallas",2021-07-01,"Dallas",137529,12645,11161,99,85,14,58282,11302,42,2021-07-01
"Davis",2021-07-01,"Davis",12101,927,824,25,23,2,3788,853,4,2021-07-01
"Decatur",2021-07-01,"Decatur",11046,636,610,9,9,0,3792,620,1,2021-07-01
"Delaware",2021-07-01,"Delaware",31423,2159,2064,43,38,5,8663,2111,4,2021-07-01
"Des Moines",2021-07-01,"Des Moines",62318,5068,4599,73,61,12,22905,4689,17,2021-07-01
"Dickinson",2021-07-01,"Dickinson",29279,2689,2451,44,38,6,11103,2495,0,2021-07-01
"Dubuque",2021-07-01,"Dubuque",206293,14856,13260,212,195,17,61024,13536,64,2021-07-01
"Emmet",2021-07-01,"Emmet",18232,1439,1311,41,39,2,5534,1359,7,2021-07-01
