"","date","County","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Active","positivity"
"Taylor",2020-12-24,"Taylor",2091,526,460,8,7,1,58,0.251554280248685
"Union",2020-12-24,"Union",5465,998,756,16,16,0,226,0.182616651418115
"Van Buren",2020-12-24,"Van Buren",2177,445,369,11,10,1,65,0.204409738171796
"Wapello",2020-12-24,"Wapello",13384,3016,2472,90,88,2,454,0.225343693962941
"Warren",2020-12-24,"Warren",21830,3601,2765,30,28,2,806,0.164956481905634
"Washington",2020-12-24,"Washington",9465,1799,1397,27,26,1,375,0.190068674062335
"Wayne",2020-12-24,"Wayne",1777,357,290,21,17,4,46,0.200900393922341
"Webster",2020-12-24,"Webster",18330,4324,3529,58,52,6,737,0.235897435897436
"Winnebago",2020-12-24,"Winnebago",4936,1085,889,28,23,5,168,0.219813614262561
"Winneshiek",2020-12-24,"Winneshiek",7828,1334,946,17,15,2,371,0.170413898824732
"Woodbury",2020-12-24,"Woodbury",49031,11983,10290,160,150,10,1533,0.244396402276111
"Worth",2020-12-24,"Worth",2910,491,359,2,2,0,130,0.16872852233677
"Wright",2020-12-24,"Wright",6714,1493,1225,15,13,2,253,0.222371164730414
"Total",2020-12-24,"Totals",1332938,272444,224821,3667,3368,299,43956,0.204393602703202
