"","date","County","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Active","positivity"
"Adair",2020-12-24,"Adair",2896,561,431,17,13,4,113,0.19371546961326
"Adams",2020-12-24,"Adams",1252,245,169,2,2,0,74,0.195686900958466
"Allamakee",2020-12-24,"Allamakee",4859,1130,765,20,16,4,345,0.232558139534884
"Appanoose",2020-12-24,"Appanoose",4706,927,774,34,34,0,119,0.196982575435614
"Audubon",2020-12-24,"Audubon",2029,363,293,7,7,0,63,0.178905864958107
"Benton",2020-12-24,"Benton",10160,1946,1663,35,31,4,248,0.191535433070866
"Black Hawk",2020-12-24,"Black Hawk",56352,12402,10782,211,198,13,1409,0.220080919931857
"Boone",2020-12-24,"Boone",10611,1787,1364,15,13,2,408,0.168410140420319
"Bremer",2020-12-24,"Bremer",9343,2208,1934,40,37,3,234,0.23632666167184
"Buchanan",2020-12-24,"Buchanan",7512,1393,1156,16,15,1,221,0.185436634717785
"Buena Vista",2020-12-24,"Buena Vista",12707,3619,3016,25,22,3,578,0.284803651530652
"Butler",2020-12-24,"Butler",5512,1224,993,17,16,1,214,0.222060957910015
"Calhoun",2020-12-24,"Calhoun",4531,1162,1048,9,9,0,105,0.256455528580887
"Carroll",2020-12-24,"Carroll",9434,2304,1945,27,21,6,332,0.244223023107908
"Cass",2020-12-24,"Cass",5042,1005,780,38,36,2,187,0.199325664418881
"Cedar",2020-12-24,"Cedar",7196,1339,1050,18,17,1,271,0.186075597554197
"Cerro Gordo",2020-12-24,"Cerro Gordo",19442,4216,3463,59,50,9,694,0.216850118300586
"Cherokee",2020-12-24,"Cherokee",4782,1183,834,19,17,2,330,0.247386030949394
"Chickasaw",2020-12-24,"Chickasaw",4265,1008,845,10,9,1,153,0.236342321219226
"Clarke",2020-12-24,"Clarke",3674,633,479,6,6,0,148,0.172291780076211
"Clay",2020-12-24,"Clay",6791,1508,1154,11,8,3,343,0.222058606979826
"Clayton",2020-12-24,"Clayton",5547,1323,1091,39,35,4,193,0.238507301243916
"Clinton",2020-12-24,"Clinton",17493,4012,3257,52,47,5,703,0.229348882410107
"Crawford",2020-12-24,"Crawford",7310,2051,1742,20,17,3,289,0.280574555403557
"Dallas",2020-12-24,"Dallas",42508,7635,6263,62,52,10,1310,0.179613249270726
"Davis",2020-12-24,"Davis",2512,609,477,18,17,1,114,0.242436305732484
"Decatur",2020-12-24,"Decatur",2686,408,321,3,3,0,84,0.151898734177215
"Delaware",2020-12-24,"Delaware",6480,1595,1411,28,27,1,156,0.246141975308642
"Des Moines",2020-12-24,"Des Moines",17022,3412,2845,32,29,3,535,0.200446481024556
"Dickinson",2020-12-24,"Dickinson",8576,1665,1367,13,11,2,285,0.194146455223881
"Dubuque",2020-12-24,"Dubuque",47263,10367,9085,135,127,8,1147,0.219347057952309
"Emmet",2020-12-24,"Emmet",4072,966,774,23,22,1,169,0.237229862475442
"Fayette",2020-12-24,"Fayette",7202,1302,1027,16,15,1,259,0.180783115801166
"Floyd",2020-12-24,"Floyd",6225,1245,1012,33,25,8,200,0.2
"Franklin",2020-12-24,"Franklin",4077,863,720,17,16,1,126,0.211675251410351
"Fremont",2020-12-24,"Fremont",2172,454,373,5,3,2,76,0.20902394106814
"Greene",2020-12-24,"Greene",3450,631,520,7,7,0,104,0.182898550724638
"Grundy",2020-12-24,"Grundy",4551,1027,842,14,12,2,171,0.225664689079323
"Guthrie",2020-12-24,"Guthrie",4532,916,734,22,17,5,160,0.202118270079435
"Hamilton",2020-12-24,"Hamilton",6077,1430,1098,21,21,0,311,0.235313477044594
"Hancock",2020-12-24,"Hancock",4764,1139,853,24,19,5,262,0.239084802686818
"Hardin",2020-12-24,"Hardin",6721,1418,1142,24,22,2,252,0.210980508852849
"Harrison",2020-12-24,"Harrison",5281,1379,1050,52,49,3,277,0.261124786972164
"Henry",2020-12-24,"Henry",9042,2430,1936,23,23,0,471,0.268745852687459
"Howard",2020-12-24,"Howard",3460,672,529,15,11,4,128,0.194219653179191
"Humboldt",2020-12-24,"Humboldt",3866,929,766,18,15,3,145,0.240300051733057
"Ida",2020-12-24,"Ida",2608,680,469,21,20,1,190,0.260736196319018
"Iowa",2020-12-24,"Iowa",6509,1115,911,19,19,0,185,0.171301275157474
"Jackson",2020-12-24,"Jackson",7181,1742,1495,29,28,1,218,0.24258459824537
"Jasper",2020-12-24,"Jasper",14204,2764,2136,51,49,2,577,0.194593072373979
"Jefferson",2020-12-24,"Jefferson",5935,953,703,20,19,1,230,0.160572872788543
"Johnson",2020-12-24,"Johnson",63739,10754,9359,47,43,4,1348,0.16871930842969
"Jones",2020-12-24,"Jones",8079,2544,2295,41,40,1,208,0.314890456739696
"Keokuk",2020-12-24,"Keokuk",3273,763,589,22,22,0,152,0.233119462267033
"Kossuth",2020-12-24,"Kossuth",6206,1466,1040,26,25,1,400,0.236223009990332
"Lee",2020-12-24,"Lee",12722,2776,2008,23,19,4,745,0.218204684797988
"Linn",2020-12-24,"Linn",93762,16217,13922,234,220,14,2061,0.17295919455643
"Louisa",2020-12-24,"Louisa",4403,1021,838,24,20,4,159,0.231887349534408
"Lucas",2020-12-24,"Lucas",2960,512,316,7,7,0,189,0.172972972972973
"Lyon",2020-12-24,"Lyon",3693,1216,1013,23,21,2,180,0.329271594909288
"Madison",2020-12-24,"Madison",5800,905,686,8,7,1,211,0.156034482758621
"Mahaska",2020-12-24,"Mahaska",8256,1629,1225,32,30,2,372,0.197311046511628
"Marion",2020-12-24,"Marion",12196,2583,2020,40,35,5,523,0.211790751065923
"Marshall",2020-12-24,"Marshall",16679,3917,3431,53,50,3,433,0.234846213801787
"Mills",2020-12-24,"Mills",6492,1249,1061,13,12,1,175,0.192390634627234
"Mitchell",2020-12-24,"Mitchell",4494,979,771,26,26,0,182,0.217846016911437
"Monona",2020-12-24,"Monona",3038,539,434,15,14,1,90,0.17741935483871
"Monroe",2020-12-24,"Monroe",2505,599,429,16,15,1,154,0.239121756487026
"Montgomery",2020-12-24,"Montgomery",3407,696,457,14,13,1,225,0.204285294980922
"Muscatine",2020-12-24,"Muscatine",17126,3460,2838,73,66,7,549,0.202031998131496
"O'Brien",2020-12-24,"O'Brien",5483,1561,1283,50,46,4,228,0.284698157942732
"Osceola",2020-12-24,"Osceola",2002,604,522,7,6,1,75,0.301698301698302
"Page",2020-12-24,"Page",4996,1329,1192,13,13,0,124,0.266012810248199
"Palo Alto",2020-12-24,"Palo Alto",3666,786,646,7,7,0,133,0.214402618657938
"Pending Investigation",2020-12-24,"Pending Investigation",9380,586,391,0,0,0,195,0.0624733475479744
"Plymouth",2020-12-24,"Plymouth",11135,3295,2719,49,43,6,527,0.295913785361473
"Pocahontas",2020-12-24,"Pocahontas",2944,680,559,8,8,0,113,0.230978260869565
"Polk",2020-12-24,"Polk",215988,40095,33002,401,365,36,6692,0.185635313072949
"Pottawattamie",2020-12-24,"Pottawattamie",38931,8014,6325,87,79,8,1602,0.205851378079166
"Poweshiek",2020-12-24,"Poweshiek",6752,1161,977,24,22,2,160,0.171949052132701
"Ringgold",2020-12-24,"Ringgold",1918,348,214,7,6,1,127,0.181438998957247
"Sac",2020-12-24,"Sac",4394,1018,831,14,14,0,173,0.23167956304051
"Scott",2020-12-24,"Scott",68908,13689,11044,142,134,8,2503,0.198656179253497
"Shelby",2020-12-24,"Shelby",4192,915,751,23,23,0,141,0.218272900763359
"Sioux",2020-12-24,"Sioux",13090,4260,3712,41,40,1,507,0.325439266615737
"Story",2020-12-24,"Story",45126,7815,6804,27,23,4,984,0.173181757744981
"Tama",2020-12-24,"Tama",6843,1716,1483,55,53,2,178,0.250767207365191
