"","EventResidentCounty","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Active","positivity","date"
"Adair","Adair","1959","150","69","1","80","0.0765696784073507",2020-10-23
"Adams","Adams","818","71","36","0","35","0.0867970660146699",2020-10-23
"Allamakee","Allamakee","3303","351","253","8","90","0.106267029972752",2020-10-23
"Appanoose","Appanoose","3113","218","136","3","79","0.0700289110183103",2020-10-23
"Audubon","Audubon","1420","140","83","1","56","0.0985915492957746",2020-10-23
"Benton","Benton","6661","540","316","1","223","0.0810689085722864",2020-10-23
"Black Hawk","Black Hawk","40297","5402","4389","98","915","0.134054644266323",2020-10-23
"Boone","Boone","7390","698","507","9","182","0.0944519621109608",2020-10-23
"Bremer","Bremer","6201","644","486","9","149","0.103854217061764",2020-10-23
"Buchanan","Buchanan","5215","425","275","4","146","0.0814956855225312",2020-10-23
"Buena Vista","Buena Vista","10186","2232","1977","12","243","0.219124288238759",2020-10-23
"Butler","Butler","3848","356","320","2","34","0.0925155925155925",2020-10-23
"Calhoun","Calhoun","3029","287","233","4","50","0.0947507428194123",2020-10-23
"Carroll","Carroll","6829","1075","655","12","408","0.157416898521013",2020-10-23
"Cass","Cass","3492","353","249","2","102","0.101088201603666",2020-10-23
"Cedar","Cedar","4768","431","243","5","183","0.0903942953020134",2020-10-23
"Cerro Gordo","Cerro Gordo","13132","1312","1033","25","254","0.0999086201644837",2020-10-23
"Cherokee","Cherokee","3285","384","252","2","130","0.11689497716895",2020-10-23
"Chickasaw","Chickasaw","2930","339","317","1","21","0.115699658703072",2020-10-23
"Clarke","Clarke","2687","331","257","3","71","0.123185708969111",2020-10-23
"Clay","Clay","4537","510","323","4","183","0.112409080890456",2020-10-23
"Clayton","Clayton","3775","387","304","3","80","0.102516556291391",2020-10-23
"Clinton","Clinton","11564","1421","1099","26","296","0.122881355932203",2020-10-23
"Crawford","Crawford","5968","1341","1070","14","257","0.224698391420912",2020-10-23
"Dallas","Dallas","29800","3379","2755","44","580","0.113389261744966",2020-10-23
"Davis","Davis","1571","164","120","4","40","0.104392106938256",2020-10-23
"Decatur","Decatur","1877","144","65","0","79","0.0767181672882259",2020-10-23
"Delaware","Delaware","4609","734","523","12","199","0.159253634193968",2020-10-23
"Des Moines","Des Moines","11244","1313","788","10","515","0.116773390252579",2020-10-23
"Dickinson","Dickinson","6084","714","519","7","188","0.117357001972387",2020-10-23
"Dubuque","Dubuque","35195","4938","3233","55","1650","0.140304020457451",2020-10-23
"Emmet","Emmet","2704","416","277","17","122","0.153846153846154",2020-10-23
"Fayette","Fayette","4848","358","221","3","134","0.0738448844884489",2020-10-23
"Floyd","Floyd","4374","424","379","11","34","0.096936442615455",2020-10-23
"Franklin","Franklin","2807","378","338","18","22","0.134663341645885",2020-10-23
"Fremont","Fremont","1513","190","117","1","72","0.125578321216127",2020-10-23
"Greene","Greene","2464","182","106","0","76","0.0738636363636364",2020-10-23
"Grundy","Grundy","3199","292","223","5","64","0.0912785245389184",2020-10-23
"Guthrie","Guthrie","3158","376","239","15","122","0.11906269791007",2020-10-23
"Hamilton","Hamilton","4251","462","401","3","58","0.108680310515173",2020-10-23
"Hancock","Hancock","3014","300","237","4","59","0.099535500995355",2020-10-23
"Hardin","Hardin","4507","450","298","6","146","0.0998446860439317",2020-10-23
"Harrison","Harrison","3610","624","247","9","368","0.172853185595568",2020-10-23
"Henry","Henry","6056","1011","758","5","248","0.166941875825627",2020-10-23
"Howard","Howard","2403","261","179","9","73","0.108614232209738",2020-10-23
"Humboldt","Humboldt","2725","311","238","3","70","0.114128440366972",2020-10-23
"Ida","Ida","1762","184","124","2","58","0.104426787741203",2020-10-23
"Iowa","Iowa","4623","395","207","8","180","0.0854423534501406",2020-10-23
"Jackson","Jackson","4792","564","351","3","210","0.117696160267112",2020-10-23
"Jasper","Jasper","9455","1062","816","34","212","0.112321523003702",2020-10-23
"Jefferson","Jefferson","3385","218","137","1","80","0.0644017725258493",2020-10-23
"Johnson","Johnson","45261","5737","5081","30","626","0.126753717328384",2020-10-23
"Jones","Jones","4736","424","273","3","148","0.089527027027027",2020-10-23
"Keokuk","Keokuk","1988","149","115","1","33","0.0749496981891348",2020-10-23
"Kossuth","Kossuth","4211","447","274","0","173","0.106150558062218",2020-10-23
"Lee","Lee","8254","917","634","10","273","0.111097649624425",2020-10-23
"Linn","Linn","61184","5288","3936","129","1223","0.0864278242677824",2020-10-23
"Louisa","Louisa","3063","509","413","15","81","0.166176950701926",2020-10-23
"Lucas","Lucas","1975","197","152","6","39","0.099746835443038",2020-10-23
"Lyon","Lyon","2445","528","319","7","202","0.215950920245399",2020-10-23
"Madison","Madison","4132","352","225","3","124","0.085188770571152",2020-10-23
"Mahaska","Mahaska","5898","659","426","24","209","0.111732790776534",2020-10-23
"Marion","Marion","8123","960","869","10","81","0.118182937338422",2020-10-23
"Marshall","Marshall","12632","1965","1750","36","179","0.155557314756175",2020-10-23
"Mills","Mills","4435","357","182","1","174","0.0804960541149944",2020-10-23
"Mitchell","Mitchell","3140","240","190","0","50","0.0764331210191083",2020-10-23
"Monona","Monona","2203","236","167","1","68","0.107126645483432",2020-10-23
"Monroe","Monroe","1733","252","150","11","91","0.145412579342181",2020-10-23
"Montgomery","Montgomery","2251","162","140","6","16","0.071968014215904",2020-10-23
"Muscatine","Muscatine","11444","1403","1057","58","288","0.122596994058022",2020-10-23
"O'Brien","O'Brien","3625","617","380","14","223","0.170206896551724",2020-10-23
"Osceola","Osceola","1322","262","166","0","96","0.198184568835098",2020-10-23
"Page","Page","3432","375","286","0","89","0.109265734265734",2020-10-23
"Palo Alto","Palo Alto","2518","298","211","2","85","0.118347895154885",2020-10-23
"Pending Investigation","Pending Investigation","5146","15","0","0","15","0.00291488534784298",2020-10-23
"Plymouth","Plymouth","7925","1606","1118","27","461","0.202649842271293",2020-10-23
"Pocahontas","Pocahontas","2022","217","159","2","56","0.107319485657765",2020-10-23
"Polk","Polk","151188","18470","15640","285","2545","0.122165780352938",2020-10-23
"Pottawattamie","Pottawattamie","26033","3098","2285","44","769","0.119002804133216",2020-10-23
"Poweshiek","Poweshiek","4653","447","321","11","115","0.096067053513862",2020-10-23
"Ringgold","Ringgold","1367","87","68","2","17","0.063643013899049",2020-10-23
"Sac","Sac","3187","381","257","4","120","0.119548164417948",2020-10-23
"Scott","Scott","44974","4284","2991","37","1256","0.0952550362431627",2020-10-23
"Shelby","Shelby","2859","360","312","1","47","0.12591815320042",2020-10-23
