"","EventResidentCounty","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Active","positivity","date"
"Mills","Mills","3667","181","132","1","48","0.0493591491682574",2020-09-28
"Mitchell","Mitchell","2795","191","109","0","82","0.0683363148479428",2020-09-28
"Monona","Monona","1916","157","108","1","48","0.0819415448851775",2020-09-28
"Monroe","Monroe","1378","159","103","11","45","0.115384615384615",2020-09-28
"Montgomery","Montgomery","1927","97","82","5","10","0.0503373118837571",2020-09-28
"Muscatine","Muscatine","9389","1111","926","55","130","0.118329960592182",2020-09-28
"O'Brien","O'Brien","3050","387","202","9","176","0.126885245901639",2020-09-28
"Osceola","Osceola","1034","168","102","0","66","0.16247582205029",2020-09-28
"Page","Page","2723","170","150","0","20","0.0624311421226588",2020-09-28
"Palo Alto","Palo Alto","2142","203","112","0","91","0.0947712418300654",2020-09-28
"Pending Investigation","Pending Investigation","2801","23","1","0","22","0.00821135308818279",2020-09-28
"Plymouth","Plymouth","6644","1155","733","21","401","0.173841059602649",2020-09-28
"Pocahontas","Pocahontas","1756","163","133","2","28","0.0928246013667426",2020-09-28
"Polk","Polk","131579","15963","13259","262","2442","0.121318751472499",2020-09-28
"Pottawattamie","Pottawattamie","21286","2141","1736","39","366","0.100582542516208",2020-09-28
"Poweshiek","Poweshiek","3704","304","199","8","97","0.08207343412527",2020-09-28
"Ringgold","Ringgold","1152","52","44","2","6","0.0451388888888889",2020-09-28
"Sac","Sac","2706","258","116","0","142","0.0953436807095344",2020-09-28
"Scott","Scott","37223","3024","2227","28","769","0.0812400934905838",2020-09-28
"Shelby","Shelby","2388","267","240","1","26","0.111809045226131",2020-09-28
"Sioux","Sioux","7666","1648","901","3","744","0.214975215236107",2020-09-28
"Story","Story","29885","3454","2441","17","996","0.115576376108416",2020-09-28
"Tama","Tama","4470","734","631","31","72","0.16420581655481",2020-09-28
"Taylor","Taylor","1226","131","114","1","16","0.106851549755302",2020-09-28
"Union","Union","3086","137","88","3","46","0.0443940375891121",2020-09-28
"Van Buren","Van Buren","1207","114","98","1","15","0.0944490472245236",2020-09-28
"Wapello","Wapello","8260","1333","1161","57","115","0.16138014527845",2020-09-28
"Warren","Warren","12614","965","779","6","180","0.0765022990328207",2020-09-28
"Washington","Washington","5009","466","351","11","104","0.0930325414254342",2020-09-28
"Wayne","Wayne","1106","87","76","2","9","0.0786618444846293",2020-09-28
"Webster","Webster","11954","1272","1085","14","173","0.106407896938263",2020-09-28
"Winnebago","Winnebago","3018","315","182","13","120","0.104373757455268",2020-09-28
"Winneshiek","Winneshiek","4286","339","246","6","87","0.0790947270181988",2020-09-28
"Woodbury","Woodbury","31156","5511","4114","64","1333","0.176884067274361",2020-09-28
"Worth","Worth","1680","109","81","0","28","0.0648809523809524",2020-09-28
"Wright","Wright","4508","592","529","1","62","0.131322094055013",2020-09-28
"Total","Totals","785124","86661","66162","1316","19183","0.110378742720895",2020-09-28
