"","EventResidentCounty","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Active","positivity","date"
"Adair","Adair","2559","415","189","7","219","0.162172723720203",2020-11-24
"Adams","Adams","1080","155","82","1","72","0.143518518518519",2020-11-24
"Allamakee","Allamakee","4157","728","375","11","342","0.175126292999759",2020-11-24
"Appanoose","Appanoose","4147","744","242","6","496","0.179406800096455",2020-11-24
"Audubon","Audubon","1760","283","151","1","131","0.160795454545455",2020-11-24
"Benton","Benton","9136","1614","611","15","988","0.176663747810858",2020-11-24
"Black Hawk","Black Hawk","50712","10413","5738","127","4548","0.205336015144345",2020-11-24
"Boone","Boone","9132","1295","721","11","563","0.141809023215068",2020-11-24
"Bremer","Bremer","8353","1830","704","12","1114","0.219082964204477",2020-11-24
"Buchanan","Buchanan","6746","1106","462","9","635","0.163949006818856",2020-11-24
"Buena Vista","Buena Vista","11522","2917","2260","14","643","0.253167852803333",2020-11-24
"Butler","Butler","4943","913","452","4","457","0.184705644345539",2020-11-24
"Calhoun","Calhoun","4114","1007","357","7","643","0.244773942634905",2020-11-24
"Carroll","Carroll","8500","1910","1162","20","728","0.224705882352941",2020-11-24
"Cass","Cass","4362","755","494","19","242","0.173085740486016",2020-11-24
"Cedar","Cedar","6355","1017","474","13","530","0.160031471282455",2020-11-24
"Cerro Gordo","Cerro Gordo","17189","3296","1411","41","1844","0.191750538134854",2020-11-24
"Cherokee","Cherokee","4080","771","407","4","360","0.188970588235294",2020-11-24
"Chickasaw","Chickasaw","3807","793","607","3","183","0.208300499080641",2020-11-24
"Clarke","Clarke","3186","462","350","4","108","0.145009416195857",2020-11-24
"Clay","Clay","5824","1077","542","4","531","0.184924450549451",2020-11-24
"Clayton","Clayton","4895","1036","466","4","566","0.211644535240041",2020-11-24
"Clinton","Clinton","15248","3090","1505","37","1548","0.202649527806925",2020-11-24
"Crawford","Crawford","6731","1706","1364","15","327","0.253454167285693",2020-11-24
"Dallas","Dallas","37422","6043","3461","56","2526","0.161482550371439",2020-11-24
"Davis","Davis","2163","441","183","5","253","0.203883495145631",2020-11-24
"Decatur","Decatur","2323","302","158","0","144","0.130004304778304",2020-11-24
"Delaware","Delaware","5808","1363","799","21","543","0.234676308539945",2020-11-24
"Des Moines","Des Moines","14996","2702","1460","16","1226","0.180181381701787",2020-11-24
"Dickinson","Dickinson","7461","1280","768","10","502","0.171558772282536",2020-11-24
"Dubuque","Dubuque","43113","8819","5340","90","3389","0.204555470507735",2020-11-24
"Emmet","Emmet","3436","710","428","23","259","0.206635622817229",2020-11-24
"Fayette","Fayette","6364","983","388","8","587","0.154462602137021",2020-11-24
"Floyd","Floyd","5562","974","479","14","481","0.175116864437253",2020-11-24
"Franklin","Franklin","3596","687","399","19","269","0.191045606229143",2020-11-24
"Fremont","Fremont","1909","348","210","3","135","0.182294394971189",2020-11-24
"Greene","Greene","3048","504","191","0","313","0.165354330708661",2020-11-24
"Grundy","Grundy","4081","801","320","10","471","0.196275422690517",2020-11-24
"Guthrie","Guthrie","4007","708","394","15","299","0.176690791115548",2020-11-24
"Hamilton","Hamilton","5287","1025","505","7","513","0.193871760923019",2020-11-24
"Hancock","Hancock","4133","813","364","7","442","0.196709412049359",2020-11-24
"Hardin","Hardin","5937","1079","483","10","586","0.181741620346977",2020-11-24
"Harrison","Harrison","4511","1023","669","28","326","0.226778984704057",2020-11-24
"Henry","Henry","7705","1709","1094","7","608","0.221804023361454",2020-11-24
"Howard","Howard","3017","507","264","9","234","0.168047729532648",2020-11-24
"Humboldt","Humboldt","3429","705","350","5","350","0.205599300087489",2020-11-24
"Ida","Ida","2227","445","195","10","240","0.199820386169735",2020-11-24
"Iowa","Iowa","5849","881","408","11","462","0.150624038297145",2020-11-24
"Jackson","Jackson","6328","1379","671","8","700","0.217920353982301",2020-11-24
"Jasper","Jasper","12140","2072","1118","39","915","0.170675453047776",2020-11-24
"Jefferson","Jefferson","5128","636","247","1","388","0.12402496099844",2020-11-24
"Johnson","Johnson","57020","9147","5892","35","3220","0.16041739740442",2020-11-24
"Jones","Jones","7416","2236","472","12","1752","0.30151024811219",2020-11-24
"Keokuk","Keokuk","2818","540","170","7","363","0.191625266146203",2020-11-24
"Kossuth","Kossuth","5375","955","483","4","468","0.177674418604651",2020-11-24
"Lee","Lee","10960","1908","984","15","909","0.174087591240876",2020-11-24
"Linn","Linn","83401","13465","5627","161","7677","0.161448903490366",2020-11-24
"Louisa","Louisa","3932","817","521","16","280","0.207782299084435",2020-11-24
"Lucas","Lucas","2461","307","202","6","99","0.124746038195855",2020-11-24
"Lyon","Lyon","3191","968","553","8","407","0.303353180821059",2020-11-24
"Madison","Madison","5047","648","364","4","280","0.128393104814741",2020-11-24
"Mahaska","Mahaska","7195","1216","695","27","494","0.169006254343294",2020-11-24
"Marion","Marion","10468","1950","1067","18","865","0.186282002292702",2020-11-24
"Marshall","Marshall","15180","3344","2037","42","1265","0.220289855072464",2020-11-24
"Mills","Mills","5685","991","404","6","581","0.174318381706245",2020-11-24
"Mitchell","Mitchell","4026","719","286","4","429","0.178589170392449",2020-11-24
"Monona","Monona","2655","400","248","2","150","0.150659133709981",2020-11-24
"Monroe","Monroe","2158","430","254","12","164","0.199258572752549",2020-11-24
"Montgomery","Montgomery","2880","432","202","10","220","0.15",2020-11-24
"Muscatine","Muscatine","14975","2706","1447","66","1193","0.180701168614357",2020-11-24
"O'Brien","O'Brien","4704","1196","696","29","471","0.254251700680272",2020-11-24
"Osceola","Osceola","1758","501","298","1","202","0.284982935153584",2020-11-24
"Page","Page","4480","1083","439","4","640","0.241741071428571",2020-11-24
"Palo Alto","Palo Alto","3263","610","327","4","279","0.186944529574012",2020-11-24
"Pending Investigation","Pending Investigation","8028","606","2","0","604","0.0754857997010463",2020-11-24
"Plymouth","Plymouth","9749","2611","1685","37","889","0.267822340752898",2020-11-24
"Pocahontas","Pocahontas","2668","532","232","2","298","0.199400299850075",2020-11-24
"Polk","Polk","190623","31780","19130","324","12326","0.166716503255116",2020-11-24
"Pottawattamie","Pottawattamie","33254","5863","3354","66","2443","0.176309616888194",2020-11-24
"Poweshiek","Poweshiek","6002","938","484","12","442","0.156281239586804",2020-11-24
"Ringgold","Ringgold","1688","191","94","2","95","0.113151658767773",2020-11-24
"Sac","Sac","3948","788","400","7","381","0.199594731509625",2020-11-24
"Scott","Scott","59925","10448","4808","75","5565","0.174351272423863",2020-11-24
"Shelby","Shelby","3638","728","436","5","287","0.200109950522265",2020-11-24
"Sioux","Sioux","11562","3544","2489","25","1030","0.306521363085971",2020-11-24
"Story","Story","40347","6499","4049","19","2431","0.161077651374328",2020-11-24
"Tama","Tama","6202","1468","927","40","501","0.236697839406643",2020-11-24
"Taylor","Taylor","1851","432","251","2","179","0.233387358184765",2020-11-24
"Union","Union","4840","710","277","6","427","0.146694214876033",2020-11-24
"Van Buren","Van Buren","1885","336","185","4","147","0.178249336870027",2020-11-24
"Wapello","Wapello","11575","2428","1528","71","829","0.209762419006479",2020-11-24
"Warren","Warren","19127","2595","1281","10","1304","0.135672086579181",2020-11-24
"Washington","Washington","8256","1327","667","13","647","0.160731589147287",2020-11-24
