"","date","County","Total.Tests","Total.Positive.Tests","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Individuals.Tested","Individuals.Positive","Active","date"
"Adair",2021-02-27,"Adair",10765,918,680,27,21,6,3386,806,99,2021-02-27
"Adams",2021-02-27,"Adams",4614,325,307,4,4,0,1492,317,6,2021-02-27
"Allamakee",2021-02-27,"Allamakee",17988,1447,1286,45,37,8,5647,1396,65,2021-02-27
"Appanoose",2021-02-27,"Appanoose",15358,1387,1110,47,43,4,5651,1225,68,2021-02-27
"Audubon",2021-02-27,"Audubon",10130,485,422,9,8,1,2438,466,35,2021-02-27
"Benton",2021-02-27,"Benton",31101,2518,2130,54,44,10,11813,2366,182,2021-02-27
"Black Hawk",2021-02-27,"Black Hawk",183427,16216,14096,290,272,18,66129,14857,471,2021-02-27
"Boone",2021-02-27,"Boone",37994,2588,2259,30,28,2,12880,2408,119,2021-02-27
"Bremer",2021-02-27,"Bremer",31995,2786,2484,54,47,7,11410,2648,110,2021-02-27
"Buchanan",2021-02-27,"Buchanan",25598,1843,1626,29,25,4,8789,1750,95,2021-02-27
"Buena Vista",2021-02-27,"Buena Vista",39463,4721,3975,36,33,3,14084,4097,86,2021-02-27
"Butler",2021-02-27,"Butler",24921,1661,1504,31,28,3,6617,1576,41,2021-02-27
"Calhoun",2021-02-27,"Calhoun",15859,1333,1239,11,11,0,4995,1283,33,2021-02-27
"Carroll",2021-02-27,"Carroll",31339,2853,2557,48,40,8,10692,2655,50,2021-02-27
"Cass",2021-02-27,"Cass",17994,1328,1134,51,46,5,5913,1260,75,2021-02-27
"Cedar",2021-02-27,"Cedar",25725,1766,1566,23,21,2,8513,1685,96,2021-02-27
"Cerro Gordo",2021-02-27,"Cerro Gordo",66288,5326,4749,81,68,13,23173,4971,141,2021-02-27
"Cherokee",2021-02-27,"Cherokee",17335,1535,1377,35,29,6,5620,1442,30,2021-02-27
"Chickasaw",2021-02-27,"Chickasaw",15104,1247,1143,13,12,1,5100,1182,26,2021-02-27
"Clarke",2021-02-27,"Clarke",11630,1002,830,20,20,0,4571,940,90,2021-02-27
"Clay",2021-02-27,"Clay",25206,1931,1739,25,20,5,7779,1830,66,2021-02-27
"Clayton",2021-02-27,"Clayton",21011,1679,1516,53,45,8,6543,1595,26,2021-02-27
"Clinton",2021-02-27,"Clinton",52703,5417,4622,84,74,10,20835,4975,269,2021-02-27
"Crawford",2021-02-27,"Crawford",23376,2732,2347,35,31,4,8313,2505,123,2021-02-27
"Dallas",2021-02-27,"Dallas",108797,11300,9270,90,79,11,50292,10069,709,2021-02-27
"Davis",2021-02-27,"Davis",9207,825,697,23,22,1,3179,753,33,2021-02-27
"Decatur",2021-02-27,"Decatur",8705,574,516,9,9,0,3337,558,33,2021-02-27
"Delaware",2021-02-27,"Delaware",23058,1887,1751,39,34,5,7394,1848,58,2021-02-27
"Des Moines",2021-02-27,"Des Moines",47249,4564,3993,61,53,8,19866,4245,191,2021-02-27
"Dickinson",2021-02-27,"Dickinson",22057,2169,1876,38,32,6,9634,2009,95,2021-02-27
"Dubuque",2021-02-27,"Dubuque",159506,13511,11652,194,180,14,53684,12344,498,2021-02-27
"Emmet",2021-02-27,"Emmet",14237,1212,1074,40,38,2,4697,1142,28,2021-02-27
"Fayette",2021-02-27,"Fayette",29856,1841,1663,35,32,3,8637,1767,69,2021-02-27
"Floyd",2021-02-27,"Floyd",21971,1625,1396,40,31,9,7253,1469,33,2021-02-27
"Franklin",2021-02-27,"Franklin",17341,1185,1037,19,18,1,4904,1088,32,2021-02-27
"Fremont",2021-02-27,"Fremont",6402,586,533,9,7,2,2487,554,12,2021-02-27
"Greene",2021-02-27,"Greene",12894,769,698,10,10,0,3853,724,16,2021-02-27
"Grundy",2021-02-27,"Grundy",16487,1388,1212,30,25,5,5436,1313,71,2021-02-27
"Guthrie",2021-02-27,"Guthrie",15277,1162,1032,28,23,5,5235,1083,23,2021-02-27
"Hamilton",2021-02-27,"Hamilton",20613,1916,1610,42,41,1,7102,1734,82,2021-02-27
"Hancock",2021-02-27,"Hancock",18355,1467,1317,29,24,5,5636,1371,25,2021-02-27
"Hardin",2021-02-27,"Hardin",29242,1806,1572,39,33,6,7832,1684,73,2021-02-27
"Harrison",2021-02-27,"Harrison",17834,1790,1546,69,65,4,6068,1665,50,2021-02-27
"Henry",2021-02-27,"Henry",31311,2930,2684,36,35,1,10304,2791,71,2021-02-27
"Howard",2021-02-27,"Howard",14248,1027,883,21,17,4,4250,988,84,2021-02-27
"Humboldt",2021-02-27,"Humboldt",13360,1171,1061,25,22,3,4448,1122,36,2021-02-27
"Ida",2021-02-27,"Ida",10199,908,747,32,30,2,3054,805,26,2021-02-27
"Iowa",2021-02-27,"Iowa",25219,1442,1291,23,21,2,7594,1381,67,2021-02-27
"Jackson",2021-02-27,"Jackson",22003,2211,1963,38,35,3,8466,2092,91,2021-02-27
"Jasper",2021-02-27,"Jasper",43093,4159,3382,66,62,4,16876,3794,346,2021-02-27
"Jefferson",2021-02-27,"Jefferson",17422,1383,1221,32,27,5,7240,1272,19,2021-02-27
"Johnson",2021-02-27,"Johnson",179114,13796,12367,73,68,5,74176,13037,597,2021-02-27
"Jones",2021-02-27,"Jones",22049,2939,2730,54,50,4,9296,2842,58,2021-02-27
"Keokuk",2021-02-27,"Keokuk",13188,978,852,29,29,0,3900,914,33,2021-02-27
"Kossuth",2021-02-27,"Kossuth",21757,2077,1827,54,47,7,7358,1967,86,2021-02-27
"Lee",2021-02-27,"Lee",46367,3745,3336,52,39,13,14889,3526,138,2021-02-27
"Linn",2021-02-27,"Linn",246996,20581,18205,312,282,30,108945,19353,836,2021-02-27
"Louisa",2021-02-27,"Louisa",14901,1280,1144,41,34,7,5095,1218,33,2021-02-27
"Lucas",2021-02-27,"Lucas",7964,729,658,21,17,4,3555,701,22,2021-02-27
"Lyon",2021-02-27,"Lyon",12889,1457,1367,41,37,4,4313,1452,44,2021-02-27
"Madison",2021-02-27,"Madison",17108,1540,1296,18,14,4,7163,1405,91,2021-02-27
"Mahaska",2021-02-27,"Mahaska",26048,2236,1982,46,41,5,9765,2134,106,2021-02-27
"Marion",2021-02-27,"Marion",34843,3582,3142,69,60,9,14740,3379,168,2021-02-27
