"","date","County","Total.Tests","Total.Positive.Tests","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Individuals.Tested","Individuals.Positive","Active","date"
"Adair",2021-03-26,"Adair",11540,954,778,31,22,9,3530,835,26,2021-03-26
"Adams",2021-03-26,"Adams",5064,327,315,4,4,0,1550,319,0,2021-03-26
"Allamakee",2021-03-26,"Allamakee",19700,1533,1357,48,38,10,6070,1479,74,2021-03-26
"Appanoose",2021-03-26,"Appanoose",16507,1414,1180,47,43,4,5866,1246,19,2021-03-26
"Audubon",2021-03-26,"Audubon",11075,500,455,9,8,1,2548,482,18,2021-03-26
"Benton",2021-03-26,"Benton",34353,2614,2317,54,44,10,12473,2458,87,2021-03-26
"Black Hawk",2021-03-26,"Black Hawk",198273,16592,14575,300,279,21,68640,15194,319,2021-03-26
"Boone",2021-03-26,"Boone",41018,2683,2382,30,28,2,13476,2498,86,2021-03-26
"Bremer",2021-03-26,"Bremer",35738,2883,2602,57,48,9,11990,2747,88,2021-03-26
"Buchanan",2021-03-26,"Buchanan",28237,1926,1722,30,26,4,9238,1828,76,2021-03-26
"Buena Vista",2021-03-26,"Buena Vista",42064,4816,4062,39,35,4,14499,4175,74,2021-03-26
"Butler",2021-03-26,"Butler",27510,1698,1540,32,28,4,6884,1608,36,2021-03-26
"Calhoun",2021-03-26,"Calhoun",17105,1369,1274,11,11,0,5201,1321,36,2021-03-26
"Carroll",2021-03-26,"Carroll",33665,2931,2611,49,42,7,11109,2724,64,2021-03-26
"Cass",2021-03-26,"Cass",19385,1396,1215,52,47,5,6197,1324,57,2021-03-26
"Cedar",2021-03-26,"Cedar",28121,1851,1671,23,21,2,8937,1767,73,2021-03-26
"Cerro Gordo",2021-03-26,"Cerro Gordo",70823,5458,4884,85,71,14,24264,5083,114,2021-03-26
"Cherokee",2021-03-26,"Cherokee",19377,1634,1402,37,29,8,5908,1528,89,2021-03-26
"Chickasaw",2021-03-26,"Chickasaw",16144,1270,1175,15,13,2,5313,1208,18,2021-03-26
"Clarke",2021-03-26,"Clarke",12467,1028,921,23,22,1,4770,966,22,2021-03-26
"Clay",2021-03-26,"Clay",27271,2093,1808,25,20,5,8135,1967,134,2021-03-26
"Clayton",2021-03-26,"Clayton",22949,1701,1551,55,46,9,6876,1620,14,2021-03-26
"Clinton",2021-03-26,"Clinton",57103,5599,4906,87,76,11,21965,5132,139,2021-03-26
"Crawford",2021-03-26,"Crawford",25646,2820,2480,36,31,5,8640,2586,70,2021-03-26
"Dallas",2021-03-26,"Dallas",117934,11844,10003,94,83,11,52745,10532,435,2021-03-26
"Davis",2021-03-26,"Davis",10167,854,733,24,23,1,3334,781,24,2021-03-26
"Decatur",2021-03-26,"Decatur",9608,594,558,9,9,0,3492,579,12,2021-03-26
"Delaware",2021-03-26,"Delaware",25111,1970,1807,39,35,4,7812,1916,70,2021-03-26
