"","County","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Active","positivity","date"
"1","Adair",4663,1230,1066,41,123,0.263778683251126,2021-12-08
"2","Adams",2214,605,550,9,46,0.273261065943993,2021-12-08
"3","Allamakee",8223,2181,1944,56,181,0.265231667274717,2021-12-08
"4","Appanoose",8352,2173,1930,58,185,0.260177203065134,2021-12-08
"5","Audubon",3614,801,715,17,69,0.22163807415606,2021-12-08
"6","Benton",17279,4343,3817,60,466,0.251345563979397,2021-12-08
"7","Black Hawk",94408,23080,21098,387,1595,0.244470807558681,2021-12-08
"8","Boone",18310,4107,3728,43,336,0.224303659202622,2021-12-08
"9","Bremer",16170,4144,3721,74,349,0.256277056277056,2021-12-08
"10","Buchanan",12852,3312,2924,43,345,0.257703081232493,2021-12-08
"11","Buena Vista",18883,5092,4939,49,104,0.269660541227559,2021-12-08
"12","Butler",9355,2461,2187,47,227,0.263067878140032,2021-12-08
"13","Calhoun",6864,2031,1920,19,92,0.295891608391608,2021-12-08
"14","Carroll",14154,3791,3563,56,172,0.267839480005652,2021-12-08
"15","Cass",8429,2403,2209,68,126,0.285087198955985,2021-12-08
"16","Cedar",12219,2784,2584,27,173,0.227841885588019,2021-12-08
"17","Cerro Gordo",33119,8482,7588,128,766,0.256106766508651,2021-12-08
"18","Cherokee",7763,2242,2003,47,192,0.288805874017777,2021-12-08
"19","Chickasaw",7390,1945,1714,23,208,0.26319350473613,2021-12-08
"20","Clarke",6675,1690,1512,29,149,0.253183520599251,2021-12-08
"21","Clay",10814,3022,2878,38,106,0.279452561494359,2021-12-08
"22","Clayton",9944,2616,2298,62,256,0.263073209975865,2021-12-08
"23","Clinton",31500,8497,7399,116,982,0.269746031746032,2021-12-08
"24","Crawford",11031,3617,3449,48,120,0.327894116580546,2021-12-08
"25","Dallas",72984,16034,14809,117,1108,0.219691987284884,2021-12-08
"26","Davis",4759,1290,1193,25,72,0.271065349863417,2021-12-08
"27","Decatur",4767,1101,928,14,159,0.23096286972939,2021-12-08
"28","Delaware",10769,3149,2753,56,340,0.292413408858761,2021-12-08
"29","Des Moines",28082,7248,6925,109,214,0.258101274837975,2021-12-08
"30","Dickinson",12878,3249,3057,56,136,0.252290728373971,2021-12-08
"31","Dubuque",74337,19729,17381,246,2102,0.265399464600401,2021-12-08
"32","Emmet",6605,1860,1699,46,115,0.281604844814534,2021-12-08
"33","Fayette",12430,2996,2706,56,234,0.241029766693483,2021-12-08
"34","Floyd",10549,2693,2424,50,219,0.255284861124277,2021-12-08
"35","Franklin",7379,1934,1721,32,181,0.26209513484212,2021-12-08
"36","Fremont",3826,1013,927,14,72,0.264767381076843,2021-12-08
