"","County","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Active","positivity","date"
"1","Adair",5027,1525,1304,47,174,0.30336184603143,2022-02-01
"2","Adams",2460,783,634,12,137,0.318292682926829,2022-02-01
"3","Allamakee",8875,2740,2277,58,405,0.308732394366197,2022-02-01
"4","Appanoose",8869,2736,2232,63,441,0.3084902469275,2022-02-01
"5","Audubon",4019,1052,844,18,190,0.261756655884548,2022-02-01
"6","Benton",18574,5769,4634,71,1064,0.310595456013783,2022-02-01
"7","Black Hawk",102420,31394,24503,438,6453,0.306522163639914,2022-02-01
"8","Boone",19522,5182,4343,48,791,0.265444114332548,2022-02-01
"9","Bremer",17452,5258,4330,78,850,0.301283520513408,2022-02-01
"10","Buchanan",13852,4321,3487,54,780,0.311940514005198,2022-02-01
"11","Buena Vista",20044,6268,4992,51,1225,0.312712033526242,2022-02-01
"12","Butler",10027,3057,2523,48,486,0.304876832552109,2022-02-01
"13","Calhoun",7362,2507,2085,21,401,0.340532464004347,2022-02-01
"14","Carroll",15186,4758,3852,61,845,0.313314895298301,2022-02-01
"15","Cass",8950,2830,2414,75,341,0.316201117318436,2022-02-01
"16","Cedar",13362,3880,3021,30,829,0.290375692261637,2022-02-01
"17","Cerro Gordo",35264,10548,8808,153,1587,0.299115245009074,2022-02-01
"18","Cherokee",8399,2861,2259,54,548,0.340635789974997,2022-02-01
"19","Chickasaw",8060,2572,2108,30,434,0.319106699751861,2022-02-01
"20","Clarke",7179,2141,1756,33,352,0.298230951385987,2022-02-01
"21","Clay",11622,3940,3069,40,831,0.339012218206849,2022-02-01
"22","Clayton",10759,3290,2752,71,467,0.305790500975927,2022-02-01
"23","Clinton",33991,11117,8929,133,2055,0.327057162189991,2022-02-01
"24","Crawford",11919,4391,3702,50,639,0.368403389546103,2022-02-01
"25","Dallas",78994,21633,17115,129,4389,0.273856242246247,2022-02-01
"26","Davis",5047,1532,1339,27,166,0.303546661383,2022-02-01
"27","Decatur",5223,1430,1159,22,249,0.273789010147425,2022-02-01
"28","Delaware",11577,3893,3243,65,585,0.336270190895742,2022-02-01
"29","Des Moines",29666,8690,7338,123,1229,0.292927930964741,2022-02-01
"30","Dickinson",13754,4006,3363,66,577,0.291260724152974,2022-02-01
"31","Dubuque",79946,24764,20544,280,3940,0.309759087383984,2022-02-01
"32","Emmet",7003,2268,1882,49,337,0.323861202341854,2022-02-01
"33","Fayette",13415,3855,3120,68,667,0.287364890048453,2022-02-01
"34","Floyd",11246,3385,2750,59,576,0.300995909656767,2022-02-01
"35","Franklin",7909,2395,1977,39,379,0.302819572638766,2022-02-01
"36","Fremont",4200,1329,1049,21,259,0.316428571428571,2022-02-01
"37","Greene",5988,1634,1352,19,263,0.272879091516366,2022-02-01
"38","Grundy",8167,2427,1964,40,423,0.297171544018612,2022-02-01
"39","Guthrie",8535,2261,1803,42,416,0.264909197422378,2022-02-01
"40","Hamilton",11021,3340,2719,66,555,0.303057798747845,2022-02-01
"41","Hancock",8502,2700,2325,45,330,0.31757233592096,2022-02-01
"42","Hardin",12634,3938,3086,57,795,0.311698591103372,2022-02-01
"43","Harrison",9264,3309,2612,89,608,0.357189119170984,2022-02-01
"44","Henry",16140,5350,4426,62,862,0.331474597273854,2022-02-01
"45","Howard",6455,1972,1633,30,309,0.305499612703331,2022-02-01
"46","Humboldt",6824,2549,2110,35,404,0.373534583821805,2022-02-01
"47","Ida",4876,1751,1360,47,344,0.359105824446267,2022-02-01
"48","Iowa",11929,3509,2591,44,874,0.294157096152234,2022-02-01
"49","Jackson",13505,4455,3660,65,730,0.329877823028508,2022-02-01
"50","Jasper",26924,8185,6778,99,1308,0.304003862724707,2022-02-01
"51","Jefferson",13051,3221,2517,50,654,0.24680101141675,2022-02-01
"52","Johnson",122329,32095,23005,126,8964,0.262366241855979,2022-02-01
"53","Jones",14363,5271,4359,68,844,0.366984613242359,2022-02-01
"54","Keokuk",6638,1942,1620,45,277,0.292557999397409,2022-02-01
"55","Kossuth",10974,3637,3205,85,347,0.331419719336614,2022-02-01
"56","Lee",23833,7558,6268,121,1169,0.31712331641002,2022-02-01
"57","Linn",173898,49433,38035,524,10874,0.284264338865312,2022-02-01
"58","Louisa",7941,2380,1966,58,356,0.299710363934013,2022-02-01
"59","Lucas",5729,1657,1357,29,271,0.289230232152208,2022-02-01
"60","Lyon",7038,2675,2198,47,430,0.380079568059108,2022-02-01
"61","Madison",11120,3016,2543,31,442,0.271223021582734,2022-02-01
"62","Mahaska",15634,4699,3964,81,654,0.300562875783549,2022-02-01
"63","Marion",23710,7246,6076,111,1059,0.30560944749051,2022-02-01
"64","Marshall",30334,8993,7163,98,1732,0.296466011736006,2022-02-01
"65","Mills",10668,3181,2463,39,679,0.298181477315336,2022-02-01
"66","Mitchell",7467,2363,1952,49,362,0.316459086647917,2022-02-01
"67","Monona",5156,1629,1297,45,287,0.315942591155935,2022-02-01
"68","Monroe",5135,1806,1488,46,272,0.351703992210321,2022-02-01
"69","Montgomery",6450,2091,1667,50,374,0.324186046511628,2022-02-01
"70","Muscatine",30984,9162,7246,128,1788,0.29570100697134,2022-02-01
"71","O'Brien",9136,3319,2593,70,656,0.363288091068301,2022-02-01
"72","Osceola",3557,1341,1107,20,214,0.377003092493674,2022-02-01
"73","Page",9198,3236,2838,41,357,0.351815612089585,2022-02-01
"74","Palo Alto",6166,1962,1606,36,320,0.318196561790464,2022-02-01
"75","Pending Investigation",5146,131,33,0,98,0.0254566653711621,2022-02-01
"76","Plymouth",17306,6148,5079,93,976,0.355252513579106,2022-02-01
"77","Pocahontas",4738,1537,1275,26,236,0.324398480371465,2022-02-01
"78","Polk",404533,115913,90144,977,24792,0.286535338278954,2022-02-01
"79","Pottawattamie",69239,23150,17757,275,5118,0.334349138491313,2022-02-01
"80","Poweshiek",13223,3374,2689,54,631,0.255161461090524,2022-02-01
"81","Ringgold",3417,1072,845,33,194,0.313725490196078,2022-02-01
"82","Sac",7232,2307,1850,31,426,0.31899889380531,2022-02-01
"83","Scott",127391,39182,32056,359,6767,0.307572748467317,2022-02-01
"84","Shelby",7831,2612,2149,46,417,0.333546162686758,2022-02-01
"85","Sioux",22382,7841,6396,81,1364,0.350326154945939,2022-02-01
"86","Story",75167,18670,14875,73,3722,0.248380273258212,2022-02-01
"87","Tama",11718,3707,2997,84,626,0.316350913125107,2022-02-01
"88","Taylor",3677,1258,1055,21,182,0.34212673375034,2022-02-01
