"","EventResidentCounty","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Active","positivity","date"
"Dickinson","Dickinson","5779","635","445","7","183","0.109880602180308",2020-10-12
"Dubuque","Dubuque","32956","4175","2478","48","1649","0.126684063599951",2020-10-12
"Emmet","Emmet","2494","353","228","11","114","0.141539695268645",2020-10-12
"Fayette","Fayette","4539","286","172","2","112","0.0630094734523023",2020-10-12
"Floyd","Floyd","4165","391","349","9","33","0.0938775510204082",2020-10-12
"Franklin","Franklin","2732","362","325","18","19","0.132503660322108",2020-10-12
"Fremont","Fremont","1421","164","73","0","91","0.115411681914145",2020-10-12
"Greene","Greene","2318","151","76","0","75","0.0651423641069888",2020-10-12
"Grundy","Grundy","3018","256","186","4","66","0.0848243870112657",2020-10-12
"Guthrie","Guthrie","2977","337","200","13","124","0.113201209271078",2020-10-12
"Hamilton","Hamilton","4009","388","327","3","58","0.0967822399600898",2020-10-12
"Hancock","Hancock","2831","249","203","4","42","0.0879547862945955",2020-10-12
"Hardin","Hardin","4187","373","280","3","90","0.0890852639121089",2020-10-12
"Harrison","Harrison","3292","453","192","5","256","0.137606318347509",2020-10-12
"Henry","Henry","5696","909","469","5","435","0.159585674157303",2020-10-12
"Howard","Howard","2245","213","169","7","37","0.0948775055679287",2020-10-12
"Humboldt","Humboldt","2526","247","203","3","41","0.0977830562153603",2020-10-12
"Ida","Ida","1659","157","77","2","78","0.0946353224834238",2020-10-12
"Iowa","Iowa","4372","318","166","2","150","0.0727355901189387",2020-10-12
"Jackson","Jackson","4398","455","274","3","178","0.103456116416553",2020-10-12
"Jasper","Jasper","8908","967","668","35","264","0.108554108666367",2020-10-12
"Jefferson","Jefferson","3128","171","128","1","42","0.0546675191815857",2020-10-12
"Johnson","Johnson","42790","5469","4807","29","633","0.127810236036457",2020-10-12
"Jones","Jones","4375","357","222","3","132","0.0816",2020-10-12
"Keokuk","Keokuk","1876","132","86","1","45","0.070362473347548",2020-10-12
"Kossuth","Kossuth","3918","376","195","0","181","0.0959673302705462",2020-10-12
"Lee","Lee","7616","776","557","9","210","0.101890756302521",2020-10-12
"Linn","Linn","56397","4676","3517","121","1038","0.0829122116424632",2020-10-12
"Louisa","Louisa","2834","464","391","15","58","0.163726182074806",2020-10-12
"Lucas","Lucas","1808","166","118","6","42","0.0918141592920354",2020-10-12
"Lyon","Lyon","2273","474","211","5","258","0.208534975802904",2020-10-12
"Madison","Madison","3882","310","200","2","108","0.0798557444616177",2020-10-12
"Mahaska","Mahaska","5478","521","349","21","151","0.0951077035414385",2020-10-12
"Marion","Marion","7628","872","786","9","77","0.114315679077084",2020-10-12
"Marshall","Marshall","12061","1869","1714","36","119","0.154962275101567",2020-10-12
"Mills","Mills","4162","292","148","1","143","0.0701585776069198",2020-10-12
"Mitchell","Mitchell","2994","210","170","0","40","0.0701402805611222",2020-10-12
"Monona","Monona","2084","199","126","1","72","0.095489443378119",2020-10-12
"Monroe","Monroe","1534","198","123","11","64","0.129074315514993",2020-10-12
"Montgomery","Montgomery","2126","133","102","5","26","0.0625587958607714",2020-10-12
"Muscatine","Muscatine","10584","1228","994","57","177","0.116024187452759",2020-10-12
"O'Brien","O'Brien","3397","513","263","9","241","0.151015602001766",2020-10-12
"Osceola","Osceola","1206","211","114","0","97","0.174958540630182",2020-10-12
"Page","Page","3150","294","222","0","72","0.0933333333333333",2020-10-12
"Palo Alto","Palo Alto","2392","260","158","0","102","0.108695652173913",2020-10-12
"Pending Investigation","Pending Investigation","4408","25","0","0","25","0.00567150635208711",2020-10-12
"Plymouth","Plymouth","7408","1374","922","24","428","0.185475161987041",2020-10-12
"Pocahontas","Pocahontas","1919","191","150","2","39","0.0995310057321522",2020-10-12
"Polk","Polk","142473","17186","14615","276","2295","0.120626364293585",2020-10-12
"Pottawattamie","Pottawattamie","23812","2654","1976","43","635","0.111456408533513",2020-10-12
"Poweshiek","Poweshiek","4230","392","277","11","104","0.0926713947990544",2020-10-12
"Ringgold","Ringgold","1266","65","52","2","11","0.0513428120063191",2020-10-12
"Sac","Sac","2986","335","157","1","177","0.11219022103148",2020-10-12
"Scott","Scott","41366","3607","2541","29","1037","0.0871972151041918",2020-10-12
"Shelby","Shelby","2630","310","276","1","33","0.11787072243346",2020-10-12
"Sioux","Sioux","8753","2100","1118","8","974","0.23991774248829",2020-10-12
"Story","Story","31624","3712","3143","17","552","0.117379205666582",2020-10-12
"Tama","Tama","4843","853","701","35","117","0.176130497625439",2020-10-12
"Taylor","Taylor","1394","199","137","1","61","0.142754662840746",2020-10-12
"Union","Union","3463","189","117","3","69","0.0545769563961883",2020-10-12
"Van Buren","Van Buren","1308","140","114","1","25","0.107033639143731",2020-10-12
"Wapello","Wapello","8920","1426","1301","59","66","0.159865470852018",2020-10-12
"Warren","Warren","13779","1062","909","6","147","0.0770738079686479",2020-10-12
"Washington","Washington","5732","556","403","11","142","0.0969993021632938",2020-10-12
"Wayne","Wayne","1221","103","89","3","11","0.0843570843570844",2020-10-12
"Webster","Webster","13180","1558","1223","14","321","0.118209408194234",2020-10-12
"Winnebago","Winnebago","3260","364","247","16","101","0.111656441717791",2020-10-12
"Winneshiek","Winneshiek","4701","388","290","9","89","0.0825356307168688",2020-10-12
"Woodbury","Woodbury","34642","6387","4589","78","1720","0.184371572080134",2020-10-12
"Worth","Worth","1838","119","96","0","23","0.0647442872687704",2020-10-12
"Wright","Wright","4804","660","557","1","102","0.137385512073272",2020-10-12
"Total","Totals","864454","100043","76491","1462","22090","0.115729697589461",2020-10-12
