"","County","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Active","positivity","date"
"1","Adair",3894,888,848,32,8,0.228043143297381,2021-07-17
"2","Adams",1714,346,333,4,9,0.201866977829638,2021-07-17
"3","Allamakee",6740,1551,1488,52,11,0.230118694362018,2021-07-17
"4","Appanoose",6533,1275,1227,49,-1,0.195163018521353,2021-07-17
"5","Audubon",2915,529,514,12,3,0.18147512864494,2021-07-17
"6","Benton",13952,2622,2544,55,23,0.18793004587156,2021-07-17
"7","Black Hawk",76263,16553,15856,316,381,0.217051519085271,2021-07-17
"8","Boone",14939,2696,2655,34,7,0.180467233415891,2021-07-17
"9","Bremer",13244,2919,2829,62,28,0.220401691331924,2021-07-17
"10","Buchanan",10253,1954,1908,34,12,0.19057836730713,2021-07-17
"11","Buena Vista",15713,4298,4245,40,13,0.273531470756698,2021-07-17
"12","Butler",7587,1672,1623,35,14,0.220376960590484,2021-07-17
"13","Calhoun",5706,1422,1377,13,32,0.249211356466877,2021-07-17
"14","Carroll",12066,2859,2803,52,4,0.236946792640477,2021-07-17
"15","Cass",6781,1400,1336,55,9,0.2064592243032,2021-07-17
"16","Cedar",9905,1925,1899,23,3,0.19434628975265,2021-07-17
"17","Cerro Gordo",27386,5607,5468,97,42,0.204739647995326,2021-07-17
"18","Cherokee",6414,1612,1563,38,11,0.251325226067976,2021-07-17
"19","Chickasaw",5919,1252,1236,17,-1,0.21152221659064,2021-07-17
"20","Clarke",5301,1022,990,24,8,0.19279381248821,2021-07-17
"21","Clay",9043,2172,2142,27,3,0.240185779055623,2021-07-17
"22","Clayton",7838,1723,1665,57,1,0.219826486348558,2021-07-17
"23","Clinton",25325,5632,5535,93,4,0.222388943731491,2021-07-17
"24","Crawford",9361,2699,2647,41,11,0.288323897019549,2021-07-17
"25","Dallas",58845,11395,11251,99,45,0.193644319823265,2021-07-17
"26","Davis",3832,861,833,25,3,0.224686847599165,2021-07-17
"27","Decatur",3860,653,629,9,15,0.169170984455959,2021-07-17
"28","Delaware",8727,2113,2064,43,6,0.24212214965051,2021-07-17
"29","Des Moines",23102,4752,4619,74,59,0.205696476495542,2021-07-17
"30","Dickinson",11157,2504,2459,45,0,0.224433091332796,2021-07-17
"31","Dubuque",61452,13577,13313,213,51,0.220936666015752,2021-07-17
"32","Emmet",5575,1367,1321,41,5,0.245201793721973,2021-07-17
"33","Fayette",10071,1878,1822,43,13,0.186476020256181,2021-07-17
"34","Floyd",8458,1646,1599,42,5,0.194608654528257,2021-07-17
"35","Franklin",5968,1269,1219,23,27,0.212634048257373,2021-07-17
"36","Fremont",2881,648,637,10,1,0.22492190211732,2021-07-17
"37","Greene",4445,790,775,11,4,0.177727784026997,2021-07-17
"38","Grundy",6195,1390,1350,33,7,0.224374495560936,2021-07-17
"39","Guthrie",6279,1243,1210,32,1,0.197961458831024,2021-07-17
"40","Hamilton",8186,1845,1779,51,15,0.225384803322746,2021-07-17
"41","Hancock",6625,1524,1468,34,22,0.230037735849057,2021-07-17
"42","Hardin",9225,1899,1842,44,13,0.205853658536585,2021-07-17
"43","Harrison",6864,1813,1737,73,3,0.264131701631702,2021-07-17
"44","Henry",11898,3006,2956,37,13,0.252647503782148,2021-07-17
"45","Howard",4975,1053,1029,22,2,0.211658291457286,2021-07-17
"46","Humboldt",5080,1229,1183,26,20,0.241929133858268,2021-07-17
"47","Ida",3601,924,881,35,8,0.256595390169397,2021-07-17
"48","Iowa",8761,1479,1456,24,-1,0.168816345166077,2021-07-17
"49","Jackson",9953,2256,2217,42,-3,0.226665327037074,2021-07-17
"50","Jasper",20128,4513,4423,73,17,0.224215023847377,2021-07-17
"51","Jefferson",8698,1344,1310,35,-1,0.154518280064383,2021-07-17
"52","Johnson",88362,14688,14538,86,64,0.166225300468527,2021-07-17
"53","Jones",10854,3010,2952,57,1,0.277317118113138,2021-07-17
"54","Keokuk",4652,998,951,32,15,0.214531384350817,2021-07-17
"55","Kossuth",8546,2175,2110,66,-1,0.254505031593728,2021-07-17
"56","Lee",17414,3885,3780,58,47,0.223096359251177,2021-07-17
"57","Linn",128230,21401,20924,342,135,0.166895422288076,2021-07-17
"58","Louisa",5848,1302,1253,49,0,0.222640218878249,2021-07-17
"59","Lucas",4201,773,750,23,0,0.184003808616996,2021-07-17
"60","Lyon",5116,1608,1558,41,9,0.314308053166536,2021-07-17
