"","date","County","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Active","positivity"
"Fayette",2021-01-14,"Fayette",7704,1560,1216,22,20,2,322,0.202492211838006
"Floyd",2021-01-14,"Floyd",6573,1369,1202,36,28,8,131,0.20827628175871
"Franklin",2021-01-14,"Franklin",4373,998,823,18,17,1,157,0.228218614223645
"Fremont",2021-01-14,"Fremont",2287,500,437,5,3,2,58,0.218627022299956
"Greene",2021-01-14,"Greene",3591,679,613,7,7,0,59,0.189083820662768
"Grundy",2021-01-14,"Grundy",4842,1179,980,22,17,5,177,0.243494423791822
"Guthrie",2021-01-14,"Guthrie",4816,1018,859,24,19,5,135,0.211378737541528
"Hamilton",2021-01-14,"Hamilton",6400,1565,1357,28,27,1,180,0.24453125
"Hancock",2021-01-14,"Hancock",5029,1276,1073,24,19,5,179,0.253728375422549
"Hardin",2021-01-14,"Hardin",7072,1529,1377,29,26,3,123,0.216204751131222
"Harrison",2021-01-14,"Harrison",5587,1522,1283,61,57,4,178,0.272418113477716
"Henry",2021-01-14,"Henry",9474,2613,2357,30,30,0,226,0.275807473084231
"Howard",2021-01-14,"Howard",3705,809,634,19,15,4,156,0.218353576248313
"Humboldt",2021-01-14,"Humboldt",4086,1036,884,19,16,3,133,0.25354870288791
"Ida",2021-01-14,"Ida",2751,734,652,30,29,1,52,0.266812068338786
"Iowa",2021-01-14,"Iowa",6888,1218,1071,22,21,1,125,0.176829268292683
"Jackson",2021-01-14,"Jackson",7610,1889,1693,31,30,1,165,0.248226018396846
"Jasper",2021-01-14,"Jasper",15102,3145,2604,55,53,2,486,0.208250562839359
"Jefferson",2021-01-14,"Jefferson",6422,1183,873,23,21,2,287,0.184210526315789
"Johnson",2021-01-14,"Johnson",67778,11874,10439,49,45,4,1386,0.175189589542329
"Jones",2021-01-14,"Jones",8477,2686,2500,49,48,1,137,0.316857378789666
"Keokuk",2021-01-14,"Keokuk",3471,838,746,25,25,0,67,0.241428983002017
"Kossuth",2021-01-14,"Kossuth",6603,1691,1466,41,38,3,184,0.256095714069362
"Lee",2021-01-14,"Lee",13480,3097,2657,28,23,5,412,0.229747774480712
"Linn",2021-01-14,"Linn",98842,17518,15666,269,248,21,1583,0.177232350620182
"Louisa",2021-01-14,"Louisa",4654,1134,965,28,24,4,141,0.243661366566395
"Lucas",2021-01-14,"Lucas",3203,644,444,8,8,0,192,0.201061504839213
"Lyon",2021-01-14,"Lyon",3947,1330,1164,32,29,3,134,0.336964783379782
"Madison",2021-01-14,"Madison",6301,1151,870,9,8,1,272,0.182669417552769
"Mahaska",2021-01-14,"Mahaska",8851,1886,1509,36,33,3,341,0.213083267427409
"Marion",2021-01-14,"Marion",13027,2971,2422,52,45,7,497,0.228064788516159
"Marshall",2021-01-14,"Marshall",17582,4237,3881,60,56,4,296,0.240985098396087
"Mills",2021-01-14,"Mills",6787,1348,1214,16,15,1,118,0.198614999263297
"Mitchell",2021-01-14,"Mitchell",4825,1144,933,34,34,0,177,0.237098445595855
"Monona",2021-01-14,"Monona",3190,622,516,16,15,1,90,0.194984326018809
"Monroe",2021-01-14,"Monroe",2834,793,539,18,16,2,236,0.279816513761468
"Montgomery",2021-01-14,"Montgomery",3679,827,648,22,21,1,157,0.224789344930688
"Muscatine",2021-01-14,"Muscatine",18221,3806,3310,75,68,7,421,0.20887986389331
"O'Brien",2021-01-14,"O'Brien",5753,1674,1494,54,50,4,126,0.290978619850513
"Osceola",2021-01-14,"Osceola",2101,631,596,9,7,2,26,0.300333174678724
"Page",2021-01-14,"Page",5227,1430,1309,15,14,1,106,0.273579491103884
"Palo Alto",2021-01-14,"Palo Alto",3844,893,772,9,9,0,112,0.232310093652445
"Pending Investigation",2021-01-14,"Pending Investigation",9818,923,457,0,0,0,466,0.0940110002037075
"Plymouth",2021-01-14,"Plymouth",11620,3477,3167,67,61,6,243,0.299225473321859
"Pocahontas",2021-01-14,"Pocahontas",3076,771,660,11,11,0,100,0.250650195058518
"Polk",2021-01-14,"Polk",229378,44676,38535,436,394,42,5705,0.194770204640375
"Pottawattamie",2021-01-14,"Pottawattamie",41035,8844,7674,111,98,13,1059,0.215523333739491
"Poweshiek",2021-01-14,"Poweshiek",7163,1300,1114,24,22,2,162,0.181488203266788
"Ringgold",2021-01-14,"Ringgold",2019,420,329,9,8,1,82,0.208023774145617
"Sac",2021-01-14,"Sac",4595,1097,988,15,15,0,94,0.238737758433079
"Scott",2021-01-14,"Scott",73047,15142,13266,158,150,8,1718,0.207291196079237
"Shelby",2021-01-14,"Shelby",4463,1007,868,26,26,0,113,0.225632982298902
"Sioux",2021-01-14,"Sioux",13746,4518,4119,51,50,1,348,0.328677433435181
"Story",2021-01-14,"Story",47715,8543,7634,33,29,4,876,0.179042229906738
"Tama",2021-01-14,"Tama",7190,1841,1626,57,55,2,158,0.256050069541029
"Taylor",2021-01-14,"Taylor",2200,588,512,9,7,2,67,0.267272727272727
"Union",2021-01-14,"Union",5724,1078,955,22,21,1,101,0.188329839273235
"Van Buren",2021-01-14,"Van Buren",2286,487,422,12,11,1,53,0.213035870516185
"Wapello",2021-01-14,"Wapello",14287,3360,2860,96,94,2,404,0.235178833904949
"Warren",2021-01-14,"Warren",23282,4284,3433,37,35,2,814,0.184004810583283
"Washington",2021-01-14,"Washington",10055,2125,1695,31,30,1,399,0.2113376429637
"Wayne",2021-01-14,"Wayne",1896,413,338,21,17,4,54,0.217827004219409
"Webster",2021-01-14,"Webster",19073,4642,4157,68,61,7,417,0.243380695223615
"Winnebago",2021-01-14,"Winnebago",5184,1169,1038,29,24,5,102,0.225501543209877
"Winneshiek",2021-01-14,"Winneshiek",8332,1506,1257,19,17,2,230,0.180748919827172
"Woodbury",2021-01-14,"Woodbury",51314,12874,11624,175,162,13,1075,0.250886697587403
"Worth",2021-01-14,"Worth",3127,587,462,3,2,1,122,0.187719859290054
"Wright",2021-01-14,"Wright",6981,1613,1447,24,22,2,142,0.231055722675834
"Total",2021-01-14,"Totals",1410318,301442,262226,4232,3872,360,34984,0.213740447189925
