"","date","County","Total.Tests","Total.Positive.Tests","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Individuals.Tested","Individuals.Positive","Active","date"
"Adair",2021-05-08,"Adair",12441,983,811,32,22,10,3713,862,19,2021-05-08
"Adams",2021-05-08,"Adams",5758,350,324,4,4,0,1640,338,10,2021-05-08
"Allamakee",2021-05-08,"Allamakee",21679,1564,1442,51,41,10,6366,1506,13,2021-05-08
"Appanoose",2021-05-08,"Appanoose",18337,1455,1210,48,43,5,6207,1280,22,2021-05-08
"Audubon",2021-05-08,"Audubon",12412,526,479,10,9,1,2748,507,18,2021-05-08
"Benton",2021-05-08,"Benton",37846,2712,2437,55,44,11,13253,2554,62,2021-05-08
"Black Hawk",2021-05-08,"Black Hawk",217698,17234,15170,308,285,23,72382,15762,284,2021-05-08
"Boone",2021-05-08,"Boone",44937,2813,2531,34,31,3,14330,2629,64,2021-05-08
"Bremer",2021-05-08,"Bremer",39961,2966,2721,60,51,9,12649,2832,51,2021-05-08
"Buchanan",2021-05-08,"Buchanan",31824,2010,1844,31,26,5,9784,1904,29,2021-05-08
"Buena Vista",2021-05-08,"Buena Vista",45630,4890,4172,40,36,4,15124,4241,29,2021-05-08
"Butler",2021-05-08,"Butler",29930,1736,1582,34,30,4,7279,1643,27,2021-05-08
"Calhoun",2021-05-08,"Calhoun",18757,1423,1319,13,12,1,5459,1368,36,2021-05-08
"Carroll",2021-05-08,"Carroll",37192,3065,2725,52,43,9,11681,2850,73,2021-05-08
"Cass",2021-05-08,"Cass",21047,1461,1291,54,48,6,6544,1378,33,2021-05-08
"Cedar",2021-05-08,"Cedar",31940,1981,1798,23,21,2,9488,1889,68,2021-05-08
"Cerro Gordo",2021-05-08,"Cerro Gordo",77795,5782,5098,89,74,15,25832,5368,181,2021-05-08
"Cherokee",2021-05-08,"Cherokee",21200,1686,1524,38,30,8,6174,1584,22,2021-05-08
"Chickasaw",2021-05-08,"Chickasaw",17840,1307,1212,15,13,2,5612,1238,11,2021-05-08
"Clarke",2021-05-08,"Clarke",13674,1057,958,24,22,2,5020,998,16,2021-05-08
"Clay",2021-05-08,"Clay",31226,2257,2061,25,20,5,8721,2148,62,2021-05-08
"Clayton",2021-05-08,"Clayton",25636,1780,1605,56,47,9,7392,1692,31,2021-05-08
"Clinton",2021-05-08,"Clinton",64667,5998,5223,92,79,13,23803,5521,206,2021-05-08
"Crawford",2021-05-08,"Crawford",28428,2902,2577,40,35,5,9040,2655,38,2021-05-08
"Dallas",2021-05-08,"Dallas",130096,12451,10735,98,85,13,56016,11126,293,2021-05-08
"Davis",2021-05-08,"Davis",11374,892,774,24,23,1,3597,820,22,2021-05-08
"Decatur",2021-05-08,"Decatur",10537,621,586,9,9,0,3643,606,11,2021-05-08
"Delaware",2021-05-08,"Delaware",29293,2130,1969,40,36,4,8352,2082,73,2021-05-08
"Des Moines",2021-05-08,"Des Moines",57086,4882,4338,66,55,11,21823,4524,120,2021-05-08
"Dickinson",2021-05-08,"Dickinson",27292,2665,2347,43,37,6,10804,2476,86,2021-05-08
"Dubuque",2021-05-08,"Dubuque",194357,14624,12804,209,193,16,58823,13333,320,2021-05-08
"Emmet",2021-05-08,"Emmet",17354,1413,1233,40,38,2,5344,1339,66,2021-05-08
"Fayette",2021-05-08,"Fayette",36982,1927,1791,41,36,5,9584,1847,15,2021-05-08
"Floyd",2021-05-08,"Floyd",26178,1776,1501,42,32,10,7996,1599,56,2021-05-08
"Franklin",2021-05-08,"Franklin",19862,1278,1101,21,19,2,5510,1174,52,2021-05-08
"Fremont",2021-05-08,"Fremont",7447,657,602,9,7,2,2746,622,11,2021-05-08
"Greene",2021-05-08,"Greene",15198,824,754,10,10,0,4252,776,12,2021-05-08
"Grundy",2021-05-08,"Grundy",19603,1441,1317,33,27,6,5952,1361,11,2021-05-08
"Guthrie",2021-05-08,"Guthrie",18886,1290,1146,29,24,5,5902,1208,33,2021-05-08
"Hamilton",2021-05-08,"Hamilton",23698,1978,1729,49,45,4,7784,1792,14,2021-05-08
"Hancock",2021-05-08,"Hancock",21810,1567,1395,34,27,7,6273,1467,38,2021-05-08
"Hardin",2021-05-08,"Hardin",35523,1978,1746,43,34,9,8747,1847,58,2021-05-08
"Harrison",2021-05-08,"Harrison",21684,1923,1676,73,69,4,6631,1791,42,2021-05-08
"Henry",2021-05-08,"Henry",36805,3058,2816,37,36,1,11313,2909,56,2021-05-08
"Howard",2021-05-08,"Howard",17141,1088,1005,22,18,4,4748,1042,15,2021-05-08
"Humboldt",2021-05-08,"Humboldt",15637,1235,1154,26,23,3,4853,1188,8,2021-05-08
"Ida",2021-05-08,"Ida",12771,1013,849,34,32,2,3437,902,19,2021-05-08
