"","EventResidentCounty","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Active","positivity","date"
"Adair","Adair","2677","459","267","9","183","0.171460590212925",2020-12-04
"Adams","Adams","1136","182","97","2","83","0.160211267605634",2020-12-04
"Allamakee","Allamakee","4409","896","488","13","395","0.203220684962577",2020-12-04
"Appanoose","Appanoose","4358","830","410","13","407","0.190454336851767",2020-12-04
"Audubon","Audubon","1861","311","222","2","87","0.167114454594304",2020-12-04
"Benton","Benton","9547","1759","979","23","757","0.184246360113125",2020-12-04
"Black Hawk","Black Hawk","53145","11297","7600","147","3550","0.212569385643052",2020-12-04
"Boone","Boone","9661","1464","917","12","535","0.151537107959839",2020-12-04
"Bremer","Bremer","8774","2030","1103","13","914","0.231365397766127",2020-12-04
"Buchanan","Buchanan","7062","1235","692","10","533","0.17487963749646",2020-12-04
"Buena Vista","Buena Vista","11965","3173","2487","14","672","0.265190137902215",2020-12-04
"Butler","Butler","5165","1076","577","8","491","0.208325266214908",2020-12-04
"Calhoun","Calhoun","4305","1099","635","7","457","0.255284552845528",2020-12-04
"Carroll","Carroll","8836","2047","1399","25","623","0.231665912177456",2020-12-04
"Cass","Cass","4642","857","554","25","278","0.184618698836708",2020-12-04
"Cedar","Cedar","6669","1149","649","14","486","0.172289698605488",2020-12-04
"Cerro Gordo","Cerro Gordo","18049","3740","2036","52","1652","0.207213696049643",2020-12-04
"Cherokee","Cherokee","4356","971","535","4","432","0.222910927456382",2020-12-04
"Chickasaw","Chickasaw","4020","921","735","5","181","0.22910447761194",2020-12-04
"Clarke","Clarke","3330","509","390","4","115","0.152852852852853",2020-12-04
"Clay","Clay","6152","1257","716","5","536","0.204323797139142",2020-12-04
"Clayton","Clayton","5138","1158","668","10","480","0.225379525107046",2020-12-04
"Clinton","Clinton","16084","3474","2012","45","1417","0.215991047003233",2020-12-04
"Crawford","Crawford","6947","1832","1487","16","329","0.263710954368792",2020-12-04
"Dallas","Dallas","39228","6651","4366","60","2225","0.169547262159682",2020-12-04
"Davis","Davis","2286","490","265","9","216","0.214348206474191",2020-12-04
"Decatur","Decatur","2448","341","223","0","118","0.139297385620915",2020-12-04
"Delaware","Delaware","6091","1482","997","21","464","0.243309801346249",2020-12-04
"Des Moines","Des Moines","15850","3041","1936","23","1082","0.19186119873817",2020-12-04
"Dickinson","Dickinson","7945","1461","932","12","517","0.183889238514789",2020-12-04
"Dubuque","Dubuque","44769","9500","6715","99","2686","0.212200406531305",2020-12-04
"Emmet","Emmet","3619","792","494","26","272","0.218844984802432",2020-12-04
"Fayette","Fayette","6663","1102","584","12","506","0.165390965030767",2020-12-04
"Floyd","Floyd","5825","1124","560","21","543","0.192961373390558",2020-12-04
"Franklin","Franklin","3797","766","458","21","287","0.201738214379774",2020-12-04
"Fremont","Fremont","2005","384","255","3","126","0.191521197007481",2020-12-04
"Greene","Greene","3189","543","279","2","262","0.170272812793979",2020-12-04
"Grundy","Grundy","4278","895","492","14","389","0.209209911173446",2020-12-04
"Guthrie","Guthrie","4187","789","496","15","278","0.188440410795319",2020-12-04
"Hamilton","Hamilton","5607","1199","576","14","609","0.213839843053326",2020-12-04
"Hancock","Hancock","4360","920","522","8","390","0.211009174311927",2020-12-04
"Hardin","Hardin","6221","1232","677","12","543","0.198038900498312",2020-12-04
"Harrison","Harrison","4799","1141","783","32","326","0.23775786622213",2020-12-04
"Henry","Henry","8072","1956","1302","7","647","0.242319127849356",2020-12-04
"Howard","Howard","3172","587","316","9","262","0.185056746532156",2020-12-04
"Humboldt","Humboldt","3620","814","461","5","348","0.224861878453039",2020-12-04
"Ida","Ida","2357","549","308","15","226","0.232923207467119",2020-12-04
"Iowa","Iowa","6110","1016","576","14","426","0.166284779050736",2020-12-04
"Jackson","Jackson","6612","1518","983","17","518","0.229582577132486",2020-12-04
"Jasper","Jasper","12800","2323","1521","46","756","0.181484375",2020-12-04
"Jefferson","Jefferson","5430","765","369","5","391","0.140883977900552",2020-12-04
"Johnson","Johnson","59579","9880","6897","39","2944","0.165830242199433",2020-12-04
"Jones","Jones","7692","2373","1395","18","960","0.308502340093604",2020-12-04
"Keokuk","Keokuk","3001","658","299","7","352","0.219260246584472",2020-12-04
"Kossuth","Kossuth","5701","1182","607","8","567","0.207332047009297",2020-12-04
"Lee","Lee","11556","2307","1307","19","981","0.199636552440291",2020-12-04
"Linn","Linn","87639","14793","8466","169","6158","0.16879471468182",2020-12-04
"Louisa","Louisa","4144","903","607","22","274","0.217905405405405",2020-12-04
"Lucas","Lucas","2595","345","243","6","96","0.132947976878613",2020-12-04
"Lyon","Lyon","3400","1077","661","9","407","0.316764705882353",2020-12-04
"Madison","Madison","5278","733","452","5","276","0.138878363016294",2020-12-04
"Mahaska","Mahaska","7493","1342","885","28","429","0.179100493794208",2020-12-04
"Marion","Marion","11056","2135","1382","22","731","0.193107814761216",2020-12-04
"Marshall","Marshall","15736","3621","2555","50","1016","0.23010930350788",2020-12-04
"Mills","Mills","6061","1118","640","9","469","0.184458010229335",2020-12-04
"Mitchell","Mitchell","4210","843","414","9","420","0.200237529691211",2020-12-04
"Monona","Monona","2802","461","295","7","159","0.16452533904354",2020-12-04
"Monroe","Monroe","2243","466","306","13","147","0.207757467677218",2020-12-04
"Montgomery","Montgomery","3079","522","269","11","242","0.169535563494641",2020-12-04
"Muscatine","Muscatine","15794","3064","1805","72","1187","0.193997720653413",2020-12-04
"O'Brien","O'Brien","5022","1356","925","32","399","0.270011947431302",2020-12-04
"Osceola","Osceola","1858","548","362","1","185","0.294940796555436",2020-12-04
"Page","Page","4657","1195","848","5","342","0.256602963281082",2020-12-04
"Palo Alto","Palo Alto","3431","678","398","4","276","0.197610026231419",2020-12-04
"Pending Investigation","Pending Investigation","8602","713","17","0","696","0.0828877005347594",2020-12-04
