"","EventResidentCounty","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Active","positivity","date"
"Plymouth","Plymouth","10290","2892","2054","44","794","0.281049562682216",2020-12-04
"Pocahontas","Pocahontas","2768","602","336","4","262","0.217485549132948",2020-12-04
"Polk","Polk","200275","35085","23179","347","11559","0.17518412183248",2020-12-04
"Pottawattamie","Pottawattamie","35877","6885","4083","74","2728","0.191905677732252",2020-12-04
"Poweshiek","Poweshiek","6294","1039","664","14","361","0.165077851922466",2020-12-04
"Ringgold","Ringgold","1764","251","117","2","132","0.142290249433107",2020-12-04
"Sac","Sac","4121","906","518","8","380","0.219849551079835",2020-12-04
"Scott","Scott","63535","11869","6491","92","5286","0.186810419453844",2020-12-04
"Shelby","Shelby","3870","807","496","11","300","0.208527131782946",2020-12-04
"Sioux","Sioux","12109","3845","2871","29","945","0.317532413907011",2020-12-04
"Story","Story","42324","7033","4759","24","2250","0.166170494282204",2020-12-04
"Tama","Tama","6444","1574","1130","42","402","0.244258224705152",2020-12-04
"Taylor","Taylor","1949","483","309","3","171","0.247819394561313",2020-12-04
"Union","Union","5106","851","350","7","494","0.166666666666667",2020-12-04
"Van Buren","Van Buren","2000","381","231","5","145","0.1905",2020-12-04
"Wapello","Wapello","12262","2685","1775","72","838","0.218969173054967",2020-12-04
"Warren","Warren","20119","2971","1695","15","1261","0.147671355435161",2020-12-04
"Washington","Washington","8608","1505","842","16","647","0.174837360594796",2020-12-04
"Wayne","Wayne","1659","308","219","7","82","0.185654008438819",2020-12-04
"Webster","Webster","17213","3786","2403","39","1344","0.219950037762157",2020-12-04
"Winnebago","Winnebago","4628","964","602","25","337","0.208297320656871",2020-12-04
"Winneshiek","Winneshiek","7074","1068","615","13","440","0.1509754028838",2020-12-04
"Woodbury","Woodbury","45653","10772","8335","137","2300","0.235953825597442",2020-12-04
"Worth","Worth","2662","388","209","1","178","0.145755071374906",2020-12-04
"Wright","Wright","6303","1317","913","7","397","0.208948119942884",2020-12-04
"Total","Totals","1237164","239687","152332","2603","84752","0.193739067738796",2020-12-04
