"","date","County","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Active","positivity"
"Adair",2020-12-22,"Adair",2883,552,416,17,13,4,119,0.191467221644121
"Adams",2020-12-22,"Adams",1236,235,164,2,2,0,69,0.190129449838188
"Allamakee",2020-12-22,"Allamakee",4810,1105,738,19,15,4,348,0.22972972972973
"Appanoose",2020-12-22,"Appanoose",4679,918,759,34,34,0,125,0.196195768326566
"Audubon",2020-12-22,"Audubon",1970,343,287,7,7,0,49,0.174111675126904
"Benton",2020-12-22,"Benton",10079,1931,1617,34,30,4,280,0.1915864669114
"Black Hawk",2020-12-22,"Black Hawk",55963,12278,10541,207,194,13,1530,0.219394957382556
"Boone",2020-12-22,"Boone",10515,1754,1332,15,13,2,407,0.16680932001902
"Bremer",2020-12-22,"Bremer",9295,2189,1881,40,37,3,268,0.235502958579882
"Buchanan",2020-12-22,"Buchanan",7475,1383,1129,16,15,1,238,0.185016722408027
"Buena Vista",2020-12-22,"Buena Vista",12603,3552,2964,22,19,3,566,0.281837657700547
"Butler",2020-12-22,"Butler",5472,1197,955,16,15,1,226,0.21875
"Calhoun",2020-12-22,"Calhoun",4517,1159,1016,9,9,0,134,0.256586229798539
"Carroll",2020-12-22,"Carroll",9365,2278,1911,27,21,6,340,0.243246129204485
"Cass",2020-12-22,"Cass",4989,984,761,38,36,2,185,0.197233914612147
"Cedar",2020-12-22,"Cedar",7122,1320,1023,17,16,1,280,0.185341196293176
"Cerro Gordo",2020-12-22,"Cerro Gordo",19320,4185,3348,56,48,8,781,0.216614906832298
"Cherokee",2020-12-22,"Cherokee",4740,1169,790,18,16,2,361,0.24662447257384
"Chickasaw",2020-12-22,"Chickasaw",4230,998,822,10,9,1,166,0.235933806146572
"Clarke",2020-12-22,"Clarke",3609,604,466,6,6,0,132,0.167359379329454
"Clay",2020-12-22,"Clay",6724,1494,1115,11,8,3,368,0.222189173111243
"Clayton",2020-12-22,"Clayton",5497,1304,1059,36,32,4,209,0.2372203019829
"Clinton",2020-12-22,"Clinton",17353,3961,3150,52,47,5,759,0.228260243185616
"Crawford",2020-12-22,"Crawford",7259,2029,1713,17,14,3,299,0.279515084722414
"Dallas",2020-12-22,"Dallas",42156,7545,6114,62,52,10,1369,0.178978081411899
"Davis",2020-12-22,"Davis",2504,607,465,18,17,1,124,0.24241214057508
"Decatur",2020-12-22,"Decatur",2628,393,316,3,3,0,74,0.149543378995434
"Delaware",2020-12-22,"Delaware",6451,1588,1375,28,27,1,185,0.246163385521625
"Des Moines",2020-12-22,"Des Moines",16896,3369,2771,31,28,3,567,0.199396306818182
"Dickinson",2020-12-22,"Dickinson",8513,1645,1321,13,11,2,311,0.193233877598966
"Dubuque",2020-12-22,"Dubuque",46978,10279,8912,133,126,7,1234,0.218804546809145
"Emmet",2020-12-22,"Emmet",4040,946,755,23,22,1,168,0.234158415841584
"Fayette",2020-12-22,"Fayette",7164,1263,990,15,14,1,258,0.176298157453936
"Floyd",2020-12-22,"Floyd",6197,1236,984,31,23,8,221,0.199451347426174
"Franklin",2020-12-22,"Franklin",4030,851,690,17,16,1,144,0.211166253101737
"Fremont",2020-12-22,"Fremont",2153,445,367,5,3,2,73,0.206688341848583
"Greene",2020-12-22,"Greene",3425,621,504,7,7,0,110,0.181313868613139
"Grundy",2020-12-22,"Grundy",4508,1008,811,14,12,2,183,0.22360248447205
"Guthrie",2020-12-22,"Guthrie",4503,897,719,22,17,5,156,0.199200532978015
"Hamilton",2020-12-22,"Hamilton",6012,1405,1053,21,21,0,331,0.233699268130406
"Hancock",2020-12-22,"Hancock",4702,1116,829,23,19,4,264,0.237345810293492
"Hardin",2020-12-22,"Hardin",6677,1398,1112,24,22,2,262,0.209375468024562
"Harrison",2020-12-22,"Harrison",5228,1341,1022,51,48,3,268,0.256503442999235
"Henry",2020-12-22,"Henry",8968,2401,1881,21,21,0,499,0.267729705619982
"Howard",2020-12-22,"Howard",3437,668,508,15,11,4,145,0.194355542624382
"Humboldt",2020-12-22,"Humboldt",3839,916,742,18,15,3,156,0.238603803073717
"Ida",2020-12-22,"Ida",2595,670,448,21,20,1,201,0.258188824662813
"Iowa",2020-12-22,"Iowa",6469,1106,882,19,19,0,205,0.170969237903849
"Jackson",2020-12-22,"Jackson",7134,1721,1465,29,28,1,227,0.241239136529296
"Jasper",2020-12-22,"Jasper",14084,2703,2075,50,48,2,578,0.191919909116728
"Jefferson",2020-12-22,"Jefferson",5877,923,679,20,19,1,224,0.157052918155522
"Johnson",2020-12-22,"Johnson",63231,10662,9164,45,41,4,1453,0.168619822555392
"Jones",2020-12-22,"Jones",8055,2532,2271,38,37,1,223,0.314338919925512
"Keokuk",2020-12-22,"Keokuk",3250,758,558,19,19,0,181,0.233230769230769
"Kossuth",2020-12-22,"Kossuth",6153,1449,983,25,24,1,441,0.235494880546075
"Lee",2020-12-22,"Lee",12613,2725,1958,23,19,4,744,0.216046935701261
"Linn",2020-12-22,"Linn",93000,16071,13569,231,217,14,2271,0.172806451612903
"Louisa",2020-12-22,"Louisa",4380,1013,819,23,19,4,171,0.231278538812785
"Lucas",2020-12-22,"Lucas",2902,478,311,7,7,0,160,0.164713990351482
"Lyon",2020-12-22,"Lyon",3664,1197,990,21,19,2,186,0.326692139737991
"Madison",2020-12-22,"Madison",5746,891,666,8,7,1,217,0.155064392620954
"Mahaska",2020-12-22,"Mahaska",8175,1601,1205,32,30,2,364,0.195840978593272
"Marion",2020-12-22,"Marion",12066,2530,1970,40,35,5,520,0.209680092822808
"Marshall",2020-12-22,"Marshall",16565,3892,3364,53,50,3,475,0.234953214609116
"Mills",2020-12-22,"Mills",6439,1238,1037,13,12,1,188,0.192265879794999
"Mitchell",2020-12-22,"Mitchell",4460,962,751,24,24,0,187,0.215695067264574
"Monona",2020-12-22,"Monona",3008,528,416,14,13,1,98,0.175531914893617
"Monroe",2020-12-22,"Monroe",2473,571,422,16,15,1,133,0.230893651435503
"Montgomery",2020-12-22,"Montgomery",3385,686,445,13,12,1,228,0.202658788774003
"Muscatine",2020-12-22,"Muscatine",17019,3432,2748,72,65,7,612,0.201656971619954
"O'Brien",2020-12-22,"O'Brien",5449,1544,1268,48,44,4,228,0.283354743989723
"Osceola",2020-12-22,"Osceola",1987,602,514,6,6,0,82,0.302969300452944
"Page",2020-12-22,"Page",4964,1321,1174,13,13,0,134,0.266116035455278
"Palo Alto",2020-12-22,"Palo Alto",3652,782,622,6,6,0,154,0.214129244249726
"Pending Investigation",2020-12-22,"Pending Investigation",9032,495,391,0,0,0,104,0.0548051372896368
"Plymouth",2020-12-22,"Plymouth",11045,3255,2651,46,40,6,558,0.294703485740154
"Pocahontas",2020-12-22,"Pocahontas",2930,674,546,8,8,0,120,0.230034129692833
"Polk",2020-12-22,"Polk",214251,39609,32201,396,360,36,7012,0.184871949255779
"Pottawattamie",2020-12-22,"Pottawattamie",38506,7861,6082,87,79,8,1692,0.204150002596998
"Poweshiek",2020-12-22,"Poweshiek",6705,1149,957,22,21,1,170,0.171364653243848
"Ringgold",2020-12-22,"Ringgold",1895,343,200,7,6,1,136,0.181002638522427
"Sac",2020-12-22,"Sac",4358,1006,795,11,11,0,200,0.230839834786599
"Scott",2020-12-22,"Scott",68294,13537,10684,139,131,8,2714,0.198216534395408
"Shelby",2020-12-22,"Shelby",4158,905,729,23,23,0,153,0.217652717652718
"Sioux",2020-12-22,"Sioux",12981,4222,3652,41,40,1,529,0.325244588244357
"Story",2020-12-22,"Story",44821,7754,6640,26,22,4,1088,0.17299926373798
"Tama",2020-12-22,"Tama",6809,1703,1453,55,53,2,195,0.250110148333089
"Taylor",2020-12-22,"Taylor",2076,518,445,8,7,1,65,0.249518304431599
"Union",2020-12-22,"Union",5424,973,735,16,16,0,222,0.17938790560472
"Van Buren",2020-12-22,"Van Buren",2155,440,359,11,10,1,70,0.204176334106729
"Wapello",2020-12-22,"Wapello",13297,2988,2406,90,88,2,492,0.224712341129578
"Warren",2020-12-22,"Warren",21643,3537,2674,28,26,2,835,0.163424663863605
"Washington",2020-12-22,"Washington",9350,1766,1346,27,26,1,393,0.188877005347594
"Wayne",2020-12-22,"Wayne",1769,353,284,21,17,4,48,0.199547767100057
"Webster",2020-12-22,"Webster",18211,4267,3437,56,50,6,774,0.234308934160672
"Winnebago",2020-12-22,"Winnebago",4902,1076,868,28,23,5,180,0.219502243982048
"Winneshiek",2020-12-22,"Winneshiek",7752,1304,920,17,15,2,367,0.168214654282766
"Woodbury",2020-12-22,"Woodbury",48703,11886,10114,159,149,10,1613,0.244050674496438
"Worth",2020-12-22,"Worth",2882,477,347,2,2,0,128,0.165510062456627
"Wright",2020-12-22,"Wright",6676,1474,1185,14,12,2,275,0.22079089275015
"Total",2020-12-22,"Totals",1322134,269020,219073,3588,3294,294,46359,0.203474080539491
