"","date","County","Total.Tests","Total.Positive.Tests","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Individuals.Tested","Individuals.Positive","Active","date"
"Adair",2021-04-21,"Adair",12154,968,806,32,22,10,3644,848,10,2021-04-21
"Adams",2021-04-21,"Adams",5440,342,315,4,4,0,1598,331,12,2021-04-21
"Allamakee",2021-04-21,"Allamakee",20780,1545,1435,51,41,10,6237,1492,6,2021-04-21
"Appanoose",2021-04-21,"Appanoose",17423,1439,1200,47,43,4,6065,1266,19,2021-04-21
"Audubon",2021-04-21,"Audubon",12000,511,469,9,8,1,2673,496,18,2021-04-21
"Benton",2021-04-21,"Benton",36602,2668,2406,55,44,11,12934,2508,47,2021-04-21
"Black Hawk",2021-04-21,"Black Hawk",209881,17021,14901,306,283,23,70972,15583,376,2021-04-21
"Boone",2021-04-21,"Boone",43637,2784,2471,33,31,2,14028,2591,87,2021-04-21
"Bremer",2021-04-21,"Bremer",38693,2936,2687,60,51,9,12423,2798,51,2021-04-21
"Buchanan",2021-04-21,"Buchanan",30392,1991,1789,31,26,5,9575,1889,69,2021-04-21
"Buena Vista",2021-04-21,"Buena Vista",44372,4862,4129,40,36,4,14867,4219,50,2021-04-21
"Butler",2021-04-21,"Butler",29090,1715,1570,34,30,4,7095,1625,21,2021-04-21
"Calhoun",2021-04-21,"Calhoun",18096,1384,1311,11,11,0,5340,1334,12,2021-04-21
"Carroll",2021-04-21,"Carroll",35851,3004,2700,52,43,9,11472,2796,44,2021-04-21
"Cass",2021-04-21,"Cass",20401,1429,1273,54,48,6,6390,1349,22,2021-04-21
"Cedar",2021-04-21,"Cedar",30347,1929,1745,23,21,2,9246,1846,78,2021-04-21
"Cerro Gordo",2021-04-21,"Cerro Gordo",74988,5634,4991,86,72,14,25176,5236,159,2021-04-21
"Cherokee",2021-04-21,"Cherokee",20644,1674,1490,38,30,8,6085,1574,46,2021-04-21
"Chickasaw",2021-04-21,"Chickasaw",17155,1297,1200,15,13,2,5487,1226,11,2021-04-21
"Clarke",2021-04-21,"Clarke",13163,1045,948,24,22,2,4916,984,12,2021-04-21
"Clay",2021-04-21,"Clay",29791,2231,1937,25,20,5,8534,2120,158,2021-04-21
"Clayton",2021-04-21,"Clayton",24478,1756,1568,55,46,9,7200,1673,50,2021-04-21
"Clinton",2021-04-21,"Clinton",61732,5875,5052,91,79,12,23081,5393,250,2021-04-21
"Crawford",2021-04-21,"Crawford",27037,2860,2553,40,35,5,8896,2623,30,2021-04-21
"Dallas",2021-04-21,"Dallas",125446,12250,10467,96,84,12,54781,10919,356,2021-04-21
"Davis",2021-04-21,"Davis",10795,869,759,24,23,1,3491,799,16,2021-04-21
"Decatur",2021-04-21,"Decatur",10290,604,577,9,9,0,3572,591,5,2021-04-21
