"","date","County","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Active","positivity"
"Crawford",2021-01-08,"Crawford",7556,2217,1910,22,19,3,285,0.293409211222869
"Dallas",2021-01-08,"Dallas",44485,8357,7068,66,56,10,1223,0.18786107676745
"Davis",2021-01-08,"Davis",2663,668,562,20,19,1,86,0.250844911753661
"Decatur",2021-01-08,"Decatur",2826,459,372,4,4,0,83,0.162420382165605
"Delaware",2021-01-08,"Delaware",6693,1679,1523,33,31,2,123,0.25085910652921
"Des Moines",2021-01-08,"Des Moines",17650,3671,3228,37,34,3,406,0.207988668555241
"Dickinson",2021-01-08,"Dickinson",8850,1777,1568,21,19,2,188,0.200790960451977
"Dubuque",2021-01-08,"Dubuque",48696,10963,9856,140,132,8,967,0.22513142763266
"Emmet",2021-01-08,"Emmet",4248,1057,871,28,27,1,158,0.248822975517891
"Fayette",2021-01-08,"Fayette",7543,1497,1175,21,20,1,301,0.198462150338062
"Floyd",2021-01-08,"Floyd",6448,1334,1169,36,28,8,129,0.206885856079404
"Franklin",2021-01-08,"Franklin",4287,971,799,17,16,1,155,0.226498717051551
"Fremont",2021-01-08,"Fremont",2240,480,425,5,3,2,50,0.214285714285714
"Greene",2021-01-08,"Greene",3549,665,581,7,7,0,77,0.187376725838264
"Grundy",2021-01-08,"Grundy",4774,1152,936,21,16,5,195,0.241307080016757
"Guthrie",2021-01-08,"Guthrie",4743,993,836,23,18,5,134,0.209361163820367
"Hamilton",2021-01-08,"Hamilton",6302,1533,1291,25,25,0,217,0.243256109171692
"Hancock",2021-01-08,"Hancock",4939,1240,995,24,19,5,221,0.251062968212189
"Hardin",2021-01-08,"Hardin",6967,1500,1318,29,26,3,153,0.215300703315631
"Harrison",2021-01-08,"Harrison",5493,1492,1208,59,56,3,225,0.271618423448025
"Henry",2021-01-08,"Henry",9344,2552,2282,29,29,0,241,0.273116438356164
"Howard",2021-01-08,"Howard",3632,780,606,18,14,4,156,0.214757709251101
"Humboldt",2021-01-08,"Humboldt",4016,1012,850,18,15,3,144,0.25199203187251
"Ida",2021-01-08,"Ida",2707,718,624,29,28,1,65,0.265238271148873
"Iowa",2021-01-08,"Iowa",6734,1182,1038,21,20,1,123,0.175527175527176
"Jackson",2021-01-08,"Jackson",7468,1837,1646,30,29,1,161,0.245982860203535
"Jasper",2021-01-08,"Jasper",14804,3013,2497,55,53,2,461,0.203526074034045
"Jefferson",2021-01-08,"Jefferson",6284,1130,840,22,20,2,268,0.17982176957352
"Johnson",2021-01-08,"Johnson",66368,11542,10240,47,43,4,1255,0.173909112825458
"Jones",2021-01-08,"Jones",8320,2647,2454,48,47,1,145,0.318149038461538
"Keokuk",2021-01-08,"Keokuk",3412,823,723,25,25,0,75,0.241207502930832
"Kossuth",2021-01-08,"Kossuth",6484,1613,1399,35,34,1,179,0.248766193707588
"Lee",2021-01-08,"Lee",13250,3018,2526,28,23,5,464,0.22777358490566
"Linn",2021-01-08,"Linn",97358,17177,15378,258,239,19,1541,0.176431315351589
"Louisa",2021-01-08,"Louisa",4575,1115,936,26,22,4,153,0.243715846994536
"Lucas",2021-01-08,"Lucas",3140,626,388,8,8,0,230,0.199363057324841
"Lyon",2021-01-08,"Lyon",3868,1296,1136,28,26,2,132,0.335056876938987
"Madison",2021-01-08,"Madison",6134,1070,825,9,8,1,236,0.174437561134659
"Mahaska",2021-01-08,"Mahaska",8657,1826,1415,35,32,3,376,0.210927573062262
"Marion",2021-01-08,"Marion",12799,2887,2283,50,43,7,554,0.225564497226346
"Marshall",2021-01-08,"Marshall",17305,4167,3781,58,55,3,328,0.240797457382259
"Mills",2021-01-08,"Mills",6692,1322,1177,15,14,1,130,0.197549312612074
"Mitchell",2021-01-08,"Mitchell",4740,1105,892,31,31,0,182,0.233122362869198
"Monona",2021-01-08,"Monona",3124,577,497,16,15,1,64,0.184699103713188
"Monroe",2021-01-08,"Monroe",2760,744,495,17,16,1,232,0.269565217391304
"Montgomery",2021-01-08,"Montgomery",3591,803,598,17,16,1,188,0.223614592035645
"Muscatine",2021-01-08,"Muscatine",17931,3703,3215,75,68,7,413,0.206513858680497
"O'Brien",2021-01-08,"O'Brien",5664,1647,1447,53,49,4,147,0.290783898305085
"Osceola",2021-01-08,"Osceola",2062,625,588,8,7,1,29,0.303103782735209
"Page",2021-01-08,"Page",5150,1404,1282,14,13,1,108,0.272621359223301
"Palo Alto",2021-01-08,"Palo Alto",3791,863,741,9,9,0,113,0.227644420997098
"Pending Investigation",2021-01-08,"Pending Investigation",9767,829,398,0,0,0,431,0.0848776492269888
"Plymouth",2021-01-08,"Plymouth",11473,3432,3070,62,56,6,300,0.299137104506232
"Pocahontas",2021-01-08,"Pocahontas",3046,760,631,11,11,0,118,0.249507550886408
"Polk",2021-01-08,"Polk",225270,43321,37128,421,382,39,5772,0.192307009366538
"Pottawattamie",2021-01-08,"Pottawattamie",40372,8629,7371,102,91,11,1156,0.213737243634202
"Poweshiek",2021-01-08,"Poweshiek",7036,1262,1088,24,22,2,150,0.179363274587834
"Ringgold",2021-01-08,"Ringgold",1982,393,311,8,7,1,74,0.198284561049445
"Sac",2021-01-08,"Sac",4526,1074,961,14,14,0,99,0.237295625276182
"Scott",2021-01-08,"Scott",71881,14800,12792,153,145,8,1855,0.205895855650311
"Shelby",2021-01-08,"Shelby",4375,981,838,26,26,0,117,0.224228571428571
"Sioux",2021-01-08,"Sioux",13538,4443,4012,47,46,1,384,0.328187324567883
"Story",2021-01-08,"Story",46668,8310,7428,32,28,4,850,0.178066340961687
"Tama",2021-01-08,"Tama",7095,1817,1583,57,55,2,177,0.256095842142354
"Taylor",2021-01-08,"Taylor",2159,571,494,9,7,2,68,0.26447429365447
"Union",2021-01-08,"Union",5624,1053,924,19,19,0,110,0.187233285917496
"Van Buren",2021-01-08,"Van Buren",2248,476,413,12,11,1,51,0.211743772241993
"Wapello",2021-01-08,"Wapello",14005,3257,2762,93,91,2,402,0.232559800071403
"Warren",2021-01-08,"Warren",22889,4063,3258,37,35,2,768,0.177508847044432
"Washington",2021-01-08,"Washington",9860,2033,1603,29,28,1,401,0.206186612576065
"Wayne",2021-01-08,"Wayne",1875,408,328,21,17,4,59,0.2176
"Webster",2021-01-08,"Webster",18814,4563,4014,66,59,7,483,0.242532156904433
"Winnebago",2021-01-08,"Winnebago",5102,1143,1005,28,23,5,110,0.224029792238338
"Winneshiek",2021-01-08,"Winneshiek",8150,1440,1180,19,17,2,241,0.176687116564417
"Woodbury",2021-01-08,"Woodbury",50647,12633,11320,172,159,13,1141,0.249432345449879
"Worth",2021-01-08,"Worth",3069,564,428,3,2,1,133,0.183773216031281
"Wright",2021-01-08,"Wright",6902,1581,1397,21,19,2,163,0.229064039408867
"Total",2021-01-08,"Totals",1386169,293448,253489,4065,3728,337,35894,0.211697130725041
