"","date","County","Total.Tests","Total.Positive.Tests","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Individuals.Tested","Individuals.Positive","Active","date"
"Adair",2021-05-27,"Adair",12627,991,830,32,22,10,3786,871,9,2021-05-27
"Adams",2021-05-27,"Adams",5964,352,336,4,4,0,1669,341,1,2021-05-27
"Allamakee",2021-05-27,"Allamakee",22409,1578,1449,51,41,10,6491,1522,22,2021-05-27
"Appanoose",2021-05-27,"Appanoose",18752,1463,1227,49,44,5,6351,1285,9,2021-05-27
"Audubon",2021-05-27,"Audubon",13020,537,488,10,9,1,2840,516,18,2021-05-27
"Benton",2021-05-27,"Benton",39152,2733,2480,55,44,11,13476,2572,37,2021-05-27
"Black Hawk",2021-05-27,"Black Hawk",223484,17374,15395,309,286,23,73612,15895,191,2021-05-27
"Boone",2021-05-27,"Boone",45951,2858,2581,34,31,3,14590,2674,59,2021-05-27
"Bremer",2021-05-27,"Bremer",41322,2996,2751,60,51,9,12867,2861,50,2021-05-27
"Buchanan",2021-05-27,"Buchanan",32784,2028,1865,33,27,6,9949,1918,20,2021-05-27
"Buena Vista",2021-05-27,"Buena Vista",46330,4905,4199,40,36,4,15299,4254,15,2021-05-27
"Butler",2021-05-27,"Butler",30612,1750,1591,35,31,4,7395,1656,30,2021-05-27
"Calhoun",2021-05-27,"Calhoun",19322,1438,1336,13,12,1,5556,1387,38,2021-05-27
"Carroll",2021-05-27,"Carroll",38308,3078,2788,52,43,9,11849,2867,27,2021-05-27
"Cass",2021-05-27,"Cass",21461,1473,1322,54,48,6,6652,1389,13,2021-05-27
"Cedar",2021-05-27,"Cedar",32819,2003,1851,23,21,2,9644,1912,38,2021-05-27
"Cerro Gordo",2021-05-27,"Cerro Gordo",80557,5908,5238,89,74,15,26381,5482,155,2021-05-27
"Cherokee",2021-05-27,"Cherokee",21572,1691,1543,38,30,8,6245,1590,9,2021-05-27
"Chickasaw",2021-05-27,"Chickasaw",18390,1312,1218,16,14,2,5734,1244,10,2021-05-27
"Clarke",2021-05-27,"Clarke",14074,1064,967,24,22,2,5141,1004,13,2021-05-27
"Clay",2021-05-27,"Clay",32088,2266,2119,26,21,5,8853,2160,15,2021-05-27
"Clayton",2021-05-27,"Clayton",26468,1791,1637,56,47,9,7530,1704,11,2021-05-27
"Clinton",2021-05-27,"Clinton",67177,6068,5386,93,79,14,24359,5589,110,2021-05-27
"Crawford",2021-05-27,"Crawford",29321,2920,2598,40,35,5,9169,2674,36,2021-05-27
"Dallas",2021-05-27,"Dallas",133694,12576,10963,98,85,13,57134,11239,178,2021-05-27
"Davis",2021-05-27,"Davis",11760,914,783,24,23,1,3697,843,36,2021-05-27
"Decatur",2021-05-27,"Decatur",10796,627,593,9,9,0,3723,611,9,2021-05-27
"Delaware",2021-05-27,"Delaware",30562,2153,2031,41,37,4,8494,2108,36,2021-05-27
"Des Moines",2021-05-27,"Des Moines",59097,4998,4433,67,55,12,22336,4633,133,2021-05-27
"Dickinson",2021-05-27,"Dickinson",28321,2680,2428,44,38,6,10924,2488,16,2021-05-27
"Dubuque",2021-05-27,"Dubuque",201499,14748,13067,209,193,16,59830,13441,165,2021-05-27
"Emmet",2021-05-27,"Emmet",17796,1427,1278,40,38,2,5427,1348,30,2021-05-27
"Fayette",2021-05-27,"Fayette",37883,1938,1809,41,36,5,9749,1853,3,2021-05-27
"Floyd",2021-05-27,"Floyd",26841,1798,1548,42,32,10,8147,1618,28,2021-05-27
"Franklin",2021-05-27,"Franklin",20776,1329,1127,21,19,2,5687,1222,74,2021-05-27
"Fremont",2021-05-27,"Fremont",7926,662,614,9,7,2,2818,625,2,2021-05-27
"Greene",2021-05-27,"Greene",15537,827,761,10,10,0,4335,779,8,2021-05-27
"Grundy",2021-05-27,"Grundy",20004,1446,1328,33,27,6,6047,1366,5,2021-05-27
"Guthrie",2021-05-27,"Guthrie",19492,1307,1178,32,26,6,6046,1223,13,2021-05-27
"Hamilton",2021-05-27,"Hamilton",24168,1997,1745,50,45,5,7902,1807,12,2021-05-27
"Hancock",2021-05-27,"Hancock",22583,1596,1425,34,27,7,6421,1496,37,2021-05-27
"Hardin",2021-05-27,"Hardin",36982,1999,1799,44,34,10,8934,1866,23,2021-05-27
"Harrison",2021-05-27,"Harrison",22130,1931,1714,73,69,4,6714,1797,10,2021-05-27
"Henry",2021-05-27,"Henry",37830,3085,2856,37,36,1,11535,2934,41,2021-05-27
"Howard",2021-05-27,"Howard",17469,1092,1020,22,18,4,4814,1047,5,2021-05-27
"Humboldt",2021-05-27,"Humboldt",15967,1243,1159,26,23,3,4913,1194,9,2021-05-27
"Ida",2021-05-27,"Ida",13005,1024,864,35,32,3,3494,910,11,2021-05-27
"Iowa",2021-05-27,"Iowa",30880,1560,1455,24,22,2,8563,1496,17,2021-05-27
"Jackson",2021-05-27,"Jackson",27014,2379,2162,42,39,3,9670,2243,39,2021-05-27
"Jasper",2021-05-27,"Jasper",54383,4549,4079,72,67,5,19291,4202,51,2021-05-27
"Jefferson",2021-05-27,"Jefferson",21620,1451,1297,35,29,6,8195,1332,0,2021-05-27
"Johnson",2021-05-27,"Johnson",220713,15424,14226,84,77,7,84967,14550,240,2021-05-27
"Jones",2021-05-27,"Jones",27907,3126,2899,57,51,6,10598,3002,46,2021-05-27
"Keokuk",2021-05-27,"Keokuk",16309,1030,922,31,31,0,4481,961,8,2021-05-27
"Kossuth",2021-05-27,"Kossuth",27286,2278,2088,65,56,9,8287,2157,4,2021-05-27
"Lee",2021-05-27,"Lee",56392,4032,3667,55,42,13,16710,3787,65,2021-05-27
"Linn",2021-05-27,"Linn",306098,22414,20259,337,301,36,124182,21024,428,2021-05-27
"Louisa",2021-05-27,"Louisa",18104,1354,1231,49,42,7,5690,1289,9,2021-05-27
"Lucas",2021-05-27,"Lucas",9873,806,746,23,18,5,4058,777,8,2021-05-27
"Lyon",2021-05-27,"Lyon",17233,1592,1530,41,37,4,4970,1586,15,2021-05-27
"Madison",2021-05-27,"Madison",21979,1781,1563,19,15,4,8245,1639,57,2021-05-27
"Mahaska",2021-05-27,"Mahaska",32784,2424,2214,51,46,5,11030,2315,50,2021-05-27
"Marion",2021-05-27,"Marion",44306,3851,3530,76,65,11,16936,3644,38,2021-05-27
"Marshall",2021-05-27,"Marshall",85641,5222,4729,76,68,8,22560,4854,49,2021-05-27
"Mills",2021-05-27,"Mills",21971,1796,1589,23,20,3,7909,1628,16,2021-05-27
"Mitchell",2021-05-27,"Mitchell",18648,1377,1225,42,39,3,5668,1265,-2,2021-05-27
"Monona",2021-05-27,"Monona",18720,885,797,31,29,2,3946,827,-1,2021-05-27
"Monroe",2021-05-27,"Monroe",10143,1002,921,29,22,7,3696,957,7,2021-05-27
"Montgomery",2021-05-27,"Montgomery",14873,1112,988,38,36,2,4465,1034,8,2021-05-27
"Muscatine",2021-05-27,"Muscatine",58832,5191,4625,103,94,9,22753,4846,118,2021-05-27
"O'Brien",2021-05-27,"O'Brien",27056,2149,1928,61,56,5,6942,2000,11,2021-05-27
"Osceola",2021-05-27,"Osceola",9504,816,761,16,13,3,2667,789,12,2021-05-27
"Page",2021-05-27,"Page",22434,2001,1895,22,20,2,6607,1934,17,2021-05-27
"Palo Alto",2021-05-27,"Palo Alto",19628,1192,1093,23,22,1,4696,1134,18,2021-05-27
"Pending Investigation",2021-05-27,"Pending Investigation",8196,991,931,0,0,0,4325,962,31,2021-05-27
"Plymouth",2021-05-27,"Plymouth",39925,4328,3913,80,72,8,13806,4022,29,2021-05-27
"Pocahontas",2021-05-27,"Pocahontas",14026,902,834,22,22,0,3581,858,2,2021-05-27
"Polk",2021-05-27,"Polk",728496,65312,56313,634,556,78,291765,57963,1016,2021-05-27
"Pottawattamie",2021-05-27,"Pottawattamie",124821,12296,10817,171,149,22,49697,11173,185,2021-05-27
"Poweshiek",2021-05-27,"Poweshiek",47413,1641,1514,35,32,3,9299,1563,14,2021-05-27
"Ringgold",2021-05-27,"Ringgold",10428,578,536,24,18,6,2504,559,-1,2021-05-27
"Sac",2021-05-27,"Sac",21460,1391,1277,19,19,0,5608,1307,11,2021-05-27
"Scott",2021-05-27,"Scott",224171,21625,19362,243,219,24,92326,20191,586,2021-05-27
"Shelby",2021-05-27,"Shelby",18059,1372,1265,37,33,4,5763,1310,8,2021-05-27
"Sioux",2021-05-27,"Sioux",47700,5338,5032,74,71,3,16849,5157,51,2021-05-27
"Story",2021-05-27,"Story",167955,11438,10424,48,42,6,58551,10677,205,2021-05-27
"Tama",2021-05-27,"Tama",33711,2234,2011,71,67,4,8829,2109,27,2021-05-27
"Taylor",2021-05-27,"Taylor",9157,687,645,12,10,2,2644,663,6,2021-05-27
"Union",2021-05-27,"Union",18041,1370,1231,34,26,8,6864,1289,24,2021-05-27
"Van Buren",2021-05-27,"Van Buren",8881,587,540,18,15,3,2890,560,2,2021-05-27
"Wapello",2021-05-27,"Wapello",49227,4690,4146,122,118,4,19445,4324,56,2021-05-27
"Warren",2021-05-27,"Warren",81446,6304,5609,90,80,10,29587,5803,104,2021-05-27
"Washington",2021-05-27,"Washington",43512,2723,2472,51,47,4,12475,2554,31,2021-05-27
"Wayne",2021-05-27,"Wayne",7552,584,505,23,18,5,2642,543,15,2021-05-27
"Webster",2021-05-27,"Webster",71402,5420,5010,94,79,15,22058,5130,26,2021-05-27
"Winnebago",2021-05-27,"Winnebago",18519,1542,1369,31,26,5,6634,1431,31,2021-05-27
"Winneshiek",2021-05-27,"Winneshiek",41662,2050,1927,35,30,5,10805,1970,8,2021-05-27
"Woodbury",2021-05-27,"Woodbury",152428,16494,14840,228,209,19,62782,15190,122,2021-05-27
"Worth",2021-05-27,"Worth",13868,797,727,8,7,1,4050,754,19,2021-05-27
"Wright",2021-05-27,"Wright",21495,1921,1787,37,30,7,8157,1852,28,2021-05-27
"Total",2021-05-27,"Totals",5029964,401383,359174,6043,5343,700,1756277,371001,5784,2021-05-27
