"","date","County","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Active","positivity"
"Emmet",2021-01-17,"Emmet",4370,1102,921,31,30,1,150,0.252173913043478
"Fayette",2021-01-17,"Fayette",7789,1599,1239,22,20,2,338,0.205289510848633
"Floyd",2021-01-17,"Floyd",6624,1380,1214,36,28,8,130,0.208333333333333
"Franklin",2021-01-17,"Franklin",4421,1015,832,18,17,1,165,0.229586066500792
"Fremont",2021-01-17,"Fremont",2313,503,443,6,4,2,54,0.217466493731085
"Greene",2021-01-17,"Greene",3615,688,617,7,7,0,64,0.190318118948824
"Grundy",2021-01-17,"Grundy",4908,1200,1010,26,21,5,164,0.244498777506112
"Guthrie",2021-01-17,"Guthrie",4855,1025,873,24,19,5,128,0.211122554067971
"Hamilton",2021-01-17,"Hamilton",6442,1578,1381,29,28,1,168,0.244954982924558
"Hancock",2021-01-17,"Hancock",5073,1290,1097,24,19,5,169,0.254287403903016
"Hardin",2021-01-17,"Hardin",7136,1542,1393,29,26,3,120,0.216087443946188
"Harrison",2021-01-17,"Harrison",5644,1544,1315,62,58,4,167,0.273564847625797
"Henry",2021-01-17,"Henry",9540,2633,2383,30,30,0,220,0.275995807127883
"Howard",2021-01-17,"Howard",3750,829,647,19,15,4,163,0.221066666666667
"Humboldt",2021-01-17,"Humboldt",4110,1042,903,19,16,3,120,0.25352798053528
"Ida",2021-01-17,"Ida",2770,738,660,30,29,1,48,0.266425992779783
"Iowa",2021-01-17,"Iowa",6946,1237,1089,22,21,1,126,0.178088108263749
"Jackson",2021-01-17,"Jackson",7695,1910,1703,31,30,1,176,0.248213125406108
"Jasper",2021-01-17,"Jasper",15238,3196,2656,58,56,2,482,0.209738810867568
"Jefferson",2021-01-17,"Jefferson",6490,1195,914,24,21,3,257,0.184129429892142
"Johnson",2021-01-17,"Johnson",68346,12035,10543,49,45,4,1443,0.176089310274193
"Jones",2021-01-17,"Jones",8542,2696,2519,49,48,1,128,0.315616951533599
"Keokuk",2021-01-17,"Keokuk",3505,843,751,25,25,0,67,0.240513552068474
"Kossuth",2021-01-17,"Kossuth",6654,1706,1488,43,40,3,175,0.256387135557559
"Lee",2021-01-17,"Lee",13612,3136,2696,30,25,5,410,0.230384954451954
"Linn",2021-01-17,"Linn",99757,17678,15837,274,251,23,1567,0.177210621811001
"Louisa",2021-01-17,"Louisa",4691,1143,986,30,25,5,127,0.243658068642081
"Lucas",2021-01-17,"Lucas",3229,646,472,8,8,0,166,0.200061938680706
"Lyon",2021-01-17,"Lyon",3974,1336,1179,32,29,3,125,0.336185203824862
"Madison",2021-01-17,"Madison",6392,1186,886,9,8,1,291,0.185544430538173
"Mahaska",2021-01-17,"Mahaska",8923,1907,1551,36,33,3,320,0.213717359632411
"Marion",2021-01-17,"Marion",13165,3017,2492,52,45,7,473,0.229168249145461
"Marshall",2021-01-17,"Marshall",17724,4255,3906,61,56,5,288,0.240069961633943
"Mills",2021-01-17,"Mills",6837,1360,1226,16,15,1,118,0.198917653941787
"Mitchell",2021-01-17,"Mitchell",4858,1157,949,34,34,0,174,0.238163853437629
"Monona",2021-01-17,"Monona",3231,634,522,16,15,1,96,0.196224079232436
"Monroe",2021-01-17,"Monroe",2873,805,558,18,16,2,229,0.280194918203968
"Montgomery",2021-01-17,"Montgomery",3717,840,664,22,21,1,154,0.225988700564972
"Muscatine",2021-01-17,"Muscatine",18419,3863,3354,77,70,7,432,0.209729084097942
"O'Brien",2021-01-17,"O'Brien",5800,1685,1507,54,50,4,124,0.29051724137931
"Osceola",2021-01-17,"Osceola",2117,634,597,9,7,2,28,0.299480396787907
"Page",2021-01-17,"Page",5268,1437,1318,15,14,1,104,0.272779043280182
"Palo Alto",2021-01-17,"Palo Alto",3875,901,779,9,9,0,113,0.232516129032258
"Pending Investigation",2021-01-17,"Pending Investigation",8465,921,476,0,0,0,445,0.108800945067927
"Plymouth",2021-01-17,"Plymouth",11687,3488,3207,68,62,6,213,0.298451270642594
"Pocahontas",2021-01-17,"Pocahontas",3087,772,664,11,11,0,97,0.250080984774862
"Polk",2021-01-17,"Polk",231684,45338,39177,447,404,43,5714,0.195688955646484
"Pottawattamie",2021-01-17,"Pottawattamie",41333,8935,7789,112,99,13,1034,0.216171098154017
"Poweshiek",2021-01-17,"Poweshiek",7238,1323,1132,24,22,2,167,0.182785299806576
"Ringgold",2021-01-17,"Ringgold",2029,426,336,9,8,1,81,0.209955643173977
"Sac",2021-01-17,"Sac",4629,1102,996,15,15,0,91,0.238064376755239
"Scott",2021-01-17,"Scott",73703,15356,13450,163,153,10,1743,0.208349727962227
"Shelby",2021-01-17,"Shelby",4509,1013,882,26,26,0,105,0.224661787536039
"Sioux",2021-01-17,"Sioux",13839,4536,4156,56,54,2,324,0.327769347496206
"Story",2021-01-17,"Story",48058,8634,7733,34,30,4,867,0.179657913354696
"Tama",2021-01-17,"Tama",7254,1856,1655,57,55,2,144,0.255858836503998
"Taylor",2021-01-17,"Taylor",2214,591,520,9,7,2,62,0.266937669376694
"Union",2021-01-17,"Union",5759,1081,964,22,21,1,95,0.187706198992881
"Van Buren",2021-01-17,"Van Buren",2303,494,429,12,11,1,53,0.214502822405558
"Wapello",2021-01-17,"Wapello",14486,3414,2907,98,96,2,409,0.235675824934419
"Warren",2021-01-17,"Warren",23480,4375,3510,38,36,2,827,0.186328790459966
"Washington",2021-01-17,"Washington",10128,2143,1734,31,30,1,378,0.211591627172196
"Wayne",2021-01-17,"Wayne",1908,414,345,21,17,4,48,0.216981132075472
"Webster",2021-01-17,"Webster",19178,4673,4221,71,63,8,381,0.243664615705496
"Winnebago",2021-01-17,"Winnebago",5229,1185,1052,29,24,5,104,0.226620768789443
"Winneshiek",2021-01-17,"Winneshiek",8438,1549,1282,19,17,2,248,0.183574306707751
"Woodbury",2021-01-17,"Woodbury",51699,12947,11733,175,162,13,1039,0.25043037582932
"Worth",2021-01-17,"Worth",3153,599,471,3,2,1,125,0.189977798921662
"Wright",2021-01-17,"Wright",7028,1627,1467,24,22,2,136,0.231502561183836
"Total",2021-01-17,"Totals",1421490,304851,265925,4321,3948,373,34605,0.214458772133466
