"","date","County","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Active","positivity"
"Adair",2021-01-17,"Adair",3101,686,542,20,16,4,124,0.221218961625282
"Adams",2021-01-17,"Adams",1351,295,233,3,3,0,59,0.218356772760918
"Allamakee",2021-01-17,"Allamakee",5131,1268,1079,27,23,4,162,0.247125316702397
"Appanoose",2021-01-17,"Appanoose",5111,1097,904,38,38,0,155,0.21463510076306
"Audubon",2021-01-17,"Audubon",2165,411,352,8,8,0,51,0.189838337182448
"Benton",2021-01-17,"Benton",10737,2084,1902,44,40,4,138,0.194095184874732
"Black Hawk",2021-01-17,"Black Hawk",59864,13648,12194,236,223,13,1218,0.227983429105974
"Boone",2021-01-17,"Boone",11656,2165,1732,17,15,2,416,0.185741249142073
"Bremer",2021-01-17,"Bremer",9973,2420,2191,48,44,4,181,0.242655168956182
"Buchanan",2021-01-17,"Buchanan",7994,1581,1372,23,21,2,186,0.197773329997498
"Buena Vista",2021-01-17,"Buena Vista",13299,3915,3541,29,26,3,345,0.29438303631852
"Butler",2021-01-17,"Butler",5952,1466,1185,24,21,3,257,0.24630376344086
"Calhoun",2021-01-17,"Calhoun",4689,1220,1153,9,9,0,58,0.260183407976114
"Carroll",2021-01-17,"Carroll",9992,2531,2241,34,28,6,256,0.253302642113691
"Cass",2021-01-17,"Cass",5382,1125,950,41,39,2,134,0.209030100334448
"Cedar",2021-01-17,"Cedar",7717,1512,1293,19,18,1,200,0.195931061293249
"Cerro Gordo",2021-01-17,"Cerro Gordo",20786,4635,4133,68,57,11,434,0.222986625613394
"Cherokee",2021-01-17,"Cherokee",5219,1381,1150,27,23,4,204,0.264610078559111
"Chickasaw",2021-01-17,"Chickasaw",4568,1106,992,12,11,1,102,0.242119089316988
"Clarke",2021-01-17,"Clarke",4035,781,597,7,7,0,177,0.193556381660471
"Clay",2021-01-17,"Clay",7173,1660,1480,19,15,4,161,0.231423393280357
"Clayton",2021-01-17,"Clayton",5979,1507,1294,48,41,7,165,0.252048837598261
"Clinton",2021-01-17,"Clinton",18827,4487,3913,61,55,6,513,0.2383279332873
"Crawford",2021-01-17,"Crawford",7697,2282,2004,22,19,3,256,0.296479147719891
"Dallas",2021-01-17,"Dallas",45756,8814,7465,71,60,11,1278,0.192630474691844
"Davis",2021-01-17,"Davis",2753,687,597,21,20,1,69,0.249545949872866
"Decatur",2021-01-17,"Decatur",2911,478,393,4,4,0,81,0.164204740638956
"Delaware",2021-01-17,"Delaware",6835,1722,1560,36,32,4,126,0.251938551572787
"Des Moines",2021-01-17,"Des Moines",18135,3806,3349,41,37,4,416,0.209870416322029
"Dickinson",2021-01-17,"Dickinson",9004,1842,1635,26,24,2,181,0.204575744113727
"Dubuque",2021-01-17,"Dubuque",49942,11301,10141,149,140,9,1011,0.226282487685715
