"","date","County","Total.Tests","Total.Positive.Tests","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Individuals.Tested","Individuals.Positive","Active","date"
"Adair",2021-03-17,"Adair",11286,944,758,31,22,9,3480,825,36,2021-03-17
"Adams",2021-03-17,"Adams",4915,328,315,4,4,0,1529,319,0,2021-03-17
"Allamakee",2021-03-17,"Allamakee",19097,1520,1339,48,38,10,5968,1468,81,2021-03-17
"Appanoose",2021-03-17,"Appanoose",16134,1405,1165,47,43,4,5799,1238,26,2021-03-17
"Audubon",2021-03-17,"Audubon",10738,495,451,9,8,1,2505,478,18,2021-03-17
"Benton",2021-03-17,"Benton",33385,2599,2262,54,44,10,12290,2445,129,2021-03-17
"Black Hawk",2021-03-17,"Black Hawk",193467,16468,14445,297,277,20,67774,15089,347,2021-03-17
"Boone",2021-03-17,"Boone",40134,2655,2350,30,28,2,13293,2475,95,2021-03-17
"Bremer",2021-03-17,"Bremer",34587,2866,2567,57,48,9,11799,2734,110,2021-03-17
"Buchanan",2021-03-17,"Buchanan",27396,1894,1695,30,26,4,9064,1799,74,2021-03-17
"Buena Vista",2021-03-17,"Buena Vista",41119,4789,4015,38,35,3,14351,4153,100,2021-03-17
"Butler",2021-03-17,"Butler",26547,1685,1536,32,28,4,6803,1598,30,2021-03-17
"Calhoun",2021-03-17,"Calhoun",16707,1358,1264,11,11,0,5116,1307,32,2021-03-17
"Carroll",2021-03-17,"Carroll",32757,2908,2591,49,42,7,10959,2704,64,2021-03-17
"Cass",2021-03-17,"Cass",18869,1383,1191,52,47,5,6104,1313,70,2021-03-17
"Cedar",2021-03-17,"Cedar",27520,1833,1620,23,21,2,8829,1755,112,2021-03-17
"Cerro Gordo",2021-03-17,"Cerro Gordo",69490,5417,4846,85,71,14,23959,5048,117,2021-03-17
"Cherokee",2021-03-17,"Cherokee",18591,1603,1393,37,29,8,5809,1502,72,2021-03-17
"Chickasaw",2021-03-17,"Chickasaw",15782,1266,1171,15,13,2,5233,1202,16,2021-03-17
"Clarke",2021-03-17,"Clarke",12211,1022,898,21,21,0,4709,964,45,2021-03-17
"Clay",2021-03-17,"Clay",26363,2010,1796,25,20,5,7986,1899,78,2021-03-17
"Clayton",2021-03-17,"Clayton",22189,1692,1542,55,46,9,6746,1610,13,2021-03-17
"Clinton",2021-03-17,"Clinton",55760,5523,4807,87,76,11,21594,5069,175,2021-03-17
"Crawford",2021-03-17,"Crawford",24948,2802,2435,36,31,5,8538,2567,96,2021-03-17
"Dallas",2021-03-17,"Dallas",115321,11668,9789,93,82,11,52042,10382,500,2021-03-17
"Davis",2021-03-17,"Davis",9829,844,725,24,23,1,3285,772,23,2021-03-17
"Decatur",2021-03-17,"Decatur",9387,591,544,9,9,0,3448,577,24,2021-03-17
"Delaware",2021-03-17,"Delaware",24381,1926,1801,40,35,5,7643,1885,44,2021-03-17
"Des Moines",2021-03-17,"Des Moines",50673,4644,4137,63,53,10,20419,4313,113,2021-03-17
"Dickinson",2021-03-17,"Dickinson",23219,2284,1949,41,35,6,9896,2111,121,2021-03-17
"Dubuque",2021-03-17,"Dubuque",168170,13708,11986,200,186,14,54949,12515,329,2021-03-17
"Emmet",2021-03-17,"Emmet",14789,1240,1093,40,38,2,4827,1168,35,2021-03-17
"Fayette",2021-03-17,"Fayette",31428,1877,1721,37,33,4,8886,1803,45,2021-03-17
"Floyd",2021-03-17,"Floyd",22889,1659,1419,41,31,10,7421,1497,37,2021-03-17
"Franklin",2021-03-17,"Franklin",18029,1199,1058,20,19,1,5049,1102,24,2021-03-17
"Fremont",2021-03-17,"Fremont",6576,595,536,9,7,2,2536,560,15,2021-03-17
"Greene",2021-03-17,"Greene",13446,791,713,10,10,0,3958,743,20,2021-03-17
"Grundy",2021-03-17,"Grundy",17489,1402,1258,31,26,5,5578,1329,40,2021-03-17
"Guthrie",2021-03-17,"Guthrie",16387,1187,1052,28,23,5,5424,1107,27,2021-03-17
"Hamilton",2021-03-17,"Hamilton",21590,1933,1673,44,42,2,7285,1745,28,2021-03-17
"Hancock",2021-03-17,"Hancock",19148,1485,1332,33,27,6,5760,1389,24,2021-03-17
"Hardin",2021-03-17,"Hardin",30910,1847,1622,39,33,6,8069,1720,59,2021-03-17
"Harrison",2021-03-17,"Harrison",18945,1817,1580,70,66,4,6207,1687,37,2021-03-17
"Henry",2021-03-17,"Henry",33134,2950,2738,37,36,1,10607,2809,34,2021-03-17
"Howard",2021-03-17,"Howard",15353,1050,945,22,18,4,4423,1007,40,2021-03-17
"Humboldt",2021-03-17,"Humboldt",14075,1198,1091,25,22,3,4563,1147,31,2021-03-17
"Ida",2021-03-17,"Ida",11021,962,767,32,30,2,3198,850,51,2021-03-17
"Iowa",2021-03-17,"Iowa",26710,1485,1339,23,21,2,7812,1421,59,2021-03-17
"Jackson",2021-03-17,"Jackson",23095,2241,2036,39,36,3,8763,2115,40,2021-03-17
"Jasper",2021-03-17,"Jasper",45950,4248,3602,69,64,5,17500,3919,248,2021-03-17
"Jefferson",2021-03-17,"Jefferson",18591,1404,1248,35,29,6,7427,1291,8,2021-03-17
"Johnson",2021-03-17,"Johnson",188865,14048,12787,76,71,5,76514,13259,396,2021-03-17
"Jones",2021-03-17,"Jones",23210,2967,2779,55,51,4,9562,2866,32,2021-03-17
"Keokuk",2021-03-17,"Keokuk",14177,996,875,29,29,0,4033,926,22,2021-03-17
"Kossuth",2021-03-17,"Kossuth",23150,2128,1886,57,51,6,7604,2014,71,2021-03-17
"Lee",2021-03-17,"Lee",48886,3772,3439,54,41,13,15262,3549,56,2021-03-17
"Linn",2021-03-17,"Linn",260395,20897,18848,320,288,32,112317,19625,457,2021-03-17
"Louisa",2021-03-17,"Louisa",15607,1293,1160,48,41,7,5238,1233,25,2021-03-17
"Lucas",2021-03-17,"Lucas",8418,766,671,21,17,4,3670,735,43,2021-03-17
"Lyon",2021-03-17,"Lyon",13738,1481,1400,41,37,4,4435,1478,37,2021-03-17
"Madison",2021-03-17,"Madison",18568,1611,1388,18,14,4,7453,1473,67,2021-03-17
"Mahaska",2021-03-17,"Mahaska",27874,2278,2062,47,42,5,10053,2174,65,2021-03-17
"Marion",2021-03-17,"Marion",37273,3659,3286,74,64,10,15396,3458,98,2021-03-17
