"","date","County","Total.Tests","Total.Positive.Tests","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Individuals.Tested","Individuals.Positive","Active","date"
"Montgomery",2021-06-18,"Montgomery",15053,1117,998,38,36,2,4513,1036,0,2021-06-18
"Muscatine",2021-06-18,"Muscatine",60277,5224,4745,106,97,9,23091,4880,29,2021-06-18
"O'Brien",2021-06-18,"O'Brien",27536,2151,1938,61,56,5,7000,1997,-2,2021-06-18
"Osceola",2021-06-18,"Osceola",9749,815,774,16,13,3,2688,789,-1,2021-06-18
"Page",2021-06-18,"Page",22785,2013,1914,22,20,2,6657,1945,9,2021-06-18
"Palo Alto",2021-06-18,"Palo Alto",19987,1195,1110,23,22,1,4748,1135,2,2021-06-18
"Pending Investigation",2021-06-18,"Pending Investigation",8143,980,945,0,0,0,4351,955,10,2021-06-18
"Plymouth",2021-06-18,"Plymouth",40551,4338,3935,81,73,8,13943,4029,13,2021-06-18
"Pocahontas",2021-06-18,"Pocahontas",14391,902,838,22,22,0,3632,858,-2,2021-06-18
"Polk",2021-06-18,"Polk",745343,65629,57280,640,562,78,296450,58229,309,2021-06-18
"Pottawattamie",2021-06-18,"Pottawattamie",126754,12352,11011,174,151,23,50251,11223,38,2021-06-18
"Poweshiek",2021-06-18,"Poweshiek",47940,1649,1530,36,33,3,9428,1570,4,2021-06-18
"Ringgold",2021-06-18,"Ringgold",10626,582,540,24,18,6,2531,563,-1,2021-06-18
"Sac",2021-06-18,"Sac",21879,1398,1290,20,19,1,5664,1309,-1,2021-06-18
"Scott",2021-06-18,"Scott",231762,21746,19944,247,223,24,94138,20302,111,2021-06-18
"Shelby",2021-06-18,"Shelby",18252,1377,1279,37,33,4,5813,1314,-2,2021-06-18
"Sioux",2021-06-18,"Sioux",48377,5358,5084,74,71,3,16997,5169,11,2021-06-18
"Story",2021-06-18,"Story",170327,11473,10605,48,42,6,59186,10714,61,2021-06-18
"Tama",2021-06-18,"Tama",34555,2248,2031,71,67,4,8941,2118,16,2021-06-18
"Taylor",2021-06-18,"Taylor",9462,692,652,12,10,2,2676,668,4,2021-06-18
"Union",2021-06-18,"Union",18481,1380,1254,35,27,8,6974,1299,10,2021-06-18
"Van Buren",2021-06-18,"Van Buren",9131,590,543,18,15,3,2942,563,2,2021-06-18
"Wapello",2021-06-18,"Wapello",50460,4711,4195,122,118,4,19746,4337,20,2021-06-18
"Warren",2021-06-18,"Warren",83255,6343,5707,91,81,10,30027,5838,40,2021-06-18
"Washington",2021-06-18,"Washington",44482,2742,2506,51,47,4,12685,2569,12,2021-06-18
"Wayne",2021-06-18,"Wayne",7771,584,519,23,18,5,2687,544,2,2021-06-18
"Webster",2021-06-18,"Webster",72693,5440,5040,94,79,15,22291,5154,20,2021-06-18
"Winnebago",2021-06-18,"Winnebago",19041,1557,1398,31,26,5,6760,1445,16,2021-06-18
"Winneshiek",2021-06-18,"Winneshiek",42180,2064,1935,35,30,5,10978,1984,14,2021-06-18
"Woodbury",2021-06-18,"Woodbury",155581,16548,14965,230,211,19,63594,15238,43,2021-06-18
"Worth",2021-06-18,"Worth",14351,804,747,8,7,1,4134,759,4,2021-06-18
"Wright",2021-06-18,"Wright",21784,1930,1816,40,33,7,8237,1858,2,2021-06-18
"Total",2021-06-18,"Totals",5141618,403641,364757,6109,5397,712,1782925,372894,2028,2021-06-18
