"","date","County","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Active","positivity"
"Adair",2021-02-19,"Adair",3339,790,671,26,20,6,93,0.236597783767595
"Adams",2021-02-19,"Adams",1465,317,297,3,3,0,17,0.216382252559727
"Allamakee",2021-02-19,"Allamakee",5574,1385,1266,41,35,6,78,0.248475062791532
"Appanoose",2021-02-19,"Appanoose",5564,1201,1080,47,43,4,74,0.215851905104242
"Audubon",2021-02-19,"Audubon",2412,465,410,9,8,1,46,0.192786069651741
"Benton",2021-02-19,"Benton",11634,2319,2069,54,44,10,196,0.199329551315111
"Black Hawk",2021-02-19,"Black Hawk",65405,14753,13791,280,264,16,682,0.22556379481691
"Boone",2021-02-19,"Boone",12696,2380,2197,30,28,2,153,0.187460617517328
"Bremer",2021-02-19,"Bremer",11255,2629,2443,53,47,6,133,0.233585073300755
"Buchanan",2021-02-19,"Buchanan",8672,1732,1594,27,24,3,111,0.199723247232472
"Buena Vista",2021-02-19,"Buena Vista",13950,4057,3930,36,33,3,91,0.290824372759857
"Butler",2021-02-19,"Butler",6545,1570,1483,30,27,3,57,0.239877769289534
"Calhoun",2021-02-19,"Calhoun",4951,1273,1225,10,10,0,38,0.257119773783074
"Carroll",2021-02-19,"Carroll",10607,2637,2535,47,39,8,55,0.248609408880928
"Cass",2021-02-19,"Cass",5859,1241,1102,48,45,3,91,0.211810889230244
"Cedar",2021-02-19,"Cedar",8358,1649,1533,22,21,1,94,0.197296003828667
"Cerro Gordo",2021-02-19,"Cerro Gordo",22878,4937,4660,79,67,12,198,0.215796835387709
"Cherokee",2021-02-19,"Cherokee",5584,1431,1366,35,29,6,30,0.256267908309456
"Chickasaw",2021-02-19,"Chickasaw",5062,1180,1130,13,12,1,37,0.233109442907942
"Clarke",2021-02-19,"Clarke",4499,922,790,20,20,0,112,0.204934429873305
"Clay",2021-02-19,"Clay",7706,1821,1696,25,20,5,100,0.236309369322606
"Clayton",2021-02-19,"Clayton",6459,1588,1493,53,45,8,42,0.24585849202663
"Clinton",2021-02-19,"Clinton",20498,4903,4498,81,73,8,324,0.239194067713923
"Crawford",2021-02-19,"Crawford",8225,2470,2308,35,31,4,127,0.300303951367781
"Dallas",2021-02-19,"Dallas",49558,9898,8995,88,77,11,815,0.199725574074821
"Davis",2021-02-19,"Davis",3122,749,686,23,22,1,40,0.239910313901345
"Decatur",2021-02-19,"Decatur",3270,549,499,9,9,0,41,0.167889908256881
"Delaware",2021-02-19,"Delaware",7326,1844,1718,38,33,5,88,0.251706251706252
"Des Moines",2021-02-19,"Des Moines",19542,4184,3884,55,48,7,245,0.214102957732064
"Dickinson",2021-02-19,"Dickinson",9561,1989,1851,38,32,6,100,0.208032632569815
"Dubuque",2021-02-19,"Dubuque",53148,12196,11404,190,177,13,602,0.229472416647851
"Emmet",2021-02-19,"Emmet",4653,1136,1066,39,37,2,31,0.244143563292499
"Fayette",2021-02-19,"Fayette",8520,1756,1622,32,29,3,102,0.206103286384977
"Floyd",2021-02-19,"Floyd",7166,1462,1374,38,30,8,50,0.204018978509629
"Franklin",2021-02-19,"Franklin",4855,1082,1013,19,18,1,50,0.222863027806385
"Fremont",2021-02-19,"Fremont",2468,548,524,9,7,2,15,0.222042139384117
"Greene",2021-02-19,"Greene",3822,722,692,10,10,0,20,0.188906331763475
"Grundy",2021-02-19,"Grundy",5370,1293,1199,30,25,5,64,0.240782122905028
"Guthrie",2021-02-19,"Guthrie",5177,1074,1018,28,23,5,28,0.207456055630674
"Hamilton",2021-02-19,"Hamilton",7030,1719,1588,40,39,1,91,0.24452347083926
"Hancock",2021-02-19,"Hancock",5575,1362,1288,28,23,5,46,0.244304932735426
"Hardin",2021-02-19,"Hardin",7728,1660,1541,35,31,4,84,0.2148033126294
"Harrison",2021-02-19,"Harrison",6023,1651,1514,68,64,4,69,0.274115889091815
"Henry",2021-02-19,"Henry",10188,2772,2646,35,35,0,91,0.27208480565371
"Howard",2021-02-19,"Howard",4174,975,834,20,16,4,121,0.233588883564926
"Humboldt",2021-02-19,"Humboldt",4407,1117,1039,23,20,3,55,0.253460403902882
"Ida",2021-02-19,"Ida",3028,804,726,32,30,2,46,0.26552179656539
"Iowa",2021-02-19,"Iowa",7503,1365,1257,23,21,2,85,0.181927229108357
"Jackson",2021-02-19,"Jackson",8341,2075,1919,37,34,3,119,0.248771130559885
"Jasper",2021-02-19,"Jasper",16659,3692,3283,65,61,4,344,0.221621946095204
"Jefferson",2021-02-19,"Jefferson",7159,1267,1203,32,27,5,32,0.176980025143176
"Johnson",2021-02-19,"Johnson",73221,12906,12158,72,67,5,676,0.176260908755685
"Jones",2021-02-19,"Jones",9190,2834,2691,54,50,4,89,0.308378672470076
"Keokuk",2021-02-19,"Keokuk",3843,904,843,29,29,0,32,0.235232890970596
"Kossuth",2021-02-19,"Kossuth",7271,1941,1774,54,47,7,113,0.266950900838949
"Lee",2021-02-19,"Lee",14704,3480,3202,51,38,13,227,0.236670293797606
"Linn",2021-02-19,"Linn",107488,19196,17686,305,278,27,1205,0.178587377195594
"Louisa",2021-02-19,"Louisa",5045,1203,1123,41,34,7,39,0.238453914767096
"Lucas",2021-02-19,"Lucas",3510,695,645,20,17,3,30,0.198005698005698
"Lyon",2021-02-19,"Lyon",4273,1440,1343,41,37,4,56,0.336999765972385
"Madison",2021-02-19,"Madison",7047,1379,1230,17,13,4,132,0.195686107563502
"Mahaska",2021-02-19,"Mahaska",9652,2119,1934,44,39,5,141,0.219539991711562
"Marion",2021-02-19,"Marion",14536,3346,3054,66,58,8,226,0.230187121629059
"Marshall",2021-02-19,"Marshall",19675,4568,4250,70,63,7,248,0.232172808132147
"Mills",2021-02-19,"Mills",7193,1461,1367,20,17,3,74,0.203114138746003
"Mitchell",2021-02-19,"Mitchell",5120,1189,1141,40,38,2,8,0.2322265625
"Monona",2021-02-19,"Monona",3480,757,694,25,24,1,38,0.217528735632184
"Monroe",2021-02-19,"Monroe",3134,873,799,27,21,6,47,0.278557753669432
"Montgomery",2021-02-19,"Montgomery",4127,958,853,36,34,2,69,0.232129876423552
"Muscatine",2021-02-19,"Muscatine",19703,4137,3862,88,79,9,187,0.209968025173831
"O'Brien",2021-02-19,"O'Brien",6175,1774,1658,58,54,4,58,0.287287449392713
"Osceola",2021-02-19,"Osceola",2246,666,636,14,12,2,16,0.296527159394479
"Page",2021-02-19,"Page",5856,1692,1586,19,18,1,87,0.288934426229508
"Palo Alto",2021-02-19,"Palo Alto",4161,988,907,21,19,2,60,0.237442922374429
"Pending Investigation",2021-02-19,"Pending Investigation",6580,892,782,0,0,0,110,0.135562310030395
"Plymouth",2021-02-19,"Plymouth",12389,3628,3456,77,69,8,95,0.292840422955848
"Pocahontas",2021-02-19,"Pocahontas",3236,804,766,18,18,0,20,0.248454882571075
"Polk",2021-02-19,"Polk",251655,50510,46202,535,477,58,3773,0.200711291251912
"Pottawattamie",2021-02-19,"Pottawattamie",43927,9663,9015,140,125,15,508,0.219978600860519
"Poweshiek",2021-02-19,"Poweshiek",8170,1455,1331,29,27,2,95,0.178090575275398
"Ringgold",2021-02-19,"Ringgold",2216,495,450,16,15,1,29,0.223375451263538
"Sac",2021-02-19,"Sac",4923,1161,1105,17,17,0,39,0.235831809872029
"Scott",2021-02-19,"Scott",78980,16845,15627,199,186,13,1019,0.213281843504685
"Shelby",2021-02-19,"Shelby",4945,1135,1019,32,29,3,84,0.229524772497472
"Sioux",2021-02-19,"Sioux",14711,4718,4527,67,64,3,124,0.320712392087554
"Story",2021-02-19,"Story",52319,9362,8745,44,38,6,573,0.178940728989468
"Tama",2021-02-19,"Tama",7883,1985,1845,64,62,2,76,0.251807687428644
"Taylor",2021-02-19,"Taylor",2359,634,596,11,9,2,27,0.268757948283171
"Union",2021-02-19,"Union",6124,1177,1086,31,26,5,60,0.192194644023514
"Van Buren",2021-02-19,"Van Buren",2533,533,489,17,14,3,27,0.210422424003158
"Wapello",2021-02-19,"Wapello",16583,3872,3454,105,102,3,313,0.233492130495085
"Warren",2021-02-19,"Warren",25618,5001,4515,69,64,5,417,0.195214302443594
"Washington",2021-02-19,"Washington",10989,2371,2194,43,40,3,134,0.215761215761216
"Wayne",2021-02-19,"Wayne",2035,443,399,21,17,4,23,0.217690417690418
"Webster",2021-02-19,"Webster",20171,4870,4651,85,71,14,134,0.241435724555054
"Winnebago",2021-02-19,"Winnebago",5702,1275,1187,30,25,5,58,0.22360575236759
"Winneshiek",2021-02-19,"Winneshiek",9326,1782,1573,26,22,4,183,0.191078704696547
"Woodbury",2021-02-19,"Woodbury",54847,13549,12936,210,194,16,403,0.247032654475176
"Worth",2021-02-19,"Worth",3447,650,618,4,3,1,28,0.188569770815202
"Wright",2021-02-19,"Wright",7486,1716,1642,31,26,5,43,0.229227892065188
"Total",2021-02-19,"Totals",1534374,331623,307596,5321,4792,529,18706,0.216129183627981
