"","EventResidentCounty","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Active","positivity","date"
"Adair","Adair","1602","76","50","1","25","0.0474406991260924",2020-10-03
"Adams","Adams","680","39","28","0","11","0.0573529411764706",2020-10-03
"Allamakee","Allamakee","2972","269","191","6","72","0.0905114401076716",2020-10-03
"Appanoose","Appanoose","2691","149","125","3","21","0.0553697510219249",2020-10-03
"Audubon","Audubon","1256","103","39","1","63","0.0820063694267516",2020-10-03
"Benton","Benton","5631","358","224","1","133","0.0635766293731131",2020-10-03
"Black Hawk","Black Hawk","36199","4617","3962","92","563","0.127544959805519",2020-10-03
"Boone","Boone","6604","548","376","8","164","0.0829800121138704",2020-10-03
"Bremer","Bremer","5544","519","391","7","121","0.0936147186147186",2020-10-03
"Buchanan","Buchanan","4626","310","192","1","117","0.0670125378296585",2020-10-03
"Buena Vista","Buena Vista","9501","2036","1850","12","174","0.214293232291338",2020-10-03
"Butler","Butler","3453","289","264","2","23","0.0836953373877787",2020-10-03
"Calhoun","Calhoun","2693","206","175","3","28","0.0764946156702562",2020-10-03
"Carroll","Carroll","5902","740","489","5","246","0.125381226702813",2020-10-03
"Cass","Cass","2872","192","163","2","27","0.0668523676880223",2020-10-03
"Cedar","Cedar","4042","274","182","2","90","0.0677882236516576",2020-10-03
"Cerro Gordo","Cerro Gordo","11719","1105","888","23","194","0.0942913217851352",2020-10-03
"Cherokee","Cherokee","2949","289","150","2","137","0.0979993218040014",2020-10-03
"Chickasaw","Chickasaw","2699","287","255","1","31","0.106335679881438",2020-10-03
"Clarke","Clarke","2395","273","245","3","25","0.113987473903967",2020-10-03
"Clay","Clay","3966","369","242","4","123","0.0930408472012103",2020-10-03
"Clayton","Clayton","3381","281","246","3","32","0.0831115054717539",2020-10-03
"Clinton","Clinton","10141","1178","917","22","239","0.116162114189922",2020-10-03
"Crawford","Crawford","5381","1144","866","6","272","0.212599888496562",2020-10-03
"Dallas","Dallas","26518","2911","2449","38","424","0.109774492797345",2020-10-03
"Davis","Davis","1370","131","96","4","31","0.0956204379562044",2020-10-03
"Decatur","Decatur","1611","76","51","0","25","0.0471756672873991",2020-10-03
"Delaware","Delaware","4069","489","396","4","89","0.120176947652986",2020-10-03
"Des Moines","Des Moines","9244","868","635","9","224","0.0938987451319775",2020-10-03
"Dickinson","Dickinson","5487","569","434","7","128","0.103699653726991",2020-10-03
"Dubuque","Dubuque","31061","3626","2205","44","1377","0.116738031615209",2020-10-03
"Emmet","Emmet","2268","291","220","10","61","0.128306878306878",2020-10-03
"Fayette","Fayette","4303","247","159","2","86","0.0574018126888218",2020-10-03
"Floyd","Floyd","3991","373","314","5","54","0.0934602856426961",2020-10-03
"Franklin","Franklin","2617","355","317","18","20","0.135651509361865",2020-10-03
"Fremont","Fremont","1328","137","64","0","73","0.10316265060241",2020-10-03
"Greene","Greene","2164","125","69","0","56","0.0577634011090573",2020-10-03
"Grundy","Grundy","2904","238","147","4","87","0.0819559228650138",2020-10-03
"Guthrie","Guthrie","2816","287","179","10","98","0.101917613636364",2020-10-03
"Hamilton","Hamilton","3766","341","311","3","27","0.0905469994689325",2020-10-03
"Hancock","Hancock","2678","210","186","2","22","0.0784167289021658",2020-10-03
"Hardin","Hardin","3978","322","253","1","68","0.0809451985922574",2020-10-03
"Harrison","Harrison","2965","306","180","5","121","0.103204047217538",2020-10-03
"Henry","Henry","5348","830","435","4","391","0.155198204936425",2020-10-03
"Howard","Howard","2125","194","147","7","40","0.0912941176470588",2020-10-03
"Humboldt","Humboldt","2368","201","182","3","16","0.0848817567567568",2020-10-03
"Ida","Ida","1581","143","55","2","86","0.09044908285895",2020-10-03
"Iowa","Iowa","4131","246","126","1","119","0.0595497458242556",2020-10-03
"Jackson","Jackson","4120","391","236","3","152","0.0949029126213592",2020-10-03
"Jasper","Jasper","8320","903","613","34","256","0.108533653846154",2020-10-03
"Jefferson","Jefferson","2966","147","121","1","25","0.0495616992582603",2020-10-03
"Johnson","Johnson","40720","5250","4517","28","705","0.128929273084479",2020-10-03
"Jones","Jones","4087","309","189","3","117","0.0756055786640568",2020-10-03
"Keokuk","Keokuk","1814","125","75","1","49","0.0689084895259096",2020-10-03
"Kossuth","Kossuth","3661","311","141","0","170","0.0849494673586452",2020-10-03
"Lee","Lee","6617","689","507","7","175","0.104125736738703",2020-10-03
"Linn","Linn","52802","4326","3254","115","957","0.0819287148214083",2020-10-03
"Louisa","Louisa","2688","441","386","15","40","0.1640625",2020-10-03
"Lucas","Lucas","1689","160","99","6","55","0.0947306098283008",2020-10-03
"Lyon","Lyon","2098","416","187","4","225","0.198284080076263",2020-10-03
"Madison","Madison","3643","260","186","2","72","0.0713697502058743",2020-10-03
"Mahaska","Mahaska","5107","447","329","21","97","0.0875269238300372",2020-10-03
"Marion","Marion","7209","796","736","9","51","0.110417533638507",2020-10-03
"Marshall","Marshall","11571","1826","1684","35","107","0.157808313888169",2020-10-03
"Mills","Mills","3849","217","143","1","73","0.0563782800727462",2020-10-03
"Mitchell","Mitchell","2881","200","143","0","57","0.0694203401596668",2020-10-03
"Monona","Monona","1974","173","111","1","61","0.0876393110435664",2020-10-03
"Monroe","Monroe","1418","164","113","11","40","0.115655853314528",2020-10-03
"Montgomery","Montgomery","2003","107","93","5","9","0.0534198701947079",2020-10-03
"Muscatine","Muscatine","9913","1156","964","56","136","0.116614546555029",2020-10-03
"O'Brien","O'Brien","3205","447","230","9","208","0.139469578783151",2020-10-03
"Osceola","Osceola","1130","182","103","0","79","0.161061946902655",2020-10-03
"Page","Page","2936","237","177","0","60","0.0807220708446866",2020-10-03
"Palo Alto","Palo Alto","2265","229","128","0","101","0.101103752759382",2020-10-03
"Pending Investigation","Pending Investigation","3282","6","0","0","6","0.00182815356489945",2020-10-03
"Plymouth","Plymouth","6964","1248","845","22","381","0.179207352096496",2020-10-03
"Pocahontas","Pocahontas","1831","177","140","2","35","0.0966684871654833",2020-10-03
"Polk","Polk","135889","16409","13879","270","2260","0.120752967495529",2020-10-03
"Pottawattamie","Pottawattamie","22144","2303","1804","41","458","0.104001083815029",2020-10-03
"Poweshiek","Poweshiek","3916","344","231","9","104","0.0878447395301328",2020-10-03
"Ringgold","Ringgold","1210","55","47","2","6","0.0454545454545455",2020-10-03
"Sac","Sac","2811","286","129","0","157","0.101743151903237",2020-10-03
"Scott","Scott","38858","3263","2385","29","849","0.0839724123732565",2020-10-03
"Shelby","Shelby","2493","281","253","1","27","0.112715603690333",2020-10-03
"Sioux","Sioux","8189","1841","994","4","843","0.22481377457565",2020-10-03
"Story","Story","30599","3546","2899","17","630","0.115886140069937",2020-10-03
"Tama","Tama","4649","790","669","32","89","0.169929016992902",2020-10-03
"Taylor","Taylor","1290","158","116","1","41","0.122480620155039",2020-10-03
"Union","Union","3205","152","102","3","47","0.0474258970358814",2020-10-03
"Van Buren","Van Buren","1240","126","110","1","15","0.101612903225806",2020-10-03
"Wapello","Wapello","8536","1370","1255","57","58","0.16049671977507",2020-10-03
"Warren","Warren","13053","994","852","6","136","0.0761510763809086",2020-10-03
"Washington","Washington","5355","512","372","11","129","0.0956115779645191",2020-10-03
"Wayne","Wayne","1129","90","79","3","8","0.0797165633303809",2020-10-03
"Webster","Webster","12403","1388","1143","14","231","0.111908409255825",2020-10-03
"Winnebago","Winnebago","3094","336","202","14","120","0.108597285067873",2020-10-03
"Winneshiek","Winneshiek","4430","350","267","8","75","0.0790067720090293",2020-10-03
"Woodbury","Woodbury","32669","5869","4311","69","1489","0.179650433132327",2020-10-03
"Worth","Worth","1736","114","88","0","26","0.065668202764977",2020-10-03
"Wright","Wright","4633","609","536","1","72","0.131448305633499",2020-10-03
"Total","Totals","815884","91693","71293","1377","19023","0.112384848826549",2020-10-03
