"","EventResidentCounty","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Active","positivity","date"
"Adair","Adair","1849","122","64","1","57","0.0659816116819903",2020-10-18
"Adams","Adams","792","66","35","0","31","0.0833333333333333",2020-10-18
"Allamakee","Allamakee","3224","322","242","8","72","0.0998759305210918",2020-10-18
"Appanoose","Appanoose","2979","196","133","3","60","0.0657938905673045",2020-10-18
"Audubon","Audubon","1376","128","59","1","68","0.0930232558139535",2020-10-18
"Benton","Benton","6401","494","294","1","199","0.0771754413372911",2020-10-18
"Black Hawk","Black Hawk","39431","5167","4286","96","785","0.131039030204661",2020-10-18
"Boone","Boone","7208","670","476","8","186","0.0929522752497225",2020-10-18
"Bremer","Bremer","6062","611","464","7","140","0.100791817881887",2020-10-18
"Buchanan","Buchanan","5069","388","247","3","138","0.0765436969816532",2020-10-18
"Buena Vista","Buena Vista","10073","2194","1936","12","246","0.217809987094212",2020-10-18
"Butler","Butler","3781","340","304","2","34","0.0899233007140968",2020-10-18
"Calhoun","Calhoun","2935","258","217","3","38","0.0879045996592845",2020-10-18
"Carroll","Carroll","6682","1022","630","8","384","0.152948219096079",2020-10-18
"Cass","Cass","3379","300","222","2","76","0.0887836638058597",2020-10-18
"Cedar","Cedar","4591","379","236","5","138","0.082552820736223",2020-10-18
"Cerro Gordo","Cerro Gordo","12712","1222","991","23","208","0.0961296412838263",2020-10-18
"Cherokee","Cherokee","3218","361","211","2","148","0.112181479179615",2020-10-18
"Chickasaw","Chickasaw","2872","319","306","1","12","0.111072423398329",2020-10-18
"Clarke","Clarke","2610","305","249","3","53","0.116858237547893",2020-10-18
"Clay","Clay","4391","479","291","4","184","0.109086768389888",2020-10-18
"Clayton","Clayton","3651","350","289","3","58","0.0958641468090934",2020-10-18
"Clinton","Clinton","11209","1344","1053","25","266","0.1199036488536",2020-10-18
"Crawford","Crawford","5846","1302","1000","12","290","0.222716387273349",2020-10-18
"Dallas","Dallas","28978","3285","2669","43","573","0.113361860721927",2020-10-18
"Davis","Davis","1514","154","117","4","33","0.101717305151915",2020-10-18
"Decatur","Decatur","1795","122","57","0","65","0.067966573816156",2020-10-18
"Delaware","Delaware","4493","670","508","8","154","0.149120854662809",2020-10-18
"Des Moines","Des Moines","10771","1204","744","9","451","0.111781635874106",2020-10-18
"Dickinson","Dickinson","5970","682","478","7","197","0.114237855946399",2020-10-18
"Dubuque","Dubuque","34244","4631","2900","52","1679","0.135235369699801",2020-10-18
"Emmet","Emmet","2606","393","246","14","133","0.150805832693784",2020-10-18
"Fayette","Fayette","4728","335","200","2","133","0.0708544839255499",2020-10-18
"Floyd","Floyd","4296","412","368","11","33","0.095903165735568",2020-10-18
"Franklin","Franklin","2774","369","333","18","18","0.133020908435472",2020-10-18
"Fremont","Fremont","1474","178","91","1","86","0.120759837177748",2020-10-18
"Greene","Greene","2396","171","92","0","79","0.0713689482470785",2020-10-18
"Grundy","Grundy","3142","279","211","4","64","0.0887969446212603",2020-10-18
"Guthrie","Guthrie","3070","363","223","14","126","0.118241042345277",2020-10-18
"Hamilton","Hamilton","4154","431","358","3","70","0.103755416466057",2020-10-18
"Hancock","Hancock","2930","272","217","4","51","0.0928327645051195",2020-10-18
"Hardin","Hardin","4351","421","285","5","131","0.096759365663066",2020-10-18
"Harrison","Harrison","3492","556","192","8","356","0.15922107674685",2020-10-18
"Henry","Henry","5911","972","652","5","315","0.164439181187616",2020-10-18
"Howard","Howard","2358","243","175","8","60","0.103053435114504",2020-10-18
"Humboldt","Humboldt","2624","278","214","3","61","0.10594512195122",2020-10-18
"Ida","Ida","1726","176","103","2","71","0.101969872537659",2020-10-18
"Iowa","Iowa","4536","373","188","4","181","0.0822310405643739",2020-10-18
"Jackson","Jackson","4642","523","311","3","209","0.112666953899181",2020-10-18
"Jasper","Jasper","9206","1015","753","34","228","0.110254182055181",2020-10-18
"Jefferson","Jefferson","3256","187","133","1","53","0.0574324324324324",2020-10-18
"Johnson","Johnson","44218","5613","4960","30","623","0.126939255506807",2020-10-18
"Jones","Jones","4603","400","246","3","151","0.0868998479252661",2020-10-18
"Keokuk","Keokuk","1935","136","99","1","36","0.0702842377260982",2020-10-18
"Kossuth","Kossuth","4081","414","234","0","180","0.101445724087234",2020-10-18
"Lee","Lee","8016","866","597","9","260","0.108033932135729",2020-10-18
"Linn","Linn","59070","4993","3750","122","1121","0.0845268325715253",2020-10-18
"Louisa","Louisa","2969","489","409","15","65","0.164701919838329",2020-10-18
"Lucas","Lucas","1894","180","147","6","27","0.0950369588173178",2020-10-18
"Lyon","Lyon","2382","509","261","7","241","0.213685978169605",2020-10-18
"Madison","Madison","4032","337","206","2","129","0.0835813492063492",2020-10-18
"Mahaska","Mahaska","5707","601","381","22","198","0.105309269318381",2020-10-18
"Marion","Marion","7893","917","834","10","73","0.116178892689725",2020-10-18
"Marshall","Marshall","12393","1921","1731","36","154","0.155006858710562",2020-10-18
"Mills","Mills","4351","333","173","1","159","0.0765341300850379",2020-10-18
"Mitchell","Mitchell","3072","226","183","0","43","0.0735677083333333",2020-10-18
"Monona","Monona","2159","227","151","1","75","0.105141269106068",2020-10-18
"Monroe","Monroe","1672","237","139","11","87","0.141746411483254",2020-10-18
"Montgomery","Montgomery","2200","152","119","5","28","0.0690909090909091",2020-10-18
"Muscatine","Muscatine","11090","1321","1018","57","246","0.119116321009919",2020-10-18
"O'Brien","O'Brien","3540","567","309","9","249","0.160169491525424",2020-10-18
"Osceola","Osceola","1287","244","138","0","106","0.18958818958819",2020-10-18
"Page","Page","3303","345","251","0","94","0.104450499545867",2020-10-18
"Palo Alto","Palo Alto","2463","283","165","1","117","0.114900527811612",2020-10-18
"Pending Investigation","Pending Investigation","4809","27","0","0","27","0.00561447286338116",2020-10-18
"Plymouth","Plymouth","7748","1531","1043","24","464","0.197599380485287",2020-10-18
"Pocahontas","Pocahontas","1978","202","150","2","50","0.102123356926188",2020-10-18
"Polk","Polk","147283","17873","15136","281","2456","0.121351411907688",2020-10-18
"Pottawattamie","Pottawattamie","25108","2936","2129","44","763","0.116934841484786",2020-10-18
"Poweshiek","Poweshiek","4496","419","303","11","105","0.0931939501779359",2020-10-18
"Ringgold","Ringgold","1341","80","58","2","20","0.0596569724086503",2020-10-18
"Sac","Sac","3109","359","217","3","139","0.115471212608556",2020-10-18
"Scott","Scott","43468","3990","2798","33","1159","0.0917916628324285",2020-10-18
"Shelby","Shelby","2764","340","299","1","40","0.12301013024602",2020-10-18
"Sioux","Sioux","9158","2282","1386","11","885","0.249181043896047",2020-10-18
"Story","Story","32473","3831","3298","17","516","0.117974933021279",2020-10-18
"Tama","Tama","4999","893","685","36","172","0.178635727145429",2020-10-18
"Taylor","Taylor","1466","218","132","2","84","0.148703956343793",2020-10-18
"Union","Union","3621","208","175","3","30","0.0574426953880144",2020-10-18
"Van Buren","Van Buren","1373","152","107","2","43","0.110706482155863",2020-10-18
"Wapello","Wapello","9199","1466","1338","62","66","0.159365148385694",2020-10-18
"Warren","Warren","14347","1141","931","6","204","0.0795288213563811",2020-10-18
"Washington","Washington","5994","601","438","11","152","0.100266933600267",2020-10-18
"Wayne","Wayne","1283","111","92","3","16","0.0865159781761496",2020-10-18
"Webster","Webster","13568","1661","1221","14","426","0.122420400943396",2020-10-18
"Winnebago","Winnebago","3392","417","271","16","130","0.122936320754717",2020-10-18
"Winneshiek","Winneshiek","4993","427","329","9","89","0.0855197276186661",2020-10-18
"Woodbury","Woodbury","35985","6748","5022","86","1640","0.1875225788523",2020-10-18
"Worth","Worth","1889","126","102","0","24","0.0667019587083113",2020-10-18
"Wright","Wright","4921","678","567","1","110","0.13777687461898",2020-10-18
"Total","Totals","898873","107062","81781","1528","23753","0.119106926117483",2020-10-18
