"","EventResidentCounty","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Active","positivity","date"
"Adair","Adair","2198","265","98","3","164","0.12056414922657",2020-11-07
"Adams","Adams","903","93","59","1","33","0.102990033222591",2020-11-07
"Allamakee","Allamakee","3600","480","287","9","184","0.133333333333333",2020-11-07
"Appanoose","Appanoose","3472","368","185","3","180","0.105990783410138",2020-11-07
"Audubon","Audubon","1568","220","115","1","104","0.14030612244898",2020-11-07
"Benton","Benton","7583","905","404","6","495","0.119345905314519",2020-11-07
"Black Hawk","Black Hawk","44337","7319","4816","107","2396","0.165076572614295",2020-11-07
"Boone","Boone","8052","886","609","10","267","0.1100347739692",2020-11-07
"Bremer","Bremer","6923","1021","567","10","444","0.14747941643796",2020-11-07
"Buchanan","Buchanan","5788","655","347","5","303","0.113165169315826",2020-11-07
"Buena Vista","Buena Vista","10708","2472","2128","13","331","0.230855435188644",2020-11-07
"Butler","Butler","4261","539","405","3","131","0.126496127669561",2020-11-07
"Calhoun","Calhoun","3586","612","311","5","296","0.170663692136085",2020-11-07
"Carroll","Carroll","7564","1412","907","13","492","0.18667371760973",2020-11-07
"Cass","Cass","3910","563","364","10","189","0.143989769820972",2020-11-07
"Cedar","Cedar","5380","631","300","8","323","0.11728624535316",2020-11-07
"Cerro Gordo","Cerro Gordo","14605","1959","1156","29","774","0.134132146525163",2020-11-07
"Cherokee","Cherokee","3599","509","331","3","175","0.141428174492915",2020-11-07
"Chickasaw","Chickasaw","3217","456","396","1","59","0.141746969225987",2020-11-07
"Clarke","Clarke","2912","391","286","3","102","0.134271978021978",2020-11-07
"Clay","Clay","4993","687","427","4","256","0.137592629681554",2020-11-07
"Clayton","Clayton","4279","663","367","4","292","0.15494274363169",2020-11-07
"Clinton","Clinton","12859","1889","1259","30","600","0.146901003188428",2020-11-07
"Crawford","Crawford","6286","1488","1217","15","256","0.236716512885778",2020-11-07
"Dallas","Dallas","32497","4222","3064","51","1107","0.12991968489399",2020-11-07
"Davis","Davis","1785","254","141","4","109","0.142296918767507",2020-11-07
"Decatur","Decatur","2088","216","101","0","115","0.103448275862069",2020-11-07
"Delaware","Delaware","5093","986","571","16","399","0.193599057529943",2020-11-07
"Des Moines","Des Moines","13043","1924","1010","13","901","0.147512075442766",2020-11-07
"Dickinson","Dickinson","6654","928","625","9","294","0.13946498346859",2020-11-07
"Dubuque","Dubuque","38451","6568","4170","67","2331","0.170814803256092",2020-11-07
"Emmet","Emmet","3003","501","344","21","136","0.166833166833167",2020-11-07
"Fayette","Fayette","5360","556","289","6","261","0.103731343283582",2020-11-07
"Floyd","Floyd","4750","556","454","11","91","0.117052631578947",2020-11-07
"Franklin","Franklin","3057","455","365","19","71","0.148838730781812",2020-11-07
"Fremont","Fremont","1651","246","166","2","78","0.149000605693519",2020-11-07
"Greene","Greene","2656","258","151","0","107","0.0971385542168675",2020-11-07
"Grundy","Grundy","3496","455","250","6","199","0.130148741418764",2020-11-07
"Guthrie","Guthrie","3464","495","322","15","158","0.142898383371824",2020-11-07
"Hamilton","Hamilton","4578","569","472","6","91","0.124290083005679",2020-11-07
"Hancock","Hancock","3435","512","294","6","212","0.149053857350801",2020-11-07
"Hardin","Hardin","5001","654","368","7","279","0.130773845230954",2020-11-07
"Harrison","Harrison","4013","799","474","21","304","0.199102915524545",2020-11-07
"Henry","Henry","6735","1290","914","6","370","0.191536748329621",2020-11-07
"Howard","Howard","2586","322","209","9","104","0.124516627996906",2020-11-07
"Humboldt","Humboldt","3044","453","280","3","170","0.148817345597897",2020-11-07
"Ida","Ida","1966","302","163","3","136","0.153611393692777",2020-11-07
"Iowa","Iowa","5098","571","307","11","253","0.112004707728521",2020-11-07
"Jackson","Jackson","5504","938","451","5","482","0.170421511627907",2020-11-07
"Jasper","Jasper","10589","1487","930","34","523","0.14042874681273",2020-11-07
"Jefferson","Jefferson","3946","342","167","1","174","0.0866700456158135",2020-11-07
"Johnson","Johnson","49424","6798","5417","33","1348","0.13754451278731",2020-11-07
"Jones","Jones","6158","1282","352","4","926","0.208184475479052",2020-11-07
"Keokuk","Keokuk","2305","284","132","1","151","0.123210412147505",2020-11-07
"Kossuth","Kossuth","4604","585","377","1","207","0.127063423110339",2020-11-07
"Lee","Lee","9269","1261","761","13","487","0.136044880785414",2020-11-07
"Linn","Linn","70089","8215","4543","139","3533","0.117208121103169",2020-11-07
"Louisa","Louisa","3415","615","448","15","152","0.1800878477306",2020-11-07
"Lucas","Lucas","2174","244","161","6","77","0.112235510579577",2020-11-07
"Lyon","Lyon","2665","628","464","8","156","0.235647279549719",2020-11-07
"Madison","Madison","4452","440","312","4","124","0.0988319856244385",2020-11-07
"Mahaska","Mahaska","6414","877","511","25","341","0.13673214842532",2020-11-07
"Marion","Marion","9028","1309","997","13","299","0.144993354009747",2020-11-07
"Marshall","Marshall","13680","2493","1834","37","622","0.182236842105263",2020-11-07
"Mills","Mills","4845","575","285","3","287","0.118679050567595",2020-11-07
"Mitchell","Mitchell","3444","400","211","2","187","0.116144018583043",2020-11-07
"Monona","Monona","2384","288","210","2","76","0.120805369127517",2020-11-07
"Monroe","Monroe","1876","308","180","12","116","0.164179104477612",2020-11-07
"Montgomery","Montgomery","2519","254","200","7","47","0.100833664152441",2020-11-07
"Muscatine","Muscatine","12641","1792","1168","59","565","0.14176093663476",2020-11-07
"O'Brien","O'Brien","4158","922","506","18","398","0.221741221741222",2020-11-07
"Osceola","Osceola","1489","347","220","0","127","0.233042310275353",2020-11-07
"Page","Page","3809","632","409","0","223","0.165922814386978",2020-11-07
"Palo Alto","Palo Alto","2778","395","260","2","133","0.142188624910007",2020-11-07
"Pending Investigation","Pending Investigation","6559","218","0","0","218","0.0332367738984601",2020-11-07
"Plymouth","Plymouth","8736","2035","1349","33","653","0.232944139194139",2020-11-07
"Pocahontas","Pocahontas","2285","327","190","2","135","0.143107221006565",2020-11-07
"Polk","Polk","165986","22581","16904","297","5380","0.136041593869362",2020-11-07
"Pottawattamie","Pottawattamie","28638","3922","2808","48","1066","0.136950904392765",2020-11-07
"Poweshiek","Poweshiek","5137","611","424","11","176","0.11894101615729",2020-11-07
"Ringgold","Ringgold","1533","121","88","2","31","0.0789302022178734",2020-11-07
"Sac","Sac","3471","505","329","5","171","0.145491212906943",2020-11-07
"Scott","Scott","50500","6173","3675","51","2447","0.122237623762376",2020-11-07
"Shelby","Shelby","3170","483","430","2","51","0.152365930599369",2020-11-07
"Sioux","Sioux","10295","2846","2096","20","730","0.276444876153473",2020-11-07
"Story","Story","35482","4719","3694","18","1007","0.132997012569754",2020-11-07
"Tama","Tama","5572","1138","812","38","288","0.204235463029433",2020-11-07
"Taylor","Taylor","1649","307","206","2","99","0.186173438447544",2020-11-07
"Union","Union","4103","340","254","6","80","0.0828661954667317",2020-11-07
"Van Buren","Van Buren","1608","233","136","2","95","0.144900497512438",2020-11-07
"Wapello","Wapello","10182","1807","1454","64","289","0.177470045177765",2020-11-07
"Warren","Warren","16340","1611","1056","9","546","0.0985924112607099",2020-11-07
"Washington","Washington","7066","842","550","12","280","0.119162185111803",2020-11-07
"Wayne","Wayne","1430","219","112","4","103","0.153146853146853",2020-11-07
"Webster","Webster","14947","2367","1544","18","805","0.158359537030842",2020-11-07
"Winnebago","Winnebago","3906","612","351","20","241","0.15668202764977",2020-11-07
"Winneshiek","Winneshiek","5773","600","426","9","165","0.103932097696172",2020-11-07
"Woodbury","Woodbury","39904","8245","6326","102","1817","0.206620890136327",2020-11-07
"Worth","Worth","2169","200","118","0","82","0.0922083909635777",2020-11-07
"Wright","Wright","5432","898","660","1","237","0.165316642120766",2020-11-07
"Total","Totals","1021619","148246","100343","1828","46075","0.145108890887895",2020-11-07
