"","EventResidentCounty","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Active","positivity","date"
"Guthrie","Guthrie","2469","208","155","5","48","0.08424463345484",2020-09-17
"Hamilton","Hamilton","3454","311","251","3","57","0.090040532715692",2020-09-17
"Hancock","Hancock","2415","170","152","2","16","0.0703933747412008",2020-09-17
"Hardin","Hardin","3393","266","205","1","60","0.0783966990863543",2020-09-17
"Harrison","Harrison","2267","164","151","2","11","0.0723423026025584",2020-09-17
"Henry","Henry","4587","475","195","4","276","0.103553520819708",2020-09-17
"Howard","Howard","1859","176","91","4","81","0.0946745562130177",2020-09-17
"Humboldt","Humboldt","2081","168","102","2","64","0.0807304180682364",2020-09-17
"Ida","Ida","1359","76","34","0","42","0.0559234731420162",2020-09-17
"Iowa","Iowa","3557","175","105","1","69","0.0491987630025302",2020-09-17
"Jackson","Jackson","3569","278","177","3","98","0.077892967217708",2020-09-17
"Jasper","Jasper","7082","718","489","32","197","0.101383789889862",2020-09-17
"Jefferson","Jefferson","2598","129","99","1","29","0.0496535796766744",2020-09-17
"Johnson","Johnson","36994","4899","2351","27","2521","0.1324268800346",2020-09-17
"Jones","Jones","3568","232","150","3","79","0.0650224215246637",2020-09-17
"Keokuk","Keokuk","1546","83","44","1","38","0.0536869340232859",2020-09-17
"Kossuth","Kossuth","3071","195","111","0","84","0.063497232171931",2020-09-17
"Lee","Lee","5757","569","247","7","315","0.0988361994094146",2020-09-17
"Linn","Linn","46696","3629","2852","101","676","0.0777154360116498",2020-09-17
"Louisa","Louisa","2327","412","366","14","32","0.177051998281049",2020-09-17
"Lucas","Lucas","1437","128","74","6","48","0.0890744606819763",2020-09-17
"Lyon","Lyon","1558","221","160","3","58","0.141848523748395",2020-09-17
"Madison","Madison","3211","191","150","2","39","0.0594830270943631",2020-09-17
"Mahaska","Mahaska","4405","309","205","19","85","0.0701475595913734",2020-09-17
"Marion","Marion","6326","686","452","4","230","0.108441353145748",2020-09-17
"Marshall","Marshall","10425","1749","1519","34","196","0.167769784172662",2020-09-17
"Mills","Mills","3379","154","112","1","41","0.045575614087008",2020-09-17
"Mitchell","Mitchell","2571","171","87","0","84","0.0665110851808635",2020-09-17
"Monona","Monona","1608","125","99","1","25","0.0777363184079602",2020-09-17
"Monroe","Monroe","1260","140","85","9","46","0.111111111111111",2020-09-17
"Montgomery","Montgomery","1768","84","79","5","0","0.0475113122171946",2020-09-17
"Muscatine","Muscatine","8833","1051","869","52","130","0.118985622098947",2020-09-17
"O'Brien","O'Brien","2678","280","161","9","110","0.104555638536221",2020-09-17
"Osceola","Osceola","839","113","91","0","22","0.134684147794994",2020-09-17
"Page","Page","2486","140","131","0","9","0.0563153660498793",2020-09-17
"Palo Alto","Palo Alto","1959","146","104","0","42","0.074527820316488",2020-09-17
"Pending Investigation","Pending Investigation","1783","25","0","0","25","0.0140213123948402",2020-09-17
"Plymouth","Plymouth","5974","971","576","20","375","0.162537663207231",2020-09-17
"Pocahontas","Pocahontas","1576","148","118","2","28","0.0939086294416244",2020-09-17
"Polk","Polk","123012","14962","11343","255","3364","0.121630410041297",2020-09-17
"Pottawattamie","Pottawattamie","19617","1888","1566","37","285","0.0962430544935515",2020-09-17
"Poweshiek","Poweshiek","3250","229","185","8","36","0.0704615384615385",2020-09-17
"Ringgold","Ringgold","1030","40","31","2","7","0.0388349514563107",2020-09-17
"Sac","Sac","2369","174","99","0","75","0.0734487125369354",2020-09-17
"Scott","Scott","34121","2612","1977","26","609","0.0765510975645497",2020-09-17
"Shelby","Shelby","2174","238","226","1","11","0.109475620975161",2020-09-17
"Sioux","Sioux","6481","1209","749","3","457","0.186545286221262",2020-09-17
"Story","Story","28362","3204","1480","17","1707","0.112968055849376",2020-09-17
"Tama","Tama","4138","676","567","30","79","0.163363943934268",2020-09-17
"Taylor","Taylor","1133","116","108","1","7","0.102383053839365",2020-09-17
"Union","Union","2843","111","84","3","24","0.03904326415758",2020-09-17
"Van Buren","Van Buren","1127","108","45","1","62","0.095829636202307",2020-09-17
"Wapello","Wapello","7689","1217","1070","57","90","0.158278059565613",2020-09-17
"Warren","Warren","11665","914","628","6","280","0.0783540505786541",2020-09-17
"Washington","Washington","4458","414","324","11","79","0.0928667563930013",2020-09-17
"Wayne","Wayne","1003","76","52","2","22","0.0757726819541376",2020-09-17
"Webster","Webster","11302","1176","698","14","464","0.104052380109715",2020-09-17
"Winnebago","Winnebago","2766","245","134","11","100","0.0885755603759942",2020-09-17
"Winneshiek","Winneshiek","3758","271","190","5","76","0.0721128259712613",2020-09-17
"Woodbury","Woodbury","27639","4733","3862","59","812","0.171243532689316",2020-09-17
"Worth","Worth","1509","99","74","0","25","0.0656063618290258",2020-09-17
"Wright","Wright","4116","549","489","1","59","0.133381924198251",2020-09-17
"Total","Totals","719629","76967","55725","1248","19994","0.106953721987302",2020-09-17
