"","date","County","Total.Tests","Total.Positive.Tests","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Individuals.Tested","Individuals.Positive","Active","date"
"Adair",2021-04-10,"Adair",11959,959,795,32,22,10,3606,839,12,2021-04-10
"Adams",2021-04-10,"Adams",5353,337,316,4,4,0,1583,326,6,2021-04-10
"Allamakee",2021-04-10,"Allamakee",20414,1541,1420,51,41,10,6174,1489,18,2021-04-10
"Appanoose",2021-04-10,"Appanoose",17108,1429,1192,47,43,4,5992,1259,20,2021-04-10
"Audubon",2021-04-10,"Audubon",11753,509,465,9,8,1,2627,490,16,2021-04-10
"Benton",2021-04-10,"Benton",35702,2650,2392,55,44,11,12739,2487,40,2021-04-10
"Black Hawk",2021-04-10,"Black Hawk",205382,16849,14783,306,283,23,70002,15427,338,2021-04-10
"Boone",2021-04-10,"Boone",42528,2746,2444,31,29,2,13814,2556,81,2021-04-10
"Bremer",2021-04-10,"Bremer",37600,2919,2671,60,51,9,12250,2779,48,2021-04-10
"Buchanan",2021-04-10,"Buchanan",29566,1974,1761,31,26,5,9446,1867,75,2021-04-10
"Buena Vista",2021-04-10,"Buena Vista",43484,4845,4105,40,36,4,14736,4207,62,2021-04-10
"Butler",2021-04-10,"Butler",28429,1704,1560,34,30,4,7006,1617,23,2021-04-10
"Calhoun",2021-04-10,"Calhoun",17658,1381,1293,11,11,0,5285,1330,26,2021-04-10
"Carroll",2021-04-10,"Carroll",35045,2972,2673,50,43,7,11344,2777,54,2021-04-10
"Cass",2021-04-10,"Cass",19957,1415,1261,54,48,6,6318,1337,22,2021-04-10
"Cedar",2021-04-10,"Cedar",29389,1904,1731,23,21,2,9127,1822,68,2021-04-10
"Cerro Gordo",2021-04-10,"Cerro Gordo",73165,5566,4960,86,72,14,24799,5172,126,2021-04-10
"Cherokee",2021-04-10,"Cherokee",20193,1664,1456,38,30,8,6024,1561,67,2021-04-10
"Chickasaw",2021-04-10,"Chickasaw",16771,1288,1194,15,13,2,5434,1218,9,2021-04-10
"Clarke",2021-04-10,"Clarke",12856,1040,941,23,22,1,4857,978,14,2021-04-10
"Clay",2021-04-10,"Clay",28660,2186,1871,25,20,5,8383,2075,179,2021-04-10
"Clayton",2021-04-10,"Clayton",23903,1735,1559,55,46,9,7063,1651,37,2021-04-10
"Clinton",2021-04-10,"Clinton",60017,5768,4989,89,77,12,22640,5292,214,2021-04-10
"Crawford",2021-04-10,"Crawford",26459,2848,2533,39,34,5,8784,2613,41,2021-04-10
"Dallas",2021-04-10,"Dallas",122447,12100,10282,96,84,12,53990,10793,415,2021-04-10
"Davis",2021-04-10,"Davis",10591,869,748,24,23,1,3445,798,26,2021-04-10
"Decatur",2021-04-10,"Decatur",10098,602,574,9,9,0,3541,588,5,2021-04-10
"Delaware",2021-04-10,"Delaware",26644,2049,1835,39,35,4,8018,2000,126,2021-04-10
"Des Moines",2021-04-10,"Des Moines",53734,4716,4261,64,53,11,21090,4381,56,2021-04-10
"Dickinson",2021-04-10,"Dickinson",25391,2552,2065,43,37,6,10397,2374,266,2021-04-10
"Dubuque",2021-04-10,"Dubuque",180864,14227,12298,202,188,14,56944,12980,480,2021-04-10
