"","date","County","Total.Tests","Total.Positive.Tests","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Individuals.Tested","Individuals.Positive","Active","date"
"Adair",2021-06-08,"Adair",12732,993,835,32,22,10,3813,873,6,2021-06-08
"Adams",2021-06-08,"Adams",6090,354,337,4,4,0,1683,344,3,2021-06-08
"Allamakee",2021-06-08,"Allamakee",22604,1583,1463,52,42,10,6540,1525,10,2021-06-08
"Appanoose",2021-06-08,"Appanoose",19065,1469,1230,49,44,5,6408,1290,11,2021-06-08
"Audubon",2021-06-08,"Audubon",13412,546,498,10,9,1,2858,522,14,2021-06-08
"Benton",2021-06-08,"Benton",39657,2744,2512,55,44,11,13584,2582,15,2021-06-08
"Black Hawk",2021-06-08,"Black Hawk",225482,17472,15501,310,287,23,74212,15979,168,2021-06-08
"Boone",2021-06-08,"Boone",46346,2867,2614,34,31,3,14707,2682,34,2021-06-08
"Bremer",2021-06-08,"Bremer",41810,3009,2779,60,51,9,12962,2874,35,2021-06-08
"Buchanan",2021-06-08,"Buchanan",33235,2034,1875,33,27,6,10037,1924,16,2021-06-08
"Buena Vista",2021-06-08,"Buena Vista",46746,4914,4205,40,36,4,15404,4261,16,2021-06-08
"Butler",2021-06-08,"Butler",30851,1753,1610,35,31,4,7441,1659,14,2021-06-08
"Calhoun",2021-06-08,"Calhoun",19537,1440,1368,13,12,1,5596,1389,8,2021-06-08
"Carroll",2021-06-08,"Carroll",38631,3079,2808,52,43,9,11916,2870,10,2021-06-08
"Cass",2021-06-08,"Cass",21692,1477,1334,54,48,6,6707,1392,4,2021-06-08
"Cedar",2021-06-08,"Cedar",33196,2005,1873,23,21,2,9703,1913,17,2021-06-08
"Cerro Gordo",2021-06-08,"Cerro Gordo",82052,5955,5297,90,75,15,26671,5512,125,2021-06-08
"Cherokee",2021-06-08,"Cherokee",22007,1694,1547,38,30,8,6277,1593,8,2021-06-08
"Chickasaw",2021-06-08,"Chickasaw",18581,1313,1228,16,14,2,5783,1244,0,2021-06-08
"Clarke",2021-06-08,"Clarke",14217,1069,977,24,22,2,5178,1008,7,2021-06-08
"Clay",2021-06-08,"Clay",32440,2275,2127,27,22,5,8901,2163,9,2021-06-08
"Clayton",2021-06-08,"Clayton",26857,1797,1646,57,48,9,7596,1708,5,2021-06-08
"Clinton",2021-06-08,"Clinton",68369,6084,5462,93,79,14,24707,5608,53,2021-06-08
"Crawford",2021-06-08,"Crawford",29591,2923,2625,40,35,5,9225,2677,12,2021-06-08
"Dallas",2021-06-08,"Dallas",135121,12611,11076,99,85,14,57550,11270,95,2021-06-08
"Davis",2021-06-08,"Davis",11893,922,803,25,23,2,3738,851,23,2021-06-08
"Decatur",2021-06-08,"Decatur",10910,629,605,9,9,0,3750,613,-1,2021-06-08
"Delaware",2021-06-08,"Delaware",30945,2153,2048,41,37,4,8540,2108,19,2021-06-08
"Des Moines",2021-06-08,"Des Moines",60334,5035,4497,68,56,12,22554,4662,97,2021-06-08
"Dickinson",2021-06-08,"Dickinson",28899,2685,2439,44,38,6,11019,2493,10,2021-06-08
"Dubuque",2021-06-08,"Dubuque",203750,14784,13145,209,193,16,60294,13476,122,2021-06-08
"Emmet",2021-06-08,"Emmet",17996,1435,1297,40,38,2,5472,1355,18,2021-06-08
"Fayette",2021-06-08,"Fayette",38147,1944,1813,42,37,5,9818,1860,5,2021-06-08
"Floyd",2021-06-08,"Floyd",27167,1808,1563,42,32,10,8207,1625,20,2021-06-08
"Franklin",2021-06-08,"Franklin",21251,1340,1166,22,20,2,5772,1232,44,2021-06-08
"Fremont",2021-06-08,"Fremont",7985,662,617,9,7,2,2828,626,0,2021-06-08
"Greene",2021-06-08,"Greene",15629,829,765,11,10,1,4362,780,4,2021-06-08
"Grundy",2021-06-08,"Grundy",20133,1448,1332,33,27,6,6072,1367,2,2021-06-08
"Guthrie",2021-06-08,"Guthrie",19826,1312,1189,32,26,6,6104,1228,7,2021-06-08
"Hamilton",2021-06-08,"Hamilton",24392,2002,1752,51,46,5,7998,1811,8,2021-06-08
"Hancock",2021-06-08,"Hancock",22914,1599,1443,34,27,7,6479,1498,21,2021-06-08
"Hardin",2021-06-08,"Hardin",37367,2005,1809,44,34,10,9023,1871,18,2021-06-08
"Harrison",2021-06-08,"Harrison",22302,1934,1721,73,69,4,6763,1798,4,2021-06-08
"Henry",2021-06-08,"Henry",38416,3089,2880,37,36,1,11620,2941,24,2021-06-08
"Howard",2021-06-08,"Howard",17652,1093,1025,22,18,4,4844,1048,1,2021-06-08
"Humboldt",2021-06-08,"Humboldt",16074,1243,1164,26,23,3,4943,1194,4,2021-06-08
"Ida",2021-06-08,"Ida",13130,1027,865,35,32,3,3526,915,15,2021-06-08
"Iowa",2021-06-08,"Iowa",31199,1560,1465,24,22,2,8623,1497,8,2021-06-08
"Jackson",2021-06-08,"Jackson",27395,2386,2174,42,39,3,9759,2250,34,2021-06-08
"Jasper",2021-06-08,"Jasper",54910,4554,4117,72,67,5,19451,4205,16,2021-06-08
"Jefferson",2021-06-08,"Jefferson",22105,1453,1298,35,29,6,8300,1332,-1,2021-06-08
"Johnson",2021-06-08,"Johnson",223633,15472,14376,85,77,8,85814,14593,132,2021-06-08
"Jones",2021-06-08,"Jones",28232,3134,2929,57,51,6,10670,3008,22,2021-06-08
"Keokuk",2021-06-08,"Keokuk",16464,1031,928,31,31,0,4509,963,4,2021-06-08
"Kossuth",2021-06-08,"Kossuth",27615,2282,2099,65,56,9,8350,2161,-3,2021-06-08
"Lee",2021-06-08,"Lee",57374,4052,3707,56,43,13,16891,3807,44,2021-06-08
"Linn",2021-06-08,"Linn",310333,22531,20501,338,302,36,125269,21133,294,2021-06-08
"Louisa",2021-06-08,"Louisa",18318,1360,1233,49,42,7,5727,1294,12,2021-06-08
"Lucas",2021-06-08,"Lucas",10025,808,752,23,18,5,4098,779,4,2021-06-08
"Lyon",2021-06-08,"Lyon",17382,1595,1538,41,37,4,5000,1588,9,2021-06-08
