"","date","Tested","Positive","Recovered","Deaths","Active","New.Pos","New.Test","New.Deaths","Frac.Pos"
"1","2020-07-31",2506,75,49,0,26,NA,NA,NA,NA
"2","2020-08-01",2527,77,49,0,28,2,21,0,0.0952380952380952
