"","EventResidentCounty","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Active","positivity","date"
"Adair","Adair","1452","61","42","1","18","0.0420110192837466",2020-09-18
"Adams","Adams","576","27","23","0","4","0.046875",2020-09-18
"Allamakee","Allamakee","2701","236","161","5","70","0.0873750462791559",2020-09-18
"Appanoose","Appanoose","2394","120","100","3","17","0.050125313283208",2020-09-18
"Audubon","Audubon","996","53","32","1","20","0.0532128514056225",2020-09-18
"Benton","Benton","4716","266","179","1","86","0.0564037319762511",2020-09-18
"Black Hawk","Black Hawk","32807","4288","3407","85","796","0.130703813210595",2020-09-18
"Boone","Boone","5673","446","306","6","134","0.0786180151595276",2020-09-18
"Bremer","Bremer","4875","452","255","7","190","0.0927179487179487",2020-09-18
"Buchanan","Buchanan","4059","224","162","1","61","0.0551860064055186",2020-09-18
"Buena Vista","Buena Vista","8914","1928","1800","12","116","0.21628898362127",2020-09-18
"Butler","Butler","3084","254","227","2","25","0.0823605706874189",2020-09-18
"Calhoun","Calhoun","2306","164","119","2","43","0.0711188204683434",2020-09-18
"Carroll","Carroll","5186","618","284","5","329","0.119166988044736",2020-09-18
"Cass","Cass","2347","126","113","2","11","0.0536855560289732",2020-09-18
"Cedar","Cedar","3504","213","144","1","68","0.0607876712328767",2020-09-18
"Cerro Gordo","Cerro Gordo","10752","981","694","21","266","0.0912388392857143",2020-09-18
"Cherokee","Cherokee","2367","176","133","2","41","0.0743557245458386",2020-09-18
"Chickasaw","Chickasaw","2393","201","162","0","39","0.0839949853740075",2020-09-18
"Clarke","Clarke","2103","253","213","3","37","0.120304327151688",2020-09-18
"Clay","Clay","3426","273","226","3","44","0.0796847635726795",2020-09-18
"Clayton","Clayton","3025","226","194","3","29","0.0747107438016529",2020-09-18
"Clinton","Clinton","9067","1035","647","18","370","0.114150215065623",2020-09-18
"Crawford","Crawford","4715","956","778","4","174","0.202757158006363",2020-09-18
"Dallas","Dallas","24079","2643","2060","38","545","0.109763694505586",2020-09-18
"Davis","Davis","1175","111","74","4","33","0.094468085106383",2020-09-18
"Decatur","Decatur","1381","57","34","0","23","0.0412744388124547",2020-09-18
"Delaware","Delaware","3573","308","266","3","39","0.086202071088721",2020-09-18
"Des Moines","Des Moines","8188","723","432","7","284","0.0882999511480215",2020-09-18
"Dickinson","Dickinson","4864","471","393","6","72","0.0968338815789474",2020-09-18
"Dubuque","Dubuque","27368","2588","1867","40","681","0.0945629932768196",2020-09-18
"Emmet","Emmet","2031","244","203","10","31","0.120137863121615",2020-09-18
"Fayette","Fayette","3712","176","121","1","54","0.0474137931034483",2020-09-18
"Floyd","Floyd","3639","284","233","3","48","0.0780434185215719",2020-09-18
"Franklin","Franklin","2391","330","281","17","32","0.13801756587202",2020-09-18
"Fremont","Fremont","987","77","51","0","26","0.0780141843971631",2020-09-18
"Greene","Greene","1741","81","46","0","35","0.0465249856404365",2020-09-18
"Grundy","Grundy","2601","197","110","2","85","0.0757400999615532",2020-09-18
"Guthrie","Guthrie","2483","209","156","5","48","0.0841723721304873",2020-09-18
"Hamilton","Hamilton","3466","313","253","3","57","0.0903058280438546",2020-09-18
"Hancock","Hancock","2430","170","152","2","16","0.0699588477366255",2020-09-18
"Hardin","Hardin","3402","268","207","1","60","0.078777189888301",2020-09-18
"Harrison","Harrison","2361","166","152","2","12","0.0703091910207539",2020-09-18
"Henry","Henry","4648","591","199","4","388","0.127151462994836",2020-09-18
"Howard","Howard","1870","176","95","5","76","0.0941176470588235",2020-09-18
"Humboldt","Humboldt","2089","169","104","2","63","0.0808999521302058",2020-09-18
"Ida","Ida","1371","81","36","0","45","0.0590809628008753",2020-09-18
"Iowa","Iowa","3585","175","105","1","69","0.0488145048814505",2020-09-18
"Jackson","Jackson","3606","284","179","3","102","0.0787576261785912",2020-09-18
"Jasper","Jasper","7136","729","495","32","202","0.102158071748879",2020-09-18
"Jefferson","Jefferson","2612","130","99","1","30","0.0497702909647779",2020-09-18
"Johnson","Johnson","37242","4938","2389","27","2522","0.132592234573868",2020-09-18
"Jones","Jones","3599","235","151","3","81","0.0652959155320922",2020-09-18
"Keokuk","Keokuk","1560","85","45","1","39","0.0544871794871795",2020-09-18
"Kossuth","Kossuth","3093","198","112","0","86","0.064015518913676",2020-09-18
"Lee","Lee","5807","580","264","7","309","0.0998794558291717",2020-09-18
"Linn","Linn","46994","3678","2891","103","684","0.0782653104651658",2020-09-18
"Louisa","Louisa","2352","415","367","14","34","0.176445578231293",2020-09-18
"Lucas","Lucas","1465","133","74","6","53","0.0907849829351536",2020-09-18
"Lyon","Lyon","1582","225","161","3","61","0.142225031605563",2020-09-18
"Madison","Madison","3236","196","151","2","43","0.0605686032138443",2020-09-18
"Mahaska","Mahaska","4448","315","210","19","86","0.070818345323741",2020-09-18
"Marion","Marion","6358","695","480","4","211","0.109311104120793",2020-09-18
"Marshall","Marshall","10469","1754","1532","34","188","0.16754226764734",2020-09-18
"Mills","Mills","3404","160","114","1","45","0.0470035252643948",2020-09-18
"Mitchell","Mitchell","2588","173","87","0","86","0.0668469860896445",2020-09-18
"Monona","Monona","1612","126","100","1","25","0.0781637717121588",2020-09-18
"Monroe","Monroe","1269","141","85","10","46","0.111111111111111",2020-09-18
"Montgomery","Montgomery","1780","84","79","5","0","0.0471910112359551",2020-09-18
"Muscatine","Muscatine","8870","1053","872","52","129","0.118714768883878",2020-09-18
"O'Brien","O'Brien","2694","283","166","9","108","0.105048255382331",2020-09-18
"Osceola","Osceola","854","118","92","0","26","0.138173302107728",2020-09-18
"Page","Page","2506","140","131","0","9","0.0558659217877095",2020-09-18
"Palo Alto","Palo Alto","1973","154","105","0","49","0.0780537252914344",2020-09-18
"Pending Investigation","Pending Investigation","1819","6","0","0","6","0.00329851566794942",2020-09-18
"Plymouth","Plymouth","6013","987","590","20","377","0.164144353899884",2020-09-18
"Pocahontas","Pocahontas","1586","149","118","2","29","0.0939470365699874",2020-09-18
"Polk","Polk","123774","15060","11465","256","3339","0.121673372436861",2020-09-18
"Pottawattamie","Pottawattamie","19792","1921","1582","37","302","0.0970594179466451",2020-09-18
"Poweshiek","Poweshiek","3298","231","186","8","37","0.0700424499696786",2020-09-18
"Ringgold","Ringgold","1035","40","32","2","6","0.0386473429951691",2020-09-18
"Sac","Sac","2395","185","99","0","86","0.0772442588726514",2020-09-18
"Scott","Scott","34397","2649","1998","27","624","0.0770125301625142",2020-09-18
"Shelby","Shelby","2201","240","226","1","13","0.109041344843253",2020-09-18
"Sioux","Sioux","6558","1253","763","3","487","0.191064348886856",2020-09-18
"Story","Story","28521","3238","1537","17","1684","0.113530381122682",2020-09-18
"Tama","Tama","4156","680","573","31","76","0.163618864292589",2020-09-18
"Taylor","Taylor","1139","118","108","1","9","0.10359964881475",2020-09-18
"Union","Union","2871","113","85","3","25","0.0393591083246256",2020-09-18
"Van Buren","Van Buren","1133","108","45","1","62","0.0953221535745808",2020-09-18
"Wapello","Wapello","7737","1225","1088","57","80","0.15833010210676",2020-09-18
"Warren","Warren","11753","919","637","6","276","0.0781928018378286",2020-09-18
"Washington","Washington","4494","416","325","11","80","0.0925678682688029",2020-09-18
"Wayne","Wayne","1014","77","52","2","23","0.0759368836291913",2020-09-18
"Webster","Webster","11331","1178","701","14","463","0.103962580531286",2020-09-18
"Winnebago","Winnebago","2786","254","136","11","107","0.091170136396267",2020-09-18
"Winneshiek","Winneshiek","3778","278","191","5","82","0.0735839068290101",2020-09-18
"Woodbury","Woodbury","27790","4794","3890","60","844","0.172508096437567",2020-09-18
"Worth","Worth","1518","100","74","0","26","0.0658761528326746",2020-09-18
"Wright","Wright","4133","553","489","1","63","0.133801112992983",2020-09-18
"Total","Totals","725004","77979","56452","1257","20270","0.107556647963322",2020-09-18
