"","date","County","Total.Tests","Total.Positive.Tests","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Individuals.Tested","Individuals.Positive","Active","date"
"Adair",2021-02-25,"Adair",10674,916,674,26,20,6,3371,801,101,2021-02-25
"Adams",2021-02-25,"Adams",4539,326,303,4,4,0,1481,317,10,2021-02-25
"Allamakee",2021-02-25,"Allamakee",17895,1437,1280,44,37,7,5624,1392,68,2021-02-25
"Appanoose",2021-02-25,"Appanoose",15253,1380,1104,47,43,4,5627,1223,72,2021-02-25
"Audubon",2021-02-25,"Audubon",9944,483,420,9,8,1,2434,467,38,2021-02-25
"Benton",2021-02-25,"Benton",30851,2505,2113,54,44,10,11761,2346,179,2021-02-25
"Black Hawk",2021-02-25,"Black Hawk",182280,16188,14007,286,268,18,65862,14817,524,2021-02-25
"Boone",2021-02-25,"Boone",37800,2582,2247,30,28,2,12809,2401,124,2021-02-25
"Bremer",2021-02-25,"Bremer",31477,2765,2468,54,47,7,11358,2637,115,2021-02-25
"Buchanan",2021-02-25,"Buchanan",25301,1839,1617,30,26,4,8745,1741,94,2021-02-25
"Buena Vista",2021-02-25,"Buena Vista",39106,4700,3970,36,33,3,14010,4077,71,2021-02-25
"Butler",2021-02-25,"Butler",24710,1659,1497,31,28,3,6597,1572,44,2021-02-25
"Calhoun",2021-02-25,"Calhoun",15755,1329,1235,10,10,0,4975,1281,36,2021-02-25
"Carroll",2021-02-25,"Carroll",31161,2845,2554,48,40,8,10670,2649,47,2021-02-25
"Cass",2021-02-25,"Cass",17879,1324,1119,48,45,3,5897,1255,88,2021-02-25
"Cedar",2021-02-25,"Cedar",25570,1758,1550,22,21,1,8454,1675,103,2021-02-25
"Cerro Gordo",2021-02-25,"Cerro Gordo",65912,5316,4727,80,68,12,23089,4963,156,2021-02-25
"Cherokee",2021-02-25,"Cherokee",17270,1534,1376,35,29,6,5609,1440,29,2021-02-25
"Chickasaw",2021-02-25,"Chickasaw",15036,1246,1139,13,12,1,5090,1182,30,2021-02-25
"Clarke",2021-02-25,"Clarke",11578,992,810,20,20,0,4540,933,103,2021-02-25
"Clay",2021-02-25,"Clay",25051,1928,1726,25,20,5,7750,1827,76,2021-02-25
"Clayton",2021-02-25,"Clayton",20843,1676,1506,53,45,8,6513,1594,35,2021-02-25
"Clinton",2021-02-25,"Clinton",52299,5404,4587,83,73,10,20711,4962,292,2021-02-25
"Crawford",2021-02-25,"Crawford",23115,2722,2339,35,31,4,8284,2491,117,2021-02-25
"Dallas",2021-02-25,"Dallas",107811,11240,9192,90,79,11,50021,10003,721,2021-02-25
"Davis",2021-02-25,"Davis",9127,821,693,23,22,1,3163,751,35,2021-02-25
"Decatur",2021-02-25,"Decatur",8664,572,506,9,9,0,3325,557,42,2021-02-25
"Delaware",2021-02-25,"Delaware",22879,1888,1743,39,34,5,7367,1848,66,2021-02-25
"Des Moines",2021-02-25,"Des Moines",46838,4551,3964,59,52,7,19769,4232,209,2021-02-25
"Dickinson",2021-02-25,"Dickinson",21906,2163,1870,38,32,6,9612,2003,95,2021-02-25
"Dubuque",2021-02-25,"Dubuque",158534,13476,11597,194,180,14,53480,12297,506,2021-02-25
"Emmet",2021-02-25,"Emmet",14104,1210,1069,40,38,2,4684,1139,30,2021-02-25
"Fayette",2021-02-25,"Fayette",29591,1839,1661,33,30,3,8605,1765,71,2021-02-25
"Floyd",2021-02-25,"Floyd",21874,1620,1392,39,30,9,7212,1466,35,2021-02-25
"Franklin",2021-02-25,"Franklin",17279,1183,1033,19,18,1,4888,1087,35,2021-02-25
"Fremont",2021-02-25,"Fremont",6367,586,530,9,7,2,2473,549,10,2021-02-25
"Greene",2021-02-25,"Greene",12830,767,694,10,10,0,3845,724,20,2021-02-25
"Grundy",2021-02-25,"Grundy",16351,1383,1210,30,25,5,5415,1307,67,2021-02-25
"Guthrie",2021-02-25,"Guthrie",15150,1160,1027,28,23,5,5213,1082,27,2021-02-25
"Hamilton",2021-02-25,"Hamilton",20533,1914,1604,41,40,1,7080,1728,83,2021-02-25
"Hancock",2021-02-25,"Hancock",18213,1465,1316,29,24,5,5620,1369,24,2021-02-25
"Hardin",2021-02-25,"Hardin",28948,1798,1567,38,32,6,7791,1674,69,2021-02-25
"Harrison",2021-02-25,"Harrison",17671,1787,1538,69,65,4,6050,1661,54,2021-02-25
"Henry",2021-02-25,"Henry",31071,2934,2677,35,35,0,10276,2787,75,2021-02-25
"Howard",2021-02-25,"Howard",14073,1024,869,21,17,4,4226,985,95,2021-02-25
"Humboldt",2021-02-25,"Humboldt",13257,1169,1056,25,22,3,4434,1120,39,2021-02-25
"Ida",2021-02-25,"Ida",10075,906,743,32,30,2,3045,804,29,2021-02-25
"Iowa",2021-02-25,"Iowa",25008,1437,1281,23,21,2,7564,1377,73,2021-02-25
"Jackson",2021-02-25,"Jackson",21785,2208,1951,38,35,3,8431,2083,94,2021-02-25
"Jasper",2021-02-25,"Jasper",42611,4066,3358,65,61,4,16798,3739,316,2021-02-25
"Jefferson",2021-02-25,"Jefferson",17327,1374,1218,32,27,5,7221,1267,17,2021-02-25
"Johnson",2021-02-25,"Johnson",178023,13754,12316,73,68,5,73822,12987,598,2021-02-25
"Jones",2021-02-25,"Jones",21876,2936,2721,54,50,4,9264,2840,65,2021-02-25
"Keokuk",2021-02-25,"Keokuk",13061,976,846,29,29,0,3886,911,36,2021-02-25
"Kossuth",2021-02-25,"Kossuth",21557,2072,1815,54,47,7,7333,1963,94,2021-02-25
"Lee",2021-02-25,"Lee",45885,3733,3298,51,38,13,14821,3509,160,2021-02-25
"Linn",2021-02-25,"Linn",245242,20547,18035,311,281,30,108485,19310,964,2021-02-25
"Louisa",2021-02-25,"Louisa",14818,1280,1143,41,34,7,5081,1217,33,2021-02-25
"Lucas",2021-02-25,"Lucas",7934,729,655,21,17,4,3544,700,24,2021-02-25
"Lyon",2021-02-25,"Lyon",12774,1452,1359,41,37,4,4298,1447,47,2021-02-25
"Madison",2021-02-25,"Madison",16976,1536,1278,18,14,4,7121,1400,104,2021-02-25
"Mahaska",2021-02-25,"Mahaska",25959,2230,1967,45,40,5,9727,2130,118,2021-02-25
"Marion",2021-02-25,"Marion",34630,3569,3115,69,60,9,14688,3369,185,2021-02-25
"Marshall",2021-02-25,"Marshall",69524,4939,4303,72,64,8,19821,4592,217,2021-02-25
"Mills",2021-02-25,"Mills",18928,1623,1381,20,17,3,7228,1468,67,2021-02-25
"Mitchell",2021-02-25,"Mitchell",15019,1299,1150,40,38,2,5142,1191,1,2021-02-25
"Monona",2021-02-25,"Monona",15383,815,705,25,24,1,3509,759,29,2021-02-25
"Monroe",2021-02-25,"Monroe",8243,926,809,28,21,7,3176,882,45,2021-02-25
"Montgomery",2021-02-25,"Montgomery",12117,1038,887,36,34,2,4149,962,39,2021-02-25
"Muscatine",2021-02-25,"Muscatine",45602,4471,3900,89,80,9,19839,4167,178,2021-02-25
"O'Brien",2021-02-25,"O'Brien",21622,1927,1668,58,54,4,6217,1783,57,2021-02-25
"Osceola",2021-02-25,"Osceola",6767,700,641,14,12,2,2264,673,18,2021-02-25
"Page",2021-02-25,"Page",17252,1816,1680,19,18,1,5921,1755,56,2021-02-25
"Palo Alto",2021-02-25,"Palo Alto",15469,1041,914,21,19,2,4189,995,60,2021-02-25
"Pending Investigation",2021-02-25,"Pending Investigation",13223,932,817,0,0,0,6601,905,88,2021-02-25
"Plymouth",2021-02-25,"Plymouth",32859,3928,3482,77,69,8,12452,3647,88,2021-02-25
"Pocahontas",2021-02-25,"Pocahontas",11245,852,773,19,19,0,3254,806,14,2021-02-25
"Polk",2021-02-25,"Polk",569905,57647,47160,545,485,60,254006,51039,3334,2021-02-25
