"","date","County","Total.Tests","Total.Positive.Tests","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Individuals.Tested","Individuals.Positive","Active","date"
"Adair",2021-05-28,"Adair",12639,991,830,32,22,10,3790,871,9,2021-05-28
"Adams",2021-05-28,"Adams",5986,353,336,4,4,0,1669,342,2,2021-05-28
"Allamakee",2021-05-28,"Allamakee",22438,1578,1449,51,41,10,6493,1522,22,2021-05-28
"Appanoose",2021-05-28,"Appanoose",18793,1463,1227,49,44,5,6359,1285,9,2021-05-28
"Audubon",2021-05-28,"Audubon",13029,537,488,10,9,1,2841,517,19,2021-05-28
"Benton",2021-05-28,"Benton",39212,2733,2484,55,44,11,13485,2573,34,2021-05-28
"Black Hawk",2021-05-28,"Black Hawk",223787,17390,15415,309,286,23,73674,15904,180,2021-05-28
"Boone",2021-05-28,"Boone",45998,2862,2585,34,31,3,14606,2674,55,2021-05-28
"Bremer",2021-05-28,"Bremer",41470,3002,2756,60,51,9,12877,2865,49,2021-05-28
"Buchanan",2021-05-28,"Buchanan",32936,2028,1864,33,27,6,9959,1920,23,2021-05-28
"Buena Vista",2021-05-28,"Buena Vista",46363,4908,4200,40,36,4,15304,4255,15,2021-05-28
"Butler",2021-05-28,"Butler",30639,1749,1593,35,31,4,7399,1657,29,2021-05-28
"Calhoun",2021-05-28,"Calhoun",19354,1439,1337,13,12,1,5559,1387,37,2021-05-28
"Carroll",2021-05-28,"Carroll",38340,3078,2790,52,43,9,11854,2869,27,2021-05-28
"Cass",2021-05-28,"Cass",21491,1473,1324,54,48,6,6656,1389,11,2021-05-28
"Cedar",2021-05-28,"Cedar",32857,2002,1854,23,21,2,9651,1911,34,2021-05-28
"Cerro Gordo",2021-05-28,"Cerro Gordo",80881,5928,5243,89,74,15,26405,5485,153,2021-05-28
"Cherokee",2021-05-28,"Cherokee",21582,1692,1543,38,30,8,6245,1590,9,2021-05-28
"Chickasaw",2021-05-28,"Chickasaw",18422,1313,1218,16,14,2,5739,1244,10,2021-05-28
"Clarke",2021-05-28,"Clarke",14087,1064,967,24,22,2,5146,1004,13,2021-05-28
"Clay",2021-05-28,"Clay",32160,2268,2121,26,21,5,8857,2160,13,2021-05-28
"Clayton",2021-05-28,"Clayton",26506,1793,1637,56,47,9,7538,1703,10,2021-05-28
"Clinton",2021-05-28,"Clinton",67359,6075,5394,93,79,14,24415,5593,106,2021-05-28
"Crawford",2021-05-28,"Crawford",29346,2920,2598,40,35,5,9176,2676,38,2021-05-28
"Dallas",2021-05-28,"Dallas",133878,12588,10969,98,85,13,57183,11242,175,2021-05-28
"Davis",2021-05-28,"Davis",11773,915,783,24,23,1,3698,843,36,2021-05-28
"Decatur",2021-05-28,"Decatur",10807,627,594,9,9,0,3728,611,8,2021-05-28
"Delaware",2021-05-28,"Delaware",30596,2151,2032,41,37,4,8495,2108,35,2021-05-28
"Des Moines",2021-05-28,"Des Moines",59190,5002,4440,67,55,12,22354,4635,128,2021-05-28
"Dickinson",2021-05-28,"Dickinson",28521,2681,2429,44,38,6,10938,2489,16,2021-05-28
"Dubuque",2021-05-28,"Dubuque",201725,14746,13074,209,193,16,59884,13443,160,2021-05-28
"Emmet",2021-05-28,"Emmet",17852,1426,1280,40,38,2,5435,1350,30,2021-05-28
"Fayette",2021-05-28,"Fayette",37937,1938,1809,42,37,5,9754,1854,3,2021-05-28
"Floyd",2021-05-28,"Floyd",26886,1804,1548,42,32,10,8152,1618,28,2021-05-28
"Franklin",2021-05-28,"Franklin",20818,1330,1130,21,19,2,5694,1223,72,2021-05-28
"Fremont",2021-05-28,"Fremont",7928,663,614,9,7,2,2821,626,3,2021-05-28
"Greene",2021-05-28,"Greene",15558,827,762,10,10,0,4336,779,7,2021-05-28
"Grundy",2021-05-28,"Grundy",20019,1445,1328,33,27,6,6052,1367,6,2021-05-28
"Guthrie",2021-05-28,"Guthrie",19530,1307,1178,32,26,6,6050,1223,13,2021-05-28
"Hamilton",2021-05-28,"Hamilton",24197,1998,1745,50,45,5,7908,1807,12,2021-05-28
"Hancock",2021-05-28,"Hancock",22706,1594,1426,34,27,7,6429,1496,36,2021-05-28
"Hardin",2021-05-28,"Hardin",37022,2001,1802,44,34,10,8941,1864,18,2021-05-28
"Harrison",2021-05-28,"Harrison",22138,1932,1714,73,69,4,6718,1798,11,2021-05-28
"Henry",2021-05-28,"Henry",37875,3080,2861,37,36,1,11543,2934,36,2021-05-28
"Howard",2021-05-28,"Howard",17502,1094,1020,22,18,4,4819,1047,5,2021-05-28
"Humboldt",2021-05-28,"Humboldt",15975,1244,1159,26,23,3,4915,1194,9,2021-05-28
"Ida",2021-05-28,"Ida",13017,1024,864,35,32,3,3495,913,14,2021-05-28
"Iowa",2021-05-28,"Iowa",30900,1561,1455,24,22,2,8568,1496,17,2021-05-28
"Jackson",2021-05-28,"Jackson",27091,2378,2163,42,39,3,9676,2244,39,2021-05-28
