"","date","County","Total.Tests","Total.Positive.Tests","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Individuals.Tested","Individuals.Positive","Active","date"
"Adair",2021-05-23,"Adair",12640,991,827,32,22,10,3775,870,11,2021-05-23
"Adams",2021-05-23,"Adams",5941,353,334,4,4,0,1667,341,3,2021-05-23
"Allamakee",2021-05-23,"Allamakee",22283,1578,1445,51,41,10,6463,1521,25,2021-05-23
"Appanoose",2021-05-23,"Appanoose",18678,1460,1225,49,44,5,6320,1284,10,2021-05-23
"Audubon",2021-05-23,"Audubon",12928,536,486,10,9,1,2801,514,18,2021-05-23
"Benton",2021-05-23,"Benton",38972,2730,2468,55,44,11,13436,2571,48,2021-05-23
"Black Hawk",2021-05-23,"Black Hawk",222719,17345,15351,309,286,23,73417,15869,209,2021-05-23
"Boone",2021-05-23,"Boone",45815,2853,2575,34,31,3,14562,2668,59,2021-05-23
"Bremer",2021-05-23,"Bremer",41077,2996,2745,60,51,9,12828,2861,56,2021-05-23
"Buchanan",2021-05-23,"Buchanan",32672,2026,1860,33,27,6,9918,1916,23,2021-05-23
"Buena Vista",2021-05-23,"Buena Vista",46178,4903,4193,40,36,4,15264,4251,18,2021-05-23
"Butler",2021-05-23,"Butler",30496,1749,1589,35,31,4,7382,1652,28,2021-05-23
"Calhoun",2021-05-23,"Calhoun",19208,1438,1324,13,12,1,5543,1388,51,2021-05-23
"Carroll",2021-05-23,"Carroll",38088,3077,2770,52,43,9,11809,2867,45,2021-05-23
"Cass",2021-05-23,"Cass",21416,1473,1314,54,48,6,6643,1389,21,2021-05-23
"Cedar",2021-05-23,"Cedar",32570,2000,1838,23,21,2,9621,1909,48,2021-05-23
"Cerro Gordo",2021-05-23,"Cerro Gordo",80073,5891,5202,89,74,15,26293,5461,170,2021-05-23
"Cherokee",2021-05-23,"Cherokee",21496,1691,1539,38,30,8,6228,1590,13,2021-05-23
"Chickasaw",2021-05-23,"Chickasaw",18323,1312,1217,16,14,2,5718,1244,11,2021-05-23
"Clarke",2021-05-23,"Clarke",13973,1062,965,24,22,2,5122,1003,14,2021-05-23
"Clay",2021-05-23,"Clay",31908,2266,2111,26,21,5,8836,2159,22,2021-05-23
"Clayton",2021-05-23,"Clayton",26330,1788,1630,56,47,9,7497,1701,15,2021-05-23
"Clinton",2021-05-23,"Clinton",66678,6062,5345,93,79,14,24272,5586,148,2021-05-23
"Crawford",2021-05-23,"Crawford",29178,2918,2591,40,35,5,9151,2671,40,2021-05-23
"Dallas",2021-05-23,"Dallas",133102,12561,10912,98,85,13,56984,11233,223,2021-05-23
"Davis",2021-05-23,"Davis",11708,912,779,24,23,1,3686,841,38,2021-05-23
"Decatur",2021-05-23,"Decatur",10750,626,591,9,9,0,3715,609,9,2021-05-23
"Delaware",2021-05-23,"Delaware",30423,2146,2016,41,37,4,8476,2104,47,2021-05-23
"Des Moines",2021-05-23,"Des Moines",58822,4992,4409,66,55,11,22250,4623,148,2021-05-23
"Dickinson",2021-05-23,"Dickinson",28061,2680,2412,44,38,6,10900,2487,31,2021-05-23
"Dubuque",2021-05-23,"Dubuque",200346,14704,13017,209,193,16,59667,13406,180,2021-05-23
"Emmet",2021-05-23,"Emmet",17706,1420,1269,40,38,2,5415,1345,36,2021-05-23
"Fayette",2021-05-23,"Fayette",37770,1937,1806,41,36,5,9717,1852,5,2021-05-23
"Floyd",2021-05-23,"Floyd",26727,1797,1539,42,32,10,8128,1617,36,2021-05-23
"Franklin",2021-05-23,"Franklin",20593,1326,1120,21,19,2,5666,1220,79,2021-05-23
"Fremont",2021-05-23,"Fremont",7579,660,611,9,7,2,2764,625,5,2021-05-23
"Greene",2021-05-23,"Greene",15484,825,759,10,10,0,4311,777,8,2021-05-23
"Grundy",2021-05-23,"Grundy",19896,1446,1325,33,27,6,6036,1366,8,2021-05-23
"Guthrie",2021-05-23,"Guthrie",19354,1306,1172,31,25,6,6032,1223,20,2021-05-23
"Hamilton",2021-05-23,"Hamilton",24103,1992,1746,50,45,5,7888,1804,8,2021-05-23
"Hancock",2021-05-23,"Hancock",22496,1596,1412,34,27,7,6409,1495,49,2021-05-23
"Hardin",2021-05-23,"Hardin",36772,1999,1786,44,34,10,8903,1864,34,2021-05-23
"Harrison",2021-05-23,"Harrison",22073,1931,1704,73,69,4,6703,1796,19,2021-05-23
"Henry",2021-05-23,"Henry",37650,3085,2849,37,36,1,11514,2934,48,2021-05-23
"Howard",2021-05-23,"Howard",17430,1092,1016,22,18,4,4804,1046,8,2021-05-23
"Humboldt",2021-05-23,"Humboldt",15907,1244,1158,26,23,3,4899,1194,10,2021-05-23
"Ida",2021-05-23,"Ida",12957,1019,863,35,32,3,3486,906,8,2021-05-23
"Iowa",2021-05-23,"Iowa",30774,1555,1450,24,22,2,8543,1492,18,2021-05-23
"Jackson",2021-05-23,"Jackson",26893,2370,2159,42,39,3,9648,2236,35,2021-05-23
"Jasper",2021-05-23,"Jasper",54118,4547,4069,72,66,6,19203,4200,59,2021-05-23
"Jefferson",2021-05-23,"Jefferson",21512,1446,1295,35,29,6,8165,1330,0,2021-05-23
