"","date","County","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Active","positivity"
"Adair",2021-01-21,"Adair",3134,691,569,20,16,4,102,0.22048500319081
"Adams",2021-01-21,"Adams",1367,297,251,3,3,0,43,0.217264081931236
"Allamakee",2021-01-21,"Allamakee",5190,1299,1115,28,24,4,156,0.25028901734104
"Appanoose",2021-01-21,"Appanoose",5155,1110,930,40,39,1,140,0.215324927255092
"Audubon",2021-01-21,"Audubon",2204,416,360,8,8,0,48,0.188747731397459
"Benton",2021-01-21,"Benton",10837,2103,1928,50,40,10,125,0.194057395958291
"Black Hawk",2021-01-21,"Black Hawk",60452,13890,12482,238,225,13,1170,0.229769072983524
"Boone",2021-01-21,"Boone",11783,2203,1796,17,15,2,390,0.18696427055928
"Bremer",2021-01-21,"Bremer",10181,2470,2238,48,44,4,184,0.242608781062764
"Buchanan",2021-01-21,"Buchanan",8081,1605,1397,23,21,2,185,0.198614032916718
"Buena Vista",2021-01-21,"Buena Vista",13411,3948,3633,29,26,3,286,0.294385206174036
"Butler",2021-01-21,"Butler",6015,1493,1236,24,21,3,233,0.248212801330008
"Calhoun",2021-01-21,"Calhoun",4725,1229,1158,9,9,0,62,0.26010582010582
"Carroll",2021-01-21,"Carroll",10107,2566,2276,34,28,6,256,0.25388344711586
"Cass",2021-01-21,"Cass",5460,1147,976,42,40,2,129,0.21007326007326
"Cedar",2021-01-21,"Cedar",7804,1542,1329,19,18,1,194,0.197590978985136
"Cerro Gordo",2021-01-21,"Cerro Gordo",20972,4693,4202,71,60,11,420,0.223774556551593
"Cherokee",2021-01-21,"Cherokee",5267,1393,1184,27,23,4,182,0.264476931839757
"Chickasaw",2021-01-21,"Chickasaw",4632,1131,1010,12,11,1,109,0.244170984455959
"Clarke",2021-01-21,"Clarke",4090,798,638,7,7,0,153,0.195110024449878
"Clay",2021-01-21,"Clay",7242,1701,1503,20,16,4,178,0.234879867439934
"Clayton",2021-01-21,"Clayton",6040,1518,1322,48,41,7,148,0.251324503311258
"Clinton",2021-01-21,"Clinton",18970,4527,3989,63,57,6,475,0.23863995782815
"Crawford",2021-01-21,"Crawford",7782,2328,2055,24,21,3,249,0.299151888974557
"Dallas",2021-01-21,"Dallas",46165,8971,7650,72,61,11,1249,0.194324704862991
"Davis",2021-01-21,"Davis",2770,694,615,21,20,1,58,0.250541516245487
"Decatur",2021-01-21,"Decatur",2961,493,413,4,4,0,76,0.166497804795677
"Delaware",2021-01-21,"Delaware",6903,1746,1575,36,32,4,135,0.252933507170795
"Des Moines",2021-01-21,"Des Moines",18281,3866,3421,41,37,4,404,0.21147639625841
"Dickinson",2021-01-21,"Dickinson",9098,1877,1655,27,25,2,195,0.206309078918444
"Dubuque",2021-01-21,"Dubuque",50396,11465,10330,153,144,9,982,0.22749821414398
"Emmet",2021-01-21,"Emmet",4423,1111,958,31,30,1,122,0.25118697716482
"Fayette",2021-01-21,"Fayette",7885,1636,1304,23,21,2,309,0.207482561826252
"Floyd",2021-01-21,"Floyd",6702,1402,1234,36,28,8,132,0.209191286183229
"Franklin",2021-01-21,"Franklin",4474,1030,846,18,17,1,166,0.230219043361645
"Fremont",2021-01-21,"Fremont",2346,520,454,6,4,2,60,0.221653878942881
"Greene",2021-01-21,"Greene",3646,695,632,7,7,0,56,0.190619857377948
"Grundy",2021-01-21,"Grundy",4963,1218,1048,26,21,5,144,0.245416078984485
"Guthrie",2021-01-21,"Guthrie",4891,1035,911,24,19,5,100,0.211613167041505
"Hamilton",2021-01-21,"Hamilton",6517,1607,1421,30,29,1,156,0.246585852386067
"Hancock",2021-01-21,"Hancock",5130,1307,1127,24,19,5,156,0.254775828460039
"Hardin",2021-01-21,"Hardin",7196,1557,1418,29,26,3,110,0.216370205669817
"Harrison",2021-01-21,"Harrison",5720,1570,1360,62,58,4,148,0.274475524475524
"Henry",2021-01-21,"Henry",9623,2650,2422,31,31,0,197,0.275381897537151
"Howard",2021-01-21,"Howard",3793,849,665,19,15,4,165,0.223833377273926
"Humboldt",2021-01-21,"Humboldt",4171,1058,923,19,16,3,116,0.253656197554543
"Ida",2021-01-21,"Ida",2796,749,673,30,29,1,46,0.267882689556509
"Iowa",2021-01-21,"Iowa",7032,1265,1106,22,21,1,137,0.179891922639363
"Jackson",2021-01-21,"Jackson",7780,1937,1731,31,30,1,175,0.248971722365039
"Jasper",2021-01-21,"Jasper",15390,3241,2757,59,57,2,425,0.210591293047433
"Jefferson",2021-01-21,"Jefferson",6542,1213,960,25,22,3,228,0.185417303576888
"Johnson",2021-01-21,"Johnson",68930,12169,10701,51,47,4,1417,0.176541418830698
"Jones",2021-01-21,"Jones",8635,2726,2556,49,48,1,121,0.315691951360741
"Keokuk",2021-01-21,"Keokuk",3546,857,764,26,26,0,67,0.241680767061478
"Kossuth",2021-01-21,"Kossuth",6771,1776,1522,44,41,3,210,0.262295081967213
"Lee",2021-01-21,"Lee",13750,3194,2775,31,25,6,388,0.232290909090909
"Linn",2021-01-21,"Linn",100616,17880,16116,278,255,23,1486,0.177705335135565
"Louisa",2021-01-21,"Louisa",4750,1156,1008,30,25,5,118,0.243368421052632
"Lucas",2021-01-21,"Lucas",3278,660,518,9,8,1,133,0.201342281879195
"Lyon",2021-01-21,"Lyon",4018,1357,1208,32,29,3,117,0.337730214036834
"Madison",2021-01-21,"Madison",6483,1214,909,9,8,1,296,0.187258985037791
"Mahaska",2021-01-21,"Mahaska",9029,1950,1613,37,33,4,300,0.215970760881604
"Marion",2021-01-21,"Marion",13313,3057,2584,52,45,7,421,0.229625178397056
"Marshall",2021-01-21,"Marshall",17965,4286,3955,62,57,5,269,0.238575006957974
"Mills",2021-01-21,"Mills",6892,1375,1246,16,15,1,113,0.199506674405107
"Mitchell",2021-01-21,"Mitchell",4887,1164,984,35,34,1,145,0.238182934315531
"Monona",2021-01-21,"Monona",3251,647,529,16,15,1,102,0.199015687480775
"Monroe",2021-01-21,"Monroe",2901,813,599,19,16,3,195,0.280248190279214
"Montgomery",2021-01-21,"Montgomery",3763,870,700,23,22,1,147,0.231198511825671
"Muscatine",2021-01-21,"Muscatine",18603,3924,3411,78,71,7,435,0.210933720367683
"O'Brien",2021-01-21,"O'Brien",5843,1699,1531,54,50,4,114,0.290775286667808
"Osceola",2021-01-21,"Osceola",2138,644,604,9,7,2,31,0.301216089803555
"Page",2021-01-21,"Page",5304,1451,1345,15,14,1,91,0.273567119155354
"Palo Alto",2021-01-21,"Palo Alto",3905,914,785,10,10,0,119,0.234058898847631
"Pending Investigation",2021-01-21,"Pending Investigation",8594,946,596,0,0,0,350,0.110076797765883
"Plymouth",2021-01-21,"Plymouth",11785,3517,3258,68,62,6,191,0.298430207891387
"Pocahontas",2021-01-21,"Pocahontas",3116,777,676,11,11,0,90,0.249358151476252
"Polk",2021-01-21,"Polk",233906,46057,40092,457,413,44,5508,0.19690388446641
"Pottawattamie",2021-01-21,"Pottawattamie",41750,9066,8001,113,100,13,952,0.217149700598802
"Poweshiek",2021-01-21,"Poweshiek",7306,1339,1152,24,22,2,163,0.183274021352313
"Ringgold",2021-01-21,"Ringgold",2056,444,347,11,10,1,86,0.215953307392996
"Sac",2021-01-21,"Sac",4673,1112,1014,15,15,0,83,0.237962764819174
