"","date","County","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Active","positivity"
"Scott",2021-01-21,"Scott",74434,15582,13705,166,156,10,1711,0.209339817825187
"Shelby",2021-01-21,"Shelby",4582,1035,902,27,27,0,106,0.22588389349629
"Sioux",2021-01-21,"Sioux",13952,4568,4223,57,55,2,288,0.327408256880734
"Story",2021-01-21,"Story",48471,8723,7853,35,31,4,835,0.179963277010996
"Tama",2021-01-21,"Tama",7324,1889,1688,58,56,2,143,0.25791916985254
"Taylor",2021-01-21,"Taylor",2224,595,529,9,7,2,57,0.267535971223022
"Union",2021-01-21,"Union",5823,1099,994,22,21,1,83,0.188734329383479
"Van Buren",2021-01-21,"Van Buren",2319,497,441,13,11,2,43,0.214316515739543
"Wapello",2021-01-21,"Wapello",14712,3470,2974,98,96,2,398,0.235861881457314
"Warren",2021-01-21,"Warren",23831,4492,3624,38,36,2,830,0.188493978431455
"Washington",2021-01-21,"Washington",10268,2202,1792,32,31,1,378,0.214452668484612
"Wayne",2021-01-21,"Wayne",1932,417,352,21,17,4,44,0.21583850931677
"Webster",2021-01-21,"Webster",19296,4702,4299,72,64,8,331,0.243677446102819
"Winnebago",2021-01-21,"Winnebago",5282,1203,1066,29,24,5,108,0.227754638394548
"Winneshiek",2021-01-21,"Winneshiek",8569,1582,1325,19,17,2,238,0.184618975376357
"Woodbury",2021-01-21,"Woodbury",52070,13048,11908,177,164,13,963,0.250585749951988
"Worth",2021-01-21,"Worth",3196,614,493,3,2,1,118,0.192115143929912
"Wright",2021-01-21,"Wright",7105,1655,1496,24,22,2,135,0.232934553131597
"Total",2021-01-21,"Totals",1435642,309274,271949,4394,4007,387,32931,0.215425572670624
