"","County","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Active","positivity","date"
"1","Adair",4001,915,865,32,18,0.228692826793302,2021-08-12
"2","Adams",1770,366,347,4,15,0.206779661016949,2021-08-12
"3","Allamakee",7015,1612,1509,52,51,0.229793300071276,2021-08-12
"4","Appanoose",6763,1322,1233,49,40,0.195475380748189,2021-08-12
"5","Audubon",3016,548,514,14,20,0.181697612732096,2021-08-12
"6","Benton",14362,2740,2573,56,111,0.190781228241192,2021-08-12
"7","Black Hawk",79528,17762,16362,324,1076,0.223342722060155,2021-08-12
"8","Boone",15475,2835,2682,35,118,0.183198707592892,2021-08-12
"9","Bremer",13663,3023,2862,63,98,0.221254482910049,2021-08-12
"10","Buchanan",10572,2097,1937,35,125,0.198354143019296,2021-08-12
"11","Buena Vista",16108,4413,4269,40,104,0.27396324807549,2021-08-12
"12","Butler",7882,1793,1641,36,116,0.22748033494037,2021-08-12
"13","Calhoun",5885,1482,1420,13,49,0.251826677994902,2021-08-12
"14","Carroll",12384,2933,2812,52,69,0.236837855297158,2021-08-12
"15","Cass",6979,1453,1358,55,40,0.208196016621292,2021-08-12
"16","Cedar",10213,2011,1907,23,81,0.196905904239695,2021-08-12
"17","Cerro Gordo",28101,5830,5534,98,198,0.207465926479485,2021-08-12
"18","Cherokee",6578,1664,1575,39,50,0.25296442687747,2021-08-12
"19","Chickasaw",6129,1305,1250,17,38,0.212922173274596,2021-08-12
"20","Clarke",5476,1091,999,24,68,0.199233016800584,2021-08-12
"21","Clay",9242,2208,2148,27,33,0.238909326985501,2021-08-12
"22","Clayton",8102,1784,1682,58,44,0.220192545050605,2021-08-12
"23","Clinton",26030,5782,5555,94,133,0.222128313484441,2021-08-12
"24","Crawford",9656,2887,2677,43,167,0.298985086992544,2021-08-12
"25","Dallas",61020,11905,11347,101,457,0.195099967223861,2021-08-12
"26","Davis",4066,937,843,25,69,0.23044761436301,2021-08-12
"27","Decatur",3982,690,659,10,21,0.173279758915118,2021-08-12
"28","Delaware",9038,2219,2071,43,105,0.24551892011507,2021-08-12
"29","Des Moines",24055,5169,4750,79,340,0.214882560798171,2021-08-12
"30","Dickinson",11399,2546,2464,46,36,0.223352925695236,2021-08-12
"31","Dubuque",63042,13875,13381,216,278,0.220091367659655,2021-08-12
"32","Emmet",5693,1387,1322,41,24,0.24363253117864,2021-08-12
"33","Fayette",10439,1990,1841,43,106,0.190631286521697,2021-08-12
