"","date","County","Total.Tests","Total.Positive.Tests","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Individuals.Tested","Individuals.Positive","Active","date"
"Emmet",2021-03-20,"Emmet",14944,1251,1096,40,38,2,4859,1180,44,2021-03-20
"Fayette",2021-03-20,"Fayette",31783,1881,1727,37,33,4,8932,1806,42,2021-03-20
"Floyd",2021-03-20,"Floyd",23055,1667,1421,41,31,10,7457,1505,43,2021-03-20
"Franklin",2021-03-20,"Franklin",18134,1202,1061,20,19,1,5093,1105,24,2021-03-20
"Fremont",2021-03-20,"Fremont",6650,600,539,10,8,2,2558,566,17,2021-03-20
"Greene",2021-03-20,"Greene",13568,792,713,10,10,0,3976,745,22,2021-03-20
"Grundy",2021-03-20,"Grundy",17681,1404,1272,31,26,5,5602,1329,26,2021-03-20
"Guthrie",2021-03-20,"Guthrie",16557,1191,1057,28,23,5,5456,1112,27,2021-03-20
"Hamilton",2021-03-20,"Hamilton",21724,1937,1684,44,42,2,7304,1751,23,2021-03-20
"Hancock",2021-03-20,"Hancock",19412,1491,1334,33,27,6,5795,1393,26,2021-03-20
"Hardin",2021-03-20,"Hardin",31260,1859,1628,39,33,6,8116,1735,68,2021-03-20
"Harrison",2021-03-20,"Harrison",19272,1823,1589,70,66,4,6231,1692,33,2021-03-20
"Henry",2021-03-20,"Henry",33359,2958,2747,37,36,1,10655,2815,31,2021-03-20
"Howard",2021-03-20,"Howard",15485,1053,958,22,18,4,4457,1013,33,2021-03-20
"Humboldt",2021-03-20,"Humboldt",14165,1204,1095,25,22,3,4592,1156,36,2021-03-20
"Ida",2021-03-20,"Ida",11167,970,768,32,30,2,3223,859,59,2021-03-20
"Iowa",2021-03-20,"Iowa",26900,1488,1347,23,21,2,7848,1426,56,2021-03-20
"Jackson",2021-03-20,"Jackson",23307,2248,2039,40,37,3,8813,2118,39,2021-03-20
"Jasper",2021-03-20,"Jasper",46439,4262,3665,69,64,5,17593,3929,195,2021-03-20
"Jefferson",2021-03-20,"Jefferson",18734,1404,1247,35,29,6,7462,1293,11,2021-03-20
"Johnson",2021-03-20,"Johnson",190161,14092,12850,76,71,5,76858,13297,371,2021-03-20
"Jones",2021-03-20,"Jones",23416,2980,2778,55,51,4,9608,2877,44,2021-03-20
"Keokuk",2021-03-20,"Keokuk",14258,996,880,29,29,0,4061,929,20,2021-03-20
"Kossuth",2021-03-20,"Kossuth",23389,2143,1901,57,51,6,7656,2025,67,2021-03-20
"Lee",2021-03-20,"Lee",49383,3773,3463,54,41,13,15333,3551,34,2021-03-20
"Linn",2021-03-20,"Linn",262425,20961,18922,321,289,32,112788,19685,442,2021-03-20
"Louisa",2021-03-20,"Louisa",15754,1302,1168,48,41,7,5263,1237,21,2021-03-20
"Lucas",2021-03-20,"Lucas",8469,771,676,21,17,4,3689,742,45,2021-03-20
"Lyon",2021-03-20,"Lyon",13876,1484,1408,41,37,4,4455,1481,32,2021-03-20
"Madison",2021-03-20,"Madison",18695,1618,1397,19,15,4,7484,1482,66,2021-03-20
"Mahaska",2021-03-20,"Mahaska",28159,2280,2069,47,42,5,10100,2178,62,2021-03-20
"Marion",2021-03-20,"Marion",37717,3673,3299,74,64,10,15481,3471,98,2021-03-20
"Marshall",2021-03-20,"Marshall",74634,5060,4511,74,66,8,20696,4702,117,2021-03-20
"Mills",2021-03-20,"Mills",19750,1682,1448,20,17,3,7439,1514,46,2021-03-20
"Mitchell",2021-03-20,"Mitchell",16036,1339,1161,40,38,2,5322,1229,28,2021-03-20
"Monona",2021-03-20,"Monona",16616,835,735,30,28,2,3643,780,15,2021-03-20
"Monroe",2021-03-20,"Monroe",8878,953,851,28,21,7,3362,912,33,2021-03-20
"Montgomery",2021-03-20,"Montgomery",13063,1049,926,36,34,2,4215,973,11,2021-03-20
"Muscatine",2021-03-20,"Muscatine",48705,4649,4058,94,85,9,20664,4337,185,2021-03-20
"O'Brien",2021-03-20,"O'Brien",23326,2028,1718,58,54,4,6468,1883,107,2021-03-20
"Osceola",2021-03-20,"Osceola",7498,718,654,15,13,2,2361,690,21,2021-03-20
"Page",2021-03-20,"Page",19336,1890,1762,19,18,1,6185,1826,45,2021-03-20
"Palo Alto",2021-03-20,"Palo Alto",16419,1087,973,22,20,2,4322,1036,41,2021-03-20
"Pending Investigation",2021-03-20,"Pending Investigation",12376,1023,878,0,0,0,6293,1003,125,2021-03-20
"Plymouth",2021-03-20,"Plymouth",34537,4057,3560,79,71,8,12852,3767,128,2021-03-20
"Pocahontas",2021-03-20,"Pocahontas",11927,868,788,19,19,0,3358,821,14,2021-03-20
"Polk",2021-03-20,"Polk",618223,60112,50279,577,513,64,265436,53267,2411,2021-03-20
"Pottawattamie",2021-03-20,"Pottawattamie",108151,11084,9566,149,132,17,45798,10057,342,2021-03-20
"Poweshiek",2021-03-20,"Poweshiek",37774,1577,1435,31,28,3,8488,1504,38,2021-03-20
"Ringgold",2021-03-20,"Ringgold",8971,535,480,22,18,4,2313,517,15,2021-03-20
"Sac",2021-03-20,"Sac",18007,1292,1151,18,18,0,5195,1215,46,2021-03-20
"Scott",2021-03-20,"Scott",187888,18739,16700,223,205,18,82576,17443,520,2021-03-20
"Shelby",2021-03-20,"Shelby",15040,1255,1098,34,31,3,5202,1200,68,2021-03-20
"Sioux",2021-03-20,"Sioux",39402,5050,4659,69,66,3,15436,4873,145,2021-03-20
"Story",2021-03-20,"Story",147416,10528,9346,46,40,6,54466,9820,428,2021-03-20
"Tama",2021-03-20,"Tama",29877,2167,1919,68,65,3,8195,2043,56,2021-03-20
"Taylor",2021-03-20,"Taylor",7787,667,626,12,10,2,2438,641,3,2021-03-20
"Union",2021-03-20,"Union",15640,1286,1152,31,26,5,6353,1208,25,2021-03-20
"Van Buren",2021-03-20,"Van Buren",7723,564,519,18,15,3,2661,538,1,2021-03-20
"Wapello",2021-03-20,"Wapello",42717,4515,3801,114,110,4,17763,4152,237,2021-03-20
"Warren",2021-03-20,"Warren",68414,5742,4947,80,71,9,26953,5267,240,2021-03-20
"Washington",2021-03-20,"Washington",37280,2582,2338,48,44,4,11500,2417,31,2021-03-20
"Wayne",2021-03-20,"Wayne",5700,539,423,21,17,4,2298,498,54,2021-03-20
"Webster",2021-03-20,"Webster",63440,5273,4803,88,74,14,20827,5008,117,2021-03-20
"Winnebago",2021-03-20,"Winnebago",15955,1422,1249,31,26,5,6020,1328,48,2021-03-20
"Winneshiek",2021-03-20,"Winneshiek",34324,1940,1765,31,26,5,9902,1867,71,2021-03-20
"Woodbury",2021-03-20,"Woodbury",131024,15475,13404,216,198,18,57748,14208,588,2021-03-20
"Worth",2021-03-20,"Worth",11366,712,647,8,7,1,3635,673,18,2021-03-20
"Wright",2021-03-20,"Wright",19345,1822,1697,32,27,5,7694,1758,29,2021-03-20
"Total",2021-03-20,"Totals",4316130,373359,327643,5672,5064,608,1608881,344911,11596,2021-03-20
