"","date","County","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Active","positivity"
"Adair",2021-01-26,"Adair",3173,697,587,20,16,4,90,0.219665931295304
"Adams",2021-01-26,"Adams",1384,302,265,3,3,0,34,0.218208092485549
"Allamakee",2021-01-26,"Allamakee",5260,1315,1137,30,26,4,148,0.25
"Appanoose",2021-01-26,"Appanoose",5225,1132,933,40,39,1,159,0.216650717703349
"Audubon",2021-01-26,"Audubon",2240,424,359,8,8,0,57,0.189285714285714
"Benton",2021-01-26,"Benton",10983,2140,1929,50,40,10,161,0.194846581079851
"Black Hawk",2021-01-26,"Black Hawk",61199,14128,12659,243,229,14,1226,0.230853445317734
"Boone",2021-01-26,"Boone",11912,2240,1866,17,15,2,357,0.188045668233714
"Bremer",2021-01-26,"Bremer",10412,2504,2249,48,44,4,207,0.240491740299654
"Buchanan",2021-01-26,"Buchanan",8182,1624,1422,24,22,2,178,0.198484478122708
"Buena Vista",2021-01-26,"Buena Vista",13496,3972,3673,30,27,3,269,0.294309425014819
"Butler",2021-01-26,"Butler",6098,1523,1253,24,21,3,246,0.249754017710725
"Calhoun",2021-01-26,"Calhoun",4766,1237,1166,9,9,0,62,0.259546789760806
"Carroll",2021-01-26,"Carroll",10197,2589,2328,34,28,6,227,0.253898205354516
"Cass",2021-01-26,"Cass",5521,1153,993,43,41,2,117,0.208838978445934
"Cedar",2021-01-26,"Cedar",7887,1559,1359,19,18,1,181,0.197667047039432
"Cerro Gordo",2021-01-26,"Cerro Gordo",21177,4743,4270,72,61,11,401,0.223969400764981
"Cherokee",2021-01-26,"Cherokee",5303,1403,1203,27,23,4,173,0.264567226098435
"Chickasaw",2021-01-26,"Chickasaw",4691,1138,1033,12,11,1,93,0.242592197825624
"Clarke",2021-01-26,"Clarke",4159,819,670,9,9,0,140,0.196922337100264
"Clay",2021-01-26,"Clay",7319,1730,1514,21,17,4,195,0.236371088946577
"Clayton",2021-01-26,"Clayton",6113,1541,1339,49,41,8,153,0.252085718959594
"Clinton",2021-01-26,"Clinton",19180,4592,4072,68,62,6,452,0.239416058394161
"Crawford",2021-01-26,"Crawford",7858,2359,2098,24,21,3,237,0.300203614151184
"Dallas",2021-01-26,"Dallas",46694,9110,7813,72,61,11,1225,0.195100012849617
"Davis",2021-01-26,"Davis",2811,704,624,21,20,1,59,0.250444681607969
"Decatur",2021-01-26,"Decatur",3010,499,425,4,4,0,70,0.16578073089701
"Delaware",2021-01-26,"Delaware",6973,1773,1586,36,32,4,151,0.254266456331565
"Des Moines",2021-01-26,"Des Moines",18560,3955,3454,43,39,4,458,0.213092672413793
"Dickinson",2021-01-26,"Dickinson",9172,1892,1679,29,26,3,184,0.206279982555604
"Dubuque",2021-01-26,"Dubuque",50885,11671,10433,159,150,9,1079,0.229360322295372
"Emmet",2021-01-26,"Emmet",4457,1113,979,32,31,1,102,0.249719542293022
"Fayette",2021-01-26,"Fayette",8000,1663,1362,24,22,2,277,0.207875
"Floyd",2021-01-26,"Floyd",6758,1419,1246,36,28,8,137,0.209973364900858
"Franklin",2021-01-26,"Franklin",4513,1036,870,18,17,1,148,0.229559051628628
"Fremont",2021-01-26,"Fremont",2372,527,462,6,4,2,59,0.222175379426644
"Greene",2021-01-26,"Greene",3668,697,643,7,7,0,47,0.190021810250818
"Grundy",2021-01-26,"Grundy",5027,1229,1081,28,23,5,120,0.244479809031231
"Guthrie",2021-01-26,"Guthrie",4944,1046,928,24,19,5,94,0.211569579288026
"Hamilton",2021-01-26,"Hamilton",6577,1625,1455,30,29,1,140,0.24707313364756
"Hancock",2021-01-26,"Hancock",5196,1324,1150,24,19,5,150,0.254811393379523
"Hardin",2021-01-26,"Hardin",7263,1578,1429,31,28,3,118,0.217265592730277
"Harrison",2021-01-26,"Harrison",5785,1587,1370,62,58,4,155,0.274330164217805
"Henry",2021-01-26,"Henry",9737,2693,2429,31,31,0,233,0.276573893396323
"Howard",2021-01-26,"Howard",3839,860,688,19,15,4,153,0.224016671008075
"Humboldt",2021-01-26,"Humboldt",4232,1078,943,19,16,3,116,0.254725897920605
"Ida",2021-01-26,"Ida",2822,764,666,30,29,1,68,0.270729978738483
"Iowa",2021-01-26,"Iowa",7112,1283,1119,22,21,1,142,0.180399325084364
"Jackson",2021-01-26,"Jackson",7892,1959,1740,32,31,1,187,0.248226051697922
"Jasper",2021-01-26,"Jasper",15570,3334,2807,59,57,2,468,0.214129736673089
"Jefferson",2021-01-26,"Jefferson",6618,1225,993,25,22,3,207,0.185101239045029
"Johnson",2021-01-26,"Johnson",69628,12328,10909,52,48,4,1367,0.177055207675073
"Jones",2021-01-26,"Jones",8730,2753,2553,50,48,2,150,0.315349369988545
"Keokuk",2021-01-26,"Keokuk",3576,863,775,26,26,0,62,0.241331096196868
"Kossuth",2021-01-26,"Kossuth",6855,1809,1524,44,41,3,241,0.263894967177243
"Lee",2021-01-26,"Lee",13923,3269,2827,32,26,6,410,0.234791352438411
"Linn",2021-01-26,"Linn",101846,18114,16270,279,255,24,1565,0.177856764134085
"Louisa",2021-01-26,"Louisa",4807,1167,1035,30,25,5,102,0.242770959018099
"Lucas",2021-01-26,"Lucas",3314,670,558,10,9,1,102,0.202172601086301
"Lyon",2021-01-26,"Lyon",4058,1379,1220,33,30,3,126,0.339822572695909
"Madison",2021-01-26,"Madison",6575,1245,949,10,9,1,286,0.1893536121673
"Mahaska",2021-01-26,"Mahaska",9133,1987,1674,37,33,4,276,0.217562684769517
"Marion",2021-01-26,"Marion",13485,3110,2656,53,46,7,401,0.230626622172785
"Marshall",2021-01-26,"Marshall",18174,4324,4020,62,57,5,242,0.237922306591834
"Mills",2021-01-26,"Mills",6936,1386,1260,17,16,1,109,0.199826989619377
"Mitchell",2021-01-26,"Mitchell",4917,1171,1002,37,36,1,132,0.238153345535896
"Monona",2021-01-26,"Monona",3286,687,533,18,17,1,136,0.209068776628119
