"","date","County","Total.Tests","Total.Positive.Tests","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Individuals.Tested","Individuals.Positive","Active","date"
"Adair",2021-03-05,"Adair",10969,925,695,29,22,7,3414,810,86,2021-03-05
"Adams",2021-03-05,"Adams",4700,326,310,4,4,0,1503,318,4,2021-03-05
"Allamakee",2021-03-05,"Allamakee",18431,1482,1303,48,39,9,5802,1425,74,2021-03-05
"Appanoose",2021-03-05,"Appanoose",15640,1394,1126,47,43,4,5711,1232,59,2021-03-05
"Audubon",2021-03-05,"Audubon",10373,492,431,9,8,1,2478,474,34,2021-03-05
"Benton",2021-03-05,"Benton",31881,2554,2166,54,44,10,11947,2403,183,2021-03-05
"Black Hawk",2021-03-05,"Black Hawk",186817,16302,14237,293,273,20,66703,14931,401,2021-03-05
"Boone",2021-03-05,"Boone",38706,2611,2295,30,28,2,13036,2430,105,2021-03-05
"Bremer",2021-03-05,"Bremer",32990,2825,2518,55,47,8,11553,2694,121,2021-03-05
"Buchanan",2021-03-05,"Buchanan",26185,1867,1655,29,25,4,8872,1772,88,2021-03-05
"Buena Vista",2021-03-05,"Buena Vista",40088,4754,3988,37,34,3,14181,4122,97,2021-03-05
"Butler",2021-03-05,"Butler",25493,1674,1518,31,28,3,6680,1589,40,2021-03-05
"Calhoun",2021-03-05,"Calhoun",16122,1341,1244,11,11,0,5031,1293,38,2021-03-05
"Carroll",2021-03-05,"Carroll",31844,2867,2564,49,41,8,10792,2664,51,2021-03-05
"Cass",2021-03-05,"Cass",18242,1359,1157,51,46,5,5991,1288,80,2021-03-05
"Cedar",2021-03-05,"Cedar",26331,1794,1580,23,21,2,8627,1715,112,2021-03-05
"Cerro Gordo",2021-03-05,"Cerro Gordo",67577,5358,4799,83,70,13,23446,4993,111,2021-03-05
"Cherokee",2021-03-05,"Cherokee",17767,1555,1380,36,29,7,5677,1455,39,2021-03-05
"Chickasaw",2021-03-05,"Chickasaw",15380,1259,1148,15,13,2,5146,1196,33,2021-03-05
"Clarke",2021-03-05,"Clarke",11802,1008,860,20,20,0,4622,948,68,2021-03-05
"Clay",2021-03-05,"Clay",25615,1944,1756,25,20,5,7834,1838,57,2021-03-05
"Clayton",2021-03-05,"Clayton",21505,1683,1525,54,46,8,6625,1600,21,2021-03-05
"Clinton",2021-03-05,"Clinton",53874,5454,4695,84,74,10,21130,5013,234,2021-03-05
"Crawford",2021-03-05,"Crawford",23849,2759,2387,35,31,4,8392,2526,104,2021-03-05
"Dallas",2021-03-05,"Dallas",110988,11431,9447,92,81,11,50924,10195,656,2021-03-05
"Davis",2021-03-05,"Davis",9451,833,711,23,22,1,3223,763,29,2021-03-05
"Decatur",2021-03-05,"Decatur",8920,583,524,9,9,0,3393,569,36,2021-03-05
"Delaware",2021-03-05,"Delaware",23540,1898,1772,40,35,5,7472,1858,46,2021-03-05
"Des Moines",2021-03-05,"Des Moines",48278,4596,4035,61,53,8,20074,4275,179,2021-03-05
"Dickinson",2021-03-05,"Dickinson",22359,2188,1891,40,34,6,9713,2028,97,2021-03-05
"Dubuque",2021-03-05,"Dubuque",162626,13600,11767,195,181,14,54121,12421,459,2021-03-05
"Emmet",2021-03-05,"Emmet",14398,1219,1081,40,38,2,4726,1149,28,2021-03-05
"Fayette",2021-03-05,"Fayette",30277,1866,1687,35,32,3,8726,1788,66,2021-03-05
"Floyd",2021-03-05,"Floyd",22349,1637,1404,41,31,10,7306,1477,32,2021-03-05
"Franklin",2021-03-05,"Franklin",17568,1187,1050,19,18,1,4945,1090,21,2021-03-05
