"","date","County","Total.Tests","Total.Positive.Tests","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Individuals.Tested","Individuals.Positive","Active","date"
"Adair",2021-07-08,"Adair",13035,1014,849,32,22,10,3870,876,-5,2021-07-08
"Adams",2021-07-08,"Adams",6250,351,334,4,4,0,1711,349,11,2021-07-08
"Allamakee",2021-07-08,"Allamakee",23206,1605,1485,52,42,10,6679,1535,-2,2021-07-08
"Appanoose",2021-07-08,"Appanoose",19426,1454,1227,49,44,5,6514,1291,15,2021-07-08
"Audubon",2021-07-08,"Audubon",14086,547,512,11,10,1,2915,537,14,2021-07-08
"Benton",2021-07-08,"Benton",40816,2787,2528,55,44,11,13882,2618,35,2021-07-08
"Black Hawk",2021-07-08,"Black Hawk",233277,17955,15749,316,292,24,75810,16382,317,2021-07-08
"Boone",2021-07-08,"Boone",47059,2878,2654,34,31,3,14875,2686,-2,2021-07-08
"Bremer",2021-07-08,"Bremer",43363,3044,2824,62,52,10,13183,2896,10,2021-07-08
"Buchanan",2021-07-08,"Buchanan",34306,2069,1902,34,27,7,10206,1943,7,2021-07-08
"Buena Vista",2021-07-08,"Buena Vista",47667,5000,4244,40,36,4,15614,4274,-10,2021-07-08
"Butler",2021-07-08,"Butler",31555,1763,1621,35,31,4,7571,1673,17,2021-07-08
"Calhoun",2021-07-08,"Calhoun",19992,1453,1377,13,12,1,5666,1401,11,2021-07-08
"Carroll",2021-07-08,"Carroll",39394,3067,2802,52,43,9,12047,2873,19,2021-07-08
"Cass",2021-07-08,"Cass",21929,1474,1336,55,49,6,6768,1393,2,2021-07-08
"Cedar",2021-07-08,"Cedar",34163,2013,1892,23,21,2,9875,1924,9,2021-07-08
"Cerro Gordo",2021-07-08,"Cerro Gordo",85119,6050,5447,97,80,17,27208,5562,18,2021-07-08
"Cherokee",2021-07-08,"Cherokee",22514,1713,1563,38,30,8,6372,1600,-1,2021-07-08
"Chickasaw",2021-07-08,"Chickasaw",19018,1326,1234,17,14,3,5890,1252,1,2021-07-08
"Clarke",2021-07-08,"Clarke",14564,1085,989,24,22,2,5274,1017,4,2021-07-08
"Clay",2021-07-08,"Clay",33138,2282,2143,27,22,5,9019,2168,-2,2021-07-08
"Clayton",2021-07-08,"Clayton",27662,1805,1665,57,48,9,7778,1713,-9,2021-07-08
"Clinton",2021-07-08,"Clinton",70298,6102,5530,93,79,14,25201,5618,-5,2021-07-08
"Crawford",2021-07-08,"Crawford",30222,2947,2647,41,35,6,9324,2692,4,2021-07-08
"Dallas",2021-07-08,"Dallas",138335,12723,11240,99,85,14,58494,11306,-33,2021-07-08
"Davis",2021-07-08,"Davis",12187,933,831,25,23,2,3802,853,-3,2021-07-08
"Decatur",2021-07-08,"Decatur",11255,658,627,9,9,0,3805,625,-11,2021-07-08
"Delaware",2021-07-08,"Delaware",31489,2161,2063,43,38,5,8685,2113,7,2021-07-08
"Des Moines",2021-07-08,"Des Moines",62486,5081,4615,73,61,12,22994,4705,17,2021-07-08
"Dickinson",2021-07-08,"Dickinson",29473,2701,2459,45,39,6,11121,2498,-6,2021-07-08
"Dubuque",2021-07-08,"Dubuque",206866,14880,13289,213,195,18,61202,13543,41,2021-07-08
"Emmet",2021-07-08,"Emmet",18316,1446,1320,41,39,2,5544,1361,0,2021-07-08
"Fayette",2021-07-08,"Fayette",38958,1966,1817,43,38,5,10017,1880,20,2021-07-08
"Floyd",2021-07-08,"Floyd",28066,1826,1594,42,32,10,8410,1639,3,2021-07-08
"Franklin",2021-07-08,"Franklin",21907,1365,1218,23,21,2,5926,1244,3,2021-07-08
"Fremont",2021-07-08,"Fremont",8146,681,637,10,8,2,2857,629,-18,2021-07-08
"Greene",2021-07-08,"Greene",15918,839,775,11,10,1,4421,781,-5,2021-07-08
"Grundy",2021-07-08,"Grundy",20579,1467,1347,33,27,6,6167,1377,-3,2021-07-08
"Guthrie",2021-07-08,"Guthrie",20149,1323,1207,32,26,6,6207,1237,-2,2021-07-08
"Hamilton",2021-07-08,"Hamilton",24848,2027,1777,51,46,5,8141,1824,-4,2021-07-08
"Hancock",2021-07-08,"Hancock",23571,1607,1465,34,27,7,6583,1509,10,2021-07-08
"Hardin",2021-07-08,"Hardin",38236,2029,1839,44,34,10,9191,1885,2,2021-07-08
"Harrison",2021-07-08,"Harrison",22591,1947,1737,73,69,4,6825,1802,-8,2021-07-08
"Henry",2021-07-08,"Henry",39989,3164,2951,37,36,1,11818,2958,-30,2021-07-08
"Howard",2021-07-08,"Howard",18054,1102,1026,22,18,4,4939,1051,3,2021-07-08
"Humboldt",2021-07-08,"Humboldt",16606,1274,1180,26,23,3,5039,1209,3,2021-07-08
"Ida",2021-07-08,"Ida",13343,1033,880,35,32,3,3575,917,2,2021-07-08
"Iowa",2021-07-08,"Iowa",31778,1546,1455,24,22,2,8768,1501,22,2021-07-08
"Jackson",2021-07-08,"Jackson",28177,2390,2216,42,39,3,9909,2253,-5,2021-07-08
"Jasper",2021-07-08,"Jasper",57210,4856,4419,73,67,6,19786,4223,-269,2021-07-08
"Jefferson",2021-07-08,"Jefferson",23063,1461,1307,35,29,6,8528,1341,-1,2021-07-08
"Johnson",2021-07-08,"Johnson",229945,15571,14524,85,77,8,87865,14660,51,2021-07-08
"Jones",2021-07-08,"Jones",28894,3141,2950,57,51,6,10815,3013,6,2021-07-08
"Keokuk",2021-07-08,"Keokuk",16927,1055,948,32,31,1,4615,973,-7,2021-07-08
"Kossuth",2021-07-08,"Kossuth",28333,2294,2109,66,57,9,8506,2164,-11,2021-07-08
"Lee",2021-07-08,"Lee",59926,4115,3771,58,45,13,17274,3862,33,2021-07-08
"Linn",2021-07-08,"Linn",318307,22784,20869,342,306,36,127552,21306,95,2021-07-08
"Louisa",2021-07-08,"Louisa",19063,1374,1251,49,42,7,5827,1301,1,2021-07-08
"Lucas",2021-07-08,"Lucas",10255,800,750,23,18,5,4178,780,7,2021-07-08
"Lyon",2021-07-08,"Lyon",17784,1616,1558,41,37,4,5087,1600,1,2021-07-08
"Madison",2021-07-08,"Madison",22842,1803,1642,19,15,4,8499,1648,-13,2021-07-08
"Mahaska",2021-07-08,"Mahaska",33731,2417,2235,51,46,5,11301,2337,51,2021-07-08
"Marion",2021-07-08,"Marion",45614,3853,3581,77,65,12,17396,3664,6,2021-07-08
"Marshall",2021-07-08,"Marshall",88882,5274,4795,76,68,8,23090,4890,19,2021-07-08
"Mills",2021-07-08,"Mills",22548,1805,1602,24,21,3,8053,1644,18,2021-07-08
"Mitchell",2021-07-08,"Mitchell",19455,1377,1230,43,40,3,5806,1267,-6,2021-07-08
"Monona",2021-07-08,"Monona",19381,911,817,31,29,2,4011,839,-9,2021-07-08
"Monroe",2021-07-08,"Monroe",10544,1027,941,32,24,8,3817,964,-9,2021-07-08
"Montgomery",2021-07-08,"Montgomery",15274,1131,1014,38,36,2,4538,1037,-15,2021-07-08
"Muscatine",2021-07-08,"Muscatine",61188,5245,4779,106,97,9,23354,4896,11,2021-07-08
"O'Brien",2021-07-08,"O'Brien",27753,2164,1950,61,56,5,7030,1997,-14,2021-07-08
"Osceola",2021-07-08,"Osceola",9815,816,776,17,14,3,2709,791,-2,2021-07-08
"Page",2021-07-08,"Page",23194,2015,1929,22,20,2,6686,1945,-6,2021-07-08
"Palo Alto",2021-07-08,"Palo Alto",20157,1205,1116,24,23,1,4780,1136,-4,2021-07-08
"Plymouth",2021-07-08,"Plymouth",40926,4358,3953,82,74,8,14051,4037,2,2021-07-08
"Pocahontas",2021-07-08,"Pocahontas",14556,910,844,22,22,0,3655,857,-9,2021-07-08
"Polk",2021-07-08,"Polk",756048,66010,57737,643,564,79,299540,58396,16,2021-07-08
"Pottawattamie",2021-07-08,"Pottawattamie",127487,12390,11042,177,153,24,50660,11254,35,2021-07-08
"Poweshiek",2021-07-08,"Poweshiek",48297,1664,1552,36,33,3,9517,1573,-15,2021-07-08
"Ringgold",2021-07-08,"Ringgold",10807,577,534,24,18,6,2552,567,9,2021-07-08
"Sac",2021-07-08,"Sac",22229,1411,1305,20,19,1,5714,1310,-15,2021-07-08
"Scott",2021-07-08,"Scott",235836,21781,20049,250,226,24,95238,20344,45,2021-07-08
"Shelby",2021-07-08,"Shelby",18285,1364,1268,37,33,4,5868,1322,17,2021-07-08
"Sioux",2021-07-08,"Sioux",48816,5363,5101,74,71,3,17112,5179,4,2021-07-08
"Story",2021-07-08,"Story",171689,11531,10690,48,42,6,59610,10733,-5,2021-07-08
"Tama",2021-07-08,"Tama",35118,2261,2050,72,68,4,9023,2130,8,2021-07-08
"Taylor",2021-07-08,"Taylor",9525,691,657,12,10,2,2699,668,-1,2021-07-08
"Union",2021-07-08,"Union",18622,1373,1260,35,27,8,7055,1302,7,2021-07-08
"Van Buren",2021-07-08,"Van Buren",9423,594,550,18,15,3,2985,566,-2,2021-07-08
"Wapello",2021-07-08,"Wapello",51143,4721,4212,122,118,4,19954,4351,17,2021-07-08
"Warren",2021-07-08,"Warren",84562,6408,5772,92,82,10,30270,5858,-6,2021-07-08
"Washington",2021-07-08,"Washington",45168,2766,2539,51,47,4,12836,2575,-15,2021-07-08
"Wayne",2021-07-08,"Wayne",7864,600,527,23,18,5,2732,552,2,2021-07-08
"Webster",2021-07-08,"Webster",73982,5522,5046,94,79,15,22476,5231,91,2021-07-08
"Winnebago",2021-07-08,"Winnebago",19372,1568,1414,31,26,5,6836,1448,3,2021-07-08
"Winneshiek",2021-07-08,"Winneshiek",42898,2076,1932,35,30,5,11106,2006,39,2021-07-08
"Woodbury",2021-07-08,"Woodbury",157265,16558,14988,230,211,19,64137,15264,46,2021-07-08
"Worth",2021-07-08,"Worth",14750,799,743,8,7,1,4197,764,13,2021-07-08
"Wright",2021-07-08,"Wright",21907,1939,1819,40,33,7,8286,1867,8,2021-07-08
"Total",2021-07-08,"Totals",5210042,405298,366566,6149,5427,722,1796904,373405,690,2021-07-08
