"","date","County","Total.Tests","Total.Positive.Tests","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Individuals.Tested","Individuals.Positive","Active","date"
"Adair",2021-05-11,"Adair",12463,984,812,32,22,10,3720,863,19,2021-05-11
"Adams",2021-05-11,"Adams",5764,350,328,4,4,0,1643,338,6,2021-05-11
"Allamakee",2021-05-11,"Allamakee",21724,1566,1442,51,41,10,6384,1509,16,2021-05-11
"Appanoose",2021-05-11,"Appanoose",18392,1453,1215,49,44,5,6222,1280,16,2021-05-11
"Audubon",2021-05-11,"Audubon",12520,527,482,10,9,1,2750,507,15,2021-05-11
"Benton",2021-05-11,"Benton",37961,2716,2444,55,44,11,13278,2557,58,2021-05-11
"Black Hawk",2021-05-11,"Black Hawk",218733,17247,15207,308,285,23,72534,15774,259,2021-05-11
"Boone",2021-05-11,"Boone",45075,2815,2540,34,31,3,14366,2633,59,2021-05-11
"Bremer",2021-05-11,"Bremer",40103,2973,2723,60,51,9,12666,2833,50,2021-05-11
"Buchanan",2021-05-11,"Buchanan",31900,2010,1849,31,26,5,9800,1905,25,2021-05-11
"Buena Vista",2021-05-11,"Buena Vista",45692,4894,4175,40,36,4,15152,4243,28,2021-05-11
"Butler",2021-05-11,"Butler",29986,1737,1586,34,30,4,7288,1646,26,2021-05-11
"Calhoun",2021-05-11,"Calhoun",18849,1425,1319,13,12,1,5481,1372,40,2021-05-11
"Carroll",2021-05-11,"Carroll",37315,3065,2729,52,43,9,11707,2852,71,2021-05-11
"Cass",2021-05-11,"Cass",21094,1463,1293,54,48,6,6564,1380,33,2021-05-11
"Cedar",2021-05-11,"Cedar",32058,1985,1803,23,21,2,9502,1892,66,2021-05-11
"Cerro Gordo",2021-05-11,"Cerro Gordo",78071,5791,5110,89,74,15,25919,5379,180,2021-05-11
"Cherokee",2021-05-11,"Cherokee",21240,1685,1526,38,30,8,6177,1584,20,2021-05-11
"Chickasaw",2021-05-11,"Chickasaw",17918,1308,1216,15,13,2,5628,1239,8,2021-05-11
"Clarke",2021-05-11,"Clarke",13722,1058,959,24,22,2,5034,998,15,2021-05-11
"Clay",2021-05-11,"Clay",31376,2259,2071,25,20,5,8739,2151,55,2021-05-11
"Clayton",2021-05-11,"Clayton",25691,1780,1616,56,47,9,7398,1693,21,2021-05-11
"Clinton",2021-05-11,"Clinton",64892,6010,5258,92,79,13,23859,5528,178,2021-05-11
"Crawford",2021-05-11,"Crawford",28493,2902,2579,40,35,5,9056,2659,40,2021-05-11
"Dallas",2021-05-11,"Dallas",130535,12476,10768,98,85,13,56150,11148,282,2021-05-11
"Davis",2021-05-11,"Davis",11415,898,775,24,23,1,3615,826,27,2021-05-11
"Decatur",2021-05-11,"Decatur",10565,622,586,9,9,0,3646,606,11,2021-05-11
"Delaware",2021-05-11,"Delaware",29517,2129,1981,40,36,4,8367,2087,66,2021-05-11
"Des Moines",2021-05-11,"Des Moines",57282,4890,4348,66,55,11,21922,4537,123,2021-05-11
"Dickinson",2021-05-11,"Dickinson",27348,2667,2361,43,37,6,10819,2478,74,2021-05-11
"Dubuque",2021-05-11,"Dubuque",195235,14635,12863,209,193,16,58973,13350,278,2021-05-11
"Emmet",2021-05-11,"Emmet",17398,1415,1239,40,38,2,5354,1341,62,2021-05-11
"Fayette",2021-05-11,"Fayette",37066,1929,1791,41,36,5,9593,1847,15,2021-05-11
"Floyd",2021-05-11,"Floyd",26271,1781,1504,42,32,10,8011,1601,55,2021-05-11
"Franklin",2021-05-11,"Franklin",19949,1284,1101,21,19,2,5533,1183,61,2021-05-11
"Fremont",2021-05-11,"Fremont",7451,657,606,9,7,2,2750,622,7,2021-05-11
"Greene",2021-05-11,"Greene",15222,824,755,10,10,0,4258,776,11,2021-05-11
"Grundy",2021-05-11,"Grundy",19645,1441,1320,33,27,6,5961,1362,9,2021-05-11
"Guthrie",2021-05-11,"Guthrie",18939,1291,1154,29,24,5,5919,1208,25,2021-05-11
"Hamilton",2021-05-11,"Hamilton",23762,1979,1733,49,45,4,7801,1793,11,2021-05-11
"Hancock",2021-05-11,"Hancock",21868,1571,1398,34,27,7,6288,1471,39,2021-05-11
"Hardin",2021-05-11,"Hardin",35596,1978,1753,43,34,9,8770,1850,54,2021-05-11
"Harrison",2021-05-11,"Harrison",21760,1928,1679,73,69,4,6643,1793,41,2021-05-11
"Henry",2021-05-11,"Henry",36908,3057,2820,37,36,1,11354,2909,52,2021-05-11
"Howard",2021-05-11,"Howard",17186,1090,1006,22,18,4,4757,1044,16,2021-05-11
"Humboldt",2021-05-11,"Humboldt",15690,1236,1154,26,23,3,4860,1188,8,2021-05-11
"Ida",2021-05-11,"Ida",12784,1013,852,34,32,2,3446,903,17,2021-05-11
"Iowa",2021-05-11,"Iowa",30247,1544,1431,24,22,2,8443,1482,27,2021-05-11
"Jackson",2021-05-11,"Jackson",26205,2341,2142,42,39,3,9478,2211,27,2021-05-11
"Jasper",2021-05-11,"Jasper",53042,4528,4040,71,66,5,18955,4178,67,2021-05-11
"Jefferson",2021-05-11,"Jefferson",20907,1440,1282,35,29,6,7910,1323,6,2021-05-11
"Johnson",2021-05-11,"Johnson",215267,15305,13827,83,77,6,83460,14445,535,2021-05-11
"Jones",2021-05-11,"Jones",27141,3103,2874,57,51,6,10414,2975,44,2021-05-11
"Keokuk",2021-05-11,"Keokuk",16033,1024,916,31,31,0,4406,955,8,2021-05-11
"Kossuth",2021-05-11,"Kossuth",26753,2273,2064,64,56,8,8213,2152,24,2021-05-11
"Lee",2021-05-11,"Lee",54814,3985,3629,55,42,13,16447,3745,61,2021-05-11
"Linn",2021-05-11,"Linn",298058,22172,19868,334,298,36,122051,20784,582,2021-05-11
"Louisa",2021-05-11,"Louisa",17680,1341,1220,49,42,7,5595,1279,10,2021-05-11
"Lucas",2021-05-11,"Lucas",9584,799,729,23,18,5,3974,771,19,2021-05-11
"Lyon",2021-05-11,"Lyon",16844,1584,1501,41,37,4,4876,1575,33,2021-05-11
"Madison",2021-05-11,"Madison",21203,1754,1516,19,15,4,8096,1614,79,2021-05-11
"Mahaska",2021-05-11,"Mahaska",32006,2410,2182,51,46,5,10845,2295,62,2021-05-11
"Marion",2021-05-11,"Marion",43213,3820,3485,75,64,11,16652,3613,53,2021-05-11
"Marshall",2021-05-11,"Marshall",83962,5185,4696,75,67,8,22148,4820,49,2021-05-11
"Mills",2021-05-11,"Mills",21660,1784,1564,22,19,3,7830,1617,31,2021-05-11
"Mitchell",2021-05-11,"Mitchell",18241,1372,1222,42,39,3,5607,1259,-5,2021-05-11
"Monona",2021-05-11,"Monona",18447,885,780,30,28,2,3899,828,18,2021-05-11
"Monroe",2021-05-11,"Monroe",9931,994,908,29,22,7,3629,951,14,2021-05-11
"Montgomery",2021-05-11,"Montgomery",14624,1112,967,38,36,2,4428,1032,27,2021-05-11
"Muscatine",2021-05-11,"Muscatine",56864,5097,4483,99,90,9,22352,4762,180,2021-05-11
"O'Brien",2021-05-11,"O'Brien",26647,2148,1899,60,55,5,6867,1994,35,2021-05-11
"Osceola",2021-05-11,"Osceola",9271,812,732,16,13,3,2617,782,34,2021-05-11
"Page",2021-05-11,"Page",21825,1993,1878,22,20,2,6545,1926,26,2021-05-11
"Palo Alto",2021-05-11,"Palo Alto",19229,1183,1074,23,22,1,4638,1124,27,2021-05-11
"Pending Investigation",2021-05-11,"Pending Investigation",9589,1006,934,0,0,0,5139,977,43,2021-05-11
"Plymouth",2021-05-11,"Plymouth",39058,4309,3884,80,72,8,13653,4005,41,2021-05-11
"Pocahontas",2021-05-11,"Pocahontas",13541,896,818,22,22,0,3540,853,13,2021-05-11
"Polk",2021-05-11,"Polk",709022,64737,55137,622,548,74,286631,57426,1667,2021-05-11
"Pottawattamie",2021-05-11,"Pottawattamie",122294,12202,10530,168,148,20,49115,11082,384,2021-05-11
"Poweshiek",2021-05-11,"Poweshiek",45786,1622,1498,33,30,3,9169,1547,16,2021-05-11
"Ringgold",2021-05-11,"Ringgold",10189,575,527,24,18,6,2468,555,4,2021-05-11
"Sac",2021-05-11,"Sac",20769,1382,1247,19,19,0,5530,1302,36,2021-05-11
"Scott",2021-05-11,"Scott",216109,21347,18660,240,217,23,90576,19909,1009,2021-05-11
"Shelby",2021-05-11,"Shelby",17743,1367,1240,37,33,4,5702,1305,28,2021-05-11
"Sioux",2021-05-11,"Sioux",46869,5318,4969,74,70,4,16660,5134,91,2021-05-11
"Story",2021-05-11,"Story",164701,11343,10207,48,42,6,57660,10584,329,2021-05-11
"Tama",2021-05-11,"Tama",33176,2217,1991,71,67,4,8686,2092,30,2021-05-11
"Taylor",2021-05-11,"Taylor",8872,680,641,12,10,2,2588,657,4,2021-05-11
"Union",2021-05-11,"Union",17585,1361,1202,33,26,7,6755,1281,46,2021-05-11
"Van Buren",2021-05-11,"Van Buren",8644,583,540,18,15,3,2840,557,-1,2021-05-11
"Wapello",2021-05-11,"Wapello",47965,4659,4128,122,118,4,19107,4290,40,2021-05-11
"Warren",2021-05-11,"Warren",79019,6248,5439,88,78,10,29049,5752,225,2021-05-11
"Washington",2021-05-11,"Washington",42256,2708,2435,50,46,4,12279,2535,50,2021-05-11
"Wayne",2021-05-11,"Wayne",7303,578,493,23,18,5,2581,536,20,2021-05-11
"Webster",2021-05-11,"Webster",69684,5397,4984,93,78,15,21798,5115,38,2021-05-11
"Winnebago",2021-05-11,"Winnebago",17930,1523,1327,31,26,5,6527,1416,58,2021-05-11
"Winneshiek",2021-05-11,"Winneshiek",40852,2049,1900,34,29,5,10650,1968,34,2021-05-11
"Woodbury",2021-05-11,"Woodbury",149275,16403,14643,228,209,19,62025,15103,232,2021-05-11
"Worth",2021-05-11,"Worth",13470,787,700,8,7,1,3978,743,35,2021-05-11
