"","date","County","Total.Tests","Total.Positive.Tests","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Individuals.Tested","Individuals.Positive","Active","date"
"Adair",2021-05-13,"Adair",12494,985,812,32,22,10,3731,865,21,2021-05-13
"Adams",2021-05-13,"Adams",5826,351,328,4,4,0,1647,338,6,2021-05-13
"Allamakee",2021-05-13,"Allamakee",21867,1569,1443,51,41,10,6399,1513,19,2021-05-13
"Appanoose",2021-05-13,"Appanoose",18469,1455,1221,49,44,5,6253,1280,10,2021-05-13
"Audubon",2021-05-13,"Audubon",12561,530,481,10,9,1,2772,509,18,2021-05-13
"Benton",2021-05-13,"Benton",38236,2725,2447,55,44,11,13315,2564,62,2021-05-13
"Black Hawk",2021-05-13,"Black Hawk",219831,17264,15239,308,285,23,72725,15792,245,2021-05-13
"Boone",2021-05-13,"Boone",45218,2827,2550,34,31,3,14406,2641,57,2021-05-13
"Bremer",2021-05-13,"Bremer",40303,2976,2730,60,51,9,12706,2840,50,2021-05-13
"Buchanan",2021-05-13,"Buchanan",32012,2015,1852,31,26,5,9827,1911,28,2021-05-13
"Buena Vista",2021-05-13,"Buena Vista",45798,4896,4177,40,36,4,15174,4245,28,2021-05-13
"Butler",2021-05-13,"Butler",30077,1738,1588,34,30,4,7313,1647,25,2021-05-13
"Calhoun",2021-05-13,"Calhoun",18944,1436,1319,13,12,1,5510,1382,50,2021-05-13
"Carroll",2021-05-13,"Carroll",37445,3072,2739,52,43,9,11726,2855,64,2021-05-13
"Cass",2021-05-13,"Cass",21178,1469,1293,54,48,6,6585,1381,34,2021-05-13
"Cedar",2021-05-13,"Cedar",32210,1990,1808,23,21,2,9540,1897,66,2021-05-13
"Cerro Gordo",2021-05-13,"Cerro Gordo",78324,5808,5124,89,74,15,26009,5385,172,2021-05-13
"Cherokee",2021-05-13,"Cherokee",21328,1687,1530,38,30,8,6188,1587,19,2021-05-13
"Chickasaw",2021-05-13,"Chickasaw",18038,1310,1217,15,13,2,5645,1239,7,2021-05-13
"Clarke",2021-05-13,"Clarke",13773,1060,959,24,22,2,5043,1000,17,2021-05-13
"Clay",2021-05-13,"Clay",31446,2260,2077,25,20,5,8760,2154,52,2021-05-13
"Clayton",2021-05-13,"Clayton",25817,1782,1620,56,47,9,7418,1693,17,2021-05-13
"Clinton",2021-05-13,"Clinton",65258,6026,5278,93,79,14,23954,5548,177,2021-05-13
"Crawford",2021-05-13,"Crawford",28635,2906,2583,40,35,5,9069,2659,36,2021-05-13
"Dallas",2021-05-13,"Dallas",131134,12502,10787,98,85,13,56317,11169,284,2021-05-13
"Davis",2021-05-13,"Davis",11498,900,775,24,23,1,3627,828,29,2021-05-13
"Decatur",2021-05-13,"Decatur",10633,624,587,9,9,0,3657,608,12,2021-05-13
"Delaware",2021-05-13,"Delaware",29593,2139,1985,41,37,4,8389,2092,66,2021-05-13
"Des Moines",2021-05-13,"Des Moines",57610,4914,4351,66,55,11,21979,4552,135,2021-05-13
"Dickinson",2021-05-13,"Dickinson",27490,2670,2371,43,37,6,10837,2481,67,2021-05-13
"Dubuque",2021-05-13,"Dubuque",196348,14644,12911,209,193,16,59123,13359,239,2021-05-13
"Emmet",2021-05-13,"Emmet",17487,1416,1244,40,38,2,5373,1340,56,2021-05-13
"Fayette",2021-05-13,"Fayette",37250,1930,1794,41,36,5,9631,1849,14,2021-05-13
"Floyd",2021-05-13,"Floyd",26384,1782,1512,42,32,10,8043,1604,50,2021-05-13
"Franklin",2021-05-13,"Franklin",20054,1299,1102,21,19,2,5563,1196,73,2021-05-13
"Fremont",2021-05-13,"Fremont",7465,657,607,9,7,2,2752,622,6,2021-05-13
"Greene",2021-05-13,"Greene",15322,824,755,10,10,0,4275,776,11,2021-05-13
"Grundy",2021-05-13,"Grundy",19717,1443,1320,33,27,6,5977,1362,9,2021-05-13
"Guthrie",2021-05-13,"Guthrie",19019,1297,1156,30,24,6,5954,1213,27,2021-05-13
"Hamilton",2021-05-13,"Hamilton",23891,1986,1739,49,45,4,7825,1796,8,2021-05-13
"Hancock",2021-05-13,"Hancock",21968,1576,1401,34,27,7,6321,1479,44,2021-05-13
"Hardin",2021-05-13,"Hardin",35833,1980,1755,43,34,9,8802,1849,51,2021-05-13
"Harrison",2021-05-13,"Harrison",21794,1929,1685,73,69,4,6659,1795,37,2021-05-13
"Henry",2021-05-13,"Henry",37068,3064,2824,37,36,1,11391,2914,53,2021-05-13
