"","date","County","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Active","positivity"
"Jackson",2021-01-29,"Jackson",7941,1976,1766,32,31,1,178,0.248835159299836
"Jasper",2021-01-29,"Jasper",15664,3374,2883,61,58,3,430,0.215398365679265
"Jefferson",2021-01-29,"Jefferson",6651,1232,1031,25,22,3,176,0.185235302961961
"Johnson",2021-01-29,"Johnson",70027,12403,11106,55,51,4,1242,0.177117397575221
"Jones",2021-01-29,"Jones",8783,2768,2571,50,48,2,147,0.315154275304566
"Keokuk",2021-01-29,"Keokuk",3602,867,786,26,26,0,55,0.240699611327041
"Kossuth",2021-01-29,"Kossuth",6924,1838,1539,44,41,3,255,0.265453495089544
"Lee",2021-01-29,"Lee",14062,3328,2881,34,28,6,413,0.236666192575736
"Linn",2021-01-29,"Linn",102657,18328,16491,281,256,25,1556,0.178536290754649
"Louisa",2021-01-29,"Louisa",4843,1177,1048,31,26,5,98,0.243031179021268
"Lucas",2021-01-29,"Lucas",3341,674,579,11,10,1,84,0.201736007183478
"Lyon",2021-01-29,"Lyon",4089,1392,1242,33,30,3,117,0.340425531914894
"Madison",2021-01-29,"Madison",6650,1276,980,10,9,1,286,0.19187969924812
"Mahaska",2021-01-29,"Mahaska",9202,2019,1720,37,33,4,262,0.219408824168659
"Marion",2021-01-29,"Marion",13658,3145,2725,53,46,7,367,0.230267974813296
"Marshall",2021-01-29,"Marshall",18320,4358,4051,62,58,4,245,0.237882096069869
"Mills",2021-01-29,"Mills",6958,1395,1280,17,16,1,98,0.20048864616269
"Mitchell",2021-01-29,"Mitchell",4941,1175,1029,37,36,1,109,0.237806112123052
"Monona",2021-01-29,"Monona",3301,716,542,18,17,1,156,0.216903968494396
"Monroe",2021-01-29,"Monroe",2965,833,677,20,17,3,136,0.280944350758853
"Montgomery",2021-01-29,"Montgomery",3868,907,753,25,24,1,129,0.234488107549121
"Muscatine",2021-01-29,"Muscatine",18913,3987,3527,81,74,7,379,0.210807381166393
"O'Brien",2021-01-29,"O'Brien",5931,1722,1554,55,51,4,113,0.29033889731917
"Osceola",2021-01-29,"Osceola",2172,652,608,11,9,2,33,0.300184162062615
"Page",2021-01-29,"Page",5378,1492,1378,15,14,1,99,0.277426552621792
"Palo Alto",2021-01-29,"Palo Alto",3972,929,824,11,10,1,94,0.233887210473313
"Pending Investigation",2021-01-29,"Pending Investigation",8816,1058,720,0,0,0,338,0.120009074410163
"Plymouth",2021-01-29,"Plymouth",11928,3549,3304,70,63,7,175,0.297535211267606
"Pocahontas",2021-01-29,"Pocahontas",3154,789,717,11,11,0,61,0.250158528852251
"Polk",2021-01-29,"Polk",238579,47538,41540,468,423,45,5530,0.199254754190436
"Pottawattamie",2021-01-29,"Pottawattamie",42350,9254,8287,115,102,13,852,0.218512396694215
"Poweshiek",2021-01-29,"Poweshiek",7743,1377,1199,24,22,2,154,0.177838047268501
"Ringgold",2021-01-29,"Ringgold",2120,466,362,11,10,1,93,0.219811320754717
"Sac",2021-01-29,"Sac",4754,1139,1035,15,15,0,89,0.239587715607909
"Scott",2021-01-29,"Scott",75947,16096,14296,173,164,9,1627,0.211937272044979
"Shelby",2021-01-29,"Shelby",4688,1094,930,27,27,0,137,0.233361774744027
"Sioux",2021-01-29,"Sioux",14142,4619,4313,59,57,2,247,0.326615754490171
"Story",2021-01-29,"Story",49291,8941,8055,38,33,5,848,0.181392140553042
"Tama",2021-01-29,"Tama",7486,1930,1725,59,57,2,146,0.257814587229495
"Taylor",2021-01-29,"Taylor",2261,607,547,9,7,2,51,0.268465280849182
"Union",2021-01-29,"Union",5915,1132,1017,24,22,2,91,0.191377852916314
"Van Buren",2021-01-29,"Van Buren",2371,511,445,16,13,3,50,0.215520877266976
"Wapello",2021-01-29,"Wapello",15171,3565,3068,98,96,2,399,0.234987805681893
"Warren",2021-01-29,"Warren",24356,4690,3836,41,39,2,813,0.192560354738052
"Washington",2021-01-29,"Washington",10466,2263,1923,33,32,1,307,0.216223963309765
"Wayne",2021-01-29,"Wayne",1959,422,368,21,17,4,33,0.215416028586013
"Webster",2021-01-29,"Webster",19557,4764,4424,77,66,11,263,0.243595643503605
"Winnebago",2021-01-29,"Winnebago",5402,1237,1084,29,24,5,124,0.228989263235839
"Winneshiek",2021-01-29,"Winneshiek",8742,1632,1376,20,18,2,236,0.186684969114619
"Woodbury",2021-01-29,"Woodbury",52759,13210,12232,182,169,13,796,0.250383820769916
"Worth",2021-01-29,"Worth",3257,626,530,4,3,1,92,0.192201412342647
"Wright",2021-01-29,"Wright",7227,1685,1528,25,23,2,132,0.233153452331535
"Total",2021-01-29,"Totals",1462822,317124,281205,4532,4131,401,31387,0.216789192396614
