"","date","County","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Active","positivity"
"Adair",2021-01-29,"Adair",3192,700,598,22,18,4,80,0.219298245614035
"Adams",2021-01-29,"Adams",1398,305,270,3,3,0,32,0.218168812589413
"Allamakee",2021-01-29,"Allamakee",5306,1318,1162,30,26,4,126,0.248398039954768
"Appanoose",2021-01-29,"Appanoose",5267,1139,950,40,39,1,149,0.216252135940763
"Audubon",2021-01-29,"Audubon",2268,433,373,8,8,0,52,0.190917107583774
"Benton",2021-01-29,"Benton",11047,2160,1948,50,40,10,162,0.195528197700733
"Black Hawk",2021-01-29,"Black Hawk",61704,14276,12830,246,232,14,1200,0.23136263451316
"Boone",2021-01-29,"Boone",12007,2264,1921,18,16,2,325,0.188556675272758
"Bremer",2021-01-29,"Bremer",10498,2520,2272,48,44,4,200,0.240045722994856
"Buchanan",2021-01-29,"Buchanan",8244,1642,1444,24,22,2,174,0.199175157690442
"Buena Vista",2021-01-29,"Buena Vista",13552,3996,3715,31,28,3,250,0.294864226682409
"Butler",2021-01-29,"Butler",6136,1528,1286,26,23,3,216,0.249022164276402
"Calhoun",2021-01-29,"Calhoun",4793,1245,1168,9,9,0,68,0.259753807636136
"Carroll",2021-01-29,"Carroll",10236,2592,2359,36,30,6,197,0.253223915592028
"Cass",2021-01-29,"Cass",5563,1162,1019,44,42,2,99,0.208880100665109
"Cedar",2021-01-29,"Cedar",7944,1573,1389,19,18,1,165,0.1980110775428
"Cerro Gordo",2021-01-29,"Cerro Gordo",21330,4789,4317,72,61,11,400,0.224519456165026
"Cherokee",2021-01-29,"Cherokee",5328,1409,1231,27,23,4,151,0.264451951951952
"Chickasaw",2021-01-29,"Chickasaw",4728,1144,1052,12,11,1,80,0.241962774957699
"Clarke",2021-01-29,"Clarke",4200,830,692,9,9,0,129,0.197619047619048
"Clay",2021-01-29,"Clay",7384,1747,1537,21,17,4,189,0.236592632719393
"Clayton",2021-01-29,"Clayton",6162,1549,1383,49,41,8,117,0.251379422265498
"Clinton",2021-01-29,"Clinton",19387,4658,4127,69,63,6,462,0.240264094496312
"Crawford",2021-01-29,"Crawford",7893,2364,2120,24,21,3,220,0.299505891296085
"Dallas",2021-01-29,"Dallas",47064,9248,7975,72,61,11,1201,0.19649838517763
"Davis",2021-01-29,"Davis",2836,709,637,21,20,1,51,0.25
"Decatur",2021-01-29,"Decatur",3034,504,439,4,4,0,61,0.166117336849044
"Delaware",2021-01-29,"Delaware",7016,1778,1602,36,32,4,140,0.253420752565564
"Des Moines",2021-01-29,"Des Moines",18715,4000,3536,43,39,4,421,0.213732300293882
"Dickinson",2021-01-29,"Dickinson",9226,1905,1699,29,26,3,177,0.206481682202471
"Dubuque",2021-01-29,"Dubuque",51170,11760,10556,160,151,9,1044,0.229822161422709
"Emmet",2021-01-29,"Emmet",4486,1113,987,32,31,1,94,0.248105216228266
"Fayette",2021-01-29,"Fayette",8071,1687,1411,24,22,2,252,0.209019947961839
"Floyd",2021-01-29,"Floyd",6789,1427,1265,37,29,8,125,0.210192959198704
"Franklin",2021-01-29,"Franklin",4553,1048,899,18,17,1,131,0.230177904678234
"Fremont",2021-01-29,"Fremont",2381,530,468,6,4,2,56,0.222595548089038
"Greene",2021-01-29,"Greene",3679,700,648,7,7,0,45,0.190269094862734
"Grundy",2021-01-29,"Grundy",5056,1239,1105,28,23,5,106,0.245055379746835
"Guthrie",2021-01-29,"Guthrie",4970,1050,946,24,19,5,80,0.211267605633803
"Hamilton",2021-01-29,"Hamilton",6617,1638,1473,30,29,1,135,0.2475442043222
"Hancock",2021-01-29,"Hancock",5245,1343,1173,24,19,5,146,0.256053384175405
"Hardin",2021-01-29,"Hardin",7329,1598,1447,31,28,3,120,0.21803793150498
"Harrison",2021-01-29,"Harrison",5816,1600,1393,63,59,4,144,0.275103163686382
"Henry",2021-01-29,"Henry",9794,2709,2452,32,32,0,225,0.276597917092097
"Howard",2021-01-29,"Howard",3873,880,723,19,15,4,138,0.227214045959205
"Humboldt",2021-01-29,"Humboldt",4255,1082,968,19,16,3,95,0.254289071680376
"Ida",2021-01-29,"Ida",2857,776,673,30,29,1,73,0.271613580679034
"Iowa",2021-01-29,"Iowa",7169,1300,1135,22,21,1,143,0.181336309108662
